sim_day_index,date,undisturbed_precip,undisturbed_runoff_volume,undisturbed_peak_runoff,undisturbed_effective_duration_hr,undisturbed_time_to_peak_s,undisturbed_dur_area_weighted,undisturbed_peakro_area_weighted,undisturbed_contrib_area_fraction,undisturbed_subsurface_fraction_of_runvol,undisturbed_drain_fraction_of_runvol,undisturbed_approx_intensity_mm_per_hr,undisturbed_peak_to_volume_1_per_s,burned_precip,burned_runoff_volume,burned_peak_runoff,burned_effective_duration_hr,burned_time_to_peak_s,burned_dur_area_weighted,burned_peakro_area_weighted,burned_contrib_area_fraction,burned_subsurface_fraction_of_runvol,burned_drain_fraction_of_runvol,burned_approx_intensity_mm_per_hr,burned_peak_to_volume_1_per_s,peak_diff_undist_minus_burned,runoff_vol_diff_undist_minus_burned,effective_duration_hr_diff_undist_minus_burned,undisturbed_volume_ratio_to_burned,flag_peak_higher_volume_not_higher
8444,2003-02-12,131.3,651386.36,143.45423,1.2613127933247807,13800.0,34196.856156890404,1.3169742121847081,0.999908074762877,0.02198089799597344,0.0,13.822323251921468,0.00022022909721351857,131.3,690449.95,137.65446,1.393283245437727,13800.0,34200.000000000015,1.00437007301741,1.0,0.014387504222748034,0.0,13.821052631578944,0.00019936920844153876,5.799769999999995,-39063.58999999997,-0.13197045211294633,0.9434229953959733,True
8823,2004-02-26,108.7,679195.09,148.51926,1.270308664194649,7200.0,16913.778845590416,1.0551006152523008,0.9996323194793386,0.13743353657744328,0.0,23.13616629213648,0.0002186695136444523,,,,,,,,,,,,,,,,,False
9060,2004-10-20,74.4,356340.74,154.68608,0.6398994588840113,3000.0,6480.000000000002,1.1885079331305282,1.0,0.03502429710513794,0.0,41.33333333333333,0.00043409597229887326,74.4,405073.01,189.68129,0.5932070609365614,3000.0,6480.000000000002,1.5328830617515041,1.0,0.06711441333561073,0.0,41.33333333333333,0.0004682644494136995,-34.995209999999986,-48732.27000000002,0.04669239794744995,0.8796950949657198,False
9130,2004-12-29,91.7,706614.87,182.43366,1.0759084060108937,4800.0,10440.000000000004,1.4666433460336492,1.0,0.038505959771944334,0.0,31.620689655172406,0.0002581797634686063,91.7,708869.01,120.36379,1.635940994657391,4800.0,10440.000000000004,115174.26607194755,1.0,0.07410474951107672,0.0,31.620689655172406,0.0001697969417509167,62.06987000000001,-2254.140000000014,-0.5600325886464974,0.9968200895113188,True
9141,2005-01-09,92.5,813547.28,174.8826,1.2922117783905065,16800.0,42069.849543410935,1.5072329801440425,0.9903448574249275,0.30190282267343915,0.0,7.915407438203095,0.00021496304431132754,,,,,,,,,,,,,,,,,False
9142,2005-01-10,87.1,856237.93,169.08346,1.406665497881605,4800.0,10570.61880872676,1.2535486749437212,0.978761000808033,0.38027885376302956,0.0,29.663353269454294,0.0001974725179483698,87.1,864153.65,118.42395,2.0269774868644017,4800.0,10800.000000000004,136669.50645185568,1.0,0.3084413223165962,0.0,29.033333333333324,0.00013704038627852813,50.65951,-7915.719999999972,-0.6203119889827966,0.9908399160265076,True
9182,2005-02-19,71.6,512441.92,152.81089,0.931510691271923,6600.0,15740.986135743817,1.150676299045666,0.9937491247313011,0.19863018642130514,0.0,16.375085892153344,0.00029820138446128686,71.6,517932.12,118.7345,1.2116952809278965,6600.0,15840.000000000005,3193.8049320813675,1.0,0.15799593453646016,0.0,16.272727272727266,0.00022924722258970925,34.07639,-5490.200000000012,-0.2801845896559735,0.9893997692207234,True
9184,2005-02-21,66.0,613759.53,136.6273,1.2478381577717876,6600.0,15318.378529925281,0.9906096957069342,0.9455789216003256,0.525203431731076,0.0,15.510780043451435,0.0002226072155653534,66.0,634281.11,117.44194,1.5002238316415941,6600.0,16200.000000000005,0.8511838234873905,1.0,0.392979322388075,0.0,14.66666666666666,0.00018515755577207715,19.18535999999999,-20521.579999999958,-0.2523856738698065,0.9676459227991199,True
11311,2010-12-19,70.6,504182.01,211.46838,0.6622765934714843,7200.0,18000.000000000007,1.8772848144448842,1.0,0.05274791198841856,0.0,14.119999999999994,0.00041942865037965157,70.6,519923.86,216.22231,0.6679389117822506,7200.0,18000.000000000007,1.9622288003215136,1.0,0.11150908821916225,0.0,14.119999999999994,0.0004158730280237572,-4.753929999999997,-15741.849999999977,-0.005662318310766357,0.9697227782544929,False
13535,2017-01-20,69.6,460698.97,151.27475,0.8459570160328217,13200.0,32748.05968754674,1.3228847415649734,0.9677322602702935,0.269827296618022,0.0,7.651140323751199,0.00032835921035378053,,,,,,,,,,,,,,,,,False
14261,2019-01-16,49.8,400780.98,133.19999,0.8357962339186361,8400.0,19284.921463111907,1.1138874985131983,0.9236073497658954,0.57739298463422,0.0,9.296382167950531,0.0003323510761413878,49.8,465960.23,180.0359,0.7189310422100382,8400.0,20880.000000000007,1.5305370458270593,1.0,0.3846864739096714,0.0,8.58620689655172,0.0003863761076776874,-46.835909999999984,-65179.25,0.11686519170859788,0.8601184268451408,False
15339,2021-12-29,105.7,620366.89,151.92614,1.134262583852332,6600.0,15118.610090414706,1.31010926289306,0.999908074762877,0.16334916252003576,0.0,25.168980331151744,0.0002448972413727625,105.7,753236.81,132.90705,1.5742765129631742,6600.0,15120.000000000005,0.9265204908614006,1.0,0.11865776851047329,0.0,25.166666666666657,0.00017644789558279817,19.019090000000006,-132869.92000000004,-0.44001392911084225,0.8236013983437691,True
15340,2021-12-30,76.7,685878.2,241.41668,0.7891820988600381,4800.0,11160.000000000004,1.8002993343589089,1.0,0.26307256071741275,0.0,24.74193548387096,0.0003519818533378084,76.7,725716.86,251.14489,0.802676163017558,4800.0,11160.000000000004,148556.56339248168,1.0,0.18778327413764312,0.0,24.74193548387096,0.0003460645657315995,-9.72820999999999,-39838.66000000003,-0.013494064157519858,0.9451044033894982,False
15779,2023-03-14,86.1,368445.27,131.18296,0.7801768486801436,16800.0,42464.38093148232,1.1462810757788855,0.9996323194793386,0.19189581380504106,0.0,7.299293977701703,0.0003560446304548841,86.1,420084.89,121.65645,0.9591784670868023,16800.0,42480.000000000015,0.9654967441379004,1.0,0.12685055436232975,0.0,7.296610169491522,0.00028959968067406564,9.526510000000002,-51639.619999999995,-0.17900161840665874,0.8770733696229827,True
15938,2023-08-20,145.3,545680.98,163.24568,0.9285271745016468,5400.0,9470.261696544194,1.2681350506286315,0.7516080711543008,0.015516897883740789,0.0,55.23395411458143,0.00029915955655995195,145.3,587597.1,201.05865,0.8118099702085271,5400.0,9557.105177863643,1.5901030357485173,0.7585004109415587,0.0045652521613654485,0.0,54.73205434754117,0.0003421709365141523,-37.81297000000001,-41916.119999999995,0.11671720429311971,0.928665202738407,False
16106,2024-02-04,180.6,1308855.35,263.57799,1.3793675661444857,15600.0,39596.35976060994,2.072497049751839,0.999908074762877,0.06765143991218864,0.0,16.41969120218906,0.00020138053452583587,180.6,1321911.73,149.25292,2.460237982464784,15600.0,39600.000000000015,0.9992207897477502,1.0,0.0567954183165661,0.0,16.41818181818181,0.00011290687313895005,114.32507000000001,-13056.379999999888,-1.0808704163202982,0.9901231075391094,True
16756,2025-11-15,86.6,491893.7,147.81218,0.924397021198719,3000.0,6120.000000000002,1.0318813710025758,1.0,0.031877155588686895,0.0,50.94117647058822,0.00030049618443984955,86.6,524359.21,151.19134,0.9633841204867363,3000.0,6120.000000000002,1.0215578718710199,1.0,0.03382099053848897,0.0,50.94117647058822,0.00028833543326148503,-3.3791599999999846,-32465.50999999995,-0.038987099288017246,0.9380853632760642,False
1044,,,,,,,,,,,,,,97.5,298535.44,115.96301,0.7151117508170158,4800.0,11160.000000000004,0.9284565653134049,1.0,0.006912858391391075,0.0,31.451612903225797,0.0003884396773796773,,,,,False
2861,,,,,,,,,,,,,,75.2,325486.12,159.65107,0.5663150964857994,4200.0,9000.000000000004,1.467910301370088,1.0,0.047329797003390954,0.0,30.07999999999999,0.0004905003936880627,,,,,False
4445,,,,,,,,,,,,,,73.9,257602.32,120.51982,0.5937297284380278,4200.0,9360.000000000004,1.1203875468243303,1.0,0.06194534884434196,0.0,28.423076923076916,0.00046785223052338965,,,,,False
9140,,,,,,,,,,,,,,58.4,514584.55,122.71776,1.1647878251507995,6000.0,14400.000000000005,0.8931467513972459,1.0,0.28547738624463426,0.0,14.599999999999993,0.0002384792936360021,,,,,False
10252,,,,,,,,,,,,,,87.1,571592.13,124.47849,1.2755263312293288,13800.0,35189.11077500749,0.8577130729118005,0.9974237748017991,0.14644230333827032,0.0,8.910711100511838,0.00021777502429923238,,,,,False
12478,,,,,,,,,,,,,,79.8,408803.99,132.84166,0.8548271971976931,11400.0,27720.00000000001,1.0769795275358838,1.0,0.04466641037836597,0.0,10.36363636363636,0.00032495196536609145,,,,,False
16463,,,,,,,,,,,,,,112.8,486783.88,117.75182,1.148328275897939,10800.0,26280.000000000007,0.8706271259530143,1.0,0.012802911729411278,0.0,15.452054794520544,0.0002418975336652479,,,,,False
