wepp_id,topaz_id,slope,length_m,area_ha,brn_runoff_mm,brn_sed_kgyr,unb_runoff_mm,unb_sed_kgyr,slope_scalar,aspect,elevation,inverted
204,903,0.03770999889820814,60.0,0.5,204.08,0.0,177.48,0.0,0.03770999889820814,240.4090266389852,2592.39990234375,False
471,1983,0.12257000058889389,102.42640687119285,1.3,192.41538461538462,0.0,171.93076923076924,0.0,0.12257000058889389,314.31042122450714,2468.60009765625,False
133,612,0.13666999340057373,264.8528137423857,4.1,225.57073170731707,0.0,220.3048780487805,0.0,0.13666999340057373,89.5837988354083,2562.60009765625,False
134,613,0.15208999812602997,159.8528137423857,2.0,211.695,0.0,195.315,0.0,0.15208999812602997,208.8094221040091,2548.300048828125,False
198,883,0.16145499795675278,91.95541084682709,6.7,189.94477611940297,0.0,167.5358208955224,0.0,0.16145499795675278,157.74708281002,2594.5,False
256,1122,0.18000000715255737,444.8528137423857,10.9,244.2770642201835,1623.0,223.45688073394496,4.8,0.18000000715255737,188.303112188109,2680.60009765625,False
194,863,0.18123000115156174,274.71333568744603,8.1,198.96543209876543,0.0,188.2037037037037,0.0,0.18123000115156174,238.2657025191687,2508.199951171875,False
186,831,0.21684999763965607,409.7056274847714,11.6,182.3,0.0,166.52241379310345,0.0,0.21684999763965607,156.61189207416652,2658.60009765625,False
339,1461,0.2199999988079071,304.7056274847714,13.5,186.48592592592593,0.0,172.7237037037037,0.0,0.2199999988079071,277.86474568264015,2648.10009765625,False
144,653,0.22166500240564346,76.08788476340314,2.7,198.94074074074075,0.0,164.37037037037038,0.0,0.22166500240564346,190.66559177995254,2570.60009765625,False
420,1783,0.22333000600337982,102.42640687119285,1.7,218.11764705882354,0.0,183.5705882352941,0.0,0.22333000600337982,292.53568743075897,2690.699951171875,False
163,723,0.22627000510692596,260.9751394494564,17.3,194.99017341040462,0.0,172.72947976878612,0.0,0.22627000510692596,222.34409983145807,2695.199951171875,False
330,1422,0.22863000631332397,114.81788308513615,19.5,156.81333333333333,0.0,133.09128205128206,0.0,0.22863000631332397,234.61293888150726,2727.5,False
159,712,0.23667499423027039,99.20203788713329,11.7,187.8948717948718,0.0,143.7923076923077,0.0,0.23667499423027039,153.00813965822678,2838.199951171875,False
402,1713,0.2373649999499321,125.58631232933593,4.9,199.77755102040817,0.0,188.70816326530613,0.0,0.2373649999499321,271.1929651988698,2653.199951171875,False
123,563,0.24277499318122864,7.433960585957725,0.2,29.85,0.0,0.0,0.0,0.24277499318122864,117.99999999999999,2568.60009765625,False
160,713,0.26333001255989075,55.705759736621,6.6,161.4227272727273,0.0,104.21363636363637,0.0,0.26333001255989075,221.52233900792274,2734.60009765625,False
119,552,0.27000000327825546,106.06601717798212,0.9,232.27777777777777,0.0,183.43333333333334,0.0,0.27000000327825546,82.99957210915721,2632.39990234375,False
445,1881,0.27000001072883606,434.5584412271571,10.0,142.102,0.0,143.96,0.0,0.27000001072883606,278.93346862840076,2543.800048828125,False
145,662,0.278329998254776,109.52461179858672,7.7,217.71948051948056,0.0,182.47142857142856,0.0,0.278329998254776,75.37139022229302,2656.300048828125,False
138,632,0.28519999980926514,54.0,0.8,225.5,0.0,140.9125,0.0,0.28519999980926514,50.6977444240088,2703.10009765625,False
197,882,0.28755998611450195,211.06601717798213,19.3,183.84507772020726,0.0,160.6020725388601,0.0,0.28755998611450195,67.32331555439771,2706.0,False
118,543,0.28833499550819397,248.52813742385703,3.6,247.90277777777777,0.0,219.49722222222223,0.8,0.28833499550819397,90.52782572550757,2706.0,True
264,1153,0.29666998982429504,234.8528137423857,42.8,237.75934579439252,0.0,221.62219626168223,61.2,0.29666998982429504,278.0539519935242,2849.0,True
122,562,0.35237500071525574,178.41505406298538,4.3,254.38837209302326,0.0,221.93720930232558,0.2,0.35237500071525574,70.1736802176782,2698.199951171875,True
390,1663,0.4006899893283844,54.59415460183916,1.4,156.57142857142858,0.0,97.92857142857143,0.0,0.4006899893283844,237.43607632928155,2500.0,False
148,672,0.5066699981689453,186.39610306789277,1.3,251.24615384615385,0.0,211.86923076923077,0.0,0.5066699981689453,21.824848597043438,2792.699951171875,False
