"mixed"|"2995904"|"2337631"
"mixed"|"3021811"|"2362640"
"mixed"|"3002381"|"2368885"
"siliceous"|"2976474"|"2343876"
"mixed"|"2989427"|"2306368"
"siliceous"|"3015334"|"2331377"
"siliceous"|"3060670"|"2350128"
"mixed"|"3061242"|"2375698"
"mixed"|"2996476"|"2313191"
"mixed"|"3041812"|"2331937"
"mixed"|"3054765"|"2344437"
"siliceous"|"2970569"|"2288182"
"siliceous"|"3028860"|"2319429"
"siliceous"|"2989999"|"2281919"
"mixed"|"2990000"|"2281920"
"siliceous"|"3048288"|"2363208"
"siliceous"|"2983522"|"2300671"
"mixed"|"2983523"|"2300672"
"mixed"|"3015906"|"2306928"
"mixed"|"3002953"|"2294420"
"mixed"|"3035336"|"2350689"
"siliceous"|"3048289"|"2363209"
"mixed"|"2964093"|"2356946"
"mixed"|"2977046"|"2369446"
"mixed"|"3009429"|"2325680"
"siliceous"|"3028859"|"2319428"
"siliceous"|"2964092"|"2356945"
"mixed"|"3022383"|"2338200"
"siliceous"|"3002954"|"2294421"
"siliceous"|"3035337"|"2350690"
"siliceous"|"2983524"|"2300673"
"mixed"|"3015907"|"2306929"
"mixed"|"2970570"|"2288183"
"mixed"|"3028861"|"2319430"
"mixed"|"3054766"|"2344438"
"smectitic"|"2996477"|"2313192"
"mixed"|"3048290"|"2363210"
"mixed"|"3061243"|"2375699"
"mixed"|"2964094"|"2356947"
"siliceous"|"2977047"|"2369447"
"mixed"|"3009430"|"2325681"
"mixed"|"2990001"|"2281921"
"mixed"|"3022384"|"2338201"
"mixed"|"3041813"|"2331938"
"siliceous"|"3035338"|"2350691"
"siliceous"|"3002955"|"2294422"
"mixed"|"3015908"|"2306930"
"mixed"|"2970572"|"2288185"
"siliceous"|"3009431"|"2325682"
"mixed"|"2977048"|"2369448"
"siliceous"|"2964095"|"2356948"
"siliceous"|"3048291"|"2363211"
"siliceous"|"3061244"|"2375700"
"mixed"|"2996478"|"2313193"
"siliceous"|"3054768"|"2344440"
"siliceous"|"3022385"|"2338202"
"siliceous"|"3009432"|"2325683"
"mixed"|"2990002"|"2281922"
"siliceous"|"2983525"|"2300674"
"mixed"|"3028862"|"2319431"
"siliceous"|"2970571"|"2288184"
"siliceous"|"3041814"|"2331939"
"siliceous"|"3054767"|"2344439"
"siliceous"|"3009433"|"2325684"
"mixed"|"2964096"|"2356949"
"siliceous"|"2996479"|"2313194"
"siliceous"|"3015909"|"2306931"
"siliceous"|"3048292"|"2363212"
"siliceous"|"3054769"|"2344441"
"siliceous"|"2970573"|"2288186"
"siliceous"|"3002956"|"2294423"
"siliceous"|"2990003"|"2281923"
"siliceous"|"3022386"|"2338203"
"mixed"|"3035339"|"2350692"
"mixed"|"2996480"|"2313195"
"mixed"|"3028863"|"2319432"
"siliceous"|"3041816"|"2331941"
"mixed"|"2977050"|"2369450"
"mixed"|"2977049"|"2369449"
"siliceous"|"3035340"|"2350693"
"mixed"|"3061245"|"2375701"
"siliceous"|"3015910"|"2306932"
"mixed"|"3041815"|"2331940"
"mixed"|"2983526"|"2300675"
"siliceous"|"3009434"|"2325685"
"siliceous"|"3041817"|"2331942"
"mixed"|"3054770"|"2344442"
"siliceous"|"3022387"|"2338204"
"mixed"|"2990004"|"2281924"
"siliceous"|"3048294"|"2363214"
"siliceous"|"2964098"|"2356951"
"siliceous"|"2996481"|"2313196"
"siliceous"|"3002958"|"2294425"
"siliceous"|"2964097"|"2356950"
"siliceous"|"3022388"|"2338205"
"siliceous"|"3035341"|"2350694"
"siliceous"|"3061246"|"2375702"
"siliceous"|"3002957"|"2294424"
"siliceous"|"3048293"|"2363213"
"mixed"|"2970574"|"2288187"
"siliceous"|"2983527"|"2300676"
"siliceous"|"3015911"|"2306933"
"siliceous"|"3028864"|"2319433"
"mixed"|"3061247"|"2375703"
"siliceous"|"2977051"|"2369451"
"siliceous"|"3035342"|"2350695"
"siliceous"|"2983529"|"2300678"
"siliceous"|"2970575"|"2288188"
"siliceous"|"3028866"|"2319435"
"siliceous"|"3015912"|"2306934"
"siliceous"|"3048295"|"2363215"
"siliceous"|"3061248"|"2375704"
"siliceous"|"3009435"|"2325686"
"siliceous"|"3041818"|"2331943"
"siliceous"|"3054771"|"2344443"
"mixed"|"2990005"|"2281925"
"mixed"|"3028865"|"2319434"
"siliceous"|"2977052"|"2369452"
"siliceous"|"2964099"|"2356952"
"siliceous"|"2996482"|"2313197"
"siliceous"|"2970576"|"2288189"
"siliceous"|"3002959"|"2294426"
"siliceous"|"2990006"|"2281926"
"siliceous"|"3022389"|"2338206"
"mixed"|"2983528"|"2300677"
"siliceous"|"3009436"|"2325687"
"siliceous"|"3041819"|"2331944"
"siliceous"|"3048296"|"2363216"
"mixed"|"3015913"|"2306935"
"siliceous"|"2996483"|"2313198"
"mixed"|"3061249"|"2375705"
"siliceous"|"2977053"|"2369453"
"mixed"|"3002960"|"2294427"
"mixed"|"3022390"|"2338207"
"siliceous"|"3035343"|"2350696"
"siliceous"|"2964100"|"2356953"
"siliceous"|"3054772"|"2344444"
"siliceous"|"3002961"|"2294428"
"mixed"|"3015914"|"2306936"
"siliceous"|"2970577"|"2288190"
"siliceous"|"2990007"|"2281927"
"siliceous"|"3054773"|"2344445"
"siliceous"|"2983530"|"2300679"
"siliceous"|"3022391"|"2338208"
"siliceous"|"3035344"|"2350697"
"mixed"|"3048297"|"2363217"
"mixed"|"2977054"|"2369454"
"siliceous"|"2964101"|"2356954"
"siliceous"|"3009437"|"2325688"
"mixed"|"3028868"|"2319437"
"siliceous"|"3028867"|"2319436"
"siliceous"|"3041820"|"2331945"
"mixed"|"2996484"|"2313199"
"siliceous"|"3061250"|"2375706"
"mixed"|"2970578"|"2288191"
"siliceous"|"3028869"|"2319438"
"mixed"|"2990008"|"2281928"
"siliceous"|"3054774"|"2344446"
"mixed"|"2983531"|"2300680"
"mixed"|"3009439"|"2325690"
"siliceous"|"3054775"|"2344447"
"siliceous"|"2990009"|"2281929"
"siliceous"|"2983532"|"2300681"
"siliceous"|"3002962"|"2294429"
"siliceous"|"3035345"|"2350698"
"siliceous"|"3048298"|"2363218"
"siliceous"|"2970579"|"2288192"
"siliceous"|"3015915"|"2306937"
"siliceous"|"2964102"|"2356955"
"siliceous"|"2977055"|"2369455"
"siliceous"|"3009438"|"2325689"
"siliceous"|"2996485"|"2313200"
"siliceous"|"3041821"|"2331946"
"siliceous"|"3061251"|"2375707"
"siliceous"|"3022392"|"2338209"
"mixed"|"3035346"|"2350699"
"siliceous"|"3022393"|"2338210"
"mixed"|"3061252"|"2375708"
"siliceous"|"3015916"|"2306938"
"siliceous"|"3041822"|"2331947"
"siliceous"|"2977056"|"2369456"
"siliceous"|"2996486"|"2313201"
"mixed"|"3002963"|"2294430"
"mixed"|"3035347"|"2350700"
"mixed"|"2964104"|"2356957"
"siliceous"|"2996487"|"2313202"
"siliceous"|"3015917"|"2306939"
"siliceous"|"3048300"|"2363220"
"siliceous"|"3041823"|"2331948"
"mixed"|"3009440"|"2325691"
"siliceous"|"3028870"|"2319439"
"siliceous"|"3061253"|"2375709"
"mixed"|"3054776"|"2344448"
"mixed"|"2977057"|"2369457"
"siliceous"|"2990010"|"2281930"
"mixed"|"2970580"|"2288193"
"siliceous"|"2983533"|"2300682"
"siliceous"|"2964103"|"2356956"
"siliceous"|"3022394"|"2338211"
"siliceous"|"3048299"|"2363219"
"siliceous"|"3002964"|"2294431"
"mixed"|"2983535"|"2300684"
"mixed"|"2996488"|"2313203"
"mixed"|"3028871"|"2319440"
"siliceous"|"3048301"|"2363221"
"mixed"|"2983534"|"2300683"
"mixed"|"2970581"|"2288194"
"siliceous"|"3028872"|"2319441"
"mixed"|"2990011"|"2281931"
"siliceous"|"2977058"|"2369458"
"mixed"|"3009441"|"2325692"
"siliceous"|"3041824"|"2331949"
"siliceous"|"3061254"|"2375710"
"mixed"|"3054777"|"2344449"
"mixed"|"3054778"|"2344450"
"siliceous"|"3022395"|"2338212"
"mixed"|"2990012"|"2281932"
"siliceous"|"3002965"|"2294432"
"mixed"|"3035348"|"2350701"
"siliceous"|"2970582"|"2288195"
"siliceous"|"3015918"|"2306940"
"mixed"|"2964105"|"2356958"
"siliceous"|"3041825"|"2331950"
"siliceous"|"3015919"|"2306941"
"siliceous"|"3002966"|"2294433"
"siliceous"|"3035349"|"2350702"
"siliceous"|"2996489"|"2313204"
"siliceous"|"2964106"|"2356959"
"siliceous"|"2977059"|"2369459"
"siliceous"|"3009442"|"2325693"
"siliceous"|"3061255"|"2375711"
"siliceous"|"3022396"|"2338213"
"siliceous"|"2977060"|"2369460"
"mixed"|"3009443"|"2325694"
"siliceous"|"3054779"|"2344451"
"siliceous"|"2996490"|"2313205"
"siliceous"|"3015920"|"2306942"
"siliceous"|"3028873"|"2319442"
"siliceous"|"2983536"|"2300685"
"mixed"|"3035350"|"2350703"
"siliceous"|"3048302"|"2363222"
"siliceous"|"2970583"|"2288196"
"siliceous"|"2990013"|"2281933"
"mixed"|"2990014"|"2281934"
"siliceous"|"3009444"|"2325695"
"mixed"|"2970584"|"2288197"
"siliceous"|"3002967"|"2294434"
"siliceous"|"2983537"|"2300686"
"siliceous"|"3048303"|"2363223"
"siliceous"|"3022397"|"2338214"
"mixed"|"3054780"|"2344452"
"siliceous"|"3015921"|"2306943"
"mixed"|"2996491"|"2313206"
"siliceous"|"3041826"|"2331951"
"siliceous"|"3028874"|"2319443"
"siliceous"|"2964107"|"2356960"
"siliceous"|"3061256"|"2375712"
"smectitic"|"3067256"|"2356488"
"mixed"|"3054303"|"2318972"
"mixed"|"2970107"|"2337737"
"mixed"|"3015444"|"2306471"
"smectitic"|"3034874"|"2300216"
"mixed"|"3047826"|"2312728"
"mixed"|"2976584"|"2343981"
"mixed"|"3060780"|"2325225"
"mixed"|"2989537"|"2381497"
"mixed"|"2996014"|"2362746"
"smectitic"|"3028397"|"2293963"
"mixed"|"3008967"|"2375242"
"smectitic"|"3022398"|"2338215"
"mixed"|"2983538"|"2300687"
"smectitic"|"3035351"|"2350704"
"mixed"|"3061257"|"2375713"
"mixed"|"2964108"|"2356961"
"smectitic"|"3041827"|"2331952"
"smectitic"|"2977061"|"2369461"
"smectitic"|"3028875"|"2319444"
"mixed"|"3002968"|"2294435"
"mixed"|"3048304"|"2363224"
"smectitic"|"3009445"|"2325696"
"smectitic"|"3041828"|"2331953"
"mixed"|"3061258"|"2300688"
"smectitic"|"3061258"|"2375714"
"smectitic"|"2990015"|"2281935"
"mixed"|"2970586"|"2288199"
"mixed"|"3054782"|"2294437"
"smectitic"|"3054782"|"2369463"
"mixed"|"2990016"|"2281936"
"smectitic"|"3002969"|"2294436"
"mixed"|"3002969"|"2319445"
"smectitic"|"2970585"|"2288198"
"mixed"|"3028876"|"2344454"
"smectitic"|"3009446"|"2350706"
"smectitic"|"3054781"|"2344453"
"smectitic"|"2977062"|"2369462"
"smectitic"|"2983539"|"2325697"
"smectitic"|"3015922"|"2306944"
"smectitic"|"2996492"|"2313207"
"smectitic"|"2964109"|"2356962"
"smectitic"|"3048305"|"2363225"
"smectitic"|"3022399"|"2338216"
"smectitic"|"3035352"|"2350705"
"smectitic"|"2964110"|"2356963"
"mixed"|"2996493"|"2313208"
"mixed"|"2977063"|"2319446"
"mixed"|"3041829"|"2331954"
"mixed"|"3015924"|"2306946"
"mixed"|"3061259"|"2300689"
"mixed"|"3054783"|"2294438"
"mixed"|"2990017"|"2281937"
"mixed"|"3002970"|"2344455"
"mixed"|"2970587"|"2288200"
"mixed"|"3035353"|"2375715"
"mixed"|"3048306"|"2363226"
"mixed"|"3022400"|"2338217"
"smectitic"|"2983540"|"2325698"
"mixed"|"3015923"|"2306945"
"smectitic"|"3028877"|"2369464"
"mixed"|"3009447"|"2350707"
"mixed"|"3022401"|"2338218"
"mixed"|"3054784"|"2294439"
"mixed"|"2970588"|"2288201"
"smectitic"|"3002971"|"2344456"
"mixed"|"2996494"|"2313209"
"mixed"|"3041830"|"2331955"
"mixed"|"3015925"|"2306947"
"mixed"|"3061260"|"2300690"
"mixed"|"3035354"|"2375716"
"mixed"|"3048307"|"2363227"
"mixed"|"2964111"|"2356964"
"mixed"|"2983541"|"2325699"
"mixed"|"2990018"|"2281938"
"mixed"|"3009448"|"2350708"
"mixed"|"3028878"|"2369465"
"mixed"|"2977064"|"2319447"
"smectitic"|"3022402"|"2338219"
"mixed"|"3022402"|"2363228"
"smectitic"|"3035355"|"2375717"
"mixed"|"2983542"|"2325700"
"smectitic"|"2970589"|"2313211"
"mixed"|"2970589"|"2338220"
"smectitic"|"3002972"|"2344457"
"mixed"|"3002972"|"2369466"
"smectitic"|"3048308"|"2288202"
"mixed"|"3041831"|"2331956"
"mixed"|"2990019"|"2281939"
"smectitic"|"2990019"|"2356965"
"mixed"|"3028879"|"2294440"
"smectitic"|"2977065"|"2319448"
"mixed"|"3061261"|"2300691"
"mixed"|"2996495"|"2313210"
"smectitic"|"2970590"|"2338221"
"smectitic"|"2990020"|"2281940"
"mixed"|"2990020"|"2306949"
"smectitic"|"3002973"|"2344458"
"mixed"|"3022403"|"2288203"
"mixed"|"3035356"|"2350709"
"smectitic"|"2977066"|"2319449"
"smectitic"|"2996496"|"2363229"
"mixed"|"2983543"|"2300692"
"smectitic"|"3015926"|"2306948"
"mixed"|"3061262"|"2375718"
"mixed"|"3048309"|"2313212"
"mixed"|"2964113"|"2356966"
"mixed"|"3054786"|"2294441"
"smectitic"|"3028880"|"2369467"
"mixed"|"3009450"|"2325701"
"mixed"|"3041832"|"2331957"
"mixed"|"2996497"|"2363230"
"mixed"|"2977067"|"2319450"
"mixed"|"3041833"|"2356967"
"smectitic"|"3002974"|"2344459"
"mixed"|"3002974"|"2369468"
"mixed"|"3022404"|"2288204"
"mixed"|"3035357"|"2350710"
"mixed"|"3061263"|"2375719"
"mixed"|"3015927"|"2331958"
"mixed"|"3015928"|"2331959"
"mixed"|"3035358"|"2350711"
"mixed"|"2964114"|"2281941"
"mixed"|"2983544"|"2300693"
"mixed"|"3048310"|"2313213"
"mixed"|"3028881"|"2294442"
"mixed"|"3054787"|"2319451"
"mixed"|"2977068"|"2344460"
"mixed"|"2996498"|"2363231"
"mixed"|"3009451"|"2325702"
"smectitic"|"2990021"|"2306950"
"mixed"|"2970591"|"2338222"
"smectitic"|"3061264"|"2375720"
"mixed"|"3028882"|"2294443"
"smectitic"|"3009452"|"2325703"
"mixed"|"3009452"|"2350712"
"mixed"|"3054788"|"2319452"
"mixed"|"3041834"|"2356968"
"mixed"|"3002975"|"2369469"
"mixed"|"3048311"|"2313214"
"mixed"|"2964115"|"2281942"
"smectitic"|"2983545"|"2300694"
"mixed"|"2970592"|"2338223"
"mixed"|"2990022"|"2306951"
"mixed"|"3022405"|"2288205"
"smectitic"|"3022406"|"2288206"
"smectitic"|"3002976"|"2369470"
"smectitic"|"3028883"|"2294444"
"smectitic"|"3041835"|"2356969"
"mixed"|"2964116"|"2281943"
"smectitic"|"3048312"|"2313215"
"mixed"|"3048312"|"2338224"
"smectitic"|"3035359"|"2375721"
"smectitic"|"3015929"|"2331960"
"mixed"|"2983546"|"2325704"
"smectitic"|"2996499"|"2363232"
"smectitic"|"2977069"|"2344461"
"mixed"|"3061265"|"2300695"
"smectitic"|"2996500"|"2288207"
"smectitic"|"3015930"|"2331961"
"mixed"|"3015930"|"2356970"
"mixed"|"2970593"|"2363233"
"mixed"|"3009453"|"2350713"
"mixed"|"3054789"|"2319453"
"mixed"|"2977070"|"2344462"
"mixed"|"2990023"|"2306952"
"mixed"|"3061266"|"2300696"
"siliceous"|"2964117"|"2306953"
"siliceous"|"3002977"|"2369471"
"mixed"|"3035360"|"2375722"
"mixed"|"3022407"|"2313216"
"mixed"|"3041836"|"2281944"
"siliceous"|"2977071"|"2344463"
"siliceous"|"3009454"|"2350714"
"smectitic"|"3054790"|"2319454"
"mixed"|"3061267"|"2300697"
"siliceous"|"2996501"|"2288208"
"mixed"|"3015931"|"2356971"
"mixed"|"3028884"|"2294445"
"mixed"|"3022408"|"2313217"
"mixed"|"2964118"|"2306954"
"smectitic"|"3002978"|"2369472"
"mixed"|"3035361"|"2375723"
"smectitic"|"2970594"|"2363234"
"smectitic"|"2983547"|"2325705"
"mixed"|"3048313"|"2338225"
"mixed"|"3041837"|"2281945"
"smectitic"|"2990024"|"2331962"
"mixed"|"2977072"|"2344464"
"mixed"|"2990025"|"2331963"
"siliceous"|"3009455"|"2350715"
"mixed"|"2983548"|"2325706"
"siliceous"|"3054791"|"2319455"
"mixed"|"2970595"|"2363235"
"siliceous"|"3035362"|"2375724"
"siliceous"|"3015932"|"2356972"
"mixed"|"3028885"|"2294446"
"mixed"|"2996502"|"2288209"
"mixed"|"3048314"|"2338226"
"siliceous"|"3015933"|"2356973"
"siliceous"|"2996503"|"2288210"
"siliceous"|"3028886"|"2294447"
"siliceous"|"2977073"|"2344465"
"siliceous"|"3009456"|"2350716"
"siliceous"|"3002979"|"2369473"
"siliceous"|"3041838"|"2281946"
"mixed"|"3048315"|"2338227"
"siliceous"|"3061268"|"2300698"
"siliceous"|"2983549"|"2325707"
"siliceous"|"2964119"|"2306955"
"mixed"|"3054792"|"2319456"
"siliceous"|"2990026"|"2331964"
"siliceous"|"3022409"|"2313218"
"siliceous"|"2970596"|"2363236"
"siliceous"|"3028887"|"2294448"
"siliceous"|"2990027"|"2331965"
"not used"|"3022410"|"2313219"
"not used"|"3054793"|"2319457"
"kaolinitic"|"2970597"|"2363237"
"mixed"|"3002980"|"2369474"
"siliceous"|"3048316"|"2338228"
"siliceous"|"3035363"|"2375725"
"siliceous"|"2983550"|"2325708"
"siliceous"|"3009457"|"2350717"
"mixed"|"3061269"|"2300699"
"siliceous"|"3015934"|"2356974"
"siliceous"|"3041839"|"2281947"
"mixed"|"2964120"|"2306956"
"mixed"|"3002981"|"2369475"
"siliceous"|"3035364"|"2375726"
"siliceous"|"3048317"|"2338229"
"siliceous"|"2996504"|"2288211"
"siliceous"|"3041840"|"2281948"
"siliceous"|"2964121"|"2306957"
"siliceous"|"2977074"|"2344466"
"siliceous"|"3061270"|"2300700"
"siliceous"|"2983551"|"2325709"
"mixed"|"2970598"|"2363238"
"siliceous"|"3054794"|"2319458"
"mixed"|"3022411"|"2313220"
"siliceous"|"2990028"|"2331966"
"smectitic"|"3028888"|"2294449"
"siliceous"|"3061271"|"2300701"
"siliceous"|"2964122"|"2306958"
"mixed"|"2977075"|"2344467"
"siliceous"|"3009458"|"2350718"
"kaolinitic"|"3035366"|"2375728"
"siliceous"|"2996505"|"2288212"
"siliceous"|"3041841"|"2281949"
"siliceous"|"2977076"|"2344468"
"mixed"|"3015936"|"2356976"
"siliceous"|"3028889"|"2294450"
"siliceous"|"2996506"|"2288213"
"siliceous"|"3022412"|"2313221"
