scenario,hillslope_count,area_ha,area_weighted_runoff_depth_mm_per_yr,total_runoff_volume_m3_per_yr_estimated,total_sediment_yield_tonne_per_yr,total_soil_loss_tonne_per_yr,zero_runoff_hillslopes,negligible_runoff_hillslopes_lt_1_mm_yr,zero_sediment_hillslopes,negligible_sediment_hillslopes_lt_1_kg_yr,runoff_depth_mm_per_yr_min,runoff_depth_mm_per_yr_q1,runoff_depth_mm_per_yr_median,runoff_depth_mm_per_yr_mean,runoff_depth_mm_per_yr_std,runoff_depth_mm_per_yr_q3,runoff_depth_mm_per_yr_iqr,runoff_depth_mm_per_yr_p95,runoff_depth_mm_per_yr_max,runoff_volume_m3_per_yr_min,runoff_volume_m3_per_yr_q1,runoff_volume_m3_per_yr_median,runoff_volume_m3_per_yr_mean,runoff_volume_m3_per_yr_std,runoff_volume_m3_per_yr_q3,runoff_volume_m3_per_yr_iqr,runoff_volume_m3_per_yr_p95,runoff_volume_m3_per_yr_max,sediment_yield_kg_per_yr_min,sediment_yield_kg_per_yr_q1,sediment_yield_kg_per_yr_median,sediment_yield_kg_per_yr_mean,sediment_yield_kg_per_yr_std,sediment_yield_kg_per_yr_q3,sediment_yield_kg_per_yr_iqr,sediment_yield_kg_per_yr_p95,sediment_yield_kg_per_yr_max,sediment_yield_density_kg_ha_yr_min,sediment_yield_density_kg_ha_yr_q1,sediment_yield_density_kg_ha_yr_median,sediment_yield_density_kg_ha_yr_mean,sediment_yield_density_kg_ha_yr_std,sediment_yield_density_kg_ha_yr_q3,sediment_yield_density_kg_ha_yr_iqr,sediment_yield_density_kg_ha_yr_p95,sediment_yield_density_kg_ha_yr_max,soil_loss_kg_per_yr_min,soil_loss_kg_per_yr_q1,soil_loss_kg_per_yr_median,soil_loss_kg_per_yr_mean,soil_loss_kg_per_yr_std,soil_loss_kg_per_yr_q3,soil_loss_kg_per_yr_iqr,soil_loss_kg_per_yr_p95,soil_loss_kg_per_yr_max,soil_loss_density_kg_ha_yr_min,soil_loss_density_kg_ha_yr_q1,soil_loss_density_kg_ha_yr_median,soil_loss_density_kg_ha_yr_mean,soil_loss_density_kg_ha_yr_std,soil_loss_density_kg_ha_yr_q3,soil_loss_density_kg_ha_yr_iqr,soil_loss_density_kg_ha_yr_p95,soil_loss_density_kg_ha_yr_max,scenario_order
Unburned / baseline,455,1807.5,738.9181687413554,13355945.899999999,128.45180000000002,1005970.9298,0,0,228,270,2.4,353.2310307017544,659.3199999999999,619.9241164176996,324.9946590665862,900.758362035974,547.5273313342195,1083.6322939150402,1193.2903225806451,2.4,3443.2,17916.8,29353.72725274725,31912.49898650327,49102.4,45659.200000000004,82655.22999999992,212390.1,0.0,0.0,0.0,282.3116483516484,2729.50450253474,11.9,11.9,159.6999999999996,39701.2,0.0,0.0,0.0,66.72626247186801,763.2273193567993,2.6825925925925924,2.6825925925925924,31.902927215189855,14266.142857142857,0.0,0.0,0.7,2210925.1204395606,33649652.378002085,65.55000000000001,65.55000000000001,633.9599999999991,679334263.6,0.0,0.0,0.5,338498.52723621804,5120035.342672047,14.57624557014801,14.57624557014801,105.78805375808858,102929433.87878789,1
Low severity fire,455,1807.5,941.7571894882434,17022261.2,771.6286,112924210.6726,0,0,14,41,4.1,626.3625,903.9786407766991,817.3576845823382,333.5450120695035,1081.8924273377286,455.5299273377286,1205.5620408163263,1364.7,4.5,5823.85,26010.6,37411.56307692308,38919.956730580576,58942.350000000006,53118.50000000001,102026.04999999996,252825.2,0.0,21.4,342.0,1695.8870329670328,3838.3741072331873,1507.85,1486.4499999999998,8217.109999999993,31119.8,0.0,18.984375,128.33333333333334,321.4042806205905,457.9193269211273,456.35185185185185,437.36747685185185,1321.872717391302,2855.02752293578,0.0,102.3,1916.9,248185078.4013187,511122586.97997177,222810168.7,222810066.39999998,1358102548.0899997,3964546195.4,0.0,105.73611111111111,624.047619047619,39653881.430963755,75681914.41704477,45227787.51771255,45227681.78160144,205435929.83593744,443516343.20689654,2
Prescribed fire,455,1807.5,904.9075573997235,16356204.100000001,238.3798,572345.1671000001,0,0,65,95,4.05,600.1380952380953,858.8169014084507,783.7682218551372,318.83639263664134,1046.9598039215687,446.8217086834734,1149.1118532818532,1284.0,4.5,5508.200000000001,24796.8,35947.70131868132,37351.871645024505,56960.8,51452.600000000006,97497.33999999988,242045.2,0.0,3.6500000000000004,93.9,523.9116483516483,1255.356454501913,410.05,406.40000000000003,2599.7999999999993,12631.5,0.0,3.267857142857143,32.1764705882353,97.94901428031386,161.48883565884017,121.8452012383901,118.57734409553296,399.5696832579184,1133.9512195121952,0.0,15.7,257.0,1257901.4661538461,15605000.972550256,2156.65,2140.9500000000003,10560.399999999967,223432799.9,0.0,18.083333333333336,109.42307692307692,194486.80615074505,2422420.6881006327,394.24149659863946,376.15816326530614,1720.5649827784137,36037548.37096774,3
Predicted soil burn severity map,455,1807.5,948.6587275242047,17147006.5,2186.0559000000003,40237524.4851,0,0,28,51,4.45,628.4377976190476,906.3666666666667,822.4228542366658,336.4519683717731,1089.5599698895953,461.1221722705477,1214.6462406015035,1374.7,4.6,5823.85,26206.7,37685.72857142857,39209.52558932893,59562.6,53738.75,102282.63999999993,254289.6,0.0,20.65,392.1,4804.518461538462,59540.343718385586,1705.4499999999998,1684.7999999999997,8982.73,1267551.6,0.0,21.589999999999996,137.79611650485435,859.2848307765709,10246.931416446461,493.07012195121956,471.4801219512196,1423.5361111111106,218543.37931034484,0.0,75.35,1448.0,88434119.74747252,301036708.71268773,23169.300000000003,23093.950000000004,634456313.5999988,3198509398.9,0.0,90.59090909090908,512.0714285714286,13995048.618609523,41277164.9017737,3508.269567087156,3417.678657996247,104001063.97478989,331791329.78181815,4
Moderate severity fire,455,1807.5,949.4761604426002,17161781.599999998,979.628,791736.3632,0,0,52,65,4.45,630.6208333333334,911.7199029126213,824.3313530007284,337.0154410041343,1088.9797619047617,458.35892857142835,1225.6031686358754,1374.7,4.6,5865.5,26206.7,37718.20131868131,39180.016659776324,59310.2,53444.7,102843.96999999996,249295.2,0.0,24.25,435.1,2153.0285714285715,5175.4000442598235,1699.75,1675.5,10261.549999999985,53360.4,0.0,14.825,146.49738219895286,402.2416816866692,657.7634760198513,489.29645390070925,474.47145390070926,1640.3082040816319,4846.219512195123,0.0,66.2,1163.5,1740079.9191208791,21662120.04859459,8927.7,8861.5,43598.679999999986,319115068.0,0.0,75.05972652218782,444.25925925925924,269327.25304740865,3368197.1094016437,1609.602380952381,1534.5426544301931,7007.506001745953,51470172.258064516,5
High severity fire,455,1807.5,1046.5729460580912,18916806.0,4513.5104,5297042.371799999,0,0,38,53,51.2,744.6708333333333,1007.8055555555555,927.5953997401999,315.94759919013205,1178.3550193050194,433.684185971686,1308.4222760290556,1496.4,51.2,6720.1,29035.1,41575.397802197804,42526.75416910577,64416.0,57695.9,111845.48999999993,270483.3,0.0,125.2,1735.8,9919.803076923077,24802.759884180738,7086.1,6960.900000000001,50638.98999999979,257575.8,0.0,92.76474201474201,564.0,1897.9148874903858,3182.140681562328,2280.851851851852,2188.0871098371103,7340.137454050369,24639.414634146346,0.0,393.2,5349.0,11641851.366593406,147858275.78988904,43439.55,43046.350000000006,189847.22999999998,2272378761.7,0.0,439.12499999999994,2148.3913043478265,1802472.632447804,22805836.76428349,7921.350378787879,7482.225378787879,30809.96542566393,339161009.20895517,6
30% canopy cover thinning,455,1807.5,972.9258699861688,17585635.1,10261.263600000002,37189.4518,0,0,84,92,10.2,668.12,929.6692307692308,847.9865561871654,329.7020772192971,1108.2180592991913,440.0980592991913,1229.9222463768117,1374.1,10.2,5920.8,27240.6,38649.74747252747,39880.671259729825,60498.2,54577.399999999994,104840.67999999996,254287.8,0.0,18.799999999999997,2949.2,22552.227692307697,69036.46650497158,13451.0,13432.2,96404.07999999993,741327.6,0.0,26.560606060606062,866.9523809523808,4150.193219778755,9071.152630053753,3513.171917638303,3486.611311577697,16685.00067466266,76090.13483146067,0.0,128.15,6131.8,81735.0589010989,167287.88417463747,84047.70000000001,83919.55000000002,468356.20999999973,1560318.3,0.0,158.6,2454.0967741935483,13847.05252251553,27261.754338100753,14889.658333333333,14731.058333333332,69322.59685362509,269020.3965517242,7
50% canopy cover thinning,455,1807.5,947.8519059474412,17132423.2,7200.9095,24787.218,0,0,100,111,9.2,658.7525,910.7619047619048,826.734692093655,316.36433114253583,1080.3070514870483,421.55455148704823,1175.5566857142855,1326.6,9.2,5794.3,26414.1,37653.67736263736,38805.98653635224,58463.45,52669.149999999994,101489.39999999995,250235.3,0.0,2.25,1786.2,15826.174725274725,48285.653138857735,8647.349999999999,8645.099999999999,68491.55999999988,504961.9,0.0,3.064102564102564,538.6842105263158,2919.3696693906927,6495.0416328834535,2362.2341628959275,2359.170060331825,12172.7294117647,56737.29213483146,0.0,66.8,4321.2,54477.4021978022,108922.15079280209,59592.4,59525.6,286070.47,1005979.8,0.0,83.775,1626.0,9230.1169180142,17565.72378754603,11029.935333333331,10946.160333333331,45162.13142941694,173444.7931034483,8
