"VAR"|"No "|"Yes"|"Variable"|"7929517"|"15147670"
"SICL"|"No "|"No "|"Silty clay loam"|"7936993"|"15595477"
"L"|"No "|"Yes"|"Loam"|"7937060"|"15595508"
"SIL"|"No "|"No "|"Silt loam"|"7937061"|"15150994"
"L"|"No "|"No "|"Loam"|"7937061"|"15299166"
"CL"|"No "|"No "|"Clay loam"|"7937061"|"15447338"
"SICL"|"No "|"No "|"Silty clay loam"|"7937084"|"15299179"
"SIL"|"No "|"No "|"Silt loam"|"7937084"|"15447351"
"CL"|"No "|"No "|"Clay loam"|"7937084"|"15595522"
"SIL"|"No "|"No "|"Silt loam"|"7937085"|"15151008"
"L"|"No "|"No "|"Loam"|"7937085"|"15299180"
"SICL"|"No "|"No "|"Silty clay loam"|"7937085"|"15447352"
"SL"|"No "|"No "|"Sandy loam"|"7937086"|"15151009"
"L"|"No "|"No "|"Loam"|"7937086"|"15299181"
"SICL"|"No "|"No "|"Silty clay loam"|"7937086"|"15595523"
"SIL"|"No "|"No "|"Silt loam"|"7937115"|"15447367"
"SICL"|"No "|"No "|"Silty clay loam"|"7937115"|"15595538"
"SR- G S"|"Yes"|"Yes"|"Stratified g to sand"|"7937116"|"15151024"
"FSL"|"No "|"No "|"Fine sandy loam"|"7938298"|"15151557"
"L"|"No "|"No "|"Loam"|"7938298"|"15299729"
"SL"|"No "|"No "|"Sandy loam"|"7938298"|"15447901"
"SL"|"No "|"No "|"Sandy loam"|"7938299"|"15151558"
"SIL"|"No "|"No "|"Silt loam"|"7938299"|"15299730"
"LS"|"No "|"No "|"Loamy sand"|"7938299"|"15596072"
"SIL"|"No "|"Yes"|"Silt loam"|"7938300"|"15447902"
"S"|"No "|"Yes"|"Sand"|"7938301"|"15596073"
"SR- LFS FSL"|"Yes"|"Yes"|"Stratified loamy fine sand to fine sandy loam"|"7938302"|"15151559"
"SIL"|"No "|"Yes"|"Silt loam"|"7938303"|"15299731"
"SR- GRV-S VFS"|"Yes"|"Yes"|"Stratified very gravelly sand to very fine sand"|"7938304"|"15447903"
"SR- SICL SIC"|"Yes"|"Yes"|"Stratified silty clay loam to silty clay"|"7938305"|"15596074"
"SICL"|"No "|"No "|"Silty clay loam"|"7938306"|"15151560"
"SIC"|"No "|"No "|"Silty clay"|"7938306"|"15299732"
"C"|"No "|"No "|"Clay"|"7938306"|"15447904"
"SICL"|"No "|"No "|"Silty clay loam"|"7938307"|"15151561"
"SIL"|"No "|"No "|"Silt loam"|"7938307"|"15596075"
"SR- GRV-S VFS"|"Yes"|"Yes"|"Stratified very gravelly sand to very fine sand"|"7938308"|"15299733"
"SIL"|"No "|"No "|"Silt loam"|"7938309"|"15447905"
"SICL"|"No "|"No "|"Silty clay loam"|"7938309"|"15596076"
"SR- GRV-S VFS"|"Yes"|"Yes"|"Stratified very gravelly sand to very fine sand"|"7938310"|"15151562"
"SIL"|"No "|"No "|"Silt loam"|"7938311"|"15299734"
"SICL"|"No "|"No "|"Silty clay loam"|"7938311"|"15447906"
"SR- SIL SICL"|"Yes"|"Yes"|"Stratified silt loam to silty clay loam"|"7938312"|"15596077"
"SIL"|"No "|"Yes"|"Silt loam"|"7938313"|"15151563"
"SIL"|"No "|"No "|"Silt loam"|"7938314"|"15299735"
"SICL"|"No "|"No "|"Silty clay loam"|"7938314"|"15447907"
"SR- FS SICL"|"Yes"|"Yes"|"Stratified fine sand to silty clay loam"|"7938315"|"15596078"
"SIL"|"No "|"Yes"|"Silt loam"|"7938316"|"15151564"
"SICL"|"No "|"No "|"Silty clay loam"|"7938317"|"15299736"
"SIL"|"No "|"No "|"Silt loam"|"7938317"|"15447908"
"SIL"|"No "|"Yes"|"Silt loam"|"7938318"|"15596079"
"SIL"|"No "|"No "|"Silt loam"|"7938319"|"15151565"
"SICL"|"No "|"No "|"Silty clay loam"|"7938319"|"15299737"
"L"|"No "|"No "|"Loam"|"7938320"|"15151566"
"SIL"|"No "|"No "|"Silt loam"|"7938320"|"15447909"
"SICL"|"No "|"No "|"Silty clay loam"|"7938320"|"15596080"
"SIL"|"No "|"Yes"|"Silt loam"|"7938321"|"15299738"
"SR- FS SICL"|"Yes"|"Yes"|"Stratified fine sand to silty clay loam"|"7938322"|"15447910"
"SIC"|"No "|"Yes"|"Silty clay"|"7938323"|"15596081"
"SICL"|"No "|"No "|"Silty clay loam"|"7938324"|"15151567"
"SIL"|"No "|"No "|"Silt loam"|"7938324"|"15299739"
"SIL"|"No "|"No "|"Silt loam"|"7938325"|"15447911"
"SICL"|"No "|"No "|"Silty clay loam"|"7938325"|"15596082"
"SIL"|"No "|"Yes"|"Silt loam"|"7938326"|"15151568"
"SIL"|"No "|"No "|"Silt loam"|"7938327"|"15299740"
"SICL"|"No "|"No "|"Silty clay loam"|"7938327"|"15447912"
"SIL"|"No "|"Yes"|"Silt loam"|"7938328"|"15596083"
"SR- FS SIC"|"Yes"|"Yes"|"Stratified fine sand to silty clay"|"7938329"|"15151569"
"SICL"|"No "|"No "|"Silty clay loam"|"7938330"|"15299741"
"SIL"|"No "|"No "|"Silt loam"|"7938330"|"15447913"
"CL"|"No "|"No "|"Clay loam"|"7938330"|"15596084"
"SIL"|"No "|"No "|"Silt loam"|"7938331"|"15151570"
"L"|"No "|"No "|"Loam"|"7938331"|"15299742"
"SICL"|"No "|"No "|"Silty clay loam"|"7938331"|"15447914"
"C"|"No "|"No "|"Clay"|"7938332"|"15151571"
"SICL"|"No "|"No "|"Silty clay loam"|"7938332"|"15299743"
"SIC"|"No "|"No "|"Silty clay"|"7938332"|"15596085"
"SICL"|"No "|"No "|"Silty clay loam"|"7938333"|"15151572"
"SIL"|"No "|"No "|"Silt loam"|"7938333"|"15447915"
"L"|"No "|"No "|"Loam"|"7938333"|"15596086"
"SIL"|"No "|"Yes"|"Silt loam"|"7938334"|"15299744"
"SIL"|"No "|"Yes"|"Silt loam"|"7938335"|"15447916"
"SICL"|"No "|"No "|"Silty clay loam"|"7938336"|"15151573"
"SIL"|"No "|"No "|"Silt loam"|"7938336"|"15596087"
"SICL"|"No "|"No "|"Silty clay loam"|"7938337"|"15299745"
"L"|"No "|"No "|"Loam"|"7938337"|"15447917"
"SIL"|"No "|"No "|"Silt loam"|"7938337"|"15596088"
"SIL"|"No "|"No "|"Silt loam"|"7938338"|"15151574"
"SICL"|"No "|"No "|"Silty clay loam"|"7938338"|"15299746"
"UWB"|"No "|"Yes"|"Unweathered bedrock"|"7938339"|"15447918"
"SIL"|"No "|"Yes"|"Silt loam"|"7938340"|"15596089"
"SIL"|"No "|"No "|"Silt loam"|"7938341"|"15151575"
"SICL"|"No "|"No "|"Silty clay loam"|"7938341"|"15299747"
"SIL"|"No "|"Yes"|"Silt loam"|"7938342"|"15447919"
"UWB"|"No "|"Yes"|"Unweathered bedrock"|"7938343"|"15596090"
"SIL"|"No "|"Yes"|"Silt loam"|"7938344"|"15151576"
"SICL"|"No "|"No "|"Silty clay loam"|"7938345"|"15299748"
"SIL"|"No "|"No "|"Silt loam"|"7938345"|"15447920"
"L"|"No "|"No "|"Loam"|"7938346"|"15151577"
"SIL"|"No "|"No "|"Silt loam"|"7938346"|"15299749"
"SICL"|"No "|"No "|"Silty clay loam"|"7938346"|"15596091"
"SIL"|"No "|"No "|"Silt loam"|"7938347"|"15447921"
"SICL"|"No "|"No "|"Silty clay loam"|"7938347"|"15596092"
"SICL"|"No "|"No "|"Silty clay loam"|"7938348"|"15151578"
"SIL"|"No "|"No "|"Silt loam"|"7938348"|"15299750"
"UWB"|"No "|"Yes"|"Unweathered bedrock"|"7938349"|"15447922"
"SIL"|"No "|"Yes"|"Silt loam"|"7938350"|"15596093"
"SIL"|"No "|"Yes"|"Silt loam"|"7938351"|"15151579"
"GR-L"|"No "|"No "|"Gravelly loam"|"7938352"|"15299751"
"GR-CL"|"No "|"No "|"Gravelly clay loam"|"7938352"|"15447923"
"GR-SICL"|"No "|"No "|"Gravelly silty clay loam"|"7938352"|"15596094"
"SICL"|"No "|"No "|"Silty clay loam"|"7938353"|"15151580"
"SIL"|"No "|"No "|"Silt loam"|"7938353"|"15299752"
"SR- SICL C"|"Yes"|"Yes"|"Stratified silty clay loam to clay"|"7938354"|"15447924"
"C"|"No "|"No "|"Clay"|"7938355"|"15151581"
"GR-C"|"No "|"No "|"Gravelly clay"|"7938355"|"15299753"
"SIC"|"No "|"No "|"Silty clay"|"7938355"|"15596095"
"SIL"|"No "|"Yes"|"Silt loam"|"7938356"|"15447925"
"SICL"|"No "|"No "|"Silty clay loam"|"7938357"|"15151582"
"SIC"|"No "|"No "|"Silty clay"|"7938357"|"15596096"
"SIL"|"No "|"No "|"Silt loam"|"7938358"|"15299754"
"SICL"|"No "|"No "|"Silty clay loam"|"7938358"|"15447926"
"SR- L SIC"|"Yes"|"Yes"|"Stratified loam to silty clay"|"7938359"|"15596097"
"SICL"|"No "|"No "|"Silty clay loam"|"7938360"|"15151583"
"SIL"|"No "|"No "|"Silt loam"|"7938360"|"15299755"
"C"|"No "|"No "|"Clay"|"7938361"|"15447927"
"SIC"|"No "|"No "|"Silty clay"|"7938361"|"15596098"
"UWB"|"No "|"Yes"|"Unweathered bedrock"|"7938362"|"15151584"
"SIC"|"No "|"No "|"Silty clay"|"7938363"|"15299756"
"C"|"No "|"No "|"Clay"|"7938363"|"15447928"
"SICL"|"No "|"No "|"Silty clay loam"|"7938363"|"15596099"
"SIC"|"No "|"No "|"Silty clay"|"7938364"|"15151585"
"C"|"No "|"No "|"Clay"|"7938364"|"15299757"
"SICL"|"No "|"No "|"Silty clay loam"|"7938364"|"15447929"
"SICL"|"No "|"No "|"Silty clay loam"|"7938365"|"15151586"
"SIL"|"No "|"No "|"Silt loam"|"7938365"|"15299758"
"SIC"|"No "|"No "|"Silty clay"|"7938365"|"15596100"
"SIL"|"No "|"Yes"|"Silt loam"|"7938366"|"15447930"
"SL"|"No "|"No "|"Sandy loam"|"7938367"|"15151587"
"L"|"No "|"No "|"Loam"|"7938367"|"15299759"
"FSL"|"No "|"No "|"Fine sandy loam"|"7938367"|"15596101"
"GR-SL"|"No "|"No "|"Gravelly sandy loam"|"7938368"|"15151588"
"CL"|"No "|"No "|"Clay loam"|"7938368"|"15447931"
"SL"|"No "|"No "|"Sandy loam"|"7938368"|"15596102"
"FSL"|"No "|"Yes"|"Fine sandy loam"|"7938369"|"15299760"
"SIL"|"No "|"No "|"Silt loam"|"7938370"|"15447932"
"SICL"|"No "|"No "|"Silty clay loam"|"7938370"|"15596103"
"CL"|"No "|"No "|"Clay loam"|"7938371"|"15151589"
"SL"|"No "|"No "|"Sandy loam"|"7938371"|"15299761"
"GR-SL"|"No "|"No "|"Gravelly sandy loam"|"7938371"|"15447933"
"L"|"No "|"Yes"|"Loam"|"7938372"|"15596104"
"SIL"|"No "|"No "|"Silt loam"|"7938373"|"15151590"
"SICL"|"No "|"No "|"Silty clay loam"|"7938373"|"15299762"
"GRV-SL"|"No "|"No "|"Very gravelly sandy loam"|"7938374"|"15151591"
"CL"|"No "|"No "|"Clay loam"|"7938374"|"15447934"
"SIL"|"No "|"No "|"Silt loam"|"7938374"|"15596105"
"SIL"|"No "|"Yes"|"Silt loam"|"7938375"|"15299763"
"SCL"|"No "|"No "|"Sandy clay loam"|"7938376"|"15151592"
"CL"|"No "|"No "|"Clay loam"|"7938376"|"15447935"
"L"|"No "|"No "|"Loam"|"7938376"|"15596106"
"GR-SIL"|"No "|"No "|"Gravelly silt loam"|"7938377"|"15299764"
"CL"|"No "|"No "|"Clay loam"|"7938377"|"15447936"
"L"|"No "|"No "|"Loam"|"7938377"|"15596107"
"SIL"|"No "|"Yes"|"Silt loam"|"7938378"|"15151593"
"SIL"|"No "|"No "|"Silt loam"|"7938379"|"15299765"
"L"|"No "|"No "|"Loam"|"7938379"|"15447937"
"SICL"|"No "|"No "|"Silty clay loam"|"7938379"|"15596108"
"WB"|"No "|"Yes"|"Weathered bedrock"|"7938380"|"15151594"
"GR-SIL"|"No "|"Yes"|"Gravelly silt loam"|"7938381"|"15299766"
"L"|"No "|"No "|"Loam"|"7938382"|"15151595"
"FSL"|"No "|"No "|"Fine sandy loam"|"7938382"|"15447938"
"SL"|"No "|"No "|"Sandy loam"|"7938382"|"15596109"
"SIL"|"No "|"Yes"|"Silt loam"|"7938383"|"15299767"
"SIL"|"No "|"Yes"|"Silt loam"|"7938384"|"15447939"
"WB"|"No "|"Yes"|"Weathered bedrock"|"7938385"|"15596110"
"SIL"|"No "|"No "|"Silt loam"|"7938386"|"15151596"
"GR-SICL"|"No "|"No "|"Gravelly silty clay loam"|"7938386"|"15299768"
"GRV-SICL"|"No "|"No "|"Very gravelly silty clay loam"|"7938386"|"15447940"
"SIL"|"No "|"No "|"Silt loam"|"7938387"|"15151597"
"SICL"|"No "|"No "|"Silty clay loam"|"7938387"|"15596111"
"SIL"|"No "|"No "|"Silt loam"|"7938388"|"15299769"
"SICL"|"No "|"No "|"Silty clay loam"|"7938388"|"15447941"
"SIL"|"No "|"Yes"|"Silt loam"|"7938389"|"15596112"
"FSL"|"No "|"No "|"Fine sandy loam"|"7938390"|"15151598"
"SIL"|"No "|"No "|"Silt loam"|"7938390"|"15299770"
"L"|"No "|"No "|"Loam"|"7938390"|"15447942"
"SIC"|"No "|"No "|"Silty clay"|"7938391"|"15151599"
"C"|"No "|"No "|"Clay"|"7938391"|"15299771"
"SICL"|"No "|"No "|"Silty clay loam"|"7938391"|"15596113"
"SIL"|"No "|"Yes"|"Silt loam"|"7938392"|"15447943"
"SICL"|"No "|"No "|"Silty clay loam"|"7938393"|"15151600"
"SIL"|"No "|"No "|"Silt loam"|"7938393"|"15596114"
"SICL"|"No "|"No "|"Silty clay loam"|"7938394"|"15299772"
"SIL"|"No "|"No "|"Silt loam"|"7938394"|"15447944"
"SIL"|"No "|"No "|"Silt loam"|"7938395"|"15151601"
"SIC"|"No "|"No "|"Silty clay"|"7938395"|"15299773"
"SICL"|"No "|"No "|"Silty clay loam"|"7938395"|"15596115"
"SIL"|"No "|"No "|"Silt loam"|"7938396"|"15151602"
"C"|"No "|"No "|"Clay"|"7938396"|"15447945"
"SIC"|"No "|"No "|"Silty clay"|"7938396"|"15596116"
"C"|"No "|"No "|"Clay"|"7938397"|"15299774"
"SIC"|"No "|"No "|"Silty clay"|"7938397"|"15447946"
"SIL"|"No "|"No "|"Silt loam"|"7938397"|"15596117"
"SIL"|"No "|"Yes"|"Silt loam"|"7938398"|"15151603"
"SIC"|"No "|"No "|"Silty clay"|"7938399"|"15299775"
"SICL"|"No "|"No "|"Silty clay loam"|"7938399"|"15447947"
"CN-SIC"|"No "|"No "|"Channery silty clay"|"7938399"|"15596118"
"SL"|"No "|"No "|"Sandy loam"|"7938400"|"15151604"
"SCL"|"No "|"No "|"Sandy clay loam"|"7938400"|"15299776"
"LS"|"No "|"No "|"Loamy sand"|"7938400"|"15447948"
"SIL"|"No "|"Yes"|"Silt loam"|"7938401"|"15596119"
"FSL"|"No "|"Yes"|"Fine sandy loam"|"7938402"|"15151605"
"SIL"|"No "|"No "|"Silt loam"|"7938403"|"15299777"
"L"|"No "|"No "|"Loam"|"7938403"|"15447949"
"SICL"|"No "|"No "|"Silty clay loam"|"7938403"|"15596120"
"FSL"|"No "|"Yes"|"Fine sandy loam"|"7938404"|"15151606"
"GR-SL"|"No "|"No "|"Gravelly sandy loam"|"7938405"|"15299778"
"GR-L"|"No "|"No "|"Gravelly loam"|"7938405"|"15447950"
"LS"|"No "|"No "|"Loamy sand"|"7938405"|"15596121"
"SIL"|"No "|"Yes"|"Silt loam"|"7938406"|"15151607"
"SICL"|"No "|"No "|"Silty clay loam"|"7938407"|"15299779"
"SIL"|"No "|"No "|"Silt loam"|"7938407"|"15447951"
"WB"|"No "|"Yes"|"Weathered bedrock"|"7938408"|"15596122"
"SICL"|"No "|"No "|"Silty clay loam"|"7938409"|"15151608"
"L"|"No "|"No "|"Loam"|"7938409"|"15299780"
"SIL"|"No "|"No "|"Silt loam"|"7938409"|"15447952"
"SICL"|"No "|"No "|"Silty clay loam"|"7938410"|"15151609"
"SIL"|"No "|"No "|"Silt loam"|"7938410"|"15596123"
"L"|"No "|"Yes"|"Loam"|"7938411"|"15299781"
"SICL"|"No "|"No "|"Silty clay loam"|"7938412"|"15447953"
"SIL"|"No "|"No "|"Silt loam"|"7938412"|"15596124"
"FSL"|"No "|"No "|"Fine sandy loam"|"7938413"|"15151610"
"L"|"No "|"No "|"Loam"|"7938413"|"15299782"
"GR-SL"|"No "|"No "|"Gravelly sandy loam"|"7938413"|"15447954"
"SIL"|"No "|"Yes"|"Silt loam"|"7938414"|"15596125"
"SIL"|"No "|"Yes"|"Silt loam"|"7938415"|"15151611"
"SIL"|"No "|"No "|"Silt loam"|"7938416"|"15299783"
"SCL"|"No "|"No "|"Sandy clay loam"|"7938416"|"15447955"
"GR-L"|"No "|"No "|"Gravelly loam"|"7938416"|"15596126"
"CN-SIC"|"No "|"No "|"Channery silty clay"|"7938417"|"15151612"
"CNV-C"|"No "|"No "|"Very channery clay"|"7938417"|"15299784"
"C"|"No "|"No "|"Clay"|"7938417"|"15447956"
"SIC"|"No "|"No "|"Silty clay"|"7938418"|"15151613"
"CN-SIC"|"No "|"No "|"Channery silty clay"|"7938418"|"15299785"
"C"|"No "|"No "|"Clay"|"7938418"|"15596127"
"SIC"|"No "|"No "|"Silty clay"|"7938419"|"15447957"
"C"|"No "|"No "|"Clay"|"7938419"|"15596128"
"SIC"|"No "|"No "|"Silty clay"|"7938420"|"15151614"
"C"|"No "|"No "|"Clay"|"7938420"|"15299786"
"SIC"|"No "|"No "|"Silty clay"|"7938421"|"15447958"
"C"|"No "|"No "|"Clay"|"7938421"|"15596129"
"FSL"|"No "|"No "|"Fine sandy loam"|"7938422"|"15151615"
"L"|"No "|"No "|"Loam"|"7938422"|"15299787"
"GR-SL"|"No "|"No "|"Gravelly sandy loam"|"7938422"|"15447959"
"SI"|"No "|"No "|"Silt"|"7938423"|"15151616"
"SIL"|"No "|"No "|"Silt loam"|"7938423"|"15596130"
"SIL"|"No "|"Yes"|"Silt loam"|"7938424"|"15299788"
"SIL"|"No "|"No "|"Silt loam"|"7938425"|"15447960"
"SICL"|"No "|"No "|"Silty clay loam"|"7938425"|"15596131"
"SIL"|"No "|"Yes"|"Silt loam"|"7938426"|"15151617"
"SICL"|"No "|"No "|"Silty clay loam"|"7938427"|"15299789"
"SIL"|"No "|"No "|"Silt loam"|"7938427"|"15447961"
"FSL"|"No "|"No "|"Fine sandy loam"|"7938428"|"15151618"
"L"|"No "|"No "|"Loam"|"7938428"|"15299790"
"SL"|"No "|"No "|"Sandy loam"|"7938428"|"15596132"
"GR-LS"|"No "|"No "|"Gravelly loamy sand"|"7938429"|"15151619"
"GR-SL"|"No "|"No "|"Gravelly sandy loam"|"7938429"|"15447962"
