         27492 function calls (26972 primitive calls) in 53.950 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     24/6    0.000    0.000    0.020    0.003 <frozen importlib._bootstrap>:233(_call_with_frames_removed)
        8    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/numpy/lib/function_base.py:5444(append)
       91    0.000    0.000    0.000    0.000 /usr/lib/python3.10/sre_parse.py:250(match)
        9    0.000    0.000    0.000    0.000 /usr/lib/python3.10/queue.py:122(put)
       18    0.000    0.000    0.000    0.000 /usr/lib/python3.10/warnings.py:437(__init__)
       22    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/internals/blocks.py:2674(get_block_type)
        1    0.000    0.000    0.000    0.000 {built-in method posix.cpu_count}
        2    0.000    0.000    0.001    0.001 /usr/local/lib/python3.10/dist-packages/pandas/io/parquet.py:85(_get_path_or_handle)
       21    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:150(_path_is_mode_type)
       52    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/series.py:831(_values)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/internals/managers.py:2121(create_block_manager_from_column_arrays)
       18    0.000    0.000    0.000    0.000 /usr/lib/python3.10/sre_compile.py:265(_compile_charset)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.10/weakref.py:428(__setitem__)
       10    0.000    0.000    0.000    0.000 /usr/lib/python3.10/warnings.py:181(_add_filter)
       30    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:84(_unpack_uint32)
        6    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/frame.py:12675(_reindex_for_setitem)
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
        8    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pyarrow/pandas_compat.py:139(get_column_metadata)
       46    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/dtypes/inference.py:334(is_hashable)
       12    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/indexes/base.py:609(_dtype_to_subclass)
       27    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:391(cached)
        6    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/frame.py:3983(_ixs)
      101    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
        2    0.000    0.000    0.002    0.001 /usr/local/lib/python3.10/dist-packages/pandas/core/indexes/datetimes.py:821(date_range)
        8    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/dtypes/common.py:1163(is_float_dtype)
       13    0.000    0.000    0.000    0.000 /usr/lib/python3.10/enum.py:569(_check_for_existing_members)
       10    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:585(_classify_pyc)
      128    0.000    0.000    0.000    0.000 /usr/lib/python3.10/ssl.py:125(<lambda>)
       12    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/series.py:784(name)
       13    0.000    0.000    0.000    0.000 /usr/lib/python3.10/enum.py:198(<dictcomp>)
       19    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1053(_handle_fromlist)
       24    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/indexes/base.py:7688(maybe_extract_name)
        8    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pyarrow/pandas_compat.py:605(_can_definitely_zero_copy)
        8    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/arrays/datetimes.py:2428(maybe_convert_dtype)
        6    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/frame.py:4626(_get_item_cache)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/dtypes/cast.py:1433(find_common_type)
       12    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/internals/managers.py:1993(dtype)
        7    0.000    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:1174(create_module)
       32    0.000    0.000    0.000    0.000 {built-in method builtins.any}
       10    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/indexes/range.py:201(_simple_new)
       14    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/internals/managers.py:236(set_axis)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.10/locale.py:479(_parse_localename)
      128    0.000    0.000    0.000    0.000 /usr/lib/python3.10/ssl.py:130(<lambda>)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/arrays/datetimelike.py:2425(ensure_arraylike_for_datetimelike)
       13    0.000    0.000    0.000    0.000 /usr/lib/python3.10/types.py:176(__get__)
      128    0.000    0.000    0.000    0.000 /usr/lib/python3.10/ssl.py:145(<lambda>)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.10/tempfile.py:281(rng)
       73    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:893(__enter__)
      128    0.000    0.000    0.000    0.000 /usr/lib/python3.10/ssl.py:150(<lambda>)
        8    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/numpy/core/_ufunc_config.py:132(geterr)
        6    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pyarrow/util.py:138(_stringify_path)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/numpy/core/fromnumeric.py:69(_wrapreduction)
       12    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/indexes/base.py:591(_ensure_array)
        6    0.000    0.000    0.004    0.001 /usr/local/lib/python3.10/dist-packages/pandas/core/frame.py:4514(_set_item)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/threading.py:782(_newname)
        2    0.000    0.000    0.000    0.000 {built-in method _abc._abc_init}
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/util/version/__init__.py:520(_cmpkey)
       10    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/indexes/api.py:386(default_index)
        6    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/frame.py:5242(_sanitize_column)
       26    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/flags.py:51(__init__)
       73    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:897(__exit__)
      128    0.000    0.000    0.000    0.000 /usr/lib/python3.10/ssl.py:135(<lambda>)
       14    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(concatenate)
      128    0.000    0.000    0.000    0.000 /usr/lib/python3.10/ssl.py:140(<lambda>)
       34    0.000    0.000    0.000    0.000 {built-in method builtins.all}
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/indexes/base.py:1045(astype)
       10    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
       18    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:357(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/ssl.py:438(get_default_verify_paths)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/urllib/parse.py:380(urlparse)
        9    0.000    0.000    0.000    0.000 /usr/lib/python3.10/sre_parse.py:356(_escape)
        6    0.000    0.000    0.207    0.035 /usr/lib/python3.10/threading.py:1064(join)
       18    0.000    0.000    0.000    0.000 /usr/lib/python3.10/warnings.py:477(__exit__)
      172    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/arrays/datetimelike.py:373(__getitem__)
       12    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/internals/managers.py:2000(external_values)
       32    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/dtypes/missing.py:261(_isna_array)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/multiprocessing/synchronize.py:1(<module>)
       10    0.000    0.000    0.000    0.000 {method 'put' of '_queue.SimpleQueue' objects}
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.10/enum.py:986(__and__)
        2    0.000    0.000    0.001    0.001 /usr/local/lib/python3.10/dist-packages/pandas/core/series.py:607(_init_dict)
       45    0.000    0.000    0.000    0.000 /usr/lib/python3.10/sre_parse.py:287(tell)
       14    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/_config/config.py:676(_translate_key)
       13    0.000    0.000    0.000    0.000 /usr/lib/python3.10/enum.py:82(__init__)
       26    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/construction.py:416(extract_array)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/arrays/datetimes.py:2514(_validate_dt64_dtype)
        4    0.000    0.000    0.000    0.000 {method '_acquire_restore' of '_thread.RLock' objects}
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/series.py:6418(_reduce)
        6    0.000    0.000    0.000    0.000 {method 'copy' of 'numpy.ndarray' objects}
        6    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(insert)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/pathlib.py:957(__new__)
       26    0.000    0.000    0.000    0.000 {built-in method numpy.asarray}
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.10/weakref.py:370(remove)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/arrays/datetimes.py:2623(_infer_tz_from_endpoints)
        8    0.000    0.000    0.000    0.000 {method 'match' of 're.Pattern' objects}
       20    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/construction.py:696(_sanitize_ndim)
       12    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/numpy/core/_dtype.py:178(_datetime_metadata_str)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/dtypes/astype.py:56(_astype_nansafe)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/indexes/base.py:6370(_find_common_type_compat)
        4    0.000    0.000    0.000    0.000 {method 'all' of 'numpy.generic' objects}
        6    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/reshape/concat.py:545(_get_sample_object)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/dtypes/cast.py:775(infer_dtype_from_scalar)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/internals/managers.py:1412(_insert_update_blklocs_and_blknos)
       12    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/dtypes/common.py:1571(validate_all_hashable)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/posixpath.py:71(join)
      7/6    0.000    0.000    0.013    0.002 <frozen importlib._bootstrap_external>:1182(exec_module)
       30    0.000    0.000    0.000    0.000 {built-in method builtins.max}
        6    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/frame.py:4608(_box_col_values)
        2    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedWriter' objects}
        6    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.10/threading.py:800(_maintain_shutdown_locks)
        2    0.000    0.000    0.000    0.000 {method 'sub' of 're.Pattern' objects}
        2    0.000    0.000    0.020    0.010 /usr/local/lib/python3.10/dist-packages/pandas/io/parquet.py:51(get_engine)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/internals/managers.py:2311(_fast_count_smallints)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/base.py:836(__iter__)
       20    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:173(__exit__)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/pathlib.py:569(_parse_args)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/pathlib.py:56(parse_parts)
        8    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/dtypes/common.py:1198(is_bool_dtype)
       46    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/indexes/base.py:909(__len__)
       17    0.000    0.000    0.003    0.000 /usr/lib/python3.10/re.py:249(compile)
        2    0.000    0.000    0.001    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/generic.py:8693(isna)
       20    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:159(_path_isfile)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.10/sre_compile.py:435(_mk_bitmap)
      117    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
      117    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
       14    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/flags.py:87(allows_duplicate_labels)
        8    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/indexes/base.py:5295(_validate_fill_value)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.10/_strptime.py:26(_getlang)
       81    0.000    0.000    0.000    0.000 /usr/lib/python3.10/_collections_abc.py:409(__subclasshook__)
       90    0.000    0.000    0.000    0.000 {method 'group' of 're.Match' objects}
       55    0.000    0.000    0.000    0.000 /usr/lib/python3.10/sre_parse.py:161(__len__)
        4    0.000    0.000    0.001    0.000 /usr/lib/python3.10/sre_compile.py:622(_code)
       33    0.000    0.000    0.000    0.000 /usr/lib/python3.10/sre_parse.py:112(__init__)
       20    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/dtypes/common.py:1331(is_ea_or_datetimelike_dtype)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/ssl.py:1002(SSLSocket)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/ssl.py:480(SSLContext)
        4    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.generic' objects}
       29    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
       18    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/internals/managers.py:1392(<genexpr>)
        8    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/generic.py:572(_get_axis_number)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/io/common.py:248(stringify_path)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.10/multiprocessing/context.py:65(Lock)
        6    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/indexes/base.py:456(_engine_type)
       14    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/internals/base.py:86(_validate_set_axis)
        8    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/dtypes/cast.py:1763(np_can_hold_element)
       12    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/generic.py:6284(__getattr__)
       12    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/generic.py:339(_from_mgr)
        9    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
       66    0.000    0.000    0.000    0.000 {built-in method builtins.min}
       34    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/indexes/base.py:7593(ensure_index)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/numpy/core/fromnumeric.py:2432(all)
        6    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/series.py:664(_constructor_from_mgr)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/arrays/_mixins.py:278(__getitem__)
       26    0.000    0.000    0.000    0.000 {built-in method builtins.sum}
       24    0.000    0.000    0.000    0.000 {built-in method numpy.datetime_data}
       11    0.000    0.000    0.000    0.000 /usr/lib/python3.10/threading.py:273(_release_save)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/posixpath.py:100(split)
        6    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/reshape/concat.py:567(<listcomp>)
       14    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/_config/config.py:617(_select_options)
       40    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/internals/managers.py:1940(_block)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.10/locale.py:587(getlocale)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/internals/managers.py:2190(_form_blocks)
       40    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/indexes/range.py:999(__len__)
       40    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:134(<genexpr>)
        2    0.000    0.000    0.000    0.000 {method 'set' of '_contextvars.ContextVar' objects}
       11    0.000    0.000    0.000    0.000 /usr/lib/python3.10/sre_parse.py:433(_uniq)
        6    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/internals/blocks.py:2703(new_block_2d)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.10/locale.py:396(normalize)
       20    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:165(__init__)
        8    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/numpy/core/fromnumeric.py:1781(ravel)
       12    0.000    0.000    0.000    0.000 /usr/lib/python3.10/enum.py:678(__new__)
       10    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/dtypes/missing.py:728(is_valid_na_for_dtype)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.10/_collections_abc.py:78(_check_methods)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.10/warnings.py:165(simplefilter)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pyarrow/vendored/version.py:1(<module>)
       18    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/base.py:346(shape)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.10/sre_parse.py:85(opengroup)
       24    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/indexes/base.py:831(_reset_identity)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pyarrow/vendored/version.py:301(Version)
       10    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:618(_validate_timestamp_pyc)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/io/common.py:160(is_url)
       34    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/numpy/core/_dtype.py:24(_kind_name)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/multiprocessing/queues.py:37(__init__)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/contextlib.py:279(helper)
       58    0.000    0.000    0.000    0.000 {built-in method builtins.hash}
        6    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/indexes/base.py:5170(_get_engine_target)
        4    0.000    0.000    0.001    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/arrays/datetimes.py:325(_from_sequence)
        1    0.000    0.000    0.000    0.000 {built-in method posix.mkdir}
       17    0.000    0.000    0.000    0.000 /usr/lib/python3.10/concurrent/futures/_base.py:400(__get_result)
       41    0.000    0.000    0.000    0.000 /usr/lib/python3.10/enum.py:245(<genexpr>)
        5    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pyarrow/vendored/version.py:490(_cmpkey)
       12    0.000    0.000    0.000    0.000 /usr/lib/python3.10/threading.py:1183(daemon)
        8    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pyarrow/pandas_compat.py:70(get_logical_type)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.10/sre_parse.py:225(__init__)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/common.py:181(any_none)
       18    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:180(_path_isabs)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pyarrow/vendored/version.py:149(LegacyVersion)
        4    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
       24    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/generic.py:6277(<genexpr>)
       10    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:542(_check_name_wrapper)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.10/json/encoder.py:182(encode)
       22    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/internals/managers.py:1837(__init__)
       14    0.000    0.000    0.000    0.000 /usr/lib/python3.10/enum.py:423(__getattr__)
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x7f60b3bb4dc0}
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/internals/construction.py:96(arrays_to_mgr)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/common.py:301(maybe_iterable_to_list)
        6    0.000    0.000    0.000    0.000 /workdir/wepppy/wepppy/climates/daymet/daily_interpolation.py:96(<listcomp>)
        8    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/frame.py:1643(__len__)
       39    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.10/random.py:506(choices)
       10    0.000    0.000    0.000    0.000 /usr/lib/python3.10/concurrent/futures/process.py:77(wakeup)
      117    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
       51    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
       50    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.10/genericpath.py:39(isdir)
      5/4    0.000    0.000    0.000    0.000 /usr/lib/python3.10/sre_compile.py:485(_get_literal_prefix)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/re.py:324(_subx)
        6    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/internals/blocks.py:2811(ensure_block_shape)
        6    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/generic.py:4402(_check_setitem_copy)
       56    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
       23    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/dtypes/missing.py:673(na_value_for_dtype)
       12    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/series.py:707(dtype)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.10/posixpath.py:229(expanduser)
        8    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pyarrow/pandas_compat.py:41(get_logical_type_map)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/concurrent/futures/thread.py:118(ThreadPoolExecutor)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.10/weakref.py:165(__setitem__)
        6    0.000    0.000    0.000    0.000 {method 'reshape' of 'numpy.ndarray' objects}
       40    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/indexes/base.py:5144(_values)
       16    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/_config/config.py:649(_get_deprecated_option)
       18    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:826(find_spec)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.10/weakref.py:106(remove)
       16    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/_config/__init__.py:55(using_pyarrow_string_dtype)
       12    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/series.py:789(values)
        6    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/common.py:86(consensus_name_attr)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/numpy/core/_ufunc_config.py:430(__enter__)
        4    0.000    0.000    0.000    0.000 {built-in method _locale.setlocale}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1343(_path_hooks)
        6    0.000    0.000    0.001    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/construction.py:769(_try_cast)
       67    0.000    0.000    0.000    0.000 /usr/lib/python3.10/enum.py:559(<lambda>)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/nanops.py:482(nanany)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.10/sre_compile.py:437(<listcomp>)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.10/tempfile.py:292(__next__)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/io/common.py:131(close)
        6    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/frame.py:678(_constructor_sliced_from_mgr)
       12    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/dtypes/common.py:1375(_is_dtype)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/dtypes/common.py:91(ensure_python_int)
        6    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/dtypes/inference.py:273(is_dict_like)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/contextlib.py:102(__init__)
       10    0.000    0.000    0.000    0.000 /usr/lib/python3.10/multiprocessing/connection.py:365(_send)
       12    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/internals/blocks.py:249(external_values)
       10    0.000    0.000    0.000    0.000 {built-in method _struct.pack}
       24    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
       10    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1089(path_stats)
       17    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.RLock' objects}
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/pathlib.py:621(__str__)
        1    0.000    0.000    0.018    0.018 /usr/local/lib/python3.10/dist-packages/pyarrow/parquet/__init__.py:1(<module>)
       10    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1040(__init__)
       71    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        8    0.000    0.000    0.000    0.000 {built-in method numpy.seterrobj}
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.10/json/__init__.py:183(dumps)
       52    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/numpy/core/_ufunc_config.py:452(_no_nep50_warning)
        6    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
        8    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/arrays/datetimelike.py:2537(dtype_to_unit)
       16    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/construction.py:735(_sanitize_str_dtypes)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/ssl.py:841(SSLObject)
