site,runid,live_root,live_soils_directory,live_cache,live_spatial_keys,live_substitutions,study_source,survey_areas,mapunits,components,horizons,fixture_directory,spatial_sha256,component_sha256,horizon_sha256,statsgo_sha256,project_ready
moscow_mountain,desolate-yea,/wc1/runs/de/desolate-yea,False,False,unavailable,unverifiable_without_artifacts,2025 gNATSGO original raster keys + SDA snapshot,ID057,44,91,514,tests/nodb/mods/fixtures/postfire_debris_flow_soils,7da53fe9e971cbec4ccfb8c33622fcc2ba7e8181a265de612326a4f00728a8fe,c446c7b0523600ed685b80e9a86d31dacd034c390350738da078a504bd4316a8,b63a94c9bb383aa84194440b7eef5f3e337a95b4fac917013c3ecec40d41dccc,03178f49faba5bda2820e61323541bb50bcf15158029e62de278b706bc64e3ed,False
topanga,sorrowful-semicircle,/wc1/runs/so/sorrowful-semicircle,False,False,unavailable,unverifiable_without_artifacts,2025 gNATSGO original raster keys + SDA snapshot,CA676;CA692,13,64,97,tests/nodb/mods/fixtures/postfire_debris_flow_soils,accdb61434abafc47fb107fa23c5247836d86d74451ff1eb0ab4c0924d89cbb5,e3b2b0f81c244de1bea81cdca1df85343a46d032c3d1685201378c4b734bb5b0,1692e74f7cd3dfb3f85e40e326e87f46f33610165261c9d7625703db6a88e029,5a7211ce36912e7f55f546a37e88f5408a6850b69c56431067c6f795ac2f0d76,False
az_ponderosa,full-crocodile,/wc1/runs/fu/full-crocodile,False,False,unavailable,unverifiable_without_artifacts,2025 gNATSGO original raster keys + SDA snapshot,NM656;NM678,54,235,895,tests/nodb/mods/fixtures/postfire_debris_flow_soils,5127176618005304b8ecd2e862e39c367666d10b5a4f2375d50cc26abce42f8e,b8cd30a89043e1d7f6de64fb8ac4a6e656179f91fd1c1df8f8a4a42c72fd513a,d0f6e3aaa8d9eadeec19e3fc53a541c0fbc99ec1c2a6790bf6da633533190a04,a9ec1cbadefb5b08ac65953c0b96e6a984299434596ab188ea4d4585e637314f,False
