site,outlet,policy,support_mode,outside_area_range,duration_min,scenario,F,T,reference_S,ssurgo_S,rainfall_mm,reference_probability,ssurgo_probability,delta_probability_pp,reference_threshold_mm,ssurgo_threshold_mm,delta_threshold_mm,delta_threshold_mm_hour,delta_threshold_pct
moscow_mountain,terminal,strict_soil,known_support,False,15,inverse_p0.75,0.5,0.2621137469542248,0.586955503302172,0.6057341637073171,,0.75,,,9.163703968557703,9.012124308535691,-0.15157966002201206,-0.6063186400880483,-1.6541309119337377
moscow_mountain,terminal,strict_soil,known_support,False,15,fixed_5,0.5,0.2621137469542248,0.586955503302172,0.6057341637073171,5.0,0.2523208269918548,0.2607367662585699,0.8415939266715078,,,,,
moscow_mountain,terminal,strict_soil,known_support,False,15,fixed_10,0.5,0.2621137469542248,0.586955503302172,0.6057341637073171,10.0,0.823094431500324,0.8355817303568325,1.2487298856508455,,,,,
moscow_mountain,terminal,strict_soil,known_support,False,15,fixed_20,0.5,0.2621137469542248,0.586955503302172,0.6057341637073171,20.0,0.9988705672715921,0.9990531561918564,0.018258892026434825,,,,,
moscow_mountain,terminal,strict_soil,known_support,False,15,reference_p0.5,0.5,0.2621137469542248,0.586955503302172,0.6057341637073171,7.07009417321222,0.5,0.5155950504323066,1.5595050432306579,,,,,
moscow_mountain,terminal,strict_soil,known_support,False,15,reference_p0.75,0.5,0.2621137469542248,0.586955503302172,0.6057341637073171,9.163703968557703,0.75,0.7648562482278726,1.485624822787257,,,,,
moscow_mountain,terminal,strict_soil,known_support,False,30,inverse_p0.5,0.5,0.2621137469542248,0.586955503302172,0.6057341637073171,,0.5,,,10.48850798667031,10.295886226530252,-0.19262176014005838,-0.38524352028011677,-1.836502964815001
moscow_mountain,terminal,strict_soil,known_support,False,30,inverse_p0.75,0.5,0.2621137469542248,0.586955503302172,0.6057341637073171,,0.75,,,13.528825602488153,13.280368319193807,-0.24845728329434635,-0.4969145665886927,-1.836502964815001
moscow_mountain,terminal,strict_soil,known_support,False,30,fixed_5,0.5,0.2621137469542248,0.586955503302172,0.6057341637073171,5.0,0.12097167864164107,0.1246123529648449,0.36406743232038213,,,,,
moscow_mountain,terminal,strict_soil,known_support,False,30,fixed_10,0.5,0.2621137469542248,0.586955503302172,0.6057341637073171,10.0,0.45598390511614034,0.4727973516231867,1.681344650704636,,,,,
moscow_mountain,terminal,strict_soil,known_support,False,30,fixed_20,0.5,0.2621137469542248,0.586955503302172,0.6057341637073171,20.0,0.9688397917675405,0.9726727604746115,0.38329687070709495,,,,,
moscow_mountain,terminal,strict_soil,known_support,False,30,reference_p0.5,0.5,0.2621137469542248,0.586955503302172,0.6057341637073171,10.48850798667031,0.4999999999999999,0.517718988607995,1.7718988607995145,,,,,
moscow_mountain,terminal,strict_soil,known_support,False,30,reference_p0.75,0.5,0.2621137469542248,0.586955503302172,0.6057341637073171,13.528825602488153,0.75,0.7667538424868877,1.6753842486887716,,,,,
moscow_mountain,terminal,strict_soil,known_support,False,60,inverse_p0.5,0.5,0.2621137469542248,0.586955503302172,0.6057341637073171,,0.5,,,17.988237600487075,17.677586707754735,-0.31065089273234037,-0.31065089273234037,-1.7269668081542844
moscow_mountain,terminal,strict_soil,known_support,False,60,inverse_p0.75,0.5,0.2621137469542248,0.586955503302172,0.6057341637073171,,0.75,,,23.699826871983277,23.290538728314093,-0.4092881436691833,-0.4092881436691833,-1.7269668081542955
moscow_mountain,terminal,strict_soil,known_support,False,60,fixed_5,0.5,0.2621137469542248,0.586955503302172,0.6057341637073171,5.0,0.07598022076699817,0.07717531458993242,0.11950938229342428,,,,,
moscow_mountain,terminal,strict_soil,known_support,False,60,fixed_10,0.5,0.2621137469542248,0.586955503302172,0.6057341637073171,10.0,0.17704161035790747,0.182020306068652,0.4978695710744524,,,,,
moscow_mountain,terminal,strict_soil,known_support,False,60,fixed_20,0.5,0.2621137469542248,0.586955503302172,0.6057341637073171,20.0,0.5955502588142059,0.6117232179409793,1.6172959126773412,,,,,
moscow_mountain,terminal,strict_soil,known_support,False,60,reference_p0.5,0.5,0.2621137469542248,0.586955503302172,0.6057341637073171,17.988237600487075,0.5,0.5151960938369672,1.5196093836967184,,,,,
moscow_mountain,terminal,strict_soil,known_support,False,60,reference_p0.75,0.5,0.2621137469542248,0.586955503302172,0.6057341637073171,23.699826871983277,0.75,0.764717842576952,1.4717842576951967,,,,,
moscow_mountain,nested_20000,strict_soil,common_support,False,15,inverse_p0.5,0.5,0.499901706678011,0.5839999942328986,0.6084924121852905,,0.5,,,6.189021627767708,6.072410832581119,-0.11661079518658912,-0.4664431807463565,-1.8841555612506222
moscow_mountain,nested_20000,strict_soil,common_support,False,15,inverse_p0.75,0.5,0.499901706678011,0.5839999942328986,0.6084924121852905,,0.75,,,8.021726537497713,7.870584730833132,-0.15114180666458132,-0.6045672266583253,-1.8841555612506333
moscow_mountain,nested_20000,strict_soil,common_support,False,15,fixed_5,0.5,0.499901706678011,0.5839999942328986,0.6084924121852905,5.0,0.3289898679784117,0.34181866514330017,1.2828797164888495,,,,,
moscow_mountain,nested_20000,strict_soil,common_support,False,15,fixed_10,0.5,0.499901706678011,0.5839999942328986,0.6084924121852905,10.0,0.9075839525480245,0.9167967810605986,0.92128285125741,,,,,
moscow_mountain,nested_20000,strict_soil,common_support,False,15,fixed_20,0.5,0.499901706678011,0.5839999942328986,0.6084924121852905,20.0,0.9997462661397569,0.9997984355107927,0.005216937103580399,,,,,
moscow_mountain,nested_20000,strict_soil,common_support,False,15,reference_p0.5,0.5,0.499901706678011,0.5839999942328986,0.6084924121852905,6.189021627767708,0.5,0.5178036023050536,1.7803602305053623,,,,,
moscow_mountain,nested_20000,strict_soil,common_support,False,15,reference_p0.75,0.5,0.499901706678011,0.5839999942328986,0.6084924121852905,8.021726537497713,0.7500000000000002,0.7669116221821947,1.6911622182194441,,,,,
moscow_mountain,nested_20000,strict_soil,common_support,False,30,inverse_p0.5,0.5,0.499901706678011,0.5839999942328986,0.6084924121852905,,0.5,,,9.238959453161478,9.0445554343096,-0.19440401885187697,-0.38880803770375394,-2.1041765562176407
moscow_mountain,nested_20000,strict_soil,common_support,False,30,inverse_p0.75,0.5,0.499901706678011,0.5839999942328986,0.6084924121852905,,0.75,,,11.91706879082628,11.666312623141385,-0.2507561676848944,-0.5015123353697888,-2.1041765562176296
moscow_mountain,nested_20000,strict_soil,common_support,False,30,fixed_5,0.5,0.499901706678011,0.5839999942328986,0.6084924121852905,5.0,0.14945229976819788,0.15514342519864713,0.5691125430449251,,,,,
moscow_mountain,nested_20000,strict_soil,common_support,False,30,fixed_10,0.5,0.499901706678011,0.5839999942328986,0.6084924121852905,10.0,0.5774205945418706,0.5987756567273332,2.135506218546268,,,,,
moscow_mountain,nested_20000,strict_soil,common_support,False,30,fixed_20,0.5,0.499901706678011,0.5839999942328986,0.6084924121852905,20.0,0.9880427375885719,0.9899564720821046,0.1913734493532715,,,,,
moscow_mountain,nested_20000,strict_soil,common_support,False,30,reference_p0.5,0.5,0.499901706678011,0.5839999942328986,0.6084924121852905,9.238959453161478,0.5,0.5203543461556535,2.0354346155653458,,,,,
moscow_mountain,nested_20000,strict_soil,common_support,False,30,reference_p0.75,0.5,0.499901706678011,0.5839999942328986,0.6084924121852905,11.91706879082628,0.75,0.7691802629357125,1.918026293571251,,,,,
moscow_mountain,nested_20000,strict_soil,common_support,False,60,inverse_p0.5,0.5,0.499901706678011,0.5839999942328986,0.6084924121852905,,0.5,,,15.370520303331496,15.075275745054816,-0.2952445582766803,-0.2952445582766803,-1.9208494732132597
moscow_mountain,nested_20000,strict_soil,common_support,False,60,inverse_p0.75,0.5,0.499901706678011,0.5839999942328986,0.6084924121852905,,0.75,,,20.25093720751146,19.861947186840226,-0.38899002067123334,-0.38899002067123334,-1.9208494732132708
moscow_mountain,nested_20000,strict_soil,common_support,False,60,fixed_5,0.5,0.499901706678011,0.5839999942328986,0.6084924121852905,5.0,0.08830821733518956,0.09009909036392628,0.17908730287367197,,,,,
moscow_mountain,nested_20000,strict_soil,common_support,False,60,fixed_10,0.5,0.499901706678011,0.5839999942328986,0.6084924121852905,10.0,0.2298890806481921,0.23778690221753182,0.7897821569339714,,,,,
moscow_mountain,nested_20000,strict_soil,common_support,False,60,fixed_20,0.5,0.499901706678011,0.5839999942328986,0.6084924121852905,20.0,0.7392597714520674,0.7558937905797735,1.6634019127706012,,,,,
moscow_mountain,nested_20000,strict_soil,common_support,False,60,reference_p0.5,0.5,0.499901706678011,0.5839999942328986,0.6084924121852905,15.370520303331496,0.5,0.51693427489182,1.6934274891819978,,,,,
moscow_mountain,nested_20000,strict_soil,common_support,False,60,reference_p0.75,0.5,0.499901706678011,0.5839999942328986,0.6084924121852905,20.25093720751146,0.75,0.7663637099182536,1.6363709918253644,,,,,
moscow_mountain,nested_20000,strict_soil,known_support,False,15,inverse_p0.5,0.5,0.499901706678011,0.5839999942328986,0.6084924121852905,,0.5,,,6.189021627767708,6.072410832581119,-0.11661079518658912,-0.4664431807463565,-1.8841555612506222
moscow_mountain,nested_20000,strict_soil,known_support,False,15,inverse_p0.75,0.5,0.499901706678011,0.5839999942328986,0.6084924121852905,,0.75,,,8.021726537497713,7.870584730833132,-0.15114180666458132,-0.6045672266583253,-1.8841555612506333
moscow_mountain,nested_20000,strict_soil,known_support,False,15,fixed_5,0.5,0.499901706678011,0.5839999942328986,0.6084924121852905,5.0,0.3289898679784117,0.34181866514330017,1.2828797164888495,,,,,
moscow_mountain,nested_20000,strict_soil,known_support,False,15,fixed_10,0.5,0.499901706678011,0.5839999942328986,0.6084924121852905,10.0,0.9075839525480245,0.9167967810605986,0.92128285125741,,,,,
moscow_mountain,nested_20000,strict_soil,known_support,False,15,fixed_20,0.5,0.499901706678011,0.5839999942328986,0.6084924121852905,20.0,0.9997462661397569,0.9997984355107927,0.005216937103580399,,,,,
