site,outlet,policy,support_mode,outside_area_range,area_m2,ssurgo_mean_cm,statsgo_mean_cm,delta_cm,ssurgo_S,statsgo_S,ssurgo_coverage,statsgo_coverage,status,reason
moscow_mountain,terminal,strict_soil,common_support,False,6614300.0,153.85647758165857,149.22528608254197,4.631191499116596,0.6057341637073171,0.5875011263092204,0.6050844335278296,0.6050844335278296,paired,
moscow_mountain,terminal,strict_soil,known_support,False,6614300.0,153.85647758165857,149.0866978387517,4.769779742906877,0.6057341637073171,0.586955503302172,0.6050844335278296,1.0,paired,
moscow_mountain,terminal,strict_soil,full_support,False,6614300.0,,149.0866978387517,,,0.586955503302172,0.6050844335278296,1.0,unavailable,complete_only_policy
moscow_mountain,nested_20000,strict_soil,common_support,False,20000.0,154.5570726950638,148.33599853515625,6.221074159907545,0.6084924121852905,0.5839999942328986,0.6044999912381173,0.6044999912381173,paired,
moscow_mountain,nested_20000,strict_soil,known_support,False,20000.0,154.5570726950638,148.33599853515625,6.221074159907545,0.6084924121852905,0.5839999942328986,0.6044999912381173,1.0,paired,
moscow_mountain,nested_20000,strict_soil,full_support,False,20000.0,,148.33599853515625,,,0.5839999942328986,0.6044999912381173,1.0,unavailable,complete_only_policy
moscow_mountain,nested_100000,strict_soil,common_support,False,99900.0,153.94462450180913,148.33599853515625,5.60862596665288,0.6060811988260202,0.5839999942328986,0.5404904940584162,0.5404904940584162,paired,
moscow_mountain,nested_100000,strict_soil,known_support,False,99900.0,153.94462450180913,148.33599853515625,5.60862596665288,0.6060811988260202,0.5839999942328986,0.5404904940584162,1.0,paired,
moscow_mountain,nested_100000,strict_soil,full_support,False,99900.0,,148.33599853515625,,,0.5839999942328986,0.5404904940584162,1.0,unavailable,complete_only_policy
moscow_mountain,nested_1000000,strict_soil,common_support,False,1000100.0,153.96610369528972,148.33599853515625,5.630105160133468,0.6061657625798808,0.5839999942328986,0.5896710244795881,0.5896710244795881,paired,
moscow_mountain,nested_1000000,strict_soil,known_support,False,1000100.0,153.96610369528972,148.33599853515625,5.630105160133468,0.6061657625798808,0.5839999942328986,0.5896710244795881,1.0,paired,
moscow_mountain,nested_1000000,strict_soil,full_support,False,1000100.0,,148.33599853515625,,,0.5839999942328986,0.5896710244795881,1.0,unavailable,complete_only_policy
moscow_mountain,terminal,all_layers,common_support,False,6614300.0,153.3334140566165,149.08300188079502,4.250412175821481,0.6036748584906162,0.5869409522865946,0.8424436473389373,0.8424436473389373,paired,
moscow_mountain,terminal,all_layers,known_support,False,6614300.0,153.3334140566165,149.0866978387517,4.246716217864815,0.6036748584906162,0.586955503302172,0.8424436473389373,1.0,paired,
moscow_mountain,terminal,all_layers,full_support,False,6614300.0,,149.0866978387517,,,0.586955503302172,0.8424436473389373,1.0,unavailable,complete_only_policy
moscow_mountain,nested_20000,all_layers,common_support,False,20000.0,153.69909236994218,148.33599853515625,5.3630938347859285,0.6051145368895361,0.5839999942328986,0.9097500139474869,0.9097500139474869,paired,
moscow_mountain,nested_20000,all_layers,known_support,False,20000.0,153.69909236994218,148.33599853515625,5.3630938347859285,0.6051145368895361,0.5839999942328986,0.9097500139474869,1.0,paired,
moscow_mountain,nested_20000,all_layers,full_support,False,20000.0,,148.33599853515625,,,0.5839999942328986,0.9097500139474869,1.0,unavailable,complete_only_policy
moscow_mountain,nested_100000,all_layers,common_support,False,99900.0,153.22185443433216,148.33599853515625,4.885855899175908,0.6032356473792605,0.5839999942328986,0.860210212560984,0.860210212560984,paired,
moscow_mountain,nested_100000,all_layers,known_support,False,99900.0,153.22185443433216,148.33599853515625,4.885855899175908,0.6032356473792605,0.5839999942328986,0.860210212560984,1.0,paired,
moscow_mountain,nested_100000,all_layers,full_support,False,99900.0,,148.33599853515625,,,0.5839999942328986,0.860210212560984,1.0,unavailable,complete_only_policy
moscow_mountain,nested_1000000,all_layers,common_support,False,1000100.0,153.3726510949212,148.33599853515625,5.036652559764946,0.6038293350193747,0.5839999942328986,0.8446105514487176,0.8446105514487176,paired,
moscow_mountain,nested_1000000,all_layers,known_support,False,1000100.0,153.3726510949212,148.33599853515625,5.036652559764946,0.6038293350193747,0.5839999942328986,0.8446105514487176,1.0,paired,
moscow_mountain,nested_1000000,all_layers,full_support,False,1000100.0,,148.33599853515625,,,0.5839999942328986,0.8446105514487176,1.0,unavailable,complete_only_policy
topanga,terminal,strict_soil,common_support,False,4991700.0,96.0,63.10108910064294,32.89891089935706,0.3779527559055118,0.24842948464820055,0.03892862288913472,0.03892862288913472,paired,
topanga,terminal,strict_soil,known_support,False,4991700.0,96.0,73.7749664197349,22.225033580265105,0.3779527559055118,0.2904526236997437,0.03892862288913472,1.0,paired,
topanga,terminal,strict_soil,full_support,False,4991700.0,,73.7749664197349,,,0.2904526236997437,0.03892862288913472,1.0,unavailable,complete_only_policy
topanga,nested_20000,strict_soil,common_support,False,20000.0,,,,,,0.0,0.0,unavailable,
topanga,nested_20000,strict_soil,known_support,False,20000.0,,82.54999542236328,,,0.3249999819778082,0.0,1.0,unavailable,
topanga,nested_20000,strict_soil,full_support,False,20000.0,,82.54999542236328,,,0.3249999819778082,0.0,1.0,unavailable,complete_only_policy
topanga,nested_100000,strict_soil,common_support,False,99900.0,96.0,61.97599792480469,34.02400207519531,0.3779527559055118,0.24399999182993973,0.15000000596046448,0.15000000596046448,paired,
topanga,nested_100000,strict_soil,known_support,False,99900.0,96.0,61.97599792480469,34.02400207519531,0.3779527559055118,0.24399999182993973,0.15000000596046448,1.0,paired,
topanga,nested_100000,strict_soil,full_support,False,99900.0,,61.97599792480469,,,0.24399999182993973,0.15000000596046448,1.0,unavailable,complete_only_policy
topanga,nested_1000000,strict_soil,common_support,False,982100.0,,,,,,0.0,0.0,unavailable,
topanga,nested_1000000,strict_soil,known_support,False,982100.0,,81.11327291911597,,,0.3193435941697479,0.0,1.0,unavailable,
topanga,nested_1000000,strict_soil,full_support,False,982100.0,,81.11327291911597,,,0.3193435941697479,0.0,1.0,unavailable,complete_only_policy
topanga,terminal,all_layers,common_support,False,4991700.0,64.32822793542366,74.26200118603423,-9.933773250610571,0.2532607399032427,0.2923700834095836,0.8631343925648456,0.8631343925648456,paired,
topanga,terminal,all_layers,known_support,False,4991700.0,64.32822793542366,73.7749664197349,-9.44673848431124,0.2532607399032427,0.2904526236997437,0.8631343925648456,1.0,paired,
topanga,terminal,all_layers,full_support,False,4991700.0,,73.7749664197349,,,0.2904526236997437,0.8631343925648456,1.0,unavailable,complete_only_policy
topanga,nested_20000,all_layers,common_support,False,20000.0,62.0,82.54999542236328,-20.54999542236328,0.2440944881889764,0.3249999819778082,0.8999999761581421,0.8999999761581421,paired,
topanga,nested_20000,all_layers,known_support,False,20000.0,62.0,82.54999542236328,-20.54999542236328,0.2440944881889764,0.3249999819778082,0.8999999761581421,1.0,paired,
topanga,nested_20000,all_layers,full_support,False,20000.0,,82.54999542236328,,,0.3249999819778082,0.8999999761581421,1.0,unavailable,complete_only_policy
topanga,nested_100000,all_layers,common_support,False,99900.0,73.23529052734375,61.97599792480469,11.259292602539062,0.2883279154619833,0.24399999182993973,0.8500000238418579,0.8500000238418579,paired,
topanga,nested_100000,all_layers,known_support,False,99900.0,73.23529052734375,61.97599792480469,11.259292602539062,0.2883279154619833,0.24399999182993973,0.8500000238418579,1.0,paired,
topanga,nested_100000,all_layers,full_support,False,99900.0,,61.97599792480469,,,0.24399999182993973,0.8500000238418579,1.0,unavailable,complete_only_policy
topanga,nested_1000000,all_layers,common_support,False,982100.0,62.0,81.11327291911599,-19.113272919115985,0.2440944881889764,0.31934359416974795,0.8999999761581421,0.8999999761581421,paired,
topanga,nested_1000000,all_layers,known_support,False,982100.0,62.0,81.11327291911597,-19.11327291911597,0.2440944881889764,0.3193435941697479,0.8999999761581421,1.0,paired,
topanga,nested_1000000,all_layers,full_support,False,982100.0,,81.11327291911597,,,0.3193435941697479,0.8999999761581421,1.0,unavailable,complete_only_policy
az_ponderosa,terminal,strict_soil,common_support,True,22985800.0,113.00813597542201,152.6167668693049,-39.6086308938829,0.44491392116307876,0.6008534128712791,0.8761487524510094,0.8761487524510094,paired,
az_ponderosa,terminal,strict_soil,known_support,True,22985800.0,113.00813597542201,152.6767882299305,-39.6686522545085,0.44491392116307876,0.6010897174406713,0.8761487524510094,1.0,paired,
az_ponderosa,terminal,strict_soil,full_support,True,22985800.0,,152.6767882299305,,,0.6010897174406713,0.8761487524510094,1.0,unavailable,complete_only_policy
az_ponderosa,nested_20000,strict_soil,common_support,False,20000.0,122.55667490404092,152.39999389648438,-29.843318992443457,0.4825065941103973,0.5999999759704109,0.9925000011920929,0.9925000011920929,paired,
az_ponderosa,nested_20000,strict_soil,known_support,False,20000.0,122.55667490404092,152.39999389648438,-29.843318992443457,0.4825065941103973,0.5999999759704109,0.9925000011920929,1.0,paired,
az_ponderosa,nested_20000,strict_soil,full_support,False,20000.0,,152.39999389648438,,,0.5999999759704109,0.9925000011920929,1.0,unavailable,complete_only_policy
az_ponderosa,nested_100000,strict_soil,common_support,False,100000.0,121.7385339334939,152.39999389648438,-30.661459962990477,0.4792855666672988,0.5999999759704109,0.9264999824762344,0.9264999824762344,paired,
az_ponderosa,nested_100000,strict_soil,known_support,False,100000.0,121.7385339334939,152.39999389648438,-30.661459962990477,0.4792855666672988,0.5999999759704109,0.9264999824762344,1.0,paired,
az_ponderosa,nested_100000,strict_soil,full_support,False,100000.0,,152.39999389648438,,,0.5999999759704109,0.9264999824762344,1.0,unavailable,complete_only_policy
az_ponderosa,nested_1000000,strict_soil,common_support,False,1001600.0,121.1298373460699,152.39999389648438,-31.27015655041447,0.47688912340972406,0.5999999759704109,0.9196785135438648,0.9196785135438648,paired,
az_ponderosa,nested_1000000,strict_soil,known_support,False,1001600.0,121.1298373460699,152.39999389648438,-31.27015655041447,0.47688912340972406,0.5999999759704109,0.9196785135438648,1.0,paired,
az_ponderosa,nested_1000000,strict_soil,full_support,False,1001600.0,,152.39999389648438,,,0.5999999759704109,0.9196785135438648,1.0,unavailable,complete_only_policy
az_ponderosa,terminal,all_layers,common_support,True,22985800.0,153.34954228656693,152.61812313286703,0.7314191536999033,0.603738355458925,0.6008587524916025,0.90146416055124,0.90146416055124,paired,
az_ponderosa,terminal,all_layers,known_support,True,22985800.0,153.34954228656693,152.6767882299305,0.6727540566364212,0.603738355458925,0.6010897174406713,0.90146416055124,1.0,paired,
az_ponderosa,terminal,all_layers,full_support,True,22985800.0,,152.6767882299305,,,0.6010897174406713,0.90146416055124,1.0,unavailable,complete_only_policy
az_ponderosa,nested_20000,all_layers,common_support,False,20000.0,135.02770781510168,152.39999389648438,-17.372286081382697,0.5316051488783531,0.5999999759704109,0.9925000011920929,0.9925000011920929,paired,
az_ponderosa,nested_20000,all_layers,known_support,False,20000.0,135.02770781510168,152.39999389648438,-17.372286081382697,0.5316051488783531,0.5999999759704109,0.9925000011920929,1.0,paired,
az_ponderosa,nested_20000,all_layers,full_support,False,20000.0,,152.39999389648438,,,0.5999999759704109,0.9925000011920929,1.0,unavailable,complete_only_policy
az_ponderosa,nested_100000,all_layers,common_support,False,100000.0,125.38532299329474,152.39999389648438,-27.01467090318964,0.49364300391060917,0.5999999759704109,0.9264999824762344,0.9264999824762344,paired,
az_ponderosa,nested_100000,all_layers,known_support,False,100000.0,125.38532299329474,152.39999389648438,-27.01467090318964,0.49364300391060917,0.5999999759704109,0.9264999824762344,1.0,paired,
az_ponderosa,nested_100000,all_layers,full_support,False,100000.0,,152.39999389648438,,,0.5999999759704109,0.9264999824762344,1.0,unavailable,complete_only_policy
az_ponderosa,nested_1000000,all_layers,common_support,False,1001600.0,127.75914973605768,152.39999389648438,-24.640844160426695,0.502988778488416,0.5999999759704109,0.9196785135438648,0.9196785135438648,paired,
az_ponderosa,nested_1000000,all_layers,known_support,False,1001600.0,127.75914973605768,152.39999389648438,-24.640844160426695,0.502988778488416,0.5999999759704109,0.9196785135438648,1.0,paired,
az_ponderosa,nested_1000000,all_layers,full_support,False,1001600.0,,152.39999389648438,,,0.5999999759704109,0.9196785135438648,1.0,unavailable,complete_only_policy
