scenario,hillslope_count,area_ha,area_weighted_runoff_depth_mm_per_yr,total_runoff_volume_m3_per_yr_estimated,total_sediment_yield_tonne_per_yr,total_soil_loss_tonne_per_yr,zero_runoff_hillslopes,negligible_runoff_hillslopes_lt_1_mm_yr,zero_sediment_hillslopes,negligible_sediment_hillslopes_lt_1_kg_yr,runoff_depth_mm_per_yr_min,runoff_depth_mm_per_yr_q1,runoff_depth_mm_per_yr_median,runoff_depth_mm_per_yr_mean,runoff_depth_mm_per_yr_std,runoff_depth_mm_per_yr_q3,runoff_depth_mm_per_yr_iqr,runoff_depth_mm_per_yr_p95,runoff_depth_mm_per_yr_max,runoff_volume_m3_per_yr_min,runoff_volume_m3_per_yr_q1,runoff_volume_m3_per_yr_median,runoff_volume_m3_per_yr_mean,runoff_volume_m3_per_yr_std,runoff_volume_m3_per_yr_q3,runoff_volume_m3_per_yr_iqr,runoff_volume_m3_per_yr_p95,runoff_volume_m3_per_yr_max,sediment_yield_kg_per_yr_min,sediment_yield_kg_per_yr_q1,sediment_yield_kg_per_yr_median,sediment_yield_kg_per_yr_mean,sediment_yield_kg_per_yr_std,sediment_yield_kg_per_yr_q3,sediment_yield_kg_per_yr_iqr,sediment_yield_kg_per_yr_p95,sediment_yield_kg_per_yr_max,sediment_yield_density_kg_ha_yr_min,sediment_yield_density_kg_ha_yr_q1,sediment_yield_density_kg_ha_yr_median,sediment_yield_density_kg_ha_yr_mean,sediment_yield_density_kg_ha_yr_std,sediment_yield_density_kg_ha_yr_q3,sediment_yield_density_kg_ha_yr_iqr,sediment_yield_density_kg_ha_yr_p95,sediment_yield_density_kg_ha_yr_max,soil_loss_kg_per_yr_min,soil_loss_kg_per_yr_q1,soil_loss_kg_per_yr_median,soil_loss_kg_per_yr_mean,soil_loss_kg_per_yr_std,soil_loss_kg_per_yr_q3,soil_loss_kg_per_yr_iqr,soil_loss_kg_per_yr_p95,soil_loss_kg_per_yr_max,soil_loss_density_kg_ha_yr_min,soil_loss_density_kg_ha_yr_q1,soil_loss_density_kg_ha_yr_median,soil_loss_density_kg_ha_yr_mean,soil_loss_density_kg_ha_yr_std,soil_loss_density_kg_ha_yr_q3,soil_loss_density_kg_ha_yr_iqr,soil_loss_density_kg_ha_yr_p95,soil_loss_density_kg_ha_yr_max,scenario_order
Base / SBS scenario,167,775.527,688.8346633966321,5342098.799999999,11.022900000000002,11.039200000000001,0,0,105,114,86.7351598173516,432.0015626762935,636.1305663640294,583.8743906011841,222.12737536878282,773.1514396989616,341.1498770226681,844.4503938532887,953.833043478261,182.8,6663.1,29126.4,31988.615568862268,30976.98239608089,46113.55,39450.450000000004,86081.88999999998,161276.6,0.0,0.0,0.0,66.0053892215569,172.09244512638114,12.25,12.25,418.2499999999998,1075.5,0.0,0.0,0.0,10.445831267430464,26.8161471431394,2.2653650152202003,2.2653650152202003,70.45478766715135,145.75434439178514,0.0,0.0,0.0,66.10299401197605,172.50157164471733,12.3,12.3,418.2499999999998,1086.7,0.0,0.0,0.0,10.460011008461336,26.85181067815913,2.2653650152202003,2.2653650152202003,70.45478766715135,145.75434439178514,1
Unburned / undisturbed,167,775.527,623.4373529225933,4834925.0,3.773,3.7736000000000005,0,0,112,119,46.87214611872147,325.86957196008865,547.1894060995185,512.1990371707857,238.2583163357336,720.2850164782676,394.41544451817896,825.4347538406217,942.1495652173912,108.1,5042.1,25796.9,28951.646706586827,28570.86627886936,42844.3,37802.200000000004,80818.76999999997,140152.7,0.0,0.0,0.0,22.592814371257486,64.83131082832091,3.0,3.0,132.00999999999996,481.5,0.0,0.0,0.0,3.5098690845707967,9.499760108242715,0.461446821565325,0.461446821565325,23.45585444912929,55.82608695652174,0.0,0.0,0.0,22.596407185628745,64.84577616012548,3.0,3.0,132.00999999999996,481.8,0.0,0.0,0.0,3.510466795682324,9.501287841333562,0.461446821565325,0.461446821565325,23.45585444912929,55.86086956521739,2
Low severity fire,167,775.527,835.079578144926,6476267.600000001,445.5765,448.09239999999994,0,0,1,5,103.26484018264841,585.1160214523411,792.7820121951219,720.2821691117508,246.6462759135178,922.778129446928,337.6621079945869,998.1721292099493,1047.335652173913,235.3,8904.45,36371.7,38780.04550898204,37266.446850126966,54158.55,45254.100000000006,106020.96999999996,199214.1,0.0,114.8,823.4,2668.122754491018,4031.3062633589607,3645.1000000000004,3530.3,12054.589999999997,20849.7,0.0,64.58533612409761,193.8183807439825,432.14323974740523,562.3785619160811,612.2819938289745,547.6966577048769,1749.2818025255972,2567.4932010878256,0.0,115.0,823.5,2683.1880239520956,4039.5691373608606,3649.15,3534.15,12054.489999999996,20853.5,0.0,64.58533612409761,198.7739234449761,434.9914725997468,563.2253240448074,615.4728823831913,550.8875462590937,1756.534588140799,2567.477203647416,3
Moderate severity fire,167,775.527,842.8853154048796,6536803.200000001,428.0105,432.2429,0,0,7,10,102.99086757990868,590.6678237135271,799.8856707317073,726.7832591932024,249.36939881213692,930.5227489233358,339.8549252098087,1009.9755257862067,1043.3692753623188,235.5,8981.8,36836.1,39142.53413173653,37646.4063843709,54481.35,45499.55,107040.16999999995,201401.3,0.0,69.9,611.1,2562.937125748503,4257.943552661252,2552.35,2482.45,12221.539999999999,21564.1,0.0,35.960552944921574,135.52,410.7823879932993,628.5791000353576,474.0004891553068,438.03993621038524,1920.7695346814949,2874.102381798791,0.0,69.9,611.1,2588.2808383233532,4302.89919472814,2586.5,2516.6,12221.64,21563.9,0.0,36.50605289049963,135.52,414.597346805424,632.5143184801416,474.0004891553068,437.4944362648072,1920.7755134064296,2874.0846071809456,4
High severity fire,167,775.527,926.9494163323778,7188743.0,2187.6553000000004,2225.3658000000005,0,0,3,5,156.82730923694777,665.6387971086126,879.7256097560975,809.3495740098509,249.50119923165283,1018.6223876108011,352.98359050218846,1093.4974121688817,1128.300101385603,288.7,9979.8,39980.3,43046.36526946108,41183.58127099256,59562.0,49582.2,117763.87999999998,222572.8,0.0,418.54999999999995,3253.7,13099.732335329343,21027.47335413716,15134.75,14716.2,56545.859999999964,125296.7,0.0,210.21909851842025,846.075581395349,2096.693238143472,2914.444648775234,2653.696266633192,2443.4771681147718,7968.372262747668,13746.184950773559,0.0,418.54999999999995,3573.1,13325.543712574852,21280.186135114654,15222.3,14803.75,60063.249999999956,125582.8,0.0,228.4909570216131,846.075581395349,2135.086218424458,2943.5221906525535,2712.2627606206347,2483.7718035990215,8066.279239130429,13751.494374120957,5
Prescribed fire,167,775.527,793.478924653816,6153643.3,106.47870000000002,106.90790000000001,0,0,8,14,101.64383561643835,555.7704370312983,749.8789450929528,684.6726790413429,232.87023001095605,877.9448807998517,322.1744437685534,944.3768348162836,992.0684057971014,229.4,8438.5,34560.8,36848.16347305389,35408.355191787065,51410.75,42972.25,100169.71999999999,190447.6,0.0,16.5,132.5,637.597005988024,1079.702913479687,637.5,621.0,3162.4099999999994,4849.7,0.0,8.394398212588015,31.976744186046513,102.7225899077312,162.79976901401264,114.05504846448093,105.66065025189292,487.2382953997435,725.5479123340265,0.0,16.5,132.5,640.1670658682635,1083.6661422618647,637.5,621.0,3162.4099999999994,4849.7,0.0,8.659163655136808,31.976744186046513,103.11351842186416,163.12866358946803,114.15107919431448,105.49191553917767,487.2382953997435,725.5479123340265,6
Thinning: 30% canopy cover / 90% ground cover,167,775.527,746.7867011722351,5791532.5,36.5502,36.749199999999995,0,0,31,40,51.48401826484018,444.1330076835284,672.1141374837872,622.5927519891993,266.1915434129867,853.2950123159246,409.16200463239625,965.3905985074705,1018.0941176470589,130.0,6880.95,32546.1,34679.83532934132,33967.54448856702,50081.95,43201.0,94694.80999999997,172805.8,0.0,1.55,29.0,218.8634730538922,401.8444358774879,187.45,185.89999999999998,1180.8599999999997,2070.3,0.0,1.5967002712537082,8.184743846220753,34.65684383443045,60.649928946576495,31.574523837435848,29.97782356618214,194.70380935577577,253.4952606635071,0.0,1.55,29.0,220.05508982035926,407.0209603049357,187.64999999999998,186.09999999999997,1180.8599999999997,2248.2,0.0,1.5967002712537082,8.184794470716623,34.802963775220874,61.09635857861559,31.958578166354187,30.361877895100477,194.70380935577577,260.66086956521735,7
Thinning: 50% canopy cover / 90% ground cover,167,775.527,729.9844363897066,5661226.4,27.5561,27.666100000000004,0,0,31,43,51.87214611872146,437.51836991696143,658.4695201037613,609.5450724433168,257.6371278554775,830.0477797306895,392.5294098137281,934.4524955459771,982.8742028985506,130.4,6796.049999999999,32056.5,33899.55928143713,33152.036232667015,49035.0,42238.95,92591.23999999998,169143.8,0.0,0.6,18.3,165.00658682634733,307.8702197115986,127.75,127.15,894.9899999999999,1657.0,0.0,1.154161455432121,5.903737094663371,26.021408277299447,45.996275573201714,23.394711390247778,22.240549934815657,143.84652198971966,199.29054611450258,0.0,0.6,18.3,165.66526946107786,310.8205880297344,127.80000000000001,127.20000000000002,894.9899999999999,1754.6,0.0,1.154161455432121,5.903737094663371,26.104364081817277,46.2541803832587,23.394711390247778,22.240549934815657,143.84652198971966,203.431884057971,8
