scenario,hillslope_count,area_ha,area_weighted_runoff_depth_mm_per_yr,total_runoff_volume_m3_per_yr_estimated,total_sediment_yield_tonne_per_yr,total_soil_loss_tonne_per_yr,zero_runoff_hillslopes,negligible_runoff_hillslopes_lt_1_mm_yr,zero_sediment_hillslopes,negligible_sediment_hillslopes_lt_1_kg_yr,runoff_depth_mm_per_yr_min,runoff_depth_mm_per_yr_q1,runoff_depth_mm_per_yr_median,runoff_depth_mm_per_yr_mean,runoff_depth_mm_per_yr_std,runoff_depth_mm_per_yr_q3,runoff_depth_mm_per_yr_iqr,runoff_depth_mm_per_yr_p95,runoff_depth_mm_per_yr_max,runoff_volume_m3_per_yr_min,runoff_volume_m3_per_yr_q1,runoff_volume_m3_per_yr_median,runoff_volume_m3_per_yr_mean,runoff_volume_m3_per_yr_std,runoff_volume_m3_per_yr_q3,runoff_volume_m3_per_yr_iqr,runoff_volume_m3_per_yr_p95,runoff_volume_m3_per_yr_max,sediment_yield_kg_per_yr_min,sediment_yield_kg_per_yr_q1,sediment_yield_kg_per_yr_median,sediment_yield_kg_per_yr_mean,sediment_yield_kg_per_yr_std,sediment_yield_kg_per_yr_q3,sediment_yield_kg_per_yr_iqr,sediment_yield_kg_per_yr_p95,sediment_yield_kg_per_yr_max,sediment_yield_density_kg_ha_yr_min,sediment_yield_density_kg_ha_yr_q1,sediment_yield_density_kg_ha_yr_median,sediment_yield_density_kg_ha_yr_mean,sediment_yield_density_kg_ha_yr_std,sediment_yield_density_kg_ha_yr_q3,sediment_yield_density_kg_ha_yr_iqr,sediment_yield_density_kg_ha_yr_p95,sediment_yield_density_kg_ha_yr_max,soil_loss_kg_per_yr_min,soil_loss_kg_per_yr_q1,soil_loss_kg_per_yr_median,soil_loss_kg_per_yr_mean,soil_loss_kg_per_yr_std,soil_loss_kg_per_yr_q3,soil_loss_kg_per_yr_iqr,soil_loss_kg_per_yr_p95,soil_loss_kg_per_yr_max,soil_loss_density_kg_ha_yr_min,soil_loss_density_kg_ha_yr_q1,soil_loss_density_kg_ha_yr_median,soil_loss_density_kg_ha_yr_mean,soil_loss_density_kg_ha_yr_std,soil_loss_density_kg_ha_yr_q3,soil_loss_density_kg_ha_yr_iqr,soil_loss_density_kg_ha_yr_p95,soil_loss_density_kg_ha_yr_max,scenario_order
Base / SBS scenario,455,1807.749,948.5520611545077,17147440.400000002,3815.7454000000002,3903.6606000000006,0,0,21,41,3.7096774193548385,637.0668348207266,913.4442572311149,826.3238606653363,336.3677580204102,1091.7005742603442,454.63373943961756,1223.7074811153566,1308.7424058323209,4.6,5824.0,26207.5,37686.682197802205,39210.08846434573,59562.0,53738.0,102284.12999999993,254287.6,0.0,68.05000000000001,1194.7,8386.253626373627,14463.883189892756,9601.05,9533.0,39579.42999999994,95096.0,0.0,77.27215865751336,435.4465270121279,1413.6345919385828,2227.685441959184,1643.324636073461,1566.0524774159478,6014.835285871723,14489.715069328051,0.0,73.7,1246.0,8579.473846153847,14631.913703595597,9791.5,9717.8,40545.819999999985,96360.0,0.0,86.66127659574468,456.81818181818187,1437.678892971025,2230.8633640248536,1697.4672301015557,1610.805953505811,6014.87549190241,14682.309919244248,1
Unburned / undisturbed,455,1807.749,734.8948609569137,13285054.5,37.6674,37.9562,0,0,211,238,1.9354838709677418,360.23053965504255,659.34,620.0825421690521,323.0607710455273,899.9676815480784,539.7371418930359,1077.9989525285957,1115.8090310442146,2.4,3443.5,17813.1,29197.92197802198,31783.365646248476,49043.6,45600.1,82656.39999999994,212395.9,0.0,0.0,0.4,82.78549450549451,181.41722341641815,56.55,56.55,514.4699999999996,1231.9,0.0,0.0,0.39055235261298127,14.478039313532909,30.910211138611242,12.797901576005312,12.797901576005312,79.43997879015477,196.80031601817106,0.0,0.0,0.5,83.4202197802198,181.55524901496403,59.0,59.0,514.4699999999996,1231.9,0.0,0.0,0.3997715591090805,14.538912771562023,30.896803705119744,12.820029346613236,12.820029346613236,79.43997879015477,196.80031601817106,2
Low severity fire,455,1807.749,942.001704882702,17029026.4,3497.9702,3558.9181999999996,0,0,7,32,3.629032258064516,632.260614046196,910.7778191291403,821.5466639525996,333.572467007728,1086.457655779397,454.1970417332011,1208.8637875807806,1267.7140169332079,4.5,5824.0,26011.4,37426.431648351645,38930.93208153513,58942.5,53118.5,102029.66999999997,252832.6,0.0,72.15,1434.5,7687.8465934065935,12720.348755895524,9692.3,9620.15,34873.129999999954,92013.4,0.0,75.36307053941908,455.04902804059867,1278.5485349053615,1848.6299049302872,1591.4786567932988,1516.1155862538797,5473.834741635759,11355.805952176159,0.0,75.65,1466.8,7821.798241758241,12762.900350981032,10454.45,10378.800000000001,34873.069999999956,92018.1,0.0,77.07185354691075,471.5642178910545,1296.9824280798593,1846.2464899765698,1633.2784616637696,1556.206608116859,5473.816995228538,11355.788749354895,3
Moderate severity fire,455,1807.749,950.1565704088345,17176445.900000002,3850.1544999999996,3930.347,0,0,43,54,3.7096774193548385,637.0668348207266,920.2307406029029,828.8508402400931,337.3104000091195,1096.4705434515963,459.4037086308697,1228.0781918023379,1289.9591628381827,4.6,5865.65,26207.5,37750.43054945055,39206.374331402585,59444.75,53579.1,102845.52999999996,249241.6,0.0,54.9,1139.4,8461.87802197802,14376.715571490056,10033.05,9978.15,37539.46,81120.4,0.0,80.1601019199247,420.17890934113194,1421.6787724023438,2184.6463332768053,1657.6944275684762,1577.5343256485514,6321.129381624376,13954.99741957681,0.0,66.5,1199.5,8638.125274725275,14489.922227605934,10597.5,10531.0,38069.379999999925,81119.9,0.0,85.2804292889901,436.3404874499818,1443.9150295770737,2183.6222940436246,1746.608,1661.32757071101,6324.488726142518,13954.911405470497,4
High severity fire,455,1807.749,1047.929530039845,18943935.6,16722.4385,17189.025299999998,0,0,29,42,81.26984126984128,742.0380888227462,1016.0588016375141,932.6567303889292,316.46805372626903,1186.353904565377,444.3158157426308,1310.6922167250596,1397.679087970053,51.2,6720.45,29036.1,41635.0232967033,42552.881657960286,64515.2,57794.75,111820.65999999993,269975.5,0.0,364.29999999999995,5410.3,36752.612087912086,60924.563737817254,48680.7,48316.399999999994,158414.97999999995,433859.1,0.0,415.68269351896345,2063.3183408295854,6189.481827589588,8775.995615328746,7939.6324579124575,7523.949764393494,26392.1491562275,41755.76884623075,0.0,400.7,5599.6,37778.07758241757,61801.8594266866,49979.15,49578.450000000004,160344.72,445719.4,0.0,457.4298296199214,2136.532641591007,6328.1629782310065,8802.070309537354,8218.808054543408,7761.378224923486,26588.294249726943,41848.03039392121,5
Prescribed fire,455,1807.749,904.7402985702107,16355433.7,954.5512000000001,974.1708000000001,0,0,44,70,3.629032258064516,602.9099994087948,875.5029672147097,787.4253124089144,318.4840703408993,1043.615054112847,440.70505470405226,1155.230739395939,1207.2483537158985,4.5,5508.4,24797.3,35946.00813186813,37346.7130735723,56962.399999999994,51453.99999999999,97499.75999999988,242051.8,0.0,11.7,257.0,2097.9147252747252,3612.58490027556,2476.3500000000004,2464.6500000000005,9816.56,19576.2,0.0,19.094041038843038,99.1667768813649,351.63386136952874,549.0235849735875,392.6522328964842,373.55819185764113,1613.1135388216908,3330.7242387751594,0.0,15.7,284.5,2141.0347252747256,3638.364641173216,2552.25,2536.55,9896.42999999999,19576.2,0.0,19.56584808680754,105.53145336225596,357.09450513103127,548.650564770931,433.54436363636364,413.9785155495561,1613.1135388216908,3330.7242387751594,6
Thinning: 30% canopy cover / 90% ground cover,455,1807.749,840.0934808980671,15186781.5,330.186,336.352,0,0,70,91,1.774193548387097,455.34266551178723,768.64905098623,715.6788160298275,352.50509551389854,1014.8843877009168,559.5417221891296,1207.7557573327347,1259.4026340545627,2.2,4371.65,21117.2,33377.54175824176,35821.92362941504,55251.55,50879.9,93059.54999999997,237374.7,0.0,3.2,60.7,725.6835164835164,1340.6951991479796,748.0,744.8,3752.0999999999995,9022.5,0.0,4.135621662852785,21.247240618101543,122.38245285545597,215.15678591665838,128.97057416267944,124.83495249982666,622.0589530713157,1552.1245484259418,0.0,3.4,69.0,739.2351648351648,1347.5650935029726,771.5,768.1,3781.4699999999957,9022.5,0.0,4.594543484857592,21.975088967971526,124.12223242212785,215.00941762686793,143.67526249208782,139.08071900723024,622.0589530713157,1552.1245484259418,7
Thinning: 50% canopy cover / 90% ground cover,455,1807.749,820.5022489294696,14832621.2,244.4324,248.7002,0,0,75,98,1.8548387096774193,451.8013463131731,755.6933333333333,699.1700980089736,339.4286735717851,987.2584362217607,535.4570899085876,1165.7868544062035,1209.4825964252118,2.3,4318.35,20658.4,32599.16747252747,34937.35538901923,53735.5,49417.15,90091.58999999998,232117.4,0.0,2.1,46.3,537.214065934066,990.4620319861443,530.5999999999999,528.4999999999999,2686.2899999999986,6581.4,0.0,3.1403671064803547,16.502463054187192,90.88883780738716,159.33123862645527,97.59054397590675,94.4501768694264,452.91024965119084,1132.1864785824876,0.0,2.4,53.0,546.5938461538461,996.0008487722265,560.0,557.6,2727.2299999999964,6581.4,0.0,3.2018306636155605,17.715532921062206,92.03149572565395,159.2494907378346,100.13042479954882,96.92859413593325,452.91024965119084,1132.1864785824876,8
