"2"|"2969967"|"551633"
"2"|"2970031"|"551637"
"2"|"2970080"|"551638"
"4"|"2970082"|"551639"
"2"|"2970082"|"551640"
"2"|"2970098"|"551641"
"2"|"2970117"|"551643"
"2"|"2970118"|"551644"
"2"|"2970120"|"551645"
"2"|"2970142"|"551646"
"4"|"2970144"|"551647"
"2"|"2970144"|"551648"
"2"|"2976537"|"551672"
"2"|"2976545"|"551674"
"2"|"2976570"|"551675"
"1"|"2976590"|"551679"
"3"|"2976590"|"551680"
"1"|"2976594"|"551681"
"3"|"2976594"|"551682"
"2"|"2976619"|"551685"
"2"|"2976622"|"551686"
"2"|"2976625"|"551687"
"2"|"2982986"|"551717"
"2"|"2983014"|"551718"
"2"|"2983034"|"551719"
"2"|"2983072"|"551726"
"2"|"2983091"|"551728"
"2"|"2983096"|"551729"
"2"|"2983099"|"551730"
"2"|"2989487"|"551765"
"2"|"2989490"|"551766"
"2"|"2989493"|"551767"
"2"|"2989495"|"551768"
"2"|"2989543"|"551771"
"2"|"2989549"|"551772"
"2"|"2989578"|"551774"
"2"|"2989791"|"551791"
"2"|"2995940"|"551803"
"3"|"2995945"|"551804"
"2"|"2995945"|"551805"
"2"|"2996018"|"551807"
"2"|"2996019"|"551808"
"2"|"2996025"|"551809"
"2"|"2996027"|"551810"
"2"|"3002463"|"551838"
"2"|"3002465"|"551839"
"2"|"3002471"|"551840"
"2"|"3002480"|"551841"
"2"|"3002501"|"551845"
"2"|"3002529"|"551848"
"2"|"3008827"|"551868"
"2"|"3008889"|"551877"
"2"|"3008891"|"551878"
"2"|"3008894"|"551879"
"3"|"3008894"|"551880"
"2"|"3008902"|"551881"
"4"|"3008903"|"551882"
"2"|"3008906"|"551883"
"3"|"3008906"|"551884"
"2"|"3008907"|"551885"
"2"|"3008941"|"551886"
"2"|"3008958"|"551888"
"2"|"3008979"|"551891"
"2"|"3008981"|"551892"
"2"|"3009003"|"551893"
"3"|"3009003"|"551894"
"2"|"3009008"|"551895"
"4"|"3009008"|"551896"
"2"|"3015341"|"551922"
"2"|"3015405"|"551924"
"2"|"3015416"|"551925"
"2"|"3015421"|"551926"
"2"|"3015423"|"551927"
"2"|"3015424"|"551928"
"3"|"3015424"|"551929"
"2"|"3015479"|"551932"
"1"|"3015485"|"551933"
"3"|"3015485"|"551934"
"2"|"3021844"|"551967"
"2"|"3021847"|"551968"
"2"|"3021860"|"551969"
"2"|"3021889"|"551970"
"2"|"3021893"|"551971"
"2"|"3021895"|"551972"
"2"|"3021900"|"551973"
"2"|"3021931"|"551974"
"2"|"3021932"|"551975"
"2"|"3021933"|"551976"
"2"|"3021934"|"551977"
"2"|"3021951"|"551982"
"2"|"3021956"|"551983"
"2"|"3021959"|"551984"
"2"|"3028295"|"552014"
"2"|"3028319"|"552016"
"2"|"3028322"|"552017"
"2"|"3028324"|"552018"
"2"|"3028337"|"552019"
"2"|"3028372"|"552020"
"2"|"3028388"|"552021"
"2"|"3028402"|"552022"
"2"|"3028403"|"552023"
"2"|"3028409"|"552024"
"2"|"3028411"|"552025"
"2"|"3028431"|"552027"
"2"|"3028433"|"552028"
"2"|"3034795"|"552064"
"2"|"3034798"|"552065"
"2"|"3034804"|"552066"
"2"|"3034805"|"552067"
"2"|"3034813"|"552068"
"2"|"3034827"|"552069"
"2"|"3034860"|"552070"
"2"|"3034865"|"552071"
"2"|"3034876"|"552073"
"2"|"3034878"|"552074"
"2"|"3034884"|"552075"
"3"|"3034887"|"552076"
"4"|"3034887"|"552077"
"2"|"3034908"|"552079"
"3"|"3034909"|"552080"
"1"|"3034909"|"552081"
"2"|"3034910"|"552082"
"2"|"3034911"|"552083"
"2"|"3041276"|"552107"
"2"|"3041289"|"552108"
"2"|"3041344"|"552112"
"2"|"3041355"|"552114"
"4"|"3041356"|"552115"
"3"|"3041356"|"552116"
"2"|"3041381"|"552119"
"2"|"3041388"|"552120"
"2"|"3047765"|"552145"
"2"|"3047780"|"552146"
"2"|"3047801"|"552147"
"2"|"3047807"|"552148"
"2"|"3047820"|"552151"
"3"|"3047820"|"552152"
"2"|"3047836"|"552153"
"2"|"3047838"|"552154"
"2"|"3047862"|"552157"
"2"|"3054163"|"552192"
"2"|"3054224"|"552199"
"2"|"3054233"|"552200"
"2"|"3054256"|"552201"
"2"|"3054276"|"552202"
"2"|"3054315"|"552206"
"2"|"3054317"|"552207"
"2"|"3054337"|"552208"
"2"|"3054338"|"552209"
"2"|"3054340"|"552210"
"2"|"3054341"|"552211"
"2"|"3054519"|"552224"
"2"|"3060702"|"552239"
"2"|"3060730"|"552241"
"2"|"3060733"|"552242"
"2"|"3060753"|"552243"
"3"|"3060760"|"552244"
"2"|"3060760"|"552245"
"2"|"3060771"|"552246"
"2"|"3060783"|"552247"
"2"|"3060784"|"552248"
"2"|"3060792"|"552249"
"2"|"3060814"|"552250"
"2"|"3060815"|"552251"
"2"|"3067116"|"552280"
"2"|"3067154"|"552284"
"2"|"3067182"|"552285"
"3"|"3067195"|"552286"
"2"|"3067195"|"552287"
"2"|"3067196"|"552288"
"4"|"3067247"|"552290"
"2"|"3067247"|"552291"
"2"|"3067262"|"552294"
"2"|"3067266"|"552295"
"1"|"3067267"|"552296"
"3"|"3067267"|"552297"
"2"|"3067268"|"552298"
"3"|"3067268"|"552299"
"4"|"3067297"|"552303"
