"Paralithic bedrock"||51|77|102|||||||"2966805"|"689714"
"Undefined"||51|77|102||||1|5|8|"2966842"|"705300"
"Undefined"||51|77|102||||1|5|8|"2966847"|"689717"
"Undefined"||51|77|102||||1|5|8|"2966860"|"697509"
"Undefined"||51|77|102||||1|5|8|"2966875"|"689718"
"Paralithic bedrock"||51|77|102|||||||"2973227"|"715043"
"Undefined"||51|77|102||||1|5|8|"2973321"|"691670"
||25|25|25|||||||"2979624"|"693607"
||25|25|25|||||||"2979627"|"701399"
"Paralithic bedrock"||51|77|102|||||||"2979705"|"716984"
"Paralithic bedrock"||51|77|102|||||||"2979722"|"693609"
||25|25|25|||||||"2979763"|"716985"
||25|25|25|||||||"2979782"|"693610"
"Undefined"||51|77|102||||1|5|8|"2979799"|"709195"
||25|25|25|||||||"2986112"|"695563"
"Paralithic bedrock"||51|77|102|||||||"2986182"|"711148"
"Paralithic bedrock"||51|77|102|||||||"2986207"|"718940"
"Undefined"||51|77|102||||1|5|8|"2986263"|"718942"
"Lithic bedrock"||0|5|10|||||||"2992663"|"697505"
"Paralithic bedrock"||51|77|102|||||||"2992685"|"705297"
"Paralithic bedrock"||51|77|102|||||||"2992687"|"713089"
||25|25|25|||||||"2992716"|"697506"
||25|25|25|||||||"2992717"|"705298"
"Undefined"||51|77|102||||1|5|8|"2992747"|"713091"
"Undefined"||51|77|102||||1|5|8|"2992779"|"713093"
||25|25|25|||||||"2999073"|"715042"
"Paralithic bedrock"||51|77|102|||||||"2999135"|"691668"
||25|25|25|||||||"2999197"|"691669"
"Undefined"||51|77|102||||1|5|8|"2999229"|"707254"
"Undefined"||51|77|102||||1|5|8|"2999255"|"715047"
||25|25|25|||||||"3005548"|"709191"
"Paralithic bedrock"||102|127|152|||||||"3005591"|"716983"
"Paralithic bedrock"||25|38|51|||||||"3005610"|"701400"
"Paralithic bedrock"||51|77|102|||||||"3005666"|"709193"
"Undefined"||51|77|102||||1|5|8|"3005697"|"701402"
"Undefined"||51|77|102||||1|5|8|"3005706"|"716987"
"Undefined"||51|77|102||||1|5|8|"3005735"|"716988"
||25|25|25|||||||"3012149"|"711149"
"Undefined"||51|77|102||||1|5|8|"3012153"|"695566"
"Undefined"||51|77|102||||1|5|8|"3012169"|"711150"
"Undefined"||51|77|102||||1|5|8|"3012209"|"718943"
"Paralithic bedrock"||25|38|51|||||||"3018565"|"689713"
"Undefined"||51|77|102||||1|5|8|"3018630"|"697507"
"Undefined"||51|77|102||||1|5|8|"3018646"|"705299"
"Undefined"||51|77|102||||1|5|8|"3018655"|"697508"
"Undefined"||51|77|102||||1|5|8|"3018659"|"713092"
||25|25|25|||||||"3024951"|"707250"
"Paralithic bedrock"||51|77|102|||||||"3025022"|"691667"
"Lithic bedrock"||122|122|122|||||||"3025031"|"699459"
"Paralithic bedrock"||51|77|102|||||||"3025040"|"707251"
"Paralithic bedrock"||51|77|102|||||||"3025068"|"707252"
||25|25|25|||||||"3025101"|"715044"
"Undefined"||51|77|102||||1|5|8|"3025107"|"699461"
"Undefined"||51|77|102||||1|5|8|"3025136"|"715046"
"Undefined"||51|77|102||||1|5|8|"3025163"|"691672"
"Undefined"||51|77|102||||1|5|8|"3025165"|"699464"
"Lithic bedrock"||122|122|122|||||||"3031543"|"701401"
"Undefined"||51|77|102||||1|5|8|"3031608"|"716986"
"Undefined"||51|77|102||||1|5|8|"3031628"|"701404"
"Undefined"||51|77|102||||1|5|8|"3031638"|"709196"
"Paralithic bedrock"||102|102|102|||||||"3037993"|"695564"
"Paralithic bedrock"||51|77|102|||||||"3037994"|"703356"
"Undefined"||51|77|102||||1|5|8|"3038059"|"718941"
"Undefined"||51|77|102||||1|5|8|"3038060"|"703358"
"Undefined"||51|77|102||||1|5|8|"3038104"|"711151"
||25|25|25|||||||"3044429"|"705296"
"Paralithic bedrock"||102|102|102|||||||"3044470"|"713088"
||25|25|25|||||||"3044531"|"713090"
"Undefined"||51|77|102||||1|5|8|"3044535"|"689715"
"Undefined"||51|77|102||||1|5|8|"3044560"|"689716"
"Undefined"||51|77|102||||1|5|8|"3044580"|"705301"
"Lithic bedrock"||122|122|122|||||||"3050951"|"699460"
"Undefined"||51|77|102||||1|5|8|"3051037"|"707253"
"Undefined"||51|77|102||||1|5|8|"3051038"|"715045"
"Undefined"||51|77|102||||1|5|8|"3051041"|"699462"
"Undefined"||51|77|102||||1|5|8|"3051043"|"691671"
"Undefined"||51|77|102||||1|5|8|"3051056"|"699463"
"Undefined"||51|77|102||||1|5|8|"3051067"|"707255"
"Paralithic bedrock"||102|127|152|||||||"3057404"|"693608"
"Paralithic bedrock"||102|102|102|||||||"3057424"|"709192"
"Undefined"||51|77|102||||1|5|8|"3057510"|"709194"
"Undefined"||51|77|102||||1|5|8|"3057515"|"693611"
"Undefined"||51|77|102||||1|5|8|"3057517"|"701403"
"Undefined"||51|77|102||||1|5|8|"3057533"|"693612"
||25|25|25|||||||"3063835"|"703355"
"Paralithic bedrock"||51|77|102|||||||"3063880"|"711147"
"Lithic bedrock"||122|122|122|||||||"3063890"|"718939"
"Paralithic bedrock"||102|127|152|||||||"3063927"|"695565"
"Paralithic bedrock"||102|127|152|||||||"3063928"|"703357"
"Undefined"||51|77|102||||1|5|8|"3063986"|"695567"
"Undefined"||51|77|102||||1|5|8|"3063996"|"703359"
