year,julian,month,day_of_month,water_year,audit_rain_melt_reported_mm,audit_precip_reported_mm,audit_runoff_reported_mm,audit_runoff_calc_mm,audit_runoff_consistency_mm,audit_lateral_reported_mm,audit_lateral_calc_mm,audit_et_reported_mm,audit_et_calc_mm,audit_percolation_reported_mm,audit_percolation_calc_mm,audit_storage_delta_mm,audit_enriched_storage_delta_mm,audit_closure_reported_with_storage_mm,audit_closure_reconstructed_with_storage_mm,audit_closure_reported_with_enriched_storage_mm,audit_closure_reconstructed_with_enriched_storage_mm,audit_runoff_to_precip_reported_pct,audit_runoff_to_precip_reconstructed_pct,abs_closure_reported_with_storage_mm,abs_runoff_consistency_mm
1996,37,2,6,1996,170.91910181414116,118.96787718501193,722.4103546234194,722.4103546234194,0.0,9.192623127893633,9.192623127893633,1.6586688517253627,1.6586688517253627,0.019999999999999987,0.019999999999999987,-20.762340020423835,,-541.6002047684733,-541.6002047684733,,,607.2314407190512,607.2314407190512,541.6002047684733,0.0
2011,16,1,16,2011,107.16105266506247,105.11411572496012,323.7041887686529,323.7041887686529,0.0,8.910175415044405,8.910175415044405,0.9326817715862022,0.9326817715862022,0.019999999999999997,0.019999999999999997,36.24963920692312,,-262.65563249714415,-262.65563249714415,,,307.9550130218971,307.9550130218971,262.65563249714415,0.0
1996,38,2,7,1996,88.62983014004797,66.82541047413861,339.9959395595426,339.9959395595426,0.0,10.056035017750666,10.056035017750666,1.4792931991608675,1.4792931991608675,0.019999999999999993,0.019999999999999993,-13.005153374431757,,-249.9162842619744,-249.9162842619744,,,508.78241846508496,508.78241846508496,249.9162842619744,0.0
2005,364,12,30,2006,107.36936215644731,107.36936215644731,294.2322422844784,294.2322422844784,0.0,8.54341171775829,8.54341171775829,0.938072567124493,0.938072567124493,0.020000000000000014,0.020000000000000014,41.08761456406478,,-237.45197897697864,-237.45197897697864,,,274.0374315121237,274.0374315121237,237.45197897697864,0.0
2006,10,1,10,2006,97.68234835858122,97.68234835858122,291.65666539992947,291.65666539992947,0.0,9.20756306748869,9.20756306748869,0.9174860758588128,0.9174860758588128,0.019999999999999993,0.019999999999999993,32.36498296557829,,-236.484349150274,-236.484349150274,,,298.5766316031733,298.5766316031733,236.484349150274,0.0
2015,351,12,17,2016,98.40875722923596,98.27501308435404,278.77141369442154,278.77141369442154,0.0,8.425654415519118,8.425654415519118,0.9868920248133212,0.9868920248133212,0.02000000000000004,0.02000000000000004,39.580447556792365,,-229.37565046231032,-229.37565046231032,,,283.66459076951634,283.66459076951634,229.37565046231032,0.0
1998,361,12,27,1999,116.45544092166143,103.57741180701117,299.2384152633634,299.2384152633634,0.0,8.592068470499857,8.592068470499857,0.8883579057896864,0.8883579057896864,0.020000000000000004,0.020000000000000004,30.732400522761054,,-223.01580124075252,-223.01580124075252,,,288.903159523733,288.903159523733,223.01580124075252,0.0
1996,364,12,29,1997,78.54018683719934,73.33684219763325,271.2698286011085,271.2698286011085,0.0,9.850998131657546,9.850998131657546,1.2489958854158298,1.2489958854158298,0.019999999999999993,0.019999999999999993,11.136442430187344,,-214.98607821116983,-214.98607821116983,,,369.8957038129234,369.8957038129234,214.98607821116983,0.0
1996,39,2,8,1996,72.56381371738348,63.7313578991302,277.9438785584106,277.9438785584106,0.0,10.236181005719645,10.236181005719645,1.534267104922169,1.534267104922169,0.02,0.02,-5.054507822142,,-212.11600512952685,-212.11600512952685,,,436.11792957294557,436.11792957294557,212.11600512952685,0.0
1996,324,11,19,1997,110.82414553597609,110.82414553597609,269.8352720157541,269.8352720157541,0.0,8.182883878594204,8.182883878594204,0.6277199594139661,0.6277199594139661,0.01999999999999999,0.01999999999999999,43.52256442961561,,-211.3642947474018,-211.3642947474018,,,243.48057971550912,243.48057971550912,211.3642947474018,0.0
1997,1,1,1,1997,68.91487175399806,67.34707682710828,263.24129818413905,263.24129818413905,0.0,10.247743546870733,10.247743546870733,1.0642944223113575,1.0642944223113575,0.02,0.02,3.708209999922019,,-209.36667439924508,-209.36667439924508,,,390.8726415252224,390.8726415252224,209.36667439924508,0.0
1998,362,12,28,1999,70.40371133554203,62.3936094884718,236.0128079256087,236.0128079256087,0.0,9.654644862869832,9.654644862869832,0.8145757970321504,0.8145757970321504,0.01999999999999998,0.01999999999999998,3.4359664520187607,,-179.53428370198745,-179.53428370198745,,,378.26439255644567,378.26439255644567,179.53428370198745,0.0
2006,17,1,17,2006,75.64399548250222,74.43810126497003,213.4724836278887,213.4724836278887,0.0,9.44044030051518,9.44044030051518,0.6420820637118609,0.6420820637118609,0.019999999999999997,0.019999999999999997,20.07786720909644,,-168.00887771870995,-168.00887771870995,,,286.7785179904194,286.7785179904194,168.00887771870995,0.0
1996,360,12,25,1997,90.72206322145344,79.62375142881436,231.6847088753265,231.6847088753265,0.0,9.433066482549387,9.433066482549387,0.5733191928561524,0.5733191928561524,0.020000000000000004,0.020000000000000004,16.638266520574916,,-167.6272978498535,-167.6272978498535,,,290.9743697299398,290.9743697299398,167.6272978498535,0.0
2001,347,12,13,2002,93.55167951049657,80.49808038643765,203.56785168298399,203.56785168298399,0.0,7.7474251274945445,7.7474251274945445,0.4289093484859093,0.4289093484859093,0.019999999999999997,0.019999999999999997,32.6329797432079,,-150.8454863916758,-150.8454863916758,,,252.88534919806756,252.88534919806756,150.8454863916758,0.0
2003,66,3,7,2003,110.26439729241562,109.93924024834244,181.35266280746114,181.35266280746114,0.0,7.465238377589963,7.465238377589963,0.9887845166771656,0.9887845166771656,0.019999999999999997,0.019999999999999997,58.98506849595117,,-138.54735690526383,-138.54735690526383,,,164.95717306923575,164.95717306923575,138.54735690526383,0.0
2007,3,1,3,2007,80.97639052559481,80.97639052559481,166.31061302552632,166.31061302552632,0.0,8.386005255940299,8.386005255940299,1.033902950684302,1.033902950684302,0.02,0.02,35.06492062104701,,-129.83905132760313,-129.83905132760313,,,205.38160807866495,205.38160807866495,129.83905132760313,0.0
1995,333,11,29,1996,61.34341897569662,61.34341897569662,159.95209015937468,159.95209015937468,0.0,8.753745278402775,8.753745278402775,0.9109926141706917,0.9109926141706917,0.019999999999999983,0.019999999999999983,19.418697403250803,,-127.71210647950234,-127.71210647950234,,,260.7485738979521,260.7485738979521,127.71210647950234,0.0
2011,364,12,30,2012,95.66067975321813,108.08353649823344,156.75474916784714,156.75474916784714,0.0,7.080861762707399,7.080861762707399,0.860559984441013,0.860559984441013,0.02,0.02,57.375057019681776,,-126.4305481814592,-126.4305481814592,,,145.03110672216872,145.03110672216872,126.4305481814592,0.0
2006,348,12,14,2007,75.6790174346222,75.6790174346222,161.33535433739252,161.33535433739252,0.0,8.409240339718655,8.409240339718655,1.338256135615364,1.338256135615364,0.019999999999999997,0.019999999999999997,30.58011849398008,,-126.00395187208441,-126.00395187208441,,,213.18373283158354,213.18373283158354,126.00395187208441,0.0
2009,1,1,1,2009,139.0863321047173,111.85736054571625,211.39139000831645,211.39139000831645,0.0,7.082272613706916,7.082272613706916,0.8647315784817151,0.8647315784817151,0.019999999999999976,0.019999999999999976,45.54043848818014,,-125.81250058396796,-125.81250058396796,,,188.98299492944008,188.98299492944008,125.81250058396796,0.0
1998,336,12,2,1999,69.41916449324715,71.20355497430882,137.92431391790325,137.92431391790325,0.0,7.907535767839624,7.907535767839624,1.1377295179074254,1.1377295179074254,0.019999999999999987,0.019999999999999987,32.39779557597649,,-109.96821028637963,-109.96821028637963,,,193.7042525020951,193.7042525020951,109.96821028637963,0.0
2003,31,1,31,2003,68.7934165138828,68.78621295842036,140.0771675948838,140.0771675948838,0.0,8.277862940889507,8.277862940889507,0.8338495720195122,0.8338495720195122,0.020000000000000018,0.020000000000000018,25.99241504037957,,-106.40787863428962,-106.40787863428962,,,203.6413426038691,203.6413426038691,106.40787863428962,0.0
1996,339,12,4,1997,36.30405039637207,73.0381272726369,84.66110005301768,84.66110005301768,0.0,8.015470632478593,8.015470632478593,1.048687466885903,1.048687466885903,0.019999999999999987,0.019999999999999987,47.339528332849795,,-104.7807360888599,-104.7807360888599,,,115.91356900074192,115.91356900074192,104.7807360888599,0.0
2012,19,1,19,2012,91.6728267368449,112.99406085148122,114.92002860622723,114.92002860622723,0.0,7.014240851378503,7.014240851378503,0.5085665426658809,0.5085665426658809,0.01999999999999999,0.01999999999999999,70.62534196415356,,-101.41535122758027,-101.41535122758027,,,101.70448582892998,101.70448582892998,101.41535122758027,0.0
2003,347,12,13,2004,109.28752398493192,109.28752398493192,136.71907273924126,136.71907273924126,0.0,6.710364367242051,6.710364367242051,0.5297076566531018,0.5297076566531018,0.019999999999999997,0.019999999999999997,66.01248215192868,,-100.70410293013317,-100.70410293013317,,,125.10034792085827,125.10034792085827,100.70410293013317,0.0
2005,365,12,31,2006,50.52279211679751,50.52279211679751,128.040922188389,128.040922188389,0.0,9.367304681624747,9.367304681624747,0.5937287450153407,0.5937287450153407,0.020000000000000007,0.020000000000000007,9.921711038843682,,-97.42087453707526,-97.42087453707526,,,253.4319993487033,253.4319993487033,97.42087453707526,0.0
1997,31,1,31,1997,72.25171722485078,66.39421565534356,133.96574387802917,133.96574387802917,0.0,8.60804863240893,8.60804863240893,1.0075820045024402,1.0075820045024402,0.019999999999999987,0.019999999999999987,20.308475591434103,,-91.65813288152387,-91.65813288152387,,,201.7732155666294,201.7732155666294,91.65813288152387,0.0
2014,355,12,21,2015,66.200350931396,66.200350931396,119.84022419089675,119.84022419089675,0.0,8.112044211295542,8.112044211295542,0.7845771765063876,0.7845771765063876,0.019999999999999997,0.019999999999999997,26.46306352602039,,-89.01955817332308,-89.01955817332308,,,181.02656935321718,181.02656935321718,89.01955817332308,0.0
2002,25,1,25,2002,74.89922264320111,74.49350147870639,121.32147468676902,121.32147468676902,0.0,8.669185472531236,8.669185472531236,0.8450310674334678,0.8450310674334678,0.02,0.02,29.8918298898069,,-85.84829847333953,-85.84829847333953,,,162.8618232174899,162.8618232174899,85.84829847333953,0.0
2001,350,12,16,2002,59.02119336880089,50.543594881636864,120.90149668337025,120.90149668337025,0.0,8.508367066127837,8.508367066127837,0.6299566989467682,0.6299566989467682,0.019999999999999993,0.019999999999999993,11.189914393707909,,-82.2285414733519,-82.2285414733519,,,239.2024092597642,239.2024092597642,82.2285414733519,0.0
1995,48,2,17,1995,104.53673257413865,88.39844813108658,134.27415935717852,134.27415935717852,0.0,7.498015519976437,7.498015519976437,1.252096480024451,1.252096480024451,0.019999999999999997,0.019999999999999997,42.42223064274049,,-80.92976942578125,-80.92976942578125,,,151.89651198181963,151.89651198181963,80.92976942578125,0.0
1999,58,2,27,1999,61.23927288453962,57.59350722378829,112.84876439588766,112.84876439588766,0.0,8.819798440812951,8.819798440812951,1.3843540523048858,1.3843540523048858,0.01999999999999999,0.01999999999999999,17.846248193511087,,-79.67989219797695,-79.67989219797695,,,195.9400804632312,195.9400804632312,79.67989219797695,0.0
1999,329,11,25,2000,109.13521648237418,109.13521648237418,115.30471820325592,115.30471820325592,0.0,5.353067881278724,5.353067881278724,0.7599258649340804,0.7599258649340804,0.020000000000000004,0.020000000000000004,66.32674075786645,,-78.62923622496098,-78.62923622496098,,,105.65308057264737,105.65308057264737,78.62923622496098,0.0
1991,340,12,6,1992,57.674028505680354,57.674028505680354,103.21951126086879,103.21951126086879,0.0,8.110031289826203,8.110031289826203,0.2968895772359267,0.2968895772359267,0.019999999999999983,0.019999999999999983,23.98912455408299,,-77.96152817633354,-77.96152817633354,,,178.970524402856,178.970524402856,77.96152817633354,0.0
2003,81,3,22,2003,63.297541131897766,63.297541131897766,102.64182408929851,102.64182408929851,0.0,8.002802001162387,8.002802001162387,1.1860167262752477,1.1860167262752477,0.020000000000000007,0.020000000000000007,28.337161342251193,,-76.89026302708956,-76.89026302708956,,,162.15767983058956,162.15767983058956,76.89026302708956,0.0
2019,97,4,7,2019,75.65694251402589,75.65694251402589,100.54880295708071,100.54880295708071,0.0,6.688547006340864,6.688547006340864,0.7340157468599708,0.7340157468599708,0.019999999999999987,0.019999999999999987,44.07062484744711,,-76.40504804370276,-76.40504804370276,,,132.90096006515222,132.90096006515222,76.40504804370276,0.0
2015,346,12,12,2016,50.86287423273059,50.86287423273059,96.96258878613314,96.96258878613314,0.0,7.864347456405142,7.864347456405142,0.6323593871006492,0.6323593871006492,0.019999999999999997,0.019999999999999997,19.34921127123846,,-73.9656326681468,-73.9656326681468,,,190.6352919468658,190.6352919468658,73.9656326681468,0.0
2004,29,1,29,2004,51.35492439924243,39.76385203270238,113.87136775746602,113.87136775746602,0.0,8.78515242383064,8.78515242383064,1.097125523943803,1.097125523943803,0.019999999999999997,0.019999999999999997,1.1107454915089647,,-73.52946679750698,-73.52946679750698,,,286.36905615637164,286.36905615637164,73.52946679750698,0.0
2007,361,12,27,2008,54.23768622292633,73.73098138848567,69.72687231252024,69.72687231252024,0.0,7.170069829093772,7.170069829093772,0.741910185547334,0.741910185547334,0.019999999999999983,0.019999999999999983,48.26263128938945,,-71.68379739362447,-71.68379739362447,,,94.5692990916967,94.5692990916967,71.68379739362447,0.0
1999,37,2,6,1999,72.11151677364319,70.16135105607118,98.22429325755648,98.22429325755648,0.0,7.8950886773363935,7.8950886773363935,0.958776496600699,0.958776496600699,0.01999999999999999,0.01999999999999999,34.349456301500254,,-69.33609795935064,-69.33609795935064,,,139.9977220778689,139.9977220778689,69.33609795935064,0.0
2012,325,11,20,2013,71.75836572968345,71.75836572968345,98.0600690768334,98.0600690768334,0.0,7.518742861355796,7.518742861355796,0.46211005915145636,0.46211005915145636,0.019999999999999987,0.019999999999999987,34.17575210754569,,-68.47830837520289,-68.47830837520289,,,136.65315267383528,136.65315267383528,68.47830837520289,0.0
2015,341,12,7,2016,84.5195828960947,84.5195828960947,94.78058023896261,94.78058023896261,0.0,6.831720096243343,6.831720096243343,1.525411313318062,1.525411313318062,0.019999999999999997,0.019999999999999997,48.7873786528786,,-67.42550740530791,-67.42550740530791,,,112.14037858596913,112.14037858596913,67.42550740530791,0.0
2014,49,2,18,2014,44.08031479635896,45.205942258529184,88.16131865812186,88.16131865812186,0.0,8.619028105271783,8.619028105271783,0.8227664072351253,0.8227664072351253,0.019999999999999987,0.019999999999999987,13.67371693179473,,-67.21651530606452,-67.21651530606452,,,195.0215264929869,195.0215264929869,67.21651530606452,0.0
1996,15,1,15,1996,62.91296274591837,62.91296274591837,91.54123764383145,91.54123764383145,0.0,8.0336249454916,8.0336249454916,1.0369224534214154,1.0369224534214154,0.01999999999999999,0.01999999999999999,28.78404600002034,,-66.50286829684643,-66.50286829684643,,,145.50457274366786,145.50457274366786,66.50286829684643,0.0
2019,98,4,8,2019,46.3172066581914,46.3172066581914,85.92939124268271,85.92939124268271,0.0,8.169705307459152,8.169705307459152,0.9633189958219885,0.9633189958219885,0.020000000000000014,0.020000000000000014,15.441183829711008,,-64.20639271748345,-64.20639271748345,,,185.52369074590064,185.52369074590064,64.20639271748345,0.0
1999,20,1,20,1999,47.613167296932254,47.610265898273504,89.65392635086289,89.65392635086289,0.0,9.110729512994524,9.110729512994524,0.7836766923475802,0.7836766923475802,0.020000000000000014,0.020000000000000014,12.002259468211719,,-63.95742472748446,-63.95742472748446,,,188.307972365502,188.307972365502,63.95742472748446,0.0
1990,117,4,27,1990,113.71649591820047,113.71649591820047,90.64907472531971,90.64907472531971,0.0,5.213763203312064,5.213763203312064,1.9404607594108227,1.9404607594108227,0.01990289740717821,0.01990289740717821,76.69442646710093,,-60.80113213435024,-60.80113213435024,,,79.71497362223172,79.71497362223172,60.80113213435024,0.0
1990,7,1,7,1990,74.91725299927748,72.28786856966677,91.05485469969025,91.05485469969025,0.0,6.9635109036696665,6.9635109036696665,0.6070027475813891,0.6070027475813891,0.020000000000000007,0.020000000000000007,37.03384784696084,,-60.76196319862467,-60.76196319862467,,,125.96146006426649,125.96146006426649,60.76196319862467,0.0
1987,343,12,9,1988,107.27529236015877,107.2062324364923,87.2426375006678,87.2426375006678,0.0,5.910130926784997,5.910130926784997,1.472978766569824,1.472978766569824,0.019954172299379975,0.019954172299379975,72.41378363356546,,-59.78419263972869,-59.78419263972869,,,81.37832616433872,81.37832616433872,59.78419263972869,0.0
