AFFGEOID,MUKEY,source,lng,lat
0500000US19111,408426,surgo,-91.47934251115653,40.64234749581845
0500000US19135,409806,surgo,-92.86927015899184,41.03035900665954
0500000US20067,2668831,surgo,-101.30895714625355,37.56298131907716
0500000US20095,1444812,surgo,-98.13651305737655,37.5594732765551
0500000US20199,2668655,surgo,-101.7640693749832,38.91664634672979
0500000US21013,552133,surgo,-83.67522121469669,36.730887787690236
0500000US21031,2452909,surgo,-86.68213953257892,37.20781304624717
0500000US21065,557799,surgo,-83.964335846494,37.692786950314314
0500000US21069,552716,surgo,-83.69698595146221,38.37081170365593
0500000US21071,3025701,surgo,-82.74654155825652,37.557799139686296
0500000US21099,2453078,surgo,-85.8853461165135,37.300220288420476
0500000US21109,550717,surgo,-84.00646194581394,37.420420141996686
0500000US21127,550915,surgo,-82.73499931932766,38.068556171274594
0500000US21151,1397862,surgo,-84.2787950214774,37.72092485545226
0500000US21155,552339,surgo,-85.26961145784524,37.55275808698556
0500000US21179,549974,surgo,-85.46698948079697,37.80578532444251
0500000US21195,550039,surgo,-82.39625800154766,37.46971115513194
0500000US21203,2997080,surgo,-84.31637728881938,37.365003602824956
0500000US21217,552561,surgo,-85.32866288055732,37.367010221329586
0500000US21237,550850,surgo,-83.49405421767908,37.7395868613742
0500000US22001,376888,surgo,-92.41237923630983,30.291219288025157
0500000US22013,1724587,surgo,-93.05652254731497,32.34771597249968
0500000US22029,None,None,-91.6402945380565,31.44592280047109
0500000US22031,2795805,surgo,-93.73783181618964,32.056179018905404
0500000US22033,737723,surgo,-91.09601767467977,30.53821991090676
0500000US22069,1903126,surgo,-93.09656740661283,31.723352488536833
0500000US22071,1413364,surgo,-89.92948721583603,30.068911192387944
0500000US22079,569961,surgo,-92.5336762985531,31.19922271689524
0500000US22085,1903063,surgo,-93.55493501628145,31.564431717574596
0500000US22119,570348,surgo,-93.33528236388342,32.71375919300614
0500000US23015,284743,surgo,-69.53072815298204,44.05184493952104
0500000US24003,137703,surgo,-76.60517180110378,39.00640672771262
0500000US24013,2495765,surgo,-77.02355692724848,39.56319205268787
0500000US24043,534365,surgo,-77.81371976832482,39.604239032945564
0500000US25017,796346,surgo,-71.39226497082723,42.485417386824814
0500000US26041,1588028,surgo,-86.90052788961307,45.89824453148933
0500000US26099,668622,statsgo,-82.93316074622128,42.695738444105416
0500000US26103,395235,surgo,-87.54123835961083,46.32954830343098
0500000US26109,2861568,surgo,-87.5571429435456,45.579416090446855
0500000US26135,2507808,surgo,-84.13035545110986,44.68251006622245
0500000US26147,187445,surgo,-82.68118106319369,42.93379162025334
0500000US27023,2423057,surgo,-95.56753976067388,45.02251236817246
0500000US27053,451601,surgo,-93.47722102829788,45.00491235589368
0500000US27077,398918,surgo,-94.90496640367164,48.770731488074304
0500000US27101,1859417,surgo,-95.76336748364089,44.02246414738292
0500000US27129,1678859,surgo,-94.94696744005236,44.727138336462545
0500000US27139,428058,surgo,-93.53696450346807,44.64874096676237
0500000US27163,1677171,surgo,-92.88428727959258,45.03845542610113
0500000US28033,567755,surgo,-89.99243429903406,34.875861272019506
0500000US28105,333498,surgo,-88.88021732209451,33.42515416301577
0500000US28157,571095,surgo,-91.3113781496474,31.16163132331956
0500000US28163,568801,surgo,-90.39713524335797,32.78085219460203
0500000US29023,2500781,surgo,-90.40677537403204,36.71704711884743
0500000US29029,2534519,surgo,-92.76685996931536,38.02713730299594
0500000US29031,2533206,surgo,-89.685169072602,37.38389658784998
0500000US29033,2531328,surgo,-93.5060318626068,39.42695550943174
0500000US29157,2534981,surgo,-89.82527525140895,37.707896245479375
0500000US29189,2532951,surgo,-90.44433881791916,38.64057134810106
0500000US29199,2532652,surgo,-92.14735872509819,40.45292918646059
0500000US29207,2500883,surgo,-89.94491597345495,36.8557593839198
0500000US30013,341922,surgo,-111.34774786085633,47.308593053943625
0500000US30015,346803,surgo,-110.43615632775706,47.88105572014867
0500000US30023,148589,surgo,-113.06948891532541,46.06075344994569
0500000US30029,664614,statsgo,-114.04791534886591,48.2947294348521
0500000US30039,149402,surgo,-113.44102682102731,46.404617207495214
0500000US30057,146523,surgo,-111.91956244606058,45.299842821569484
0500000US30071,347753,surgo,-107.9157551339781,48.25715149625905
0500000US30087,348107,surgo,-106.72874372103733,46.2268856398978
0500000US30105,345566,surgo,-106.66912397364935,48.364210755503365
0500000US31059,2559466,surgo,-97.5970344254784,40.525087491248975
0500000US31167,426849,surgo,-97.19424438267626,41.9174986363961
0500000US34003,665277,statsgo,-74.07502361269567,40.96030112115282
0500000US34007,710862,surgo,-74.95994426483283,39.80370086982445
0500000US34013,813350,surgo,-74.2477216024314,40.78744106774567
0500000US34019,548653,surgo,-74.91272550618254,40.56766868601831
0500000US35007,507746,surgo,-104.64753993359554,36.60667300954113
0500000US35011,376299,surgo,-104.41270417610914,34.342407403377784
0500000US35017,665987,statsgo,-108.38283381802061,32.738871107080755
0500000US35021,376379,surgo,-103.8196636112899,35.85855972275234
0500000US35051,665978,statsgo,-107.19261926473281,33.13100382830017
0500000US36013,289781,surgo,-79.36713737275016,42.228807337029664
0500000US36019,290252,surgo,-73.6792781393377,44.746047514268135
0500000US36043,666332,statsgo,-74.96349225714678,43.417816609586545
0500000US36045,291929,surgo,-75.9341180771175,44.046822788265786
0500000US36065,293511,surgo,-75.43689516453412,43.24168532271259
0500000US36077,294251,surgo,-75.03353356183516,42.63411204966749
0500000US36091,294407,surgo,-73.8647495782164,43.107907674721865
0500000US36115,295964,surgo,-73.43092977391316,43.31304202190921
0500000US37027,2679228,surgo,-81.54716841644331,35.95357901017125
0500000US37039,2423123,surgo,-84.06432878413634,35.13457643674755
0500000US37049,115755,surgo,-77.09361456952558,35.125072365431784
0500000US37055,110996,surgo,-75.77665184057972,35.780579738196046
0500000US37059,2424554,surgo,-80.54489779219385,35.92909269437332
0500000US37093,811261,surgo,-79.23739808293193,35.01748952011175
0500000US37103,115964,surgo,-77.35519916674951,35.02218706258922
0500000US37111,547196,surgo,-82.0499125452913,35.681959688148375
0500000US37117,111138,surgo,-77.10981562802289,35.844001428162734
0500000US37119,113658,surgo,-80.83310308322017,35.24664394791703
0500000US37165,1408617,surgo,-79.48087274062654,34.84089216715489
0500000US37175,2393502,surgo,-82.79896049138752,35.20253676844598
0500000US37199,547860,surgo,-82.30840905515244,35.89949447443108
0500000US38017,None,None,-97.24893908325554,46.932762872611825
0500000US38037,1715499,surgo,-101.63945794886718,46.35843611652351
0500000US38099,2509495,surgo,-97.72195865323535,48.37034104990406
0500000US38105,2567011,surgo,-103.48132617834374,48.343670098944585
0500000US39035,666663,statsgo,-81.65924544641463,41.42449750373234
0500000US39039,None,None,-84.49112466484479,41.324056345017425
0500000US39043,172171,surgo,-82.61973659344828,41.363652188309686
0500000US39125,None,None,-84.58026899079077,41.116844189715515
0500000US40065,392380,surgo,-99.41556840110071,34.58835830385592
0500000US40073,383413,surgo,-97.94238405372026,35.945395638709485
0500000US40145,106761,surgo,-95.52191941493167,35.96169437378496
0500000US41001,667049,statsgo,-117.67661620108086,44.70999500166018
0500000US41021,61041,surgo,-120.21081954473325,45.37806456642949
0500000US41035,666991,statsgo,-121.64982008330439,42.68422126796245
0500000US41039,666953,statsgo,-122.84730111798027,43.93985988290511
0500000US41043,666951,statsgo,-122.53510635236437,44.48974737549859
0500000US41045,666917,statsgo,-117.62316092123103,43.18692176932764
0500000US41051,61880,surgo,-122.41518122758085,45.54772657741088
0500000US42005,2422487,surgo,-79.46489547003738,40.812290726755954
0500000US42029,641313,surgo,-75.74937067248543,39.97357650015273
0500000US42035,544015,surgo,-77.63822313633823,41.23444652173994
0500000US42059,542153,surgo,-80.22325131928052,39.85423750239367
0500000US42063,1720881,surgo,-79.08846083128304,40.65219122045002
0500000US42067,545456,surgo,-77.40286700148326,40.53140618011584
0500000US42091,2229498,surgo,-75.36731236647691,40.211179691371875
0500000US45005,3049123,surgo,-81.35915834444707,32.98873971729518
0500000US45025,131984,surgo,-80.15957120396716,34.64029064091342
0500000US45043,639599,surgo,-79.33321424048404,33.43428154783065
0500000US45045,132470,surgo,-82.37066978196522,34.89407024474754
0500000US45049,130126,surgo,-81.14092593183655,32.77655212497829
0500000US45053,132522,surgo,-81.03163484565675,32.43702085653398
0500000US45077,131056,surgo,-82.72578350779091,34.88752887721705
0500000US45091,2513834,surgo,-81.18513553149589,34.974881342387846
0500000US46093,355426,surgo,-102.71837803090986,44.56717677655343
0500000US46095,None,None,-100.76064277222535,43.5814905844563
0500000US46103,672280,statsgo,-102.82419296053872,44.00535554416343
0500000US47019,526495,surgo,-82.1280839390611,36.29337364092984
0500000US47029,562510,surgo,-83.12122456543436,35.92590053030897
0500000US47033,566737,surgo,-89.13964724480631,35.81409798000941
0500000US47049,2439174,surgo,-84.93301488819144,36.38109391807088
0500000US47073,528541,surgo,-82.94526190663063,36.44143695265587
0500000US47081,527455,surgo,-87.47392113903527,35.80345444323452
0500000US47121,1540558,surgo,-84.81385386942625,35.513216211810374
0500000US47149,528229,surgo,-86.41722759359065,35.843427367889554
0500000US47159,529806,surgo,-85.95745205767857,36.250943582124485
0500000US48011,362488,surgo,-101.35786933628202,34.96507381171083
0500000US48023,673571,statsgo,-99.21415116655452,33.61683093067439
0500000US48035,362984,surgo,-97.63432800964713,31.90073784985164
0500000US48055,363504,surgo,-97.620365009006,29.837680772314254
0500000US48083,364041,surgo,-99.45382209090877,31.773689576733982
0500000US48103,58593,surgo,-102.51597296337691,31.428905260875013
0500000US48139,673145,statsgo,-96.794776373357,32.348809690599474
0500000US48141,696628,surgo,-106.2353447844573,31.76860733464665
0500000US48155,365912,surgo,-99.77824085756362,33.97503944365214
0500000US48167,363084,surgo,-94.8856928868657,29.385216515863615
0500000US48213,367619,surgo,-95.85414756814579,32.212188432527654
0500000US48225,575507,surgo,-95.42357233722323,31.318055811468064
0500000US48245,None,None,-94.16297873551147,29.884121648120846
0500000US48261,374523,surgo,-97.704147652924,26.92380410882086
0500000US48289,369201,surgo,-95.99609397107552,31.2967685338374
0500000US48333,391037,surgo,-98.59542120880019,31.4954806974254
0500000US48347,575624,surgo,-94.61644179637152,31.61638044800527
0500000US48361,2888507,surgo,-93.89393595370156,30.12150873362255
0500000US48371,58525,surgo,-102.72332882166201,30.78146558356356
0500000US48395,371749,surgo,-96.51369553141505,31.027549451430904
0500000US48413,371998,surgo,-100.5392419271111,30.897957513351386
0500000US48427,372131,surgo,-98.73939084982344,26.5624488329924
0500000US48449,576134,surgo,-94.9662434107805,33.21694304266094
0500000US48457,1479393,surgo,-94.37715351504724,30.771631110295015
0500000US48471,575980,surgo,-95.57306649720385,30.739426316413347
0500000US48475,59021,surgo,-103.10323462555912,31.510015937203242
0500000US48499,576042,surgo,-95.38281198793854,32.78660943249316
0500000US49001,674729,statsgo,-113.2357857988629,38.35836402937037
0500000US49003,1610362,surgo,-113.0823141842625,41.522188367406265
0500000US49013,674447,statsgo,-110.42561617091093,40.297798026834776
0500000US49025,2230087,surgo,-111.88883793580332,37.28697158373779
0500000US49029,506577,surgo,-111.57384694479185,41.08950295790546
0500000US49035,508208,surgo,-111.92365538906887,40.66728085873804
0500000US49049,674386,statsgo,-111.67004715533814,40.11982587461101
0500000US51015,517776,surgo,-79.13040369446118,38.16757258083344
0500000US51051,2399879,surgo,-82.35074261946833,37.12636517672339
0500000US51053,2481752,surgo,-77.63270835252754,37.075953981415765
0500000US51069,521124,surgo,-78.26283748217735,39.20501547169072
0500000US51073,118984,surgo,-76.54352718001961,37.41610038078551
0500000US51085,119101,surgo,-77.49104225150697,37.76083314615006
0500000US51099,120526,surgo,-77.15740852731572,38.273463512648924
0500000US51131,119727,surgo,-75.87747790999856,37.34307167592584
0500000US51143,120159,surgo,-79.39747966212441,36.82123943077788
0500000US51145,120213,surgo,-77.91567796902983,37.55050662650569
0500000US51159,120359,surgo,-76.7272035164414,37.94368403751999
0500000US51165,518420,surgo,-78.87599252943615,38.51248892850681
0500000US51185,522152,surgo,-81.56173922234746,37.12564250793812
0500000US53005,666982,statsgo,-119.51204575173226,46.2399215880961
0500000US53007,67722,surgo,-120.61873662970984,47.86788903490673
0500000US53009,675904,statsgo,-123.9048961192753,48.04682765795999
0500000US53017,700115,surgo,-119.69402888415505,47.736023774376626
0500000US53031,675907,statsgo,-123.56370100432831,47.77750620841539
0500000US53037,76688,surgo,-120.67878200687576,47.124511771904686
0500000US53065,158293,surgo,-117.85642428906769,48.397779300635804
0500000US54001,513248,surgo,-80.00333915108787,39.13334078734538
0500000US54005,514855,surgo,-81.7112355390858,38.02335666524179
0500000US54039,512830,surgo,-81.52887924115853,38.3366647395936
0500000US54045,1155553,surgo,-81.93556861262671,37.832195778145916
0500000US54063,1604177,surgo,-80.55130643794773,37.56077818471136
0500000US54067,2512854,surgo,-80.79991585196302,38.29170268841068
0500000US54087,515185,surgo,-81.34837195870111,38.71429197062217
0500000US55043,424215,surgo,-90.70651369518126,42.86730111939857
0500000US55113,625890,surgo,-91.14438336159166,45.880109520986416
0500000US56029,676920,statsgo,-109.58685594284022,44.5206458324753
0500000US69085,None,None,145.45452826013707,18.59159974158402
0500000US69100,None,None,145.21398468158205,14.157521828670587
0500000US72023,None,None,-67.15545941007467,18.041446709106353
0500000US72031,None,None,-65.95776843758595,18.375945292119454
0500000US72037,None,None,-65.6701000813179,18.25260543570122
0500000US72039,None,None,-66.51683890356439,18.28944858290613
0500000US72053,None,None,-65.66392750280812,18.32120718224515
0500000US72054,None,None,-66.56030322677297,18.373579602523918
0500000US72113,None,None,-66.6140900193008,18.060209445417446
0500000US72127,None,None,-66.06394592909615,18.39085830553117
0500000US72141,None,None,-66.70261247022893,18.271824572955655
0500000US72147,None,None,-65.43978363886724,18.12334370799553
0500000US72151,None,None,-65.89674583221174,18.070561321778147
0500000US78010,None,None,-64.76295742581992,17.73778360909275
0500000US78020,None,None,-64.7459042921089,18.33972367938923
0500000US01049,329158,surgo,-85.80459096563874,34.46038494586945
0500000US01069,330385,surgo,-85.3031405559511,31.153902340253314
0500000US01087,330467,surgo,-85.6933187718571,32.38675811622769
0500000US01091,330596,surgo,-87.79010267129584,32.247865957199345
0500000US01095,330699,surgo,-86.30690709145816,34.36764837858179
0500000US01101,330954,surgo,-86.20821359158394,32.22055492153529
0500000US01115,331407,surgo,-86.31575988209416,33.716093397962055
0500000US01119,331469,surgo,-88.19940134630397,32.59138812294198
0500000US01121,523261,surgo,-86.16646372846648,33.380703865139424
0500000US01131,331662,surgo,-87.30876476854355,31.98957257725976
0500000US02105,None,None,-135.44598347743306,58.22397384818217
0500000US02240,None,None,-143.2120688910961,63.86522231137434
0500000US04005,658433,statsgo,-111.76905530552543,35.83596274209893
0500000US04009,658380,statsgo,-109.88747819031153,32.93253899774069
0500000US04013,658354,statsgo,-112.4938291752373,33.3487580087725
0500000US04027,658354,statsgo,-113.90622744350478,32.769256483632546
0500000US05003,565089,surgo,-91.76888285550744,33.19130649745575
0500000US05007,565026,surgo,-94.25666940898357,36.33936020243948
0500000US05013,564690,surgo,-92.50332225345129,33.558480252087136
0500000US05021,564059,surgo,-90.41806381609796,36.3690643235798
0500000US05061,565720,surgo,-93.99423698496757,34.08925926765691
0500000US05075,564534,surgo,-91.10712430020386,36.04168678997548
0500000US05093,663249,statsgo,-90.0545496018925,35.763777966107504
0500000US05095,565968,surgo,-91.20391124286338,34.677672982152515
0500000US05099,721493,surgo,-93.30809586158206,33.664252724117006
0500000US05117,564327,surgo,-91.55302684450275,34.83026626495351
0500000US05131,566378,surgo,-94.27510522910516,35.20019667933035
0500000US05133,1707524,surgo,-94.24112025229464,33.997414020906305
0500000US05147,749409,surgo,-91.24314218067562,35.186610342575136
0500000US06045,465763,surgo,-123.39168489047462,39.43945875133027
0500000US06055,458938,surgo,-122.33060710216093,38.50648924601322
0500000US06065,660577,statsgo,-115.9940983262795,33.7471285960351
0500000US06069,661067,statsgo,-121.0748444408054,36.606169678296325
0500000US06073,None,None,-116.73572665367396,33.03436118377148
0500000US06097,459765,surgo,-122.88744708642162,38.52831112976692
0500000US06101,None,None,-121.6952315998116,39.034596016339535
0500000US06107,660843,statsgo,-118.80131195953147,36.22056123189258
0500000US06113,459308,surgo,-121.9010862744979,38.686527849793904
0500000US08023,511613,surgo,-105.42855612231884,37.277909795935116
0500000US08031,659583,statsgo,-104.87447555657256,39.76458440132323
0500000US08037,659529,statsgo,-106.69606266711504,39.627980011144295
0500000US08071,2493301,surgo,-104.03911472086016,37.31678160117738
0500000US08093,659672,statsgo,-105.71765433846112,39.118924105453104
0500000US08105,2453680,surgo,-106.38389497049828,37.583320570363604
0500000US08113,659555,statsgo,-108.40596180055613,38.00430818426229
0500000US09001,286116,surgo,-73.37114945549646,41.29006010719197
0500000US09011,286116,surgo,-72.10221746209243,41.48689546522512
0500000US10005,1603454,surgo,-75.39069865766709,38.660770563822055
0500000US12017,321066,surgo,-82.479534172128,28.849495341007227
0500000US12033,1425385,surgo,-87.36299055400814,30.66913459182722
0500000US12041,321802,surgo,-82.8011167575258,29.726229524200424
0500000US12047,1148808,surgo,-82.94836092114897,30.49710436245553
0500000US12071,1483407,surgo,-81.84210788016769,26.58071820048616
0500000US12077,322698,surgo,-84.88356307503061,30.241430752801843
0500000US12086,None,None,-80.54071286303771,25.672966710080114
0500000US12093,1416165,surgo,-80.8886419768486,27.386752130567643
0500000US12097,1483882,surgo,-81.15000640646652,28.062669192131658
0500000US13021,124135,surgo,-83.69823025367776,32.80651097740433
0500000US13029,125376,surgo,-81.4437349170995,32.014661061669656
0500000US20055,1152338,surgo,-100.7379495720011,38.04503520481951
0500000US20143,2733348,surgo,-97.65030021619721,39.132923555984824
0500000US20171,1151993,surgo,-100.9071317362444,38.48210819253862
0500000US21005,551614,surgo,-84.99138526315777,38.003963490602075
0500000US21011,1727497,surgo,-83.74258988319771,38.145591096331984
0500000US21025,550345,surgo,-83.32439973536042,37.52185279216959
0500000US21029,550995,surgo,-85.69675433020643,37.970866461836486
0500000US21033,1404749,surgo,-87.86821028336978,37.14581055637035
0500000US21043,550244,surgo,-83.05002159133208,38.318536153604995
0500000US21049,550158,surgo,-84.14745483894224,37.970966378842114
0500000US21059,549369,surgo,-87.08746269744928,37.73264639202888
0500000US21067,2482153,surgo,-84.45956934541181,38.042416364023495
0500000US21085,549705,surgo,-86.34402682992207,37.461008783418976
0500000US21095,552110,surgo,-83.21904006035105,36.857758335712454
0500000US21115,550870,surgo,-82.83234843260968,37.84719052516176
0500000US21119,550726,surgo,-82.95428427909978,37.35477467744324
0500000US21121,552230,surgo,-83.85459425553024,36.891293040889074
0500000US21135,550277,surgo,-83.37856569033318,38.53200866868856
0500000US21153,550960,surgo,-83.0651339419365,37.70676910658708
0500000US21159,550893,surgo,-82.51372299432603,37.801720640519484
0500000US21167,551534,surgo,-84.87486389565974,37.81146208783277
0500000US21177,551126,surgo,-87.14213022404886,37.21653263213965
0500000US21181,552080,surgo,-84.01577530133169,38.33595367194751
0500000US21193,552146,surgo,-83.22184537869157,37.24495239292977
0500000US21231,2583830,surgo,-84.82909070709727,36.801964205415615
0500000US22035,None,None,-91.23538884873027,32.73301754752361
0500000US22039,667794,statsgo,-92.40618056805467,30.729472147998024
0500000US22053,1414669,surgo,-92.81476131408454,30.2679359857335
0500000US22063,1679412,surgo,-90.72798281416114,30.440613317357045
0500000US22067,667907,statsgo,-91.80217992789106,32.82058766497013
0500000US22083,1714780,surgo,-91.76412518436194,32.41808985548058
0500000US22103,327021,surgo,-89.95885366731609,30.410805848336985
0500000US22111,1725359,surgo,-92.37542424220838,32.83201618674376
0500000US22127,1725979,surgo,-92.63688620662418,31.944350476274955
0500000US23007,284979,surgo,-70.44291533589846,44.973376186784485
0500000US23017,285828,surgo,-70.75615719900806,44.49818935260377
0500000US23027,284597,surgo,-69.14513652044813,44.50598773595659
0500000US23031,284649,surgo,-70.71435007647027,43.47797325363939
0500000US24001,2401258,surgo,-78.69805997515499,39.6220398093246
0500000US24005,2403677,surgo,-76.64338189522311,39.46636726164013
0500000US24017,1608623,surgo,-76.99303018372467,38.50797802496874
0500000US24021,535031,surgo,-77.39888078740115,39.47231454132362
0500000US24031,533621,surgo,-77.20450647588578,39.136473008495365
0500000US24041,1883784,surgo,-76.09757915144829,38.771302522009115
0500000US24045,975605,surgo,-75.62153540729247,38.37381221923829
0500000US25005,780131,surgo,-71.11515897931415,41.79737311893127
0500000US25023,309452,surgo,-70.81463593838637,41.95550873073831
0500000US25025,791820,surgo,-71.07005497791364,42.33394492755723
0500000US26053,1456040,surgo,-89.69299100693428,46.40914766806213
0500000US26063,186789,surgo,-83.02594153924623,43.83329563949181
0500000US26083,2485107,surgo,-88.34226249277943,47.708741154820785
0500000US26097,416396,surgo,-85.08829206271655,46.079088472780796
0500000US26115,187232,surgo,-83.53824648362834,41.92877179855621
0500000US13051,1678303,surgo,-81.13319678611317,32.004272853014875
0500000US13075,325559,surgo,-83.43065326923616,31.154593494146454
0500000US13113,125518,surgo,-84.49509186204267,33.41427047824665
0500000US13123,531363,surgo,-84.4557240561987,34.69116212213284
0500000US13137,124473,surgo,-83.53142141812148,34.63119187716017
0500000US13139,125329,surgo,-83.82003945437525,34.31732007347384
0500000US13143,125463,surgo,-85.21195033843465,33.79454761408822
0500000US13151,125518,surgo,-84.15504145400791,33.45315598728184
0500000US13181,127133,surgo,-82.45189611668943,33.79400309775746
0500000US13191,1907697,surgo,-81.40878618025114,31.497213073433873
0500000US13195,125730,surgo,-83.20918772424541,34.128490673728614
0500000US13227,531363,surgo,-84.46593578784524,34.4650063704026
0500000US13245,324905,surgo,-82.07366954093376,33.359953061049325
0500000US13261,326279,surgo,-84.19778659461043,32.040004330635576
0500000US13279,326068,surgo,-82.33124451419745,32.1221606879506
0500000US13283,324957,surgo,-82.56748574347179,32.40442125649302
0500000US51111,119459,surgo,-78.24098200195671,36.947036745111184
0500000US13289,325095,surgo,-83.42780722455228,32.667432519627106
0500000US51175,705291,surgo,-77.10688241304894,36.72099058008219
0500000US13313,562782,surgo,-84.9681519563801,34.805978736409216
0500000US13317,127080,surgo,-82.74378447885472,33.78229590014411
0500000US15001,None,None,-155.518728245106,19.598788751196135
0500000US15009,None,None,-156.61495563460164,20.859880440504153
0500000US16005,82869,surgo,-112.22457223754839,42.66854903108082
0500000US16059,661810,statsgo,-113.93083357798228,44.942323946119075
0500000US16073,485979,surgo,-116.1676514975763,42.58112684298532
0500000US16077,82628,surgo,-112.84036332843826,42.69377329797733
0500000US16087,661931,statsgo,-116.78464958580955,44.452851901383674
0500000US17027,174683,surgo,-89.42327988768142,38.606650110380365
0500000US17031,662251,statsgo,-87.81645204636948,41.83986012836436
0500000US17047,175468,surgo,-88.05360988937987,38.41704615427072
0500000US17109,634188,surgo,-90.67820482255034,40.45651602105777
0500000US17129,1406221,surgo,-89.80221430180032,40.02744163459909
0500000US17175,179103,surgo,-89.79808687522558,41.09394014362014
