AFFGEOID,MUKEY,source,lng,lat
0500000US27015,2835034,surgo,-94.7282033736702,44.242505606964976
0500000US27087,399216,surgo,-95.80904676519137,47.325767542070416
0500000US28109,333545,surgo,-89.58985678296881,30.768687032152858
0500000US29003,2531384,surgo,-94.8024110919495,39.984210419959695
0500000US29027,2533138,surgo,-91.92656918463169,38.83605884905067
0500000US30009,664508,statsgo,-109.02787689714401,45.22765172180461
0500000US30033,342684,surgo,-106.99330780114916,47.27756338635608
0500000US30063,664295,statsgo,-113.92481896106884,47.0363058761251
0500000US31057,1699116,surgo,-101.6884509967955,40.17680040220226
0500000US36009,289678,surgo,-78.6791030920246,42.249006658574494
0500000US36071,293935,surgo,-74.3066040980807,41.40232279077644
0500000US36111,295447,surgo,-74.25882830567176,41.888324817825
0500000US37015,111442,surgo,-76.97923856485052,36.06675815638591
0500000US37101,113552,surgo,-78.36643092517174,35.51821290641207
0500000US37131,114080,surgo,-77.39738155773954,36.41789017231391
0500000US40113,1155389,surgo,-96.39838933920883,36.62929931724218
0500000US41015,64998,surgo,-124.16018101106468,42.46083653065194
0500000US42101,1479568,surgo,-75.13452045322232,40.00775033762625
0500000US42129,544632,surgo,-79.4674886043294,40.31087077325094
0500000US45009,138138,surgo,-81.05447518418548,33.21494920981958
0500000US45057,130265,surgo,-80.70594044914759,34.68661085117489
0500000US45087,131492,surgo,-81.62030741348195,34.68966891148155
0500000US47025,524533,surgo,-83.66055202520924,36.485961864256346
0500000US47053,567041,surgo,-88.93333802717382,35.99654042704539
0500000US47163,530059,surgo,-82.30455680570842,36.51312208247788
0500000US48003,362407,surgo,-102.63782358718865,32.30570189156692
0500000US48089,364301,surgo,-96.52649810433793,29.62116036400191
0500000US48135,58584,surgo,-102.54317294667015,31.869633021511582
0500000US48203,2607240,surgo,-94.37231492672579,32.548877195946254
0500000US48351,374451,surgo,-93.74504054983844,30.786142937517006
0500000US48379,374407,surgo,-95.79378822607477,32.87089715958109
0500000US48409,673478,statsgo,-97.51653011359986,28.01008759905466
0500000US49007,503696,surgo,-110.58919415942182,39.648968831531946
0500000US49019,674514,statsgo,-109.57066926200628,38.981519024985346
0500000US51005,834396,surgo,-80.00644312550563,37.788297680769574
0500000US51029,2479437,surgo,-78.5297563866783,37.5727650771273
0500000US51061,1895258,surgo,-77.80919209988089,38.738897808812816
0500000US51141,1474181,surgo,-80.28523234751695,36.67901552726732
0500000US51167,1671121,surgo,-82.09589103995961,36.934140057966225
0500000US51193,120598,surgo,-76.80405849095968,38.11231756875262
0500000US53011,71978,surgo,-122.48298551289771,45.779165557384346
0500000US53033,1389407,surgo,-121.80587535110767,47.490231496297746
0500000US55001,422957,surgo,-89.77036357003844,43.969921306823515
0500000US55029,2861506,surgo,-87.32717389685511,44.97337554142384
0500000US72097,None,None,-67.48995293258649,18.235478865942518
0500000US05017,658082,statsgo,-91.2940959236879,33.267747241781386
0500000US05041,658082,statsgo,-91.25494304986293,33.83343714414968
0500000US08051,659551,statsgo,-107.03199966617801,38.66690193154544
0500000US22107,None,None,-91.34110100379388,32.001971742477636
0500000US22123,570383,surgo,-91.45705912112615,32.78874868836996
0500000US18179,161269,surgo,-85.22126610135678,40.729817764026826
0500000US13215,124824,surgo,-84.87769000129124,32.510728659647675
0500000US13263,747839,surgo,-84.53345155352677,32.69956217781378
0500000US13301,125543,surgo,-82.67678636403613,33.408957135136184
0500000US16031,661639,statsgo,-113.60122163898622,42.28419958065748
0500000US17125,177804,surgo,-89.91739714637646,40.23986678162305
0500000US18051,160125,surgo,-87.58466158856588,38.31219826769767
0500000US20083,2605921,surgo,-99.89827922314767,38.087556495108366
0500000US21079,552940,surgo,-84.53808545137882,37.63958194828426
0500000US21123,551027,surgo,-85.69797096870828,37.54627241265063
0500000US21209,548863,surgo,-84.58434960245356,38.29201064733407
0500000US22065,None,None,-91.2429838943993,32.365199062841924
0500000US22105,1536521,surgo,-90.4057556906558,30.62649936776589
0500000US24037,128286,surgo,-76.6076447935513,38.303360543920206
0500000US26047,189309,surgo,-84.89144772705917,45.520791443817565
0500000US28061,332624,surgo,-89.1189132675869,32.01975707494924
0500000US27051,398024,surgo,-96.01249440488378,45.93427105679249
0500000US27137,669369,statsgo,-92.4705396181693,47.59998763152511
0500000US28021,567607,surgo,-90.91245786728149,31.97394694673797
0500000US28053,669611,statsgo,-90.52676575248213,33.12885031387776
0500000US28137,568564,surgo,-89.94484957369362,34.65118104094726
0500000US30035,146900,surgo,-112.99488103175904,48.70614887497929
0500000US30061,2809081,surgo,-114.9973228114412,47.14736141800162
0500000US31009,2738794,surgo,-99.97726860253765,41.91333024338177
0500000US32033,480132,surgo,-114.90086829544913,39.44146943784227
0500000US34009,779102,surgo,-74.80049411580752,39.149112106209685
0500000US41003,85373,surgo,-123.43003534430412,44.491836299514425
0500000US42023,539175,surgo,-78.20407832793603,41.43727441143509
0500000US42055,545077,surgo,-77.72147370812024,39.92774333850623
0500000US44007,286225,surgo,-71.5804791033455,41.87270218171575
0500000US51149,120308,surgo,-77.22498879128648,37.187216641598496
0500000US53067,2454710,surgo,-122.83312298794831,46.92626197898332
0500000US54023,515869,surgo,-79.1965487956872,39.10551453924159
0500000US54109,513488,surgo,-81.54953710184249,37.60977566759794
0500000US13107,324768,surgo,-82.30269632946955,32.58987294842986
0500000US16007,None,None,-111.33027695478953,42.28484548717983
0500000US45073,130957,surgo,-83.06680740105318,34.75348085542319
0500000US47003,529402,surgo,-86.45964347771061,35.51421737774103
0500000US47031,2749865,surgo,-86.07560008350174,35.491261752537724
0500000US47089,525508,surgo,-83.44668835092216,36.05163663272125
0500000US47147,2749942,surgo,-86.87156562397732,36.52608833482606
0500000US48015,373848,surgo,-96.2783932415849,29.8874949988345
0500000US48105,364669,surgo,-101.41201671893788,30.723122273334624
0500000US48277,393350,surgo,-95.57208011660877,33.66749393531728
0500000US48391,673478,statsgo,-97.16582176465879,28.325520597682583
0500000US48469,None,None,-96.9720385240694,28.796779409243246
0500000US51003,516428,surgo,-78.55673556491371,38.02350938718343
0500000US51031,120682,surgo,-79.09668840464357,37.20606224819247
0500000US51059,2250540,surgo,-77.2771908621824,38.837157750686586
0500000US35029,56045,surgo,-107.75062348185222,32.182814298282395
0500000US08027,659645,statsgo,-105.36809780819429,38.10871799491047
0500000US13265,2639039,surgo,-82.87907685065157,33.56658730888854
0500000US02050,None,None,-161.38665528643944,60.75207129894625
0500000US05039,564690,surgo,-92.65473744099747,33.97002954866731
0500000US06015,470240,surgo,-123.89732035302968,41.74342357713761
0500000US06039,463318,surgo,-119.76463294233774,37.21823506679718
0500000US06105,660616,statsgo,-123.11464050433035,40.64995243304784
0500000US08043,498265,surgo,-105.44013513461543,38.473418518869806
0500000US08107,659504,statsgo,-106.99128934398402,40.48463866942541
0500000US12069,1603135,surgo,-81.71209554599429,28.761488112610323
0500000US12103,1017090,surgo,-82.71747451878646,27.937167967117208
0500000US13033,324577,surgo,-82.00108773283985,33.0614617320053
0500000US13219,125501,surgo,-83.43729857053572,33.83503117018187
0500000US16035,777418,surgo,-115.6578407626272,46.674909274467545
0500000US16069,79670,surgo,-116.75135781530908,46.32639814379154
0500000US18071,1906751,surgo,-86.03775306854183,38.90675453587399
0500000US19087,406840,surgo,-91.54530127455929,40.98834514348152
0500000US21003,548774,surgo,-86.19092363429439,36.75158722769701
0500000US21107,549292,surgo,-87.54102128059006,37.30942379479185
0500000US21165,1478823,surgo,-83.59979775421614,37.94183844050955
0500000US30043,149556,surgo,-112.09473048410469,46.14836145711068
0500000US30081,150316,surgo,-114.12190376447582,46.08094112173023
0500000US33009,665220,statsgo,-71.82148834983185,43.94069213060537
0500000US34027,298548,surgo,-74.54537566598398,40.86262339215119
0500000US36075,294172,surgo,-76.14186463144661,43.42739654638196
0500000US37021,1672006,surgo,-82.53059409249096,35.61173229849502
0500000US37145,114262,surgo,-78.97224563698596,36.390581120990895
0500000US37193,1383446,surgo,-81.16384988832115,36.20652310108019
0500000US39021,171419,surgo,-83.77019859157448,40.137891594184254
0500000US40141,384976,surgo,-98.92495077076103,34.373407419882945
0500000US41031,62923,surgo,-121.1773606666297,44.63022447201659
0500000US41047,666950,statsgo,-122.58442073273118,44.9042052167231
0500000US42125,542153,surgo,-80.24873464834539,40.189929991063856
0500000US45029,132290,surgo,-80.66729202635155,32.86424200746714
0500000US45071,639225,surgo,-81.60065916407027,34.2899073817442
0500000US46085,None,None,-99.84778375235307,43.89597239039188
0500000US47057,525017,surgo,-83.51022117914466,36.27635237764883
0500000US47145,1475632,surgo,-84.52390791219024,35.84821717789462
0500000US47183,567379,surgo,-88.71870102822699,36.29871407247095
0500000US48041,363235,surgo,-96.30253878011267,30.66093564405075
0500000US48079,2931530,surgo,-102.8291205633189,33.60465523000938
0500000US48341,370830,surgo,-101.89388599980882,35.83768321489031
0500000US48419,575781,surgo,-94.14529440643946,31.792940055352634
0500000US49005,674359,statsgo,-111.74367573675465,41.722255950304465
0500000US49023,483015,surgo,-112.78330984181368,39.70512402878201
0500000US51103,119774,surgo,-76.46393275785897,37.73499607075273
0500000US51157,674869,statsgo,-78.15982232725894,38.68555206538197
0500000US53019,70138,surgo,-118.51746649436001,48.46912329996011
0500000US53075,68563,surgo,-117.52427363769624,46.90134846378204
0500000US54083,3054927,surgo,-79.87647622979974,38.775334206253014
0500000US55011,2561670,surgo,-91.75479906480491,44.379806937145126
0500000US56033,676924,statsgo,-106.87896870896704,44.79161409254842
0500000US56039,677070,statsgo,-110.59033333093379,43.933129906894166
0500000US78030,None,None,-64.95636134213645,18.344469343598984
0500000US01073,329927,surgo,-86.89768285863929,33.554660553995284
0500000US01129,2642057,surgo,-88.2083536574087,31.407615483122402
0500000US02122,None,None,-151.67326374627606,60.25033068767962
0500000US04025,658560,statsgo,-112.55363893470503,34.59977147353806
0500000US05085,564293,surgo,-91.88918213803868,34.75415226550769
0500000US06063,471273,surgo,-120.83847506464576,40.00482201004634
0500000US06089,660730,statsgo,-122.0418342626262,40.76384598568941
0500000US08033,57594,surgo,-108.51736050514428,37.75234312098154
0500000US08069,497654,surgo,-105.4615508459439,40.66625185316972
0500000US12029,1421089,surgo,-83.15884282639425,29.608725508888355
0500000US12089,132899,surgo,-81.80189430561268,30.61062802764276
0500000US20161,662762,statsgo,-96.7348537626052,39.29694597575785
0500000US21063,1884670,surgo,-83.09787843328036,38.11854601313214
0500000US21097,551790,surgo,-84.33193919037964,38.44209117229915
0500000US21133,550746,surgo,-82.85590402171867,37.12173755844068
0500000US21187,551986,surgo,-84.82822766189318,38.52002378073898
0500000US22045,824208,surgo,-91.73088510382756,29.896936581581045
0500000US22073,1725310,surgo,-92.15536014392694,32.47828889472463
0500000US24011,1600077,surgo,-75.831723188172,38.87197268385054
0500000US13153,325880,surgo,-83.66632234298032,32.45925398060043
0500000US13185,324852,surgo,-83.26801779076324,30.833997815360906
0500000US13213,562861,surgo,-84.74871291217191,34.788949271991825
0500000US13237,125207,surgo,-83.37315057720683,33.32238387620014
0500000US17171,1605829,surgo,-90.47485671558888,39.64446856962279
0500000US19063,405581,surgo,-94.6793783479305,43.37844366332026
0500000US36017,290014,surgo,-75.61216812418931,42.493651031226214
0500000US37019,115529,surgo,-78.23825127818235,34.07141825199293
0500000US37047,115646,surgo,-78.65541361899555,34.26583229869795
0500000US37079,112817,surgo,-77.6761880554464,35.48557719706877
0500000US37147,114323,surgo,-77.3746706227645,35.594005656906646
0500000US37173,553577,surgo,-83.49349486042269,35.486887102893775
0500000US39167,536498,surgo,-81.49612487132501,39.455655675132334
0500000US40023,571227,surgo,-95.55219558531724,34.02723608658153
0500000US35023,665978,statsgo,-108.71443879254237,31.913142922211588
0500000US42017,543589,surgo,-75.10655131189198,40.337297838367945
0500000US51101,694717,surgo,-77.08892160826676,37.70726953382031
0500000US51147,120240,surgo,-78.44153325961204,37.22487127872141
0500000US51195,2508609,surgo,-82.62217615973847,36.975683412344054
0500000US54033,515812,surgo,-80.37998705437283,39.28364801356668
0500000US55037,430013,surgo,-88.3985623040455,45.848646059837534
0500000US55075,2806689,surgo,-88.03303916246465,45.382370819771815
0500000US01071,522929,surgo,-86.00030186750203,34.77974898629846
0500000US13019,125335,surgo,-83.22986399823547,31.276288579072922
0500000US45083,2678752,surgo,-81.99069169279748,34.93148630046773
0500000US48061,363647,surgo,-97.51657615992556,26.131886838528796
0500000US48201,367410,surgo,-95.39397680991289,29.857856150026645
0500000US48401,578208,surgo,-94.76275315139756,32.10757490993261
0500000US48459,576142,surgo,-94.9423045110854,32.73682019917255
0500000US51027,1670836,surgo,-82.03662695319372,37.266836326748475
0500000US31073,2745904,surgo,-99.83169523075443,40.51526339532838
0500000US06009,660948,statsgo,-120.5553117998986,38.204803682390114
0500000US26003,1455281,surgo,-86.60900256584728,46.411192119564035
0500000US41023,None,None,-119.00762388839634,44.491028247715015
0500000US17017,262783,surgo,-90.24836658869296,39.973889054224465
0500000US37139,1722283,surgo,-76.28392426231984,36.29563167778878
0500000US06011,461634,surgo,-122.23716149871655,39.177763812217904
0500000US16029,661633,statsgo,-111.56332662736891,42.77062793874082
0500000US21089,550403,surgo,-82.92332246067954,38.54638668867379
0500000US26089,190853,surgo,-85.83218716568946,45.07633745374065
0500000US26141,190871,surgo,-83.91727542285996,45.34046787267347
0500000US32031,670378,statsgo,-119.66542347291302,40.65759395219206
0500000US38097,None,None,-97.16259314708718,47.4540980041471
0500000US47105,526018,surgo,-84.31531496937009,35.733621929793316
0500000US48175,2436810,surgo,-97.42732681405926,28.657809033528288
0500000US48503,373776,surgo,-98.68816223373764,33.17703448835436
0500000US01013,328464,surgo,-86.68081299878862,31.75311491769833
0500000US01015,523389,surgo,-85.82643896560697,33.771626371351445
0500000US21235,552230,surgo,-84.14597600526761,36.75862029822604
0500000US22057,808535,surgo,-90.43490991816218,29.55191636180118
0500000US24023,1907954,surgo,-79.27321831824783,39.52936872262429
0500000US26013,414956,surgo,-88.36541839609318,46.662684249125775
0500000US26071,415880,surgo,-88.53084785191669,46.20929453652553
0500000US27119,2799703,surgo,-96.40023985075216,47.774048475709925
0500000US27167,2800430,surgo,-96.4686880101779,46.356840035774866
0500000US28051,567988,surgo,-90.09248181716386,33.12359883837276
0500000US29013,2532444,surgo,-94.34045025130202,38.257418174273134
0500000US29095,2521420,surgo,-94.34702105873954,39.00887615808536
0500000US30053,621535,surgo,-115.405613149131,48.54163459511783
0500000US35033,375710,surgo,-104.94543713744974,36.01076593373703
0500000US36059,292949,surgo,-73.58723063976797,40.733537994191366
0500000US38003,2573587,surgo,-98.07251111966954,46.9361211671583
0500000US38055,2566665,surgo,-101.32049679737217,47.60782577006427
0500000US40055,648159,surgo,-99.56154581416234,34.93625748164797
0500000US40117,1423172,surgo,-96.69977303496934,36.31760469030459
0500000US42043,540717,surgo,-76.77967592799327,40.41551603712326
0500000US42097,539683,surgo,-76.71019825582505,40.851964920972655
0500000US45015,131961,surgo,-79.95137810594578,33.19761719539433
0500000US47009,1899547,surgo,-83.92619168733891,35.68736336938214
0500000US47129,2439093,surgo,-84.6498209925005,36.135365412784864
0500000US47187,523471,surgo,-86.89921884218306,35.894544542434616
0500000US48065,377969,surgo,-101.35427551795793,35.40352048305924
0500000US48157,None,None,-95.77133755692451,29.527724945271387
0500000US48207,367471,surgo,-99.73066423143699,33.17864541700045
0500000US51093,119333,surgo,-76.72694676718667,36.89145728312512
0500000US51171,520814,surgo,-78.57180712641038,38.85899100523284
0500000US53021,71914,surgo,-118.90006149596384,46.53515175455489
0500000US53055,1451953,surgo,-122.98076266551409,48.58968682652811
0500000US66010,None,None,144.77137819873695,13.442804429833267
0500000US01059,329589,surgo,-87.84383790845601,34.442448279101654
0500000US02020,None,None,-149.10874235888826,61.15095481276709
0500000US04021,658358,statsgo,-111.34464217730833,32.90491900257326
0500000US05069,658080,statsgo,-91.93162038949575,34.26900926506041
0500000US05107,658073,statsgo,-90.8486240756433,34.428687584363395
0500000US06041,459472,surgo,-122.72373028744997,38.07376970704522
0500000US08001,94099,surgo,-104.33841785509946,39.87483397871385
0500000US27069,669130,statsgo,-96.78373785857639,48.777323986321456
0500000US12007,631635,surgo,-82.16923203720528,29.950236621869404
0500000US13031,324553,surgo,-81.74382071622249,32.397305273901885
0500000US20195,2745889,surgo,-99.87367388932253,38.914326104939576
0500000US21101,2738505,surgo,-87.5737912319787,37.79639785785264
0500000US21183,551254,surgo,-86.8492607434734,37.478640785022385
0500000US22059,1600193,surgo,-92.16104276519347,31.676555941908862
0500000US24027,792989,surgo,-76.9318102909524,39.25124347375442
0500000US25015,277661,surgo,-72.66395876618871,42.34060329560293
0500000US26029,637798,surgo,-85.19773931678272,45.38283816379176
0500000US13077,125617,surgo,-84.76399502656703,33.353627225027196
0500000US13157,125331,surgo,-83.56719861924935,34.13448967053244
0500000US13241,531406,surgo,-83.40248908737777,34.88232704304849
0500000US17003,601819,surgo,-89.33755983069373,37.191581379120805
0500000US17189,1542494,surgo,-89.41104106985375,38.35256318162362
0500000US20003,1427993,surgo,-95.29421812067537,38.214713053937764
0500000US36113,295866,surgo,-73.84692184511611,43.561259555235694
0500000US37031,115625,surgo,-76.58845034578607,34.85487739734214
0500000US37113,545837,surgo,-83.42263310940052,35.15089020144804
0500000US38035,2642602,surgo,-97.45749009523409,47.92211657197278
0500000US39123,666543,statsgo,-83.08181264449041,41.552283084818015
0500000US39161,2903473,surgo,-84.58608165375858,40.8554770316582
0500000US40101,106372,surgo,-95.38015009330839,35.61619086143215
0500000US27107,669111,statsgo,-96.45578653906443,47.32672027695146
0500000US28049,567934,surgo,-90.44345292448321,32.26729991846723
0500000US29171,2531104,surgo,-93.01697691363823,40.47906144389949
0500000US30075,347891,surgo,-105.63115598000714,45.395515979811044
0500000US32011,None,None,-116.2679224783247,39.980459503497414
0500000US34033,135618,surgo,-75.34986195200423,39.587845248567106
0500000US01017,122765,surgo,-85.3925245873185,32.914806970199606
0500000US01021,328550,surgo,-86.71959137913319,32.84822910454123
0500000US01027,122788,surgo,-85.86129094398434,33.26949018117009
0500000US01029,122811,surgo,-85.51904434368798,33.675127011594554
0500000US05005,2804491,surgo,-92.33766395283136,36.28762965662438
0500000US05009,565131,surgo,-93.09248296879993,36.30859283952768
0500000US05043,565443,surgo,-91.72019539766232,33.58948303278306
0500000US05049,2804583,surgo,-91.81896911780456,36.38251134244539
0500000US05053,1715901,surgo,-92.42400854065225,34.29033060329332
0500000US05077,564089,surgo,-90.78303052620237,34.78087543355555
0500000US01037,1895730,surgo,-86.2480486245233,32.93696609628435
0500000US01039,328759,surgo,-86.45160203543469,31.24916146663681
0500000US01061,329623,surgo,-85.83935186817487,31.09595437068775
0500000US01075,2494834,surgo,-88.09743349563621,33.779419700017286
0500000US01093,330637,surgo,-87.88723250986304,34.136826639135826
0500000US01103,331113,surgo,-86.85354952541378,34.45351069732096
0500000US01133,1947687,surgo,-87.37444178580401,34.1494924667806
0500000US02070,None,None,-158.27566640765394,59.78487150276303
0500000US02110,None,None,-134.17772391863267,58.44388128031244
0500000US02150,None,None,-154.4532901674357,57.44740945402948
0500000US02220,None,None,-135.24241744542329,57.20075426800793
0500000US02261,None,None,-144.51268426182713,61.529316482799814
0500000US04011,658556,statsgo,-109.24061120219531,33.21426596746967
0500000US04023,1426109,surgo,-110.84735468461379,31.52637375676393
0500000US08003,498536,surgo,-105.78848109435818,37.57293743464807
0500000US08015,659639,statsgo,-106.19476157472329,38.747361890622464
0500000US08021,498625,surgo,-106.19232229457023,37.20112450034019
0500000US08039,496439,surgo,-104.13594431900638,39.28657296046498
0500000US08059,659594,statsgo,-105.25160677242357,39.5860084634423
0500000US08073,105294,surgo,-103.51539029238441,38.98769104152629
0500000US08101,2611090,surgo,-104.51325438924272,38.17386271490793
0500000US08121,95043,surgo,-103.20216981697513,39.97079996793495
0500000US08125,95088,surgo,-102.42493284847271,40.002329243500945
0500000US09005,286116,surgo,-73.24547464659113,41.792575780545036
0500000US05101,566021,surgo,-93.21863900329431,35.92022540603006
0500000US05105,566108,surgo,-92.93227158583555,34.947617756524494
0500000US05115,566121,surgo,-93.03476393201284,35.44742732374982
0500000US05129,566453,surgo,-92.70007566399069,35.91129455413928
0500000US05135,564562,surgo,-91.48088725444603,36.161413832580024
0500000US06021,458851,surgo,-122.3918870300077,39.599107537022846
0500000US06025,None,None,-115.36581139561034,33.040263181397826
0500000US06061,471792,surgo,-120.71953236705667,39.06413575480759
0500000US06109,660556,statsgo,-119.9556787241573,38.02830481526886
0500000US05149,564984,surgo,-93.41240266097066,35.002664319775
0500000US06031,None,None,-119.8159068523416,36.07575774339255
0500000US06035,487993,surgo,-120.59393840282173,40.67273743161116
0500000US06075,456001,surgo,-122.48818761287335,37.764335461935474
0500000US09013,286092,surgo,-72.33693914659742,41.8549922879783
0500000US12035,1529450,surgo,-81.31425701130038,29.461867040629553
0500000US12059,1017242,surgo,-85.81473744005424,30.868389133160168
0500000US13063,125518,surgo,-84.3581069597461,33.54199896972399
0500000US13069,125181,surgo,-82.84965032168968,31.54955029489018
0500000US13083,2480316,surgo,-85.50458116850237,34.85524835409265
0500000US13093,325765,surgo,-83.79941401553678,32.15721114219358
0500000US13111,531765,surgo,-84.31985252172765,34.864480344293646
0500000US12087,None,None,-81.428182550052,25.049293551777733
0500000US12109,1392028,surgo,-81.44140808413256,29.901517871411702
0500000US12111,1421189,surgo,-80.47229775825019,27.37729698567365
0500000US12115,1460088,surgo,-82.33161657741257,27.184686790567305
0500000US13003,125176,surgo,-82.88012069221357,31.297932127389174
0500000US13023,325373,surgo,-83.32853361239589,32.434520124851424
0500000US13037,325477,surgo,-84.62543543022048,31.529800255623734
0500000US13053,659104,statsgo,-84.78729699522235,32.34740853474381
0500000US13059,125501,surgo,-83.36798907477234,33.951165848768376
0500000US16019,150420,surgo,-111.61443733403351,43.3884293797354
0500000US16021,2396834,surgo,-116.46379680080739,48.767341721776596
0500000US16033,661794,statsgo,-112.3522631193271,44.28461910854746
0500000US16045,661916,statsgo,-116.39827453250975,44.0617682817076
0500000US16051,83833,surgo,-112.31125727646456,43.82052842325985
0500000US16065,83988,surgo,-111.6597129680773,43.78449555646395
0500000US13117,1887085,surgo,-84.12532545332176,34.225879156374354
0500000US13145,747839,surgo,-84.9097758205732,32.736291601384046
0500000US13159,126956,surgo,-83.68801350087217,33.3166420504919
0500000US13169,125210,surgo,-83.56130701068753,33.025766347275166
0500000US13197,126171,surgo,-84.5256250431791,32.35409980184352
0500000US13233,531299,surgo,-85.1888874849221,34.00198143774263
0500000US13239,1605099,surgo,-85.01941677166637,31.86763783876305
0500000US13243,581293,surgo,-84.75476187103327,31.762566582001206
0500000US13257,125289,surgo,-83.29361300187352,34.55434215464768
0500000US13287,325617,surgo,-83.62470981469843,31.716731015566538
0500000US13295,531489,surgo,-85.30156107699067,34.73571882139875
0500000US15003,None,None,-169.25640181840217,25.372809509849706
0500000US16009,153456,surgo,-116.65924163740262,47.21813209009318
0500000US17115,1913939,surgo,-88.9618606975807,39.86026331651978
0500000US17121,2027394,surgo,-88.91990144762316,38.65034277124064
0500000US17131,244948,surgo,-90.74165294871705,41.206098448368394
0500000US17135,1721177,surgo,-89.47960637856528,39.23169697217679
0500000US17145,1405431,surgo,-89.3671335679747,38.08399035255111
0500000US17149,201289,surgo,-90.88673012337418,39.62313528129017
0500000US17159,2026795,surgo,-88.08520635407275,38.71232315575365
0500000US17173,178997,surgo,-88.80589047305965,39.39150960933332
0500000US17177,1591902,surgo,-89.66319007742058,42.35223442145249
0500000US17183,1612751,surgo,-87.73369330942441,40.18360367619794
0500000US17187,244911,surgo,-90.61575394420396,40.849385040849704
0500000US18017,162423,surgo,-86.3466093193207,40.761957312557435
0500000US18031,162380,surgo,-85.50218211872186,39.30745456231626
0500000US16075,81349,surgo,-116.76116061956273,44.00721115007004
0500000US17005,173894,surgo,-89.43587434718884,38.887263207525486
0500000US17011,1862673,surgo,-89.52916240989622,41.40444488186768
0500000US17015,795947,surgo,-89.934310400774,42.06886184633797
0500000US17021,261755,surgo,-89.27806379647227,39.54604629390475
0500000US17029,1428391,surgo,-88.22238590120382,39.52094249773482
0500000US17053,198342,surgo,-88.22398097900876,40.59718941238933
0500000US17059,211600,surgo,-88.23117836927614,37.7632783165267
0500000US17063,1143979,surgo,-88.41866434833476,41.28559122961803
0500000US17067,175197,surgo,-91.16562525451306,40.403796049496435
0500000US17073,244640,surgo,-90.13150299250461,41.35374366669486
0500000US17091,988907,surgo,-87.86299744284409,41.13806913444277
0500000US18129,159925,surgo,-87.86901994498709,38.021815234750356
0500000US18133,159866,surgo,-86.84553549646579,39.666681940352206
0500000US18143,165722,surgo,-85.74841287764701,38.685583170857775
0500000US18171,163106,surgo,-87.35400451115905,40.347211960083605
0500000US18177,249062,surgo,-85.01009527027092,39.8650144065808
0500000US18181,161849,surgo,-86.86643405003491,40.75034843021468
0500000US19001,402143,surgo,-94.47114892046402,41.33120810519485
0500000US19007,402661,surgo,-92.86883715160478,40.74349975941037
0500000US19017,1585999,surgo,-92.31878882785652,42.774773107721444
0500000US19025,2835024,surgo,-94.64135314962132,42.38580468105832
0500000US18037,535661,surgo,-86.88052819348847,38.36447202435351
0500000US18041,1612916,surgo,-85.179380139701,39.640152661470644
0500000US18055,161518,surgo,-86.96266245517529,39.03701391094316
0500000US18065,165256,surgo,-85.39679895123612,39.931157268876966
0500000US18075,210634,surgo,-85.00607537080766,40.438483189263685
0500000US18085,160929,surgo,-85.86121452529983,41.24448118779292
0500000US18091,272662,surgo,-86.74106899130472,41.54618788186455
0500000US18095,162062,surgo,-85.72020455400684,40.16204186445768
0500000US18097,164418,surgo,-86.13901906302902,39.7817666212336
0500000US18099,1702564,surgo,-86.26221556722987,41.32532497226321
0500000US18101,1443115,surgo,-86.80424485523554,38.70849149586339
0500000US18109,163196,surgo,-86.4464671763933,39.48184457712345
0500000US18111,163588,surgo,-87.39764684965058,40.95633332783056
0500000US18115,1600546,surgo,-84.96619027100404,38.95074381762708
0500000US18119,165873,surgo,-86.83786100204618,39.31280850006589
0500000US18121,159786,surgo,-87.20707060642111,39.7741398621673
0500000US19049,2765526,surgo,-94.04052016910354,41.685547849599885
0500000US19055,405039,surgo,-91.36798907882633,42.47180491817561
0500000US19073,2834838,surgo,-94.3974173161396,42.03636668762416
0500000US19079,406491,surgo,-93.7074341676428,42.3839205454595
0500000US19083,2765532,surgo,-93.24064352584524,42.38414716810412
0500000US19097,407472,surgo,-90.57455779717644,42.17254612973031
0500000US19103,407930,surgo,-91.5889313659865,41.67175659047827
0500000US20087,2505132,surgo,-95.38430433664374,39.236082400412926
0500000US20089,2605948,surgo,-98.21925498848302,39.7847238418017
0500000US20091,1399845,surgo,-94.82302781649652,38.88453717985366
0500000US20097,2768265,surgo,-99.28689142762661,37.55898494582473
0500000US20101,2605924,surgo,-100.46716964501083,38.48158126197951
0500000US20105,2605951,surgo,-98.20864988707626,39.045865538091256
0500000US20109,2668647,surgo,-101.14893250505403,38.91780362404152
0500000US20111,1453744,surgo,-96.15359102323768,38.456524791994376
0500000US20113,2668946,surgo,-97.64829755638131,38.39214966947301
0500000US20125,1426941,surgo,-95.74333776994874,37.192689501143896
0500000US19117,408861,surgo,-93.3286705998811,41.029644182227315
0500000US19127,409406,surgo,-92.99884988733658,42.035949702812296
0500000US19131,409642,surgo,-92.79023514206878,43.3567431677703
0500000US19141,667237,statsgo,-95.62570848853163,43.08426566598932
0500000US19159,410653,surgo,-94.24414082169851,40.73560933556912
0500000US19165,991611,surgo,-95.31087436420212,41.68515736545818
0500000US19169,2765537,surgo,-93.46545490291258,42.03626664251961
0500000US19175,3008642,surgo,-94.24313509929968,41.02773423491059
0500000US19189,412313,surgo,-93.73429755530948,43.37775125998655
