runid,config,wepp_id,topaz_id,summary_json_path,top_days_csv_path,late_max_abs_ofe_closure_residual_mm_max_abs,late_max_abs_ofe_closure_residual_mm_p99,late_max_abs_ofe_closure_residual_mm_p95,late_max_abs_ofe_closure_residual_mm_p90,late_max_surface_pulse_proxy_mm_max_abs,late_max_surface_pulse_proxy_mm_p99,late_max_qofe_to_q_ratio_max_abs,late_max_qofe_to_q_ratio_p99,closure_residual_pct_of_rm_total,closure_residual_total_mm,max_abs_ofe_closure_residual_mm_max_abs,closure_residual_mm_max_abs,closure_residual_mm_p99,n_ofe_max,n_ofe_min,late_outlier_ofe_id,outlier_is_outlet_ofe,outlier_is_first_ofe,outlier_is_interior_ofe,chain_subsurface_transfer_residual_m3_max_abs,chain_subsurface_transfer_residual_m3_p99,chain_surface_transfer_residual_m3_max_abs,chain_surface_transfer_residual_m3_p99,runoff_pass_vs_outlet_qofe_residual_m3_max_abs,runoff_pass_vs_outlet_qofe_residual_m3_p99,first_ofe_nonzero_subrin_days,first_ofe_nonzero_upstrmq_days,strict_chain_invariants_applicable,soilwater_to_porosity_fraction_max_abs,soilwater_to_porosity_fraction_p99,soilwater_minus_fc_mm_max_abs,soilwater_minus_wp_mm_max_abs,soilwater_gt_porositycap_days,soilwater_lt_wpstore_days,profile_order_fc_gt_porosity_days,profile_order_wp_gt_fc_days,precip_total_mm,runoff_reported_total_mm,lateral_reported_total_mm,et_reported_total_mm,storage_change_mm,requires_scientific_review_days,total_simulation_days,flagged_day_fraction,max_anomaly_year,max_anomaly_month,max_anomaly_julian,worst_review_day_year,worst_review_day_month,worst_review_day_julian,worst_review_day_reason,worst_review_day_late_residual_mm,worst_review_day_late_pulse_mm,worst_review_day_qofe_to_q_ratio,threshold_late_ofe_residual_mm,threshold_late_pulse_mm,threshold_late_qofe_to_q_ratio,threshold_late_ofe_window,family_primary,storage_saturation_observed,cluster_label,rule_cluster_agreement
cochlear-beriberi,disturbed9002-mofe,268,,/workdir/wepppy/docs/mini-work-packages/20260502_rq_replay_mofe_260501_validation/artifacts/cochlear-beriberi_disturbed9002-mofe/H268/hillslope_mofe_daily_closure_audit_summary.json,/workdir/wepppy/docs/mini-work-packages/20260502_rq_replay_mofe_260501_validation/artifacts/cochlear-beriberi_disturbed9002-mofe/H268/hillslope_mofe_daily_closure_audit_top_days.csv,126.16880000000003,21.100000000000044,10.032999999999992,4.106219200000012,123.8788,4.949999999999999,7.000005761832724,7.000003238056227,0.1180021917407583,79.0860028077166,126.16880000000003,66.24000000000002,15.429711942857168,7,7,7.0,True,False,False,0.2289258000000131,0.0,0.0022892580000188,0.0,19.68373850769,0.0322320407917778,0,0,unknown_from_interchange,0.9764178407585444,0.9483387572674624,369.0228571428572,445.05285714285714,0,0,0,0,67043.0,22448.46342894885,16028.43142857143,24726.99428571429,218.7942857142857,1,14975,0.0001,9,1,9,6.0,5.0,128.0,late_ofe_residual_plus_qofe_to_q_ratio_plus_surface_pulse_proxy,126.16880000000003,123.8788,7.000000201994616,100.0,100.0,2.0,3,D2b1,False,2,disagree
cochlear-beriberi,disturbed9002-mofe,317,,/workdir/wepppy/docs/mini-work-packages/20260502_rq_replay_mofe_260501_validation/artifacts/cochlear-beriberi_disturbed9002-mofe/H317/hillslope_mofe_daily_closure_audit_summary.json,/workdir/wepppy/docs/mini-work-packages/20260502_rq_replay_mofe_260501_validation/artifacts/cochlear-beriberi_disturbed9002-mofe/H317/hillslope_mofe_daily_closure_audit_top_days.csv,163.87380000000005,20.300000000000026,9.165674499999987,3.1005472000000363,161.86380000000003,4.139999999999999,7.000005493350985,7.000002953240507,-0.0109897904210513,-7.348332941853336,163.87380000000005,65.89857142857144,14.41352528571426,7,7,7.0,True,False,False,0.0,0.0,0.0014530920002471,0.0,14.514331501728,0.004832483895995,0,0,unknown_from_interchange,0.93362117645883,0.9124108860670934,453.45857142857136,511.0585714285713,0,0,0,0,67043.0,14286.243002409445,28744.902857142857,23371.12714285714,293.7714285714286,1,14975,0.0001,9,1,9,24.0,4.0,114.0,late_ofe_residual_plus_qofe_to_q_ratio_plus_surface_pulse_proxy,163.87380000000005,161.86380000000003,7.0,100.0,100.0,2.0,3,D2b1,False,2,disagree
cochlear-beriberi,disturbed9002-mofe,378,,/workdir/wepppy/docs/mini-work-packages/20260502_rq_replay_mofe_260501_validation/artifacts/cochlear-beriberi_disturbed9002-mofe/H378/hillslope_mofe_daily_closure_audit_summary.json,/workdir/wepppy/docs/mini-work-packages/20260502_rq_replay_mofe_260501_validation/artifacts/cochlear-beriberi_disturbed9002-mofe/H378/hillslope_mofe_daily_closure_audit_top_days.csv,255.9831000000001,22.74898602,10.644999999999932,4.915999999999963,245.4461000000001,26.45522219,10.00000704343404,10.000001739263991,-0.0213914820973054,-14.32172646869784,255.9831000000001,66.49599999999997,14.969079925999994,10,10,10.0,True,False,False,0.0998656999999951,0.0,0.0009986570003093,0.0,70.78984139128,0.0034227569139957,0,0,unknown_from_interchange,0.8788285466904926,0.8542181345909402,819.7789999999999,904.259,0,0,0,0,67043.0,3640.070459627279,34647.869999999995,24707.797999999995,366.7180000000001,5,14975,0.0003,9,1,9,24.0,8.0,228.0,late_ofe_residual_plus_qofe_to_q_ratio_plus_surface_pulse_proxy,255.9831000000001,133.90309999999997,10.0,100.0,100.0,2.0,3,D2b3,False,1,disagree
cochlear-beriberi,disturbed9002-mofe,409,,/workdir/wepppy/docs/mini-work-packages/20260502_rq_replay_mofe_260501_validation/artifacts/cochlear-beriberi_disturbed9002-mofe/H409/hillslope_mofe_daily_closure_audit_summary.json,/workdir/wepppy/docs/mini-work-packages/20260502_rq_replay_mofe_260501_validation/artifacts/cochlear-beriberi_disturbed9002-mofe/H409/hillslope_mofe_daily_closure_audit_top_days.csv,238.15819999999988,20.43072560000007,9.489196899999966,3.486000000000013,237.3182,3.710000000000001,9.000007560299691,9.00000411688196,0.1013213293620333,67.91918265723396,238.15819999999988,65.51555555555558,15.08294762222228,9,9,9.0,True,False,False,0.1560468999999926,0.0,0.0015604690001964,0.0,41.56229597581,0.0108544830039547,0,0,unknown_from_interchange,0.9954380552636484,0.9719571296006094,376.5455555555556,473.2055555555555,0,0,0,0,67043.0,12737.234968675017,25461.63666666667,24993.362222222226,194.25000000000009,1,14975,0.0001,9,1,9,23.0,2.0,32.0,late_ofe_residual_plus_qofe_to_q_ratio_plus_surface_pulse_proxy,238.15819999999988,237.3182,9.000000433361748,100.0,100.0,2.0,3,D2b1,False,2,disagree
cochlear-beriberi,disturbed9002-mofe,422,,/workdir/wepppy/docs/mini-work-packages/20260502_rq_replay_mofe_260501_validation/artifacts/cochlear-beriberi_disturbed9002-mofe/H422/hillslope_mofe_daily_closure_audit_summary.json,/workdir/wepppy/docs/mini-work-packages/20260502_rq_replay_mofe_260501_validation/artifacts/cochlear-beriberi_disturbed9002-mofe/H422/hillslope_mofe_daily_closure_audit_top_days.csv,124.17669999999998,20.32971475999999,9.234258600000029,3.2410380000000214,117.78669999999995,5.3503209419200015,8.000006360797135,8.00000392576254,0.1277626082753671,85.65265626613021,124.17669999999998,66.49500000000002,14.70751226249998,8,8,8.0,True,False,False,0.0,0.0,0.0012485860002016,0.0,12.47648936207,0.0047467099903749,0,0,unknown_from_interchange,0.982001622388968,0.947903477074538,369.2575000000001,465.9175,0,0,0,0,67043.0,11345.87925841712,27028.5325,24844.195,199.7262500000001,1,14975,0.0001,9,1,9,26.0,7.0,185.0,late_ofe_residual_plus_qofe_to_q_ratio_plus_surface_pulse_proxy,124.17669999999998,117.78669999999995,8.0,100.0,100.0,2.0,3,D2b1,False,2,disagree
cochlear-beriberi,disturbed9002-mofe,431,,/workdir/wepppy/docs/mini-work-packages/20260502_rq_replay_mofe_260501_validation/artifacts/cochlear-beriberi_disturbed9002-mofe/H431/hillslope_mofe_daily_closure_audit_summary.json,/workdir/wepppy/docs/mini-work-packages/20260502_rq_replay_mofe_260501_validation/artifacts/cochlear-beriberi_disturbed9002-mofe/H431/hillslope_mofe_daily_closure_audit_top_days.csv,1153.1709999999998,21.32191020000002,9.545820999999972,3.4028699999998966,1150.511,3.719999999999999,11.000009833289976,11.00000507248132,-3.863395972304655,-2590.0239261587258,1153.1709999999998,261.2105454545457,14.707872127272797,11,11,11.0,True,False,False,0.0,0.0,0.011535969997567,1.153597000325135e-05,9.840808813171,0.0358130761799429,0,0,unknown_from_interchange,0.9997270518874364,0.9985013163543064,423.9,622.18,0,0,0,0,67043.0,24423.87313396903,19908.46727272727,24875.181818181816,271.71181818181816,25,14975,0.0017,6,1,14,6.0,1.0,14.0,late_ofe_residual_plus_qofe_to_q_ratio_plus_surface_pulse_proxy,1153.1709999999998,1150.511,11.0,100.0,100.0,2.0,3,D1,True,2,disagree
cochlear-beriberi,disturbed9002-mofe,472,,/workdir/wepppy/docs/mini-work-packages/20260502_rq_replay_mofe_260501_validation/artifacts/cochlear-beriberi_disturbed9002-mofe/H472/hillslope_mofe_daily_closure_audit_summary.json,/workdir/wepppy/docs/mini-work-packages/20260502_rq_replay_mofe_260501_validation/artifacts/cochlear-beriberi_disturbed9002-mofe/H472/hillslope_mofe_daily_closure_audit_top_days.csv,195.1857,20.512164620000046,9.360840000000028,3.388161599999981,192.8957,2.75,8.00000706648859,8.0000043435615,0.0599804700251228,40.20354225287915,195.1857,63.87172575000007,14.75709507499999,8,8,8.0,True,False,False,0.0,0.0,0.0012822250000681,0.0,12.76333176125,0.0199596382001074,0,0,unknown_from_interchange,0.9985378710633138,0.9773273822120472,371.0799999999999,460.5399999999999,0,0,0,0,67043.0,22443.816520696448,15778.565,24977.472500000003,218.63125,2,14975,0.0001,9,1,9,6.0,5.0,128.0,late_ofe_residual_plus_qofe_to_q_ratio_plus_surface_pulse_proxy,195.1857,192.8957,8.000000572067488,100.0,100.0,2.0,3,D2b1,False,2,disagree
cochlear-beriberi,disturbed9002-mofe,476,,/workdir/wepppy/docs/mini-work-packages/20260502_rq_replay_mofe_260501_validation/artifacts/cochlear-beriberi_disturbed9002-mofe/H476/hillslope_mofe_daily_closure_audit_summary.json,/workdir/wepppy/docs/mini-work-packages/20260502_rq_replay_mofe_260501_validation/artifacts/cochlear-beriberi_disturbed9002-mofe/H476/hillslope_mofe_daily_closure_audit_top_days.csv,193.38239999999996,20.69535279999999,9.796246859999943,3.7100000000000337,191.0924,3.94,8.000006320917734,8.000004289586746,0.0881616630296845,59.08519829037962,193.38239999999996,65.17337056250003,14.999133849999993,8,8,8.0,True,False,False,0.1766477000000463,0.0,0.0017664770011833,0.0,99.19485544662,0.0049823056879927,0,0,unknown_from_interchange,0.9986403274275916,0.9861032244980736,378.2824999999999,474.9424999999999,0,0,0,0,67043.0,15542.94758423121,22572.10375,25043.20125,198.995,1,14975,0.0001,9,1,9,6.0,5.0,128.0,late_ofe_residual_plus_qofe_to_q_ratio_plus_surface_pulse_proxy,193.38239999999996,191.0924,8.0,100.0,100.0,2.0,3,D2b1,False,2,disagree
cochlear-beriberi,disturbed9002-mofe,492,,/workdir/wepppy/docs/mini-work-packages/20260502_rq_replay_mofe_260501_validation/artifacts/cochlear-beriberi_disturbed9002-mofe/H492/hillslope_mofe_daily_closure_audit_summary.json,/workdir/wepppy/docs/mini-work-packages/20260502_rq_replay_mofe_260501_validation/artifacts/cochlear-beriberi_disturbed9002-mofe/H492/hillslope_mofe_daily_closure_audit_top_days.csv,295.9816,20.66559400000016,9.30292499999998,3.3006105959999625,293.9216,2.789999999999999,8.00000756521213,8.000004730123802,-0.3093820462171336,-207.41127842874863,295.9816,73.87898750000008,14.71234652500011,8,8,8.0,True,False,False,0.0,0.0,0.001304940000864,0.0,34.556311881000006,0.0168355702800545,0,0,unknown_from_interchange,0.998885487562041,0.98699185662912,440.91,589.2800000000001,0,0,0,0,67043.0,21823.80836139976,19937.367500000004,25058.386250000003,261.97375,7,14975,0.0005,6,5,128,6.0,5.0,128.0,late_ofe_residual_plus_qofe_to_q_ratio_plus_surface_pulse_proxy,295.9816,293.9216,8.000002693718788,100.0,100.0,2.0,3,D2b3,False,2,disagree
cochlear-beriberi,disturbed9002-mofe,495,,/workdir/wepppy/docs/mini-work-packages/20260502_rq_replay_mofe_260501_validation/artifacts/cochlear-beriberi_disturbed9002-mofe/H495/hillslope_mofe_daily_closure_audit_summary.json,/workdir/wepppy/docs/mini-work-packages/20260502_rq_replay_mofe_260501_validation/artifacts/cochlear-beriberi_disturbed9002-mofe/H495/hillslope_mofe_daily_closure_audit_top_days.csv,288.4503999999999,20.378645400000075,9.250586000000032,3.281079999999987,286.39039999999994,5.979999999999999,8.000006692208597,8.00000473834784,-0.1536039836672512,-102.97677498775458,288.4503999999999,73.28235000000004,14.695509267500094,8,8,8.0,True,False,False,0.1271225000000129,0.0,0.0012712250008917,0.0,20.06797735425,0.0226770204999457,0,0,unknown_from_interchange,0.9994353136981008,0.993075794275864,441.2799999999999,589.6499999999999,0,0,0,0,67043.0,16812.468131821668,24823.555,25058.38625,280.22625,2,14975,0.0001,6,5,128,6.0,5.0,128.0,late_ofe_residual_plus_qofe_to_q_ratio_plus_surface_pulse_proxy,288.4503999999999,286.39039999999994,8.0,100.0,100.0,2.0,3,D2b1,True,2,disagree
cochlear-beriberi,disturbed9002-mofe,504,,/workdir/wepppy/docs/mini-work-packages/20260502_rq_replay_mofe_260501_validation/artifacts/cochlear-beriberi_disturbed9002-mofe/H504/hillslope_mofe_daily_closure_audit_summary.json,/workdir/wepppy/docs/mini-work-packages/20260502_rq_replay_mofe_260501_validation/artifacts/cochlear-beriberi_disturbed9002-mofe/H504/hillslope_mofe_daily_closure_audit_top_days.csv,189.2945,20.312532399999984,9.270846500000047,3.299091200000009,187.0045,6.220000000000001,9.000006636879368,9.000004263664726,0.1041413410751227,69.81350042689081,189.2945,66.08000000000003,14.826350266666708,9,9,9.0,True,False,False,0.119979700000016,0.0,0.0011997970002539,0.0,26.44063436923,0.011996011440101,0,0,unknown_from_interchange,0.9747915168722308,0.9376367610397218,365.3466666666667,462.00666666666666,0,0,0,0,67043.0,14050.178154952691,24495.28555555556,24710.754444444443,207.05555555555557,1,14975,0.0001,9,1,9,6.0,5.0,128.0,late_ofe_residual_plus_qofe_to_q_ratio_plus_surface_pulse_proxy,189.2945,187.0045,8.999999171523609,100.0,100.0,2.0,3,D2b1,False,2,disagree
ordained-incentive,disturbed9002-wbt-mofe,66,,/workdir/wepppy/docs/mini-work-packages/20260502_rq_replay_mofe_260501_validation/artifacts/ordained-incentive_disturbed9002-wbt-mofe/H66/hillslope_mofe_daily_closure_audit_summary.json,/workdir/wepppy/docs/mini-work-packages/20260502_rq_replay_mofe_260501_validation/artifacts/ordained-incentive_disturbed9002-wbt-mofe/H66/hillslope_mofe_daily_closure_audit_top_days.csv,231.94000000000025,18.164600000000014,5.470000000000023,1.970000000000013,230.5900000000001,0.09,9.00000632462064,9.000004167095735,-2.2138886634328383,-617.659415278355,231.94000000000025,108.9489,12.566737355555624,9,9,9.0,True,False,False,0.0,0.0,0.0010996650007655,0.0,2.81518418727,0.0003873007820342,0,0,unknown_from_interchange,0.9995066382596496,0.9965141094204908,188.69555555555564,328.56555555555565,0,0,0,0,28607.10000000001,2173.070491770979,51.3077777777778,25533.017777777783,25.281111111111045,14,11323,0.0012,2017,5,125,2017.0,5.0,125.0,late_ofe_residual_plus_qofe_to_q_ratio_plus_surface_pulse_proxy,231.94000000000025,230.5900000000001,9.000000698513773,100.0,100.0,2.0,3,D2b3,True,0,disagree
ordained-incentive,disturbed9002-wbt-mofe,95,,/workdir/wepppy/docs/mini-work-packages/20260502_rq_replay_mofe_260501_validation/artifacts/ordained-incentive_disturbed9002-wbt-mofe/H95/hillslope_mofe_daily_closure_audit_summary.json,/workdir/wepppy/docs/mini-work-packages/20260502_rq_replay_mofe_260501_validation/artifacts/ordained-incentive_disturbed9002-wbt-mofe/H95/hillslope_mofe_daily_closure_audit_top_days.csv,469.0586000000001,21.112791600000023,6.7753947099999925,2.149999999999973,467.6886000000001,0.27,8.000005815711727,8.000003858771375,-0.4121707602123285,-118.20493759374992,469.0586000000001,115.84612499999996,10.938381825000068,8,8,8.0,True,False,False,0.0,0.0,0.0012823580004805,0.0,12.7792745311,0.0043074712679947,0,0,unknown_from_interchange,0.9856522227814944,0.9747215126783528,84.38875000000002,154.77624999999998,0,0,0,0,28786.3,5102.550972505338,275.26874999999995,23367.94625,49.4125,8,11323,0.0007,2006,12,335,2006.0,12.0,335.0,late_ofe_residual_plus_qofe_to_q_ratio_plus_surface_pulse_proxy,469.0586000000001,467.6886000000001,8.000003788720726,100.0,100.0,2.0,3,D2b4,False,0,disagree
ordained-incentive,disturbed9002-wbt-mofe,141,,/workdir/wepppy/docs/mini-work-packages/20260502_rq_replay_mofe_260501_validation/artifacts/ordained-incentive_disturbed9002-wbt-mofe/H141/hillslope_mofe_daily_closure_audit_summary.json,/workdir/wepppy/docs/mini-work-packages/20260502_rq_replay_mofe_260501_validation/artifacts/ordained-incentive_disturbed9002-wbt-mofe/H141/hillslope_mofe_daily_closure_audit_top_days.csv,471.1710000000001,23.44964820000002,6.080000000000061,2.190000000000018,469.98100000000017,0.09,8.000006455590379,8.000005123217326,-3.223119775667211,-929.8393953531244,471.1710000000001,147.5161125000002,13.474598725000098,8,8,8.0,True,False,False,0.0,0.0,0.0018568180021247,0.0,18.42997703626,0.004524761842386,0,0,unknown_from_interchange,0.9988176745290486,0.99650862751306,79.82750000000004,154.61125000000004,0,0,0,0,28854.9,5241.180945036079,93.24250000000002,24394.72500000001,47.868750000000034,19,11323,0.0017,2006,12,335,2006.0,12.0,335.0,late_ofe_residual_plus_qofe_to_q_ratio_plus_surface_pulse_proxy,471.1710000000001,469.98100000000017,8.000003159644182,100.0,100.0,2.0,3,D2b4,True,0,disagree
ordained-incentive,disturbed9002-wbt-mofe,198,,/workdir/wepppy/docs/mini-work-packages/20260502_rq_replay_mofe_260501_validation/artifacts/ordained-incentive_disturbed9002-wbt-mofe/H198/hillslope_mofe_daily_closure_audit_summary.json,/workdir/wepppy/docs/mini-work-packages/20260502_rq_replay_mofe_260501_validation/artifacts/ordained-incentive_disturbed9002-wbt-mofe/H198/hillslope_mofe_daily_closure_audit_top_days.csv,177.9046,23.509670000000053,7.34489899999998,2.4773967200000144,176.3046,0.0,6.000003658234892,6.000002614105942,-1.9005243866328896,-549.3555697716668,177.9046,62.59093333333324,11.323852333333338,6,6,6.0,True,False,False,0.0,0.0,0.0001739658002861,0.0,12.852229715478002,0.0043376619638673,0,0,unknown_from_interchange,0.9991227375864072,0.9975895731095984,69.2083333333334,154.6883333333334,0,0,0,0,29036.1,5767.210216509988,0.0,23631.605,55.69666666666663,6,11323,0.0005,1995,1,20,2006.0,12.0,335.0,late_ofe_residual_plus_qofe_to_q_ratio_plus_surface_pulse_proxy,177.9046,176.3046,6.000000429276162,100.0,100.0,2.0,3,D2b3,True,0,disagree
ordained-incentive,disturbed9002-wbt-mofe,249,,/workdir/wepppy/docs/mini-work-packages/20260502_rq_replay_mofe_260501_validation/artifacts/ordained-incentive_disturbed9002-wbt-mofe/H249/hillslope_mofe_daily_closure_audit_summary.json,/workdir/wepppy/docs/mini-work-packages/20260502_rq_replay_mofe_260501_validation/artifacts/ordained-incentive_disturbed9002-wbt-mofe/H249/hillslope_mofe_daily_closure_audit_top_days.csv,307.6189,21.13600000000015,5.565797999999955,1.557999999999978,305.8688999999999,0.02,8.000004635341543,8.000003560718334,-1.2397814830630265,-364.3049846448235,307.6189,95.80975000000016,13.495032049999994,8,8,8.0,True,False,False,0.0,0.0,0.0028906720017403,0.0,219.9652522392,0.0155267223682176,0,0,unknown_from_interchange,0.9999797777283456,0.9997497928015842,593.335,760.495,0,0,0,0,29410.4,5223.604164533368,44.17625,21640.7125,118.62249999999996,12,11323,0.0011,1995,1,20,1995.0,1.0,20.0,late_ofe_residual_plus_qofe_to_q_ratio_plus_surface_pulse_proxy,307.6189,305.8688999999999,7.999996927975619,100.0,100.0,2.0,3,D2b4,True,0,disagree
ordained-incentive,disturbed9002-wbt-mofe,276,,/workdir/wepppy/docs/mini-work-packages/20260502_rq_replay_mofe_260501_validation/artifacts/ordained-incentive_disturbed9002-wbt-mofe/H276/hillslope_mofe_daily_closure_audit_summary.json,/workdir/wepppy/docs/mini-work-packages/20260502_rq_replay_mofe_260501_validation/artifacts/ordained-incentive_disturbed9002-wbt-mofe/H276/hillslope_mofe_daily_closure_audit_top_days.csv,216.71259999999992,21.43800000000009,5.066999999999934,1.4800000000000364,252.5426,0.0499999999999999,6.000003553567663,6.000002670532745,-2.1680303041558004,-641.200346396,216.71259999999992,72.33,12.90783333333338,6,6,6.0,True,False,False,0.0,0.0,0.00186032000056,0.0,70.2790387376,0.0045311219199857,0,0,unknown_from_interchange,0.9999517874792084,0.9998360856955234,358.14,522.8100000000001,0,0,0,0,29608.7,5960.520984740977,83.86666666666667,21296.923333333336,155.3266666666666,6,11323,0.0005,2008,1,8,2009.0,3.0,66.0,late_ofe_residual_plus_qofe_to_q_ratio_plus_surface_pulse_proxy,216.71259999999992,252.5426,6.0,100.0,100.0,2.0,3,D2b3,True,0,disagree
ordained-incentive,disturbed9002-wbt-mofe,289,,/workdir/wepppy/docs/mini-work-packages/20260502_rq_replay_mofe_260501_validation/artifacts/ordained-incentive_disturbed9002-wbt-mofe/H289/hillslope_mofe_daily_closure_audit_summary.json,/workdir/wepppy/docs/mini-work-packages/20260502_rq_replay_mofe_260501_validation/artifacts/ordained-incentive_disturbed9002-wbt-mofe/H289/hillslope_mofe_daily_closure_audit_top_days.csv,189.8709000000001,18.15780000000002,4.630558900000018,1.450000000000009,188.64090000000004,0.0099999999999999,7.000004840073597,7.000003287109273,0.3108453862534743,91.70037476871416,189.8709000000001,75.74410428571446,14.03696551428575,7,7,7.0,True,False,False,0.0,0.0,0.0006298620000961,0.0,0.050302234000128,0.0030767520239822,0,0,unknown_from_interchange,0.9613386613386612,0.9500903096903096,632.4685714285712,760.4885714285712,0,0,0,0,29500.2,4490.766322736454,133.50285714285712,21773.03571428571,293.8028571428569,3,11323,0.0003,2008,1,8,1995.0,1.0,20.0,late_ofe_residual_plus_qofe_to_q_ratio_plus_surface_pulse_proxy,189.8709000000001,188.64090000000004,7.000000701577802,100.0,100.0,2.0,3,D6b,False,0,disagree
