huc,topaz_id,wepp_id,length,width,area,slope,centroid_lng,centroid_lat,landuse,soil_texture,sbs,ash_wind_transport,ash_water_transport,ash_transport
258,283,60,349.2156812727642,566.98484809835,198000.0,0.22550386552458565,150.41841645273323,-34.32903089456265,131,sand loam,,574.5816210831589,2540.77681233906,625.9104455748572
258,291,61,322.9016244744081,345.61609958343513,111600.0,0.08282933571490698,150.4247268372463,-34.314559377685136,132,sand loam,,541.296908240446,2471.5595785204478,1060.0994763282133
258,292,62,297.95207692628014,1313.9696961966997,391500.0,0.16131684978062577,150.42101141247974,-34.31880840158272,132,sand loam,,521.8949005303048,2473.013674114844,1340.9611262399972
258,293,63,154.1131432377311,1313.9696961966997,202500.0,0.1530491003933072,150.4232255454924,-34.32101865875945,132,sand loam,,510.2926939739989,2465.2707735894164,1575.912396705018
258,302,64,42.857142857142854,210.0,9000.0,0.31315133390422417,150.42111379652206,-34.32611278497448,131,sand loam,,531.7435728047714,2356.5529046277775,1103.0291254418084
258,303,65,218.57142857142858,210.0,45900.0,0.25560764496989724,150.42102277224916,-34.32908584586941,131,sand loam,,549.7370271235066,2367.8714681705196,980.2591122454194
258,312,66,371.45157849449305,1056.396103067893,392400.0,0.18398056655703401,150.42647489308382,-34.32135747705353,132,sand loam,,528.5691147204209,2450.1213369257907,1295.778826283042
258,313,67,307.55509136814675,1056.396103067893,324900.0,0.18498540828454638,150.42665205395875,-34.32622935966698,131,sand loam,,574.5816210831589,2540.77681233906,625.9104455748572
258,322,68,190.4042740545692,964.2640687119285,183600.0,0.23009195360397194,150.43242098891915,-34.31877781973553,132,sand loam,,510.72999131273764,2464.197798049666,1575.879237018019
258,323,69,265.07261682106696,964.2640687119285,255600.0,0.28220663180011035,150.43532809478612,-34.31965012974505,132,sand loam,,522.4649542457563,2416.746802617605,1493.650885058468
258,331,70,233.9182242470699,434.7673223296278,101700.0,0.04204392261272277,150.42307817327358,-34.304517903780095,131,sand loam,,576.5752039763616,nan,576.5752039763616
258,332,71,358.592920621797,1485.8073580374353,532800.0,0.1247143126297438,150.4270647468083,-34.312715366924536,132,sand loam,,523.80592174761,2492.3381956065923,1198.2435516428664
258,333,72,201.10278656492673,1485.8073580374353,298800.0,0.10394348671459055,150.42909332013454,-34.31032390448439,132,sand loam,,518.8769577709122,2475.4590915112094,1438.8073560349917
258,342,73,135.5504520533835,444.85281374238576,60300.0,0.23215655833640106,150.43390507328735,-34.3128589533265,132,sand loam,,508.9887536383069,2465.9811473838736,1599.8390741560054
258,343,74,254.91577550337792,444.85281374238576,113400.0,0.28519573542098686,150.4368119965278,-34.31373122030485,132,sand loam,,522.4649542457563,2450.7426887891406,1482.631619988491
258,352,75,294.0916292848975,217.27922061357853,63900.0,0.14386255416763286,150.43267624636957,-34.31039910007728,132,sand loam,,516.6974281835152,2483.3621377366385,1364.3501075255576
258,353,76,4.142135623730951,217.27922061357853,900.0,0.11314,150.43463880147115,-34.31016978983305,132,sand loam,,509.42605097704575,2464.9325576518445,1599.8059144690064
258,361,77,271.15082816127824,375.06800436364404,101700.0,0.04716752372459858,150.42351950285655,-34.30074084079069,130,sand loam,,-,-,-
258,362,78,165.50498007047437,1468.2337649086278,243000.0,0.04992700618762725,150.4269782843216,-34.304870390487224,132,sand loam,,526.8012561224526,2472.549269038226,1295.7126307089432
258,363,79,159.37516599379015,1468.2337649086278,234000.0,0.023510883283687903,150.4286809668719,-34.30247207827061,131,sand loam,,576.5752039763616,nan,576.5752039763616
258,372,80,127.84465843431275,1006.6904755831213,128700.0,0.05029714234564945,150.43093608942135,-34.303330784609585,132,sand loam,,518.4396604321735,2479.38835188197,1389.7543337194138
258,373,81,16.98635321854505,1006.6904755831213,17100.0,0.02593,150.43220593658452,-34.30443924284142,131,sand loam,,526.9423482703239,2389.084661538087,1106.1143874310724
258,381,82,317.99866625159353,322.6428626553583,102600.0,0.020573878273535913,150.4294724219617,-34.29789097624127,131,sand loam,,576.5752039763616,nan,576.5752039763616
258,382,83,71.45183950935889,289.7056274847714,20700.0,0.024309979945688308,150.42943122649373,-34.29924238288788,131,sand loam,,570.6976141244046,2581.5538378898977,675.0028196957135
258,383,84,130.47727214752493,289.7056274847714,37800.0,0.027098601559508294,150.43202841704797,-34.29956734022331,131,sand loam,,576.5752039763616,nan,576.5752039763616
258,391,85,354.6127562813666,289.32969325726197,102600.0,0.07557396388821602,150.43527699359473,-34.299905889983485,131,sand loam,,576.5752039763616,nan,576.5752039763616
258,392,86,152.86363288514968,247.2792206135785,37800.0,0.0606222736065457,150.43296431360073,-34.300939239497865,131,sand loam,,574.5816210831589,2540.77681233906,625.9104455748572
258,393,87,502.26622233692035,247.2792206135785,124200.0,0.07131913055198566,150.4365057651837,-34.30236571742557,131,sand loam,,576.5752039763616,nan,576.5752039763616
258,401,88,411.5658638751524,352.07001532069506,144900.0,0.08704748019163959,150.43580506266517,-34.30397377131327,131,sand loam,,576.5752039763616,nan,576.5752039763616
258,402,89,56.38434185388344,782.1320343559643,44100.0,0.10075744991666667,150.434061408893,-34.307723599631736,132,sand loam,,508.9887536383069,2465.9811473838736,1599.8390741560054
258,403,90,400.44389724798856,782.1320343559643,313200.0,0.14906868665728498,150.43698459623616,-34.30805529064673,132,sand loam,,535.8371823070225,2455.7954560227327,1150.575053198551
258,412,91,158.1492031784532,489.4112549695429,77400.0,0.31724201540315966,150.43389335641928,-34.323947319959395,132,sand loam,,514.4882905900014,2447.143152013431,1552.670233868427
258,413,92,239.06274899068507,489.4112549695429,117000.0,0.2428946322931631,150.4309201847873,-34.3252372145188,131,sand loam,,552.5955430364049,2477.0654045786,902.8876204515607
258,422,93,10.294372515228593,174.8528137423857,1800.0,0.13435,150.43547286007697,-34.32560314946672,131,sand loam,,528.9359311635266,2437.281589668129,1144.4110800696196
258,423,94,293.3896166840149,174.8528137423857,51300.0,0.28502400126409005,150.43542348932164,-34.32722483769803,131,sand loam,,568.4042195530153,2408.620036073506,763.040182064006
258,432,95,157.49335441019238,2205.8073580374357,347400.0,0.3453062762473263,150.43902643825686,-34.31594120579075,132,sand loam,,510.9365365037919,2427.4545438937766,1589.8052226788038
258,433,96,255.82469744868038,2205.8073580374357,564300.0,0.10285881823461172,150.44230029217377,-34.31546874875018,132,sand loam,,525.0455996664101,2467.8163562808586,1317.4201229120774
258,441,97,282.1707955518451,392.3155824241221,110700.0,0.06627880488496603,150.44099982353023,-34.304623376027756,132,sand loam,,537.353011184006,2490.0090085262336,1060.1089320715507
258,442,98,165.53710695821343,277.2792206135785,45900.0,0.1833460616481727,150.4412516938452,-34.30706273531971,132,sand loam,,510.2926939739989,2465.2707735894164,1575.912396705018
258,443,99,434.9406339686392,277.2792206135785,120600.0,0.07849724767086079,150.44327153643314,-34.30494129533831,132,sand loam,,561.3631928116722,2465.1845213386187,879.4039562923834
258,451,100,398.4054662360066,255.2675819456633,101700.0,0.05159642034502053,150.4482782581141,-34.311807140574466,132,sand loam,,562.7560856325979,2559.084039209765,789.7156842917424
258,452,101,565.4015126392748,434.5584412271571,245700.0,0.06127103997797416,150.4483764444149,-34.30856372283568,132,sand loam,,575.734500770764,2560.8379252919103,647.5201500142485
258,453,102,144.97474683058326,434.5584412271571,63000.0,0.07870187989571086,150.44604728555313,-34.31013788389911,132,sand loam,,512.0103219233912,2480.992958223774,1459.1388278888464
258,462,103,204.31604390832777,427.2792206135786,87300.0,0.21689239624352546,150.43905645354673,-34.32567818757143,132,sand loam,,521.8578458198338,2438.168519344149,1506.9764394942376
258,463,104,360.1860155497325,427.2792206135786,153900.0,0.2495185024227584,150.4386320514231,-34.32891475446742,131,sand loam,,574.5816210831589,2540.77681233906,625.9104455748572
258,471,105,307.75814389615,350.9249134165676,108000.0,0.06624307233717175,150.44651858371222,-34.31609772840366,132,sand loam,,543.5871594152082,2498.440189135484,1017.5950021844912
258,472,106,86.0315417344104,1223.9696961967,105300.0,0.15715999625848967,150.44251939909077,-34.31898923751927,132,sand loam,,510.9365365037919,2425.9312580887095,1589.1282067654404
258,473,107,221.32900907741478,1223.9696961967,270900.0,0.18639042819407264,150.444090794028,-34.32091524373147,132,sand loam,,522.0276569070176,2417.0641150614556,1493.3462119125854
258,482,108,108.73964143727348,264.8528137423857,28800.0,0.33012734200376237,150.44197207963862,-34.32628007004019,131,sand loam,,537.8223588134138,2413.0839570388825,1098.4378235800232
258,483,109,353.40383467113884,264.8528137423857,93600.0,0.23559705725780195,150.44122198717363,-34.32950984031564,131,sand loam,,574.5816210831589,2540.77681233906,625.9104455748572
258,492,110,190.2943725152286,132.42640687119285,25200.0,0.3175105814597528,150.44328342337354,-34.32603701701346,131,sand loam,,543.1120354520692,2412.264882848901,1054.804586359412
258,493,111,373.7925174406276,132.42640687119285,49500.0,0.26500805176521064,150.44351077371755,-34.32928721868269,131,sand loam,,574.5816210831589,2540.77681233906,625.9104455748572
258,501,112,356.60782292283096,287.71101867331265,102600.0,0.192682130371768,150.4456458698569,-34.323381799790596,132,sand loam,,526.8311921679747,2449.1608210573618,1293.7401361354316
258,502,113,167.57359312880712,252.42640687119288,42300.0,0.3019109400586422,150.44429357623596,-34.32497629711196,131,sand loam,,537.8223588134138,2413.0839570388825,1098.4378235800232
258,503,114,85.5694943636462,252.42640687119288,21600.0,0.29894176569972297,150.4462318738745,-34.325557665942995,132,sand loam,,517.2959322312462,2439.478327544229,1552.2261317954647
258,512,115,91.8302230159216,372.42640687119285,34200.0,0.3660776457070124,150.44718465196556,-34.326388907007775,131,sand loam,,531.7435728047714,2425.9634826179604,1119.8559322273074
258,513,116,248.90823606947174,372.42640687119285,92700.0,0.27703647482825683,150.44548195140013,-34.32878747031528,131,sand loam,,549.7370271235066,2475.8096052570418,924.8596945866949
258,522,117,92.13203435596425,332.13203435596427,30600.0,0.327129786344089,150.44882177210096,-34.326152588919086,131,sand loam,,531.7435728047714,2425.448058688531,1119.7309809716883
258,523,118,195.10313157733606,332.13203435596427,64800.0,0.3269435127291523,150.45075195272625,-34.327004173086856,131,sand loam,,540.3043938108244,2424.17849451742,1079.0107259258066
258,531,119,318.4748764413069,350.4201061227737,111600.0,0.04030770140852123,150.4551023022698,-34.312490111338306,132,sand loam,,568.6546037627476,2372.9178669680505,802.5992912972706
258,532,120,273.36359519024376,1481.5432893255067,405000.0,0.17580507881093535,150.44939304289903,-34.31805084495957,132,sand loam,,518.4396604321735,2476.7060630844335,1438.8405157219904
258,533,121,250.88703291904594,1481.5432893255067,371700.0,0.07785921535499332,150.45331027920201,-34.31786195403879,132,sand loam,,530.3892525972966,2469.219160206514,1198.4551927283935
258,542,122,120.95887705393598,349.7056274847714,42300.0,0.35351664457832455,150.45181925727,-34.324051393742565,132,sand loam,,517.2959322312462,2439.478327544229,1552.2261317954647
258,543,123,200.74026404695758,349.7056274847714,70200.0,0.2883095888566458,150.45339913042224,-34.32570700761353,132,sand loam,,503.11187431347724,2476.1116715396515,1598.5240124289442
258,551,124,264.67205360656345,455.6582319766657,120600.0,0.03819858193202728,150.4591820410923,-34.31771352433609,132,sand loam,,561.3631928116722,2465.1845213386187,879.4039562923834
258,552,125,224.46858783205357,833.9696961967,187200.0,0.08624440415564955,150.45487374645623,-34.320058117811485,132,sand loam,,521.4576031915659,2474.1558652455915,1340.9089764230098
258,553,126,135.97616378287861,833.9696961967,113400.0,0.07570821598564102,150.45778931813274,-34.32065962006276,132,sand loam,,518.4396604321735,2470.1370111652564,1436.3854155097729
258,561,127,288.9520543193099,401.79676269649326,116100.0,0.11912238270227866,150.45703173180428,-34.32415980545161,132,sand loam,,516.6864415462784,2483.216436237597,1364.2891929657935
258,562,128,24.852813742385706,217.27922061357853,5400.0,0.1857749247224169,150.45510970899704,-34.32303803444334,131,sand loam,,528.9359311635266,2413.3220687475427,1138.3606959987646
258,563,129,124.26406871192853,217.27922061357853,27000.0,0.1991435708609513,150.45473493882778,-34.324652973661195,132,sand loam,,497.77584351814613,2481.940542172393,1645.9727030778624
258,572,130,188.51143387586876,272.13203435596427,51300.0,0.23457914734444307,150.45000218538578,-34.33023401168278,130,sand loam,,-,-,-
258,573,131,320.8001594027942,272.13203435596427,87300.0,0.25824006941795496,150.44706996980096,-34.33017287963618,131,sand loam,,571.7283556835714,2516.353064896023,647.9814788622388
258,582,132,216.96333646151493,439.7056274847714,95400.0,0.3154825638584709,150.45233185563148,-34.32865980156574,130,sand loam,,-,-,-
258,583,133,163.7459143105773,439.7056274847714,72000.0,0.2957894852695941,150.45160666412343,-34.33107879743564,130,sand loam,,-,-,-
258,592,134,263.29387101588634,427.27922061357856,112500.0,0.24112686079702245,150.45559799289134,-34.3284572936121,131,sand loam,,570.3032562748713,2320.016846612162,710.9103378877298
258,593,135,355.97331361347835,427.27922061357856,152100.0,0.21435671777578802,150.4554836795914,-34.33224128977213,130,sand loam,,-,-,-
258,602,136,226.26684151743027,791.5432893255072,179100.0,0.18911180259180946,150.45892934810138,-34.32609240744006,131,sand loam,,558.7859338587901,2438.351554778356,805.0840707050891
258,603,137,183.06010796133808,791.5432893255072,144900.0,0.17775004861605642,150.4621628098868,-34.326970866093546,130,sand loam,,-,-,-
258,611,138,272.57653048209744,383.0116988258345,104400.0,0.08712884291884199,150.46498061861357,-34.319997403296334,130,sand loam,,-,-,-
258,612,139,544.5609275451445,356.98484809835,194400.0,0.11444470092379773,150.4613483325536,-34.32154485702691,131,sand loam,,576.5752039763616,nan,576.5752039763616
258,613,140,176.47807837111165,356.98484809835,63000.0,0.1134144381208558,150.4655671104554,-34.322173199147116,131,sand loam,,563.3404971363896,2434.5437721977573,784.6626582452768
258,621,141,317.6334572037541,396.68365262659995,126000.0,0.0777155015332833,150.46911816474076,-34.32332850468974,131,sand loam,,576.5752039763616,nan,576.5752039763616
258,622,142,130.82738110421965,529.7056274847714,69300.0,0.13081630424182006,150.4658441062616,-34.32380167207268,131,sand loam,,540.3043938108244,2329.492827459983,1034.4392359993058
258,623,143,214.08116907963216,529.7056274847714,113400.0,0.11756470021577363,150.46610485095283,-34.32597072018485,130,sand loam,,-,-,-
258,632,144,261.27023291567775,272.13203435596427,71100.0,0.24184631472566745,150.46044421120877,-34.32991022927612,131,sand loam,,567.4956146336264,2370.6379170327555,735.1164774541245
258,633,145,102.52376228336722,272.13203435596427,27900.0,0.20816173422478484,150.45844861193004,-34.33122107961873,130,sand loam,,-,-,-
258,641,146,341.390624622218,345.35219041374626,117900.0,0.08084122416139367,150.47678310900264,-34.328625443606136,130,sand loam,,-,-,-
258,642,147,352.66325253762454,1526.101730552664,538200.0,0.08416997090280379,150.46997374768023,-34.32740304082615,131,sand loam,,576.5752039763616,nan,576.5752039763616
258,643,148,258.89492953849026,1526.101730552664,395100.0,0.10396000922722433,150.46854871765643,-34.331430417499675,131,sand loam,,575.014501277062,2646.4340657763946,601.7461585071267
258,652,149,133.52731097795987,222.42640687119285,29700.0,0.19081431361351223,150.4606640773635,-34.333430713657144,131,sand loam,,533.0211342789663,2392.0856484658807,1137.0831667198454
258,653,150,335.8414185203233,222.42640687119285,74700.0,0.2112598786942842,150.45839151603096,-34.333113081372524,130,sand loam,,-,-,-
258,662,151,105.88684702266698,356.98484809835,37800.0,0.22753890617267025,150.4626108394764,-34.33374154928181,131,sand loam,,535.014717172169,2364.346410658369,1108.189604604501
258,663,152,438.6740805224775,356.98484809835,156600.0,0.10208292117946391,150.4602404428555,-34.336667387248454,130,sand loam,,-,-,-
258,672,153,228.45671067449294,716.98484809835,163800.0,0.1322480226497972,150.46746562366462,-34.33492393712224,131,sand loam,,576.5752039763616,1965.8538588212107,616.2894233464871
258,673,154,419.2557217872563,716.98484809835,300600.0,0.09063916062698815,150.4673599455116,-34.3384376765854,130,sand loam,,-,-,-
258,682,155,238.26175032419337,162.42640687119285,38700.0,0.14287924631774462,150.47170946966037,-34.33474123298902,131,sand loam,,576.5752039763616,2392.11984265062,600.7380306698022
258,692,156,115.71428571428571,210.0,24300.0,0.11032978938008854,150.47301277108025,-34.33476815235597,131,sand loam,,545.3992055302625,2438.9164031267164,1013.4740707768044
258,693,157,60.0,210.0,12600.0,0.0762357703360806,150.47490288870307,-34.336970819497516,130,sand loam,,-,-,-
258,701,158,422.63589401716445,242.76215402526392,102600.0,0.096392844520778,150.4770036605979,-34.332145929470556,131,sand loam,,576.5752039763616,nan,576.5752039763616
258,702,159,849.7192516779265,222.42640687119285,189000.0,0.08135583737485584,150.47439713255721,-34.33209216541558,131,sand loam,,576.5752039763616,nan,576.5752039763616
258,703,160,218.49923614575252,222.42640687119285,48600.0,0.11689095746609897,150.47727280309948,-34.33404467520637,131,sand loam,,576.5752039763616,2392.11984265062,600.7380306698022
258,712,161,651.4756930362238,1186.6904755831213,773100.0,0.05505105689124446,150.48208743940106,-34.33657794459504,130,sand loam,,-,-,-
258,713,162,150.16552645072449,1186.6904755831213,178200.0,0.1369978400668054,150.47808838290405,-34.33947061914204,130,sand loam,,-,-,-
258,722,163,327.09426578213987,242.13203435596427,79200.0,0.05523380359061349,150.48384052366328,-34.34337542846335,130,sand loam,,-,-,-
258,723,164,78.05658615255611,242.13203435596427,18900.0,0.029305243015231554,150.4812174607312,-34.3438623750978,130,sand loam,,-,-,-
258,731,165,520.6016194432432,216.09613915591157,112500.0,0.048167954869529475,150.48801221104236,-34.34562479803779,130,sand loam,,-,-,-
258,733,166,30.0,240.0,7200.0,0.058590820689655175,150.48542946556793,-34.34476037688309,130,sand loam,,-,-,-
258,743,167,372.79220613578553,72.42640687119285,27000.0,0.06723649478659498,150.48244007937427,-34.346592103650785,130,sand loam,,-,-,-
258,751,168,356.21454105518495,295.60837041654304,105300.0,0.04049739545980137,150.48939970594944,-34.353766987895945,130,sand loam,,-,-,-
258,752,169,222.25935458855983,1028.5281374238568,228600.0,0.054998917036150244,150.48889306682628,-34.34888836431185,130,sand loam,,-,-,-
258,753,170,98.00412485794764,1028.5281374238568,100800.0,0.08611125972216993,150.4869054823408,-34.349929383833285,130,sand loam,,-,-,-
258,761,171,489.2241074091495,237.31455225059642,116100.0,0.07431481614209437,150.48496631148757,-34.349348624443586,130,sand loam,,-,-,-
258,762,172,50.93475561792958,229.7056274847714,11700.0,0.07754991661570101,150.48439532334297,-34.34663231828688,130,sand loam,,-,-,-
258,763,173,62.68892999129795,229.7056274847714,14400.0,0.07510261775392392,150.48310799030762,-34.34606493099885,130,sand loam,,-,-,-
258,772,174,263.00833980507247,222.42640687119285,58500.0,0.058936025376150294,150.48016705744485,-34.34627485727972,130,sand loam,,-,-,-
