file_path,subsystem,action,target_phase,priority,blocking_decision,tests_to_run,notes
wepppy/nodir/mutations.py,wepppy/nodir,remove,4,high,,wctl run-pytest tests/nodir tests/microservices/test_files_routes.py,remove_nodir_runtime_package
wepppy/nodir/parquet_sidecars.py,wepppy/nodir,remove,4,high,,wctl run-pytest tests/nodir tests/microservices/test_files_routes.py,remove_nodir_runtime_package
wepppy/nodir/paths.py,wepppy/nodir,remove,4,high,,wctl run-pytest tests/nodir tests/microservices/test_files_routes.py,remove_nodir_runtime_package
wepppy/nodir/projections.py,wepppy/nodir,remove,4,high,,wctl run-pytest tests/nodir tests/microservices/test_files_routes.py,remove_nodir_runtime_package
wepppy/nodir/state.py,wepppy/nodir,remove,4,high,,wctl run-pytest tests/nodir tests/microservices/test_files_routes.py,remove_nodir_runtime_package
wepppy/nodir/thaw_freeze.py,wepppy/nodir,remove,4,high,,wctl run-pytest tests/nodir tests/microservices/test_files_routes.py,remove_nodir_runtime_package
wepppy/nodir/wepp_inputs.py,wepppy/nodir,remove,4,high,,wctl run-pytest tests/nodir tests/microservices/test_files_routes.py,remove_nodir_runtime_package
wepppy/query_engine/activate.py,wepppy/query_engine,replace,4,medium,,wctl run-pytest tests/query_engine/test_mcp_router.py,remove_nodir_parquet_override_logic
wepppy/rq/culvert_rq.py,wepppy/rq,replace,2,high,,wctl run-pytest tests/rq,remove_mutate_root_usage_for_new_jobs
wepppy/rq/culvert_rq_manifest.py,wepppy/rq,replace,4,medium,,wctl run-pytest tests/rq,replace_archive_path_resolution_helpers
wepppy/rq/land_and_soil_rq.py,wepppy/rq,replace,2,high,,wctl run-pytest tests/rq,remove_mutate_root_usage_for_new_jobs
wepppy/rq/omni_rq.py,wepppy/rq,guard,3,high,decide_mixed_state_recovery_cutoff,wctl run-pytest tests/rq,retain_or_remove_mixed_state_recovery_boundary
wepppy/rq/path_ce_rq.py,wepppy/rq,replace,4,medium,,wctl run-pytest tests/rq,replace_archive_path_resolution_helpers
wepppy/rq/project_rq.py,wepppy/rq,replace,2,high,,wctl run-pytest tests/rq,remove_mutate_root_usage_for_new_jobs
wepppy/rq/project_rq_archive.py,wepppy/rq,guard,3,high,decide_nodir_cache_handling_during_cutover,wctl run-pytest tests/rq/test_project_rq_archive.py tests/rq/test_project_rq_fork.py,cache_exclusion_boundary_for_legacy_runs
wepppy/rq/project_rq_fork.py,wepppy/rq,guard,3,high,decide_nodir_cache_handling_during_cutover,wctl run-pytest tests/rq/test_project_rq_archive.py tests/rq/test_project_rq_fork.py,cache_exclusion_boundary_for_legacy_runs
wepppy/rq/wepp_rq.py,wepppy/rq,guard,3,high,decide_mixed_state_recovery_cutoff,wctl run-pytest tests/rq,retain_or_remove_mixed_state_recovery_boundary
wepppy/rq/wepp_rq_stage_helpers.py,wepppy/rq,guard,3,high,decide_mixed_state_recovery_cutoff,wctl run-pytest tests/rq,retain_or_remove_mixed_state_recovery_boundary
wepppy/rq/wepp_rq_stage_helpers.pyi,wepppy/rq,replace,4,medium,,wctl run-pytest tests/rq,replace_archive_path_resolution_helpers
wepppy/rq/weppcloudr_rq.py,wepppy/rq,replace,4,medium,,wctl run-pytest tests/rq,replace_archive_path_resolution_helpers
wepppy/tools/migrations/README.md,wepppy/tools,replace,5,low,,wctl doc-lint --path wepppy/tools/migrations/README.md,document_directory_only_migration_flow
wepppy/tools/migrations/landuse.py,wepppy/tools,replace,3,medium,,wctl run-pytest tests/tools/test_migrations_nodir_bulk.py,retool_migration_helpers_for_directory_roots
wepppy/tools/migrations/nodir_bulk.py,wepppy/tools,guard,3,high,decide_cli_retention_for_one_time_migration,wctl run-pytest tests/tools/test_migrations_nodir_bulk.py,temporary_boundary_for_data_rollback_only
wepppy/tools/migrations/soils.py,wepppy/tools,replace,3,medium,,wctl run-pytest tests/tools/test_migrations_nodir_bulk.py,retool_migration_helpers_for_directory_roots
wepppy/tools/migrations/watershed.py,wepppy/tools,replace,3,medium,,wctl run-pytest tests/tools/test_migrations_nodir_bulk.py,retool_migration_helpers_for_directory_roots
wepppy/wepp/interchange/hec_ras_buffer.py,wepppy/wepp,replace,4,medium,,wctl run-pytest tests/rq,replace_parquet_sidecar_resolution
wepppy/weppcloud/routes/diff/diff.py,wepppy/weppcloud,guard,3,medium,decide_legacy_archive_browse_window,wctl run-pytest tests/weppcloud/routes/test_test_bp.py,temporary_diff_archive_boundary
wepppy/weppcloud/routes/nodb_api/watar_bp.py,wepppy/weppcloud,replace,4,medium,,wctl run-pytest tests/weppcloud/routes/test_watar_bp.py tests/weppcloud/routes/test_observed_bp.py,replace_input_resolution_with_directory_paths
wepppy/weppcloud/routes/run_0/run_0_bp.py,wepppy/weppcloud,replace,4,medium,,wctl run-pytest tests/weppcloud/routes/test_watar_bp.py tests/weppcloud/routes/test_observed_bp.py,replace_input_resolution_with_directory_paths
wepppy/weppcloud/routes/test_bp.py,wepppy/weppcloud,replace,2,high,,wctl run-pytest tests/weppcloud/routes/test_test_bp.py tests/weppcloud/utils/test_helpers_paths.py,remove_new_run_archive_linking_and_defaults
wepppy/weppcloud/utils/helpers.py,wepppy/weppcloud,replace,2,high,,wctl run-pytest tests/weppcloud/routes/test_test_bp.py tests/weppcloud/utils/test_helpers_paths.py,remove_new_run_archive_linking_and_defaults
