Landuse ID,Management Description,Landuse Area (ha),Avg Runoff Depth (mm/yr),Avg Lateral Flow Depth (mm/yr),Avg Baseflow Depth (mm/yr),Avg Soil Loss (kg/yr),Avg Sediment Yield (kg/yr),Avg Sediment Deposition (kg/yr)
52,Shrub/Scrub,927.0095,41.79541849355375,81.51185074155119,43.84256040526014,7168.4,7168.7,0.0
106,Low Severity Fire,416.6097,24.07193111442196,61.28508289653361,36.46309723465394,26683.2,26682.9,0.0
41,Deciduous Forest,415.13,39.84431382940284,42.797846457736135,8.515380724110516,645.5,645.5,0.0
118,Moderate Severity Fire,402.3399,10.259509434684455,80.1932395966694,29.806638615757475,47556.3,47556.600000000006,0.0
121,Shrub Low Severity Fire,130.6999,49.21143780523168,131.18816464281917,28.656563623996657,20260.6,20260.4,0.0
42,Evergreen Forest,120.5,34.809377593361,28.509626556016602,14.295269709543572,25.9,25.9,0.0
105,High Severity Fire,114.2,0.14737302977232924,65.67451838879158,45.21838879159369,0.0,0.0,0.0
120,Shrub Moderate Severity Fire,82.21,2.310181243157767,131.05145359445322,45.82483882739326,2447.1,2447.1,0.0
119,Shrub High Severity Fire,27.38,0.0,235.05222790357925,28.9572680788897,0.0,0.0,0.0
