INFO:wctl2:docker compose logs --since 30m scheduler rq-worker
wepppy-rq-worker  | >>> WEPPpyo3 interchange import OK: /workdir/wepppyo3/release/linux/py312/wepppyo3/wepp_interchange/wepp_interchange_rust.so
wepppy-scheduler  | >>> WEPPpyo3 interchange import OK: /workdir/wepppyo3/release/linux/py312/wepppyo3/wepp_interchange/wepp_interchange_rust.so
wepppy-rq-worker  | >>> WEPPpyo3 interchange SHA256: c6b746bb77be39d38321a365df1762fd8d88ce0522f3a51215d5bb8bfdddf248
wepppy-rq-worker  | 08:03:28 Starting worker pool 2540033bbac04fc0b80759a9f4b00c30 with pid 7...
wepppy-rq-worker  | 08:03:28 Starting worker started with PID 359
wepppy-rq-worker  | 08:03:28 Worker rq:worker:a7b7d02f629c4e1989738fe8314209b1 started with PID 359, version 1.16.2
wepppy-rq-worker  | 08:03:28 Subscribing to channel rq:pubsub:a7b7d02f629c4e1989738fe8314209b1
wepppy-rq-worker  | 08:03:28 *** Listening on default...
wepppy-rq-worker  | 08:03:28 Starting worker started with PID 360
wepppy-scheduler  | >>> WEPPpyo3 interchange SHA256: c6b746bb77be39d38321a365df1762fd8d88ce0522f3a51215d5bb8bfdddf248
wepppy-rq-worker  | 08:03:28 Worker rq:worker:f243beb75e644b48bf5e183a14d5d856 started with PID 360, version 1.16.2
wepppy-scheduler  | 2026-09-17 08:03:17,671 INFO Scheduler loaded 3 task(s) from /workdir/wepppy/docker/scheduled-tasks.yml
wepppy-scheduler  | 2026-09-17 08:03:17,672 INFO run-locations freshness monitor enabled: path=/geodata/weppcloud_runs/runid-locations.json stale_after_s=172800 check_interval_s=900
wepppy-scheduler  | 2026-09-17 08:21:17,685 INFO Scheduling task access_log_compile
wepppy-scheduler  | 2026-09-17 08:21:20,422 INFO Note: NumExpr detected 48 cores but "NUMEXPR_MAX_THREADS" not set, so enforcing safe limit of 8.
wepppy-scheduler  | 2026-09-17 08:21:20,422 INFO NumExpr defaulting to 8 threads.
wepppy-scheduler  | 2026-09-17 08:21:25,980 INFO generated new fontManager
wepppy-scheduler  | 2026-09-17 08:21:57,476 INFO Scheduling task ttl_gc
wepppy-scheduler  | 2026-09-17 08:21:57,477 INFO Scheduling task usersum_docs_index
wepppy-rq-worker  | 08:03:28 Subscribing to channel rq:pubsub:f243beb75e644b48bf5e183a14d5d856
wepppy-rq-worker  | 08:03:28 Cleaning registries for queue: default
wepppy-rq-worker  | 08:03:28 Scheduler for default started with PID 363
