"Lithic bedrock"||51|77|102|||||||"2966066"|"697316"
"Paralithic bedrock"||51|77|102|||||||"2966077"|"705111"
"Lithic bedrock"||102|127|152|||||||"2966078"|"705112"
"Paralithic bedrock"||102|127|152|||||||"2966079"|"705113"
"Paralithic bedrock"||122|122|122|||||||"2966081"|"712906"
"Lithic bedrock"||25|38|51|||||||"2966277"|"689594"
"Lithic bedrock"||25|38|51|||||||"2966287"|"697392"
"Lithic bedrock"||102|102|102|||||||"2967916"|"697809"
"Lithic bedrock"||122|187|251|||||||"2967947"|"690034"
"Paralithic bedrock"||102|102|102|||||||"2967955"|"697831"
||25|25|25|||||||"2967960"|"690042"
"Lithic bedrock"||0|0|0|||||||"2972542"|"714848"
"Lithic bedrock"||0|0|0|||||||"2972543"|"699265"
"Lithic bedrock"||25|38|51|||||||"2972550"|"691476"
"Lithic bedrock"||122|122|122|||||||"2972551"|"707060"
"Lithic bedrock"||122|122|122|||||||"2972552"|"714852"
"Paralithic bedrock"||25|38|51|||||||"2972554"|"707061"
"Paralithic bedrock"||51|77|102|||||||"2972555"|"707062"
"Paralithic bedrock"||102|102|102|||||||"2972556"|"707063"
||102|102|102|||||||"2972754"|"691546"
"Lithic bedrock"||102|102|102|||||||"2974392"|"707549"
"Lithic bedrock"||30|41|51|||||||"2974424"|"707565"
"Paralithic bedrock"||102|102|102|||||||"2974432"|"707571"
"Paralithic bedrock"||102|102|102|||||||"2974434"|"699781"
"Lithic bedrock"||122|187|251|||||||"2974441"|"699783"
"Lithic bedrock"||51|77|102|||||||"2979021"|"716794"
"Lithic bedrock"||122|153|183|||||||"2979022"|"693419"
"Lithic bedrock"||51|77|102|||||||"2979023"|"709003"
"Paralithic bedrock"||102|143|183|||||||"2979031"|"709006"
"Paralithic bedrock"||107|130|152|||||||"2979032"|"709007"
"Paralithic bedrock"||102|102|102|||||||"2979033"|"693424"
"Paralithic bedrock"||102|102|102|||||||"2979034"|"709008"
"Paralithic bedrock"||25|38|51|||||||"2979035"|"701217"
"Lithic bedrock"||25|38|51|||||||"2979222"|"693484"
"Lithic bedrock"||0|0|0|||||||"2979230"|"693487"
"Paralithic bedrock"||102|102|102|||||||"2980908"|"693931"
"Paralithic bedrock"||122|122|122|||||||"2980910"|"717308"
"Lithic bedrock"||0|0|0|||||||"2985499"|"695372"
"Lithic bedrock"||102|102|102|||||||"2985504"|"703165"
"Lithic bedrock"||102|102|102|||||||"2985505"|"718749"
"Paralithic bedrock"||51|77|102|||||||"2985506"|"695374"
"Paralithic bedrock"||51|77|102|||||||"2985507"|"718750"
"Paralithic bedrock"||102|102|102|||||||"2985508"|"703167"
"Lithic bedrock"||122|187|251|||||||"2985511"|"695377"
"Undefined"||30|53|76||||1|5|8|"2985515"|"718753"
"Lithic bedrock"||25|38|51|||||||"2985707"|"703235"
"Lithic bedrock"||102|102|102|||||||"2987345"|"711443"
||152|202|251|||||||"2987377"|"703667"
"Paralithic bedrock"||25|38|51|||||||"2987385"|"703672"
"Paralithic bedrock"||107|130|152|||||||"2987387"|"703674"
"Paralithic bedrock"||51|77|102|||||||"2987389"|"719259"
||25|25|25|||||||"2991972"|"689524"
"Lithic bedrock"||0|0|0|||||||"2991974"|"712900"
"Lithic bedrock"||0|0|0|||||||"2991976"|"697317"
"Paralithic bedrock"||51|77|102|||||||"2991978"|"712901"
"Paralithic bedrock"||122|153|183|||||||"2991980"|"705110"
"Paralithic bedrock"||51|77|102|||||||"2991984"|"712903"
"Lithic bedrock"||102|153|203|||||||"2991985"|"712904"
"Paralithic bedrock"||51|77|102|||||||"2991986"|"712905"
||183|217|251|||||||"2991987"|"705114"
"Paralithic bedrock"||102|102|102|||||||"2991988"|"689531"
"Lithic bedrock"||25|38|51|||||||"2992155"|"705169"
"Lithic bedrock"||25|38|51|||||||"2992184"|"697386"
"Lithic bedrock"||51|77|102|||||||"2993822"|"690017"
"Paralithic bedrock"||51|77|102|||||||"2993857"|"690036"
"Paralithic bedrock"||102|127|152|||||||"2993862"|"705623"
"Paralithic bedrock"||102|102|102|||||||"2993864"|"690041"
||152|202|251|||||||"2993871"|"697836"
"Lithic bedrock"||51|77|102|||||||"2998448"|"707056"
"Lithic bedrock"||51|77|102|||||||"2998450"|"707057"
"Lithic bedrock"||122|153|183|||||||"2998452"|"691474"
"Lithic bedrock"||51|77|102|||||||"2998453"|"707058"
"Paralithic bedrock"||124|124|124|||||||"2998461"|"714853"
"Paralithic bedrock"||102|102|102|||||||"2998462"|"714854"
"Paralithic bedrock"||25|38|51|||||||"2998463"|"714855"
||25|25|25|||||||"2998473"|"699273"
"Lithic bedrock"||51|77|102|||||||"2998660"|"707129"
