year,julian,Suct_mean_mm,Saturation_mean,TSW_mean_mm
1980,3,4.608383838383831,0.7031313131313136,29.779494949494968
1980,7,5.709191919191917,0.6492929292929287,27.407575757575756
1980,8,6.080404040404045,0.6407070707070709,27.220505050505047
1980,9,6.093232323232311,0.6638383838383838,28.06686868686871
1980,10,5.355050505050508,0.6764646464646468,28.586060606060627
1980,11,4.979595959595963,0.6567676767676769,27.721818181818172
1980,14,5.37747474747475,0.6737373737373746,28.450202020202028
1980,16,4.783636363636358,0.6839393939393927,29.00030303030302
1980,17,4.909999999999996,0.671818181818182,28.454747474747474
1980,20,1.6106060606060608,0.8243434343434348,34.86767676767677
1980,22,0.8226262626262655,0.8904040404040416,37.611313131313125
1980,24,0.7230303030303054,0.8836363636363628,37.47353535353534
1980,25,0.7919191919191938,0.9116161616161623,38.57434343434342
1980,26,0.34,0.9540404040404028,40.27515151515156
1980,27,0.34,0.9379797979797968,39.68939393939395
1980,35,0.34,0.94121212121212,39.75444444444449
1980,41,0.34,0.94121212121212,39.705555555555534
1980,42,0.34,0.941919191919191,39.98828282828279
1980,43,0.34,0.94121212121212,39.85151515151514
1980,44,0.34,0.9237373737373746,39.148080808080785
1980,45,0.34,0.9267676767676772,39.16070707070709
1980,46,0.34,0.9258585858585872,39.24030303030302
1980,47,0.34,0.934646464646466,39.66636363636363
1980,50,0.34,0.8996969696969702,38.000505050505055
1980,51,0.34,0.8932323232323237,37.83858585858585
1980,52,0.34,0.8900000000000001,37.61363636363637
1980,54,0.34,0.9317171717171734,39.556666666666615
1980,57,0.34,0.921616161616163,39.076666666666675
1980,59,0.34,0.9314141414141434,39.36242424242423
1980,60,0.34,0.9314141414141434,39.43040404040406
1980,61,0.34,0.906868686868687,38.440606060606044
1980,62,0.34,0.9002020202020208,38.15070707070709
1980,70,0.34,0.9510101010101026,40.243434343434394
1980,73,0.34,0.9131313131313116,38.77414141414147
1980,232,4.60525252525252,0.5941414141414144,25.10787878787878
1980,287,4.176565656565651,0.6534343434343446,27.674040404040408
1980,294,4.032929292929287,0.6551515151515148,27.73696969696969
1980,304,3.900808080808075,0.6655555555555551,28.1268686868687
1980,313,3.672727272727267,0.699393939393939,29.587070707070705
1980,319,3.2894949494949453,0.7196969696969694,30.367373737373725
1980,328,3.1464646464646435,0.7449494949494958,31.58898989898989
1980,334,3.0986868686868667,0.7480808080808088,31.58010101010099
1980,353,0.34,0.9608080808080792,40.65393939393942
1980,357,0.34,0.9608080808080792,40.584949494949484
1980,362,0.34,0.9501010101010116,40.16121212121215
1980,363,0.34,0.951010101010102,40.354848484848496
1980,364,0.34,0.9391919191919181,39.63191919191924
1982,3,0.34,0.9519191919191923,40.26888888888888
1982,7,0.34,0.9327272727272737,39.47262626262626
1982,8,0.34,0.9314141414141434,39.48838383838387
1982,9,0.34,0.94121212121212,39.675959595959604
1982,10,0.34,0.9077777777777782,38.47828282828283
1982,11,0.34,0.96131313131313,40.80262626262633
1982,14,0.34,0.9510101010101026,40.30313131313133
1982,16,0.34,0.9608080808080792,40.51737373737368
1982,17,0.34,0.952121212121213,40.41121212121214
1982,20,0.34,0.9270707070707079,39.31878787878788
1982,22,0.34,0.9110101010101017,38.64929292929292
1982,24,0.34,0.9510101010101026,40.126565656565695
1982,25,0.34,0.9510101010101026,40.24424242424247
1982,26,0.34,0.9510101010101026,40.21303030303026
1982,27,0.34,0.9512121212121221,40.23717171717171
1982,35,0.34,0.9525252525252531,40.449292929292966
1982,41,0.34,0.9519191919191924,40.32484848484851
1982,42,0.34,0.9397979797979785,39.69434343434343
1982,43,0.34,0.9510101010101026,40.34666666666669
1982,44,0.34,0.9314141414141434,39.51454545454545
1982,45,0.34,0.9314141414141434,39.49909090909087
1982,46,0.34,0.9238383838383847,39.04878787878786
1982,47,0.34,0.906969696969697,38.309191919191896
1982,50,0.34,0.9125252525252509,38.74303030303026
1982,51,0.34,0.9221212121212137,39.145555555555596
1982,52,0.34,0.9227272727272744,39.17595959595956
1982,54,0.34,0.94111111111111,39.72222222222219
1982,57,0.34,0.9395959595959584,39.606363636363604
1982,59,0.34,0.9287878787878805,39.39949494949492
1982,60,0.34,0.9366666666666663,39.66464646464647
1982,61,0.34,0.9151515151515138,38.74545454545455
1982,62,0.34,0.9306060606060625,39.228585858585824
1982,70,0.34,0.9423232323232308,39.8260606060606
1982,73,0.34,0.8440404040404031,35.671919191919194
1982,232,4.513535353535348,0.5877777777777786,24.899595959595963
1982,287,3.192323232323233,0.6845454545454545,28.974040404040387
1982,294,3.465757575757572,0.6916161616161628,29.313232323232317
1982,304,3.320505050505046,0.681212121212121,28.813737373737393
1982,313,3.333535353535349,0.7223232323232325,30.511313131313145
1982,319,0.34,0.9510101010101026,40.077171717171716
1982,328,0.34,0.9510101010101026,40.203030303030346
1982,334,0.34,0.8997979797979804,38.0309090909091
1982,353,0.34,0.9608080808080792,40.61333333333337
1982,357,0.34,0.9328282828282843,39.42262626262627
1982,362,0.34,0.9625252525252515,40.87131313131311
1982,363,0.34,0.9540404040404049,40.35969696969694
1982,364,0.34,0.952323232323233,40.430404040404085
1983,3,0.34,0.9510101010101026,40.27282828282823
1983,7,0.34,0.9510101010101026,40.24252525252529
1983,8,0.34,0.94121212121212,39.802626262626205
1983,9,0.34,0.9314141414141434,39.332222222222285
1983,10,0.34,0.9313131313131332,39.28242424242428
1983,11,0.34,0.9222222222222237,39.14333333333336
1983,14,0.34,0.9407070707070694,39.87949494949491
1983,16,0.34,0.9497979797979814,40.18454545454551
1983,17,0.34,0.9583838383838372,40.40242424242428
1983,20,0.34,0.9423232323232316,39.997878787878825
1983,22,0.34,0.9527272727272734,40.41767676767678
1983,24,0.34,0.9265656565656571,39.279393939393955
1983,25,0.34,0.9346464646464661,39.6421212121212
1983,26,0.34,0.9162626262626244,38.83747474747476
1983,27,0.34,0.89929292929293,37.974343434343446
1983,35,0.34,0.8764646464646464,37.11868686868686
1983,41,0.34,0.9112121212121208,38.50666666666668
1983,42,0.34,0.94121212121212,39.86343434343437
1983,43,0.34,0.9259595959595965,39.225757575757555
1983,44,0.34,0.8889898989898997,37.522525252525256
1983,45,0.34,0.9314141414141434,39.421111111111074
1983,46,0.34,0.9314141414141434,39.49909090909087
1983,47,0.34,0.9314141414141434,39.342828282828286
1983,50,0.34,0.921616161616163,38.92141414141417
1983,51,0.34,0.921616161616163,38.92111111111114
1983,52,0.34,0.9314141414141434,39.274444444444406
1983,54,0.34,0.9159595959595943,38.882222222222225
1983,57,0.34,0.8960606060606067,37.95737373737373
1983,59,0.34,0.8923232323232326,37.67676767676769
1983,60,0.34,0.8938383838383841,37.8918181818182
1983,61,0.34,0.8657575757575757,36.66090909090908
1983,62,0.34,0.8455555555555546,35.778686868686876
1983,70,0.34,0.921616161616163,38.93868686868689
1983,73,0.34,0.8254545454545459,34.87060606060606
1983,232,7.567979797979797,0.45151515151515126,19.093232323232318
1983,287,0.34,0.9128282828282813,38.740101010100986
1983,294,0.34,0.921616161616163,39.12282828282833
1983,304,0.43818181818181906,0.9097979797979797,38.39676767676768
1983,313,0.34,0.9505050505050521,40.27727272727274
1983,319,0.34,0.94121212121212,39.86222222222226
1983,328,0.34,0.9293939393939403,39.40111111111114
1983,334,0.34,0.9608080808080792,40.565252525252525
1983,353,0.34,0.9706060606060598,41.174343434343406
1983,357,0.34,0.9619191919191908,40.681515151515164
1983,362,0.34,0.9571717171717163,40.469090909090944
1983,363,0.34,0.9608080808080792,40.58666666666665
1983,364,0.34,0.9608080808080792,40.74404040404036
1985,3,0.34,0.9423232323232316,40.018181818181844
1985,7,0.34,0.9699999999999992,40.97101010101014
1985,8,0.34,0.9520202020202025,40.419090909090926
1985,9,0.34,0.9432323232323216,39.80858585858586
1985,10,0.34,0.941515151515151,39.79191919191919
1985,11,0.34,0.9510101010101026,40.155555555555516
1985,14,0.34,0.9510101010101026,40.25363636363632
1985,16,0.34,0.9517171717171728,40.40060606060602
1985,17,0.34,0.9510101010101026,40.13565656565654
1985,20,0.34,0.9510101010101026,40.243131313131364
1985,22,0.34,0.9608080808080792,40.644848484848445
1985,24,0.34,0.952121212121213,40.40202020202022
1985,25,0.34,0.9510101010101026,40.328181818181804
1985,26,0.34,0.9506060606060622,40.18010101010099
1985,27,0.34,0.9507070707070723,40.304444444444485
1985,35,0.34,0.9510101010101026,40.35141414141418
1985,41,0.34,0.94121212121212,39.81242424242426
1985,42,0.34,0.9234343434343453,39.21535353535352
1985,43,0.34,0.921616161616163,38.97787878787882
1985,44,0.34,0.9020202020202028,38.27484848484845
1985,45,0.34,0.902727272727273,38.32383838383841
1985,46,0.34,0.9118181818181798,38.51191919191921
1985,47,0.34,0.9314141414141434,39.233737373737334
1985,50,0.34,0.922222222222224,39.03929292929292
1985,51,0.34,0.9320202020202029,39.58191919191923
1985,52,0.34,0.9129292929292915,38.76414141414137
1985,54,0.34,0.9314141414141434,39.47969696969694
1985,57,0.34,0.9227272727272744,39.17313131313127
1985,59,0.34,0.9221212121212137,39.14020202020206
1985,60,0.34,0.9231313131313149,39.19949494949493
