"GP-GC"|"No "|"7929439"|"15567819"
"SC"|"No "|"7929439"|"15729473"
"SP-SC"|"No "|"7929439"|"15891127"
"GC"|"No "|"7929439"|"16052779"
"SC"|"No "|"7929440"|"15567820"
"GC"|"No "|"7929440"|"16052780"
"CL"|"No "|"7929441"|"15729474"
"GC"|"No "|"7929441"|"15891128"
"SC"|"No "|"7929441"|"16052781"
"CL-ML"|"No "|"7929442"|"15567821"
"SC"|"No "|"7929442"|"15729475"
"SC-SM"|"No "|"7929442"|"15891129"
"CL"|"No "|"7929442"|"16052782"
"CL"|"No "|"7929443"|"15567822"
"GC"|"No "|"7929443"|"15729476"
"SC"|"No "|"7929443"|"15891130"
"SM"|"No "|"7929452"|"15567828"
"CL-ML"|"No "|"7929452"|"15729481"
"ML"|"No "|"7929452"|"15891135"
"SC-SM"|"No "|"7929452"|"16052788"
"SM"|"No "|"7929453"|"15567829"
"CL-ML"|"No "|"7929453"|"15729482"
"ML"|"No "|"7929453"|"15891136"
"SC"|"No "|"7929453"|"16052789"
"GM"|"No "|"7929455"|"15729483"
"MH"|"No "|"7929455"|"15891137"
"SM"|"No "|"7929455"|"16052790"
"CL-ML"|"No "|"7929456"|"15567830"
"ML"|"No "|"7929456"|"15729484"
"SC-SM"|"No "|"7929456"|"15891138"
"SM"|"No "|"7929456"|"16052791"
"ML"|"No "|"7929457"|"15567831"
"SC-SM"|"No "|"7929457"|"15729485"
"SM"|"No "|"7929457"|"15891139"
"CL-ML"|"No "|"7929457"|"16052792"
"CH"|"No "|"7929505"|"15891173"
"CL"|"No "|"7929505"|"16052826"
"CL"|"No "|"7929506"|"15567866"
"CH"|"No "|"7929507"|"15729520"
"SC-SM"|"No "|"7929508"|"15891174"
"SM"|"No "|"7929508"|"16052827"
"CL"|"No "|"7929509"|"15567867"
"SC"|"No "|"7929510"|"15567868"
"SC-SM"|"No "|"7929510"|"15729521"
"CL"|"No "|"7929510"|"15891175"
"CL-ML"|"No "|"7929510"|"16052828"
"CH"|"No "|"7929511"|"15729522"
"SC"|"No "|"7929512"|"15567869"
"SC-SM"|"No "|"7929512"|"15729523"
"CL"|"No "|"7929512"|"15891176"
"CL-ML"|"No "|"7929512"|"16052829"
"SM"|"No "|"7929513"|"15567870"
"SC"|"No "|"7929513"|"15891177"
"SC-SM"|"No "|"7929513"|"16052830"
"SM"|"No "|"7929514"|"15729524"
"SC"|"No "|"7929515"|"15567871"
"SC-SM"|"No "|"7929515"|"15729525"
"CL"|"No "|"7929515"|"15891178"
"CL-ML"|"No "|"7929515"|"16052831"
"CL"|"No "|"7929516"|"15891179"
"CL"|"No "|"7929559"|"15891201"
"CL-ML"|"No "|"7929560"|"15567894"
"CL"|"No "|"7929560"|"16052854"
"CL"|"No "|"7929561"|"15729548"
"CL-ML"|"No "|"7929561"|"15891202"
"ML"|"No "|"7929562"|"15567895"
"CL-ML"|"No "|"7929562"|"16052855"
"CL"|"No "|"7929563"|"15729549"
"CL-ML"|"No "|"7929563"|"15891203"
"ML"|"No "|"7929563"|"16052856"
"ML"|"No "|"7929567"|"15567898"
"CL"|"No "|"7929567"|"16052858"
"CL"|"No "|"7929568"|"15729552"
"CL-ML"|"No "|"7929568"|"15891206"
"ML"|"No "|"7929568"|"16052859"
"ML"|"No "|"7932649"|"15569184"
"CH"|"No "|"7932649"|"15730837"
"CL"|"No "|"7932649"|"15892491"
"MH"|"No "|"7932649"|"16054144"
"CL"|"No "|"7932650"|"15730838"
"ML"|"No "|"7932651"|"15892492"
"SM"|"No "|"7932651"|"16054145"
"CH"|"No "|"7932652"|"15569185"
"CL"|"No "|"7932652"|"15730839"
"CL"|"No "|"7932653"|"15892493"
"CL"|"No "|"7932654"|"15569186"
"CH"|"No "|"7932654"|"16054146"
"SC"|"No "|"7932655"|"15730840"
"SC-SM"|"No "|"7932655"|"15892494"
"SM"|"No "|"7932655"|"16054147"
"CL"|"No "|"7933048"|"15569393"
"CH"|"No "|"7933048"|"16054353"
"CH"|"No "|"7933049"|"15731047"
"CL"|"No "|"7933049"|"15892701"
"CL"|"No "|"7933050"|"15569394"
"CH"|"No "|"7933050"|"16054354"
"CL"|"No "|"7933072"|"15731056"
"CH"|"No "|"7933073"|"15892710"
"CL"|"No "|"7933073"|"16054363"
"CL"|"No "|"7933074"|"15569403"
"CL"|"No "|"7933075"|"15731057"
"ML"|"No "|"7933081"|"15569406"
"CL"|"No "|"7933081"|"16054366"
"CL"|"No "|"7933082"|"15731060"
"CL"|"No "|"7933084"|"16054367"
"CH"|"No "|"7933085"|"15569407"
"CL"|"No "|"7933086"|"15731061"
"SC"|"No "|"7933087"|"15569408"
"CL"|"No "|"7933087"|"15892715"
"GC"|"No "|"7933087"|"16054368"
"CL"|"No "|"7933088"|"15731062"
"CL-ML"|"No "|"7933088"|"15892716"
"ML"|"No "|"7933088"|"16054369"
"CL"|"No "|"7933820"|"15893119"
"CL-ML"|"No "|"7933820"|"16054772"
"CL"|"No "|"7933821"|"15569812"
"CL"|"No "|"7933822"|"15731466"
"GC"|"No "|"7933822"|"15893120"
"SC"|"No "|"7933822"|"16054773"
"MH"|"No "|"7937518"|"15571627"
"ML"|"No "|"7937518"|"15733281"
"CH"|"No "|"7937518"|"15894934"
"CL"|"No "|"7937518"|"16056587"
"CH"|"No "|"7937519"|"15894935"
"CL"|"No "|"7937520"|"16056588"
"CL"|"No "|"7937525"|"15894937"
"MH"|"No "|"7937526"|"15571630"
"OH"|"No "|"7937526"|"15733284"
"OL"|"No "|"7937526"|"15894938"
"CL"|"No "|"7937526"|"16056590"
"CL"|"No "|"7937527"|"16056591"
"CL"|"No "|"7937529"|"15733285"
"CL-ML"|"No "|"7937529"|"15894939"
"CL"|"No "|"7937534"|"16056593"
"CL"|"No "|"7937535"|"15571633"
"CL"|"No "|"7937542"|"15894943"
"ML"|"No "|"7937542"|"16056596"
"CL"|"No "|"7937543"|"15571636"
"ML"|"No "|"7937543"|"15733290"
"CL"|"No "|"7937550"|"15733293"
"CL-ML"|"No "|"7937550"|"15894947"
"CL"|"No "|"7937551"|"16056600"
"CH"|"No "|"7937552"|"15571640"
"CL"|"No "|"7937552"|"15733294"
"SP-SM"|"No "|"7938301"|"15572031"
"SM"|"No "|"7938301"|"16056991"
"SC"|"No "|"7942143"|"15573980"
"CH"|"No "|"7942143"|"15735633"
"CL"|"No "|"7942143"|"15897287"
"GC"|"No "|"7942143"|"16058940"
"CL"|"No "|"7942144"|"15735634"
"CH"|"No "|"7942145"|"15897288"
"CL"|"No "|"7942145"|"16058941"
"CL"|"No "|"7942146"|"15573981"
"ML"|"No "|"7942146"|"15735635"
"CL"|"No "|"7942325"|"15735726"
"ML"|"No "|"7942325"|"15897380"
"CL"|"No "|"7942326"|"16059033"
"CL-ML"|"No "|"7948162"|"15576906"
"SC"|"No "|"7948162"|"15738559"
"SC-SM"|"No "|"7948162"|"15900213"
"CL"|"No "|"7948162"|"16061866"
"SM"|"No "|"7948163"|"15738560"
"SP-SM"|"No "|"7948163"|"15900214"
"ML"|"No "|"7948164"|"15576907"
"CL-ML"|"No "|"7948164"|"16061867"
"SC"|"No "|"7948165"|"15738561"
"SC-SM"|"No "|"7948165"|"15900215"
"SM"|"No "|"7948165"|"16061868"
"CL"|"No "|"7948166"|"15576908"
"SM"|"No "|"7948167"|"15738562"
"SC-SM"|"No "|"7948168"|"15576909"
"SM"|"No "|"7948168"|"15738563"
"CL-ML"|"No "|"7948168"|"15900216"
"ML"|"No "|"7948168"|"16061869"
"CL-ML"|"No "|"7948169"|"15576910"
"CH"|"No "|"7948169"|"15900217"
"CL"|"No "|"7948169"|"16061870"
"ML"|"No "|"7948172"|"16061872"
"CL"|"No "|"7948172"|"15900219"
"CL-ML"|"No "|"7948173"|"15576912"
"ML"|"No "|"7948173"|"15738566"
"CL"|"No "|"7948175"|"15576913"
"CL-ML"|"No "|"7948175"|"15738567"
"ML"|"No "|"7948175"|"15900221"
"CH"|"No "|"7948176"|"16061874"
"GC"|"No "|"7948177"|"15576914"
"GC-GM"|"Yes"|"7948177"|"15738568"
"CL"|"No "|"7948178"|"15900222"
"ML"|"No "|"7948178"|"16061875"
"CL"|"Yes"|"7948179"|"15576915"
"CL"|"Yes"|"7948180"|"15738569"
"CL"|"Yes"|"7948181"|"15900223"
"CL"|"Yes"|"7948182"|"16061876"
"CL"|"No "|"7948183"|"15576916"
"CL-ML"|"No "|"7948183"|"15738570"
"CL"|"Yes"|"7948185"|"15900224"
"CL-ML"|"No "|"7948185"|"16061877"
"CL"|"No "|"7948186"|"15576917"
"CL-ML"|"Yes"|"7948186"|"15738571"
"CL"|"Yes"|"7948187"|"15900225"
"CH"|"No "|"7948187"|"16061878"
"CL"|"Yes"|"7948188"|"15576918"
"GC"|"No "|"7948189"|"15738572"
"GM"|"No "|"7948189"|"15900226"
"ML"|"No "|"7948189"|"16061879"
"GC-GM"|"No "|"7948190"|"15576919"
"GM"|"No "|"7948190"|"15738573"
"SC-SM"|"No "|"7948190"|"15900227"
"SM"|"No "|"7948190"|"16061880"
"GC-GM"|"Yes"|"7948191"|"15576920"
"GC"|"No "|"7948191"|"15738574"
"CL"|"No "|"7948197"|"15576922"
"CL"|"No "|"7948200"|"15576923"
"CL"|"No "|"7948201"|"15738577"
"CL-ML"|"No "|"7948201"|"15900231"
"CL-ML"|"No "|"7948202"|"15576924"
"CL"|"No "|"7948202"|"16061884"
"CL"|"No "|"7948203"|"15738578"
"GC"|"Yes"|"7948203"|"15900232"
"CL"|"No "|"7948205"|"15576925"
"GC"|"No "|"7948205"|"15738579"
"SC"|"No "|"7948205"|"15900233"
"CH"|"Yes"|"7948205"|"16061885"
