year,julian,sim_day_index,month,day_of_month,water_year,n_ofe,audit_rain_melt_reported_mm,audit_precip_reported_mm,audit_runoff_reported_mm,audit_runoff_calc_mm,audit_runoff_consistency_mm,audit_sbrunv_calc_mm,audit_lateral_reported_mm,audit_lateral_calc_mm,audit_et_reported_mm,audit_et_calc_mm,audit_percolation_reported_mm,audit_percolation_calc_mm,audit_storage_delta_mm,audit_enriched_storage_delta_mm,audit_closure_reported_with_storage_mm,audit_closure_reconstructed_with_storage_mm,audit_closure_reported_with_enriched_storage_mm,audit_closure_reconstructed_with_enriched_storage_mm,audit_closure_reported_with_storage_rain_melt_mm,audit_closure_reconstructed_with_storage_rain_melt_mm,audit_closure_reported_with_enriched_storage_rain_melt_mm,audit_closure_reconstructed_with_enriched_storage_rain_melt_mm,audit_soilwatertotal_vs_legacy_storage_mm,audit_soilwater_to_porosity_fraction,audit_soilwater_minus_fc_mm,audit_soilwater_minus_wp_mm,audit_profile_order_fc_gt_porosity,audit_profile_order_wp_gt_fc,audit_soilwater_gt_porositycap,audit_soilwater_lt_wpstore,audit_runoff_to_precip_reported_pct,audit_runoff_to_precip_reconstructed_pct,TSMF,QRain,QSnow,abs_closure_reported_with_storage_mm,abs_runoff_consistency_mm
98,71,35500,3,12,98,1,1.1,0.0,0.0,0.0,0.0,0.8044949494949495,0.8,0.8,1.3400000000000003,1.3400000000000003,0.24000000000000002,0.24000000000000002,-2.6200000000000614,-2.6200000000000614,0.2400000000000606,0.2400000000000606,0.2400000000000606,0.2400000000000606,1.3400000000000607,1.3400000000000607,1.3400000000000607,1.3400000000000607,0.0,0.3146750220220108,28.5,169.27999999999997,False,False,False,False,0.0,0.0,0.3147,,,0.2400000000000606,0.0
59,88,21272,3,29,59,1,0.48000000000000004,0.0,0.0,0.0,0.0,0.8156363636363636,0.8199999999999998,0.8199999999999998,2.2199999999999998,2.2199999999999998,0.24000000000000002,0.24000000000000002,-3.5200000000000387,-3.5200000000000387,0.24000000000003885,0.24000000000003885,0.24000000000003885,0.24000000000003885,0.7200000000000388,0.7200000000000388,0.7200000000000388,0.7200000000000388,0.0,0.30931168671877607,23.689999999999998,164.46999999999997,False,False,False,False,0.0,0.0,0.3093,,,0.24000000000003885,0.0
54,20,19378,1,20,54,1,0.47,2.8,0.0,0.0,0.0,1.1635353535353536,1.16,1.16,0.36999999999999994,0.36999999999999994,0.24000000000000002,0.24000000000000002,0.7899999999999636,0.7899999999999636,0.2400000000000364,0.2400000000000364,0.2400000000000364,0.2400000000000364,-2.0899999999999634,-2.0899999999999634,-2.0899999999999634,-2.0899999999999634,0.0,0.4008898007426156,105.82,246.59999999999997,False,False,False,False,0.0,0.0,0.4009,,,0.2400000000000364,0.0
92,114,33351,4,23,92,1,1.1,1.1,0.0,0.0,0.0,1.5441414141414143,1.54,1.54,3.7300000000000004,3.7300000000000004,0.24000000000000002,0.24000000000000002,-4.650000000000034,-4.650000000000034,0.24000000000003396,0.24000000000003396,0.24000000000003396,0.24000000000003396,0.24000000000003396,0.24000000000003396,0.24000000000003396,0.24000000000003396,0.0,0.31710580600559746,30.680000000000007,171.45999999999998,False,False,False,False,0.0,0.0,0.3171,,,0.24000000000003396,0.0
63,196,22841,7,15,63,1,1.1,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.86,0.13,0.13,-0.13000000000002387,-0.13000000000002387,0.24000000000002397,0.24000000000002397,0.24000000000002397,0.24000000000002397,0.24000000000002397,0.24000000000002397,0.24000000000002397,0.24000000000002397,0.0,0.21330686975234994,-62.40999999999997,78.37,False,False,False,False,0.0,0.0,0.21330000000000002,0.0,0.0,0.24000000000002397,0.0
66,78,23819,3,19,66,1,1.1,1.1,0.0,0.0,0.0,0.7352424242424243,0.7400000000000001,0.7400000000000001,2.11,2.11,0.24000000000000002,0.24000000000000002,-2.230000000000018,-2.230000000000018,0.24000000000001798,0.24000000000001798,0.24000000000001798,0.24000000000001798,0.24000000000001798,0.24000000000001798,0.24000000000001798,0.24000000000001798,0.0,0.29038948295663614,6.720000000000027,147.5,False,False,False,False,0.0,0.0,0.2904,,,0.24000000000001798,0.0
47,113,16914,4,23,47,1,1.1,1.1,0.0,0.0,0.0,0.7572828282828283,0.76,0.76,2.0300000000000002,2.0300000000000002,0.24000000000000002,0.24000000000000002,-2.170000000000016,-2.170000000000016,0.24000000000001576,0.24000000000001576,0.24000000000001576,0.24000000000001576,0.24000000000001576,0.24000000000001576,0.24000000000001576,0.24000000000001576,0.0,0.31000301060401636,24.310000000000002,165.08999999999997,False,False,False,False,0.0,0.0,0.31,,,0.24000000000001576,0.0
91,98,32970,4,8,91,1,1.1,1.1,0.0,0.0,0.0,0.04416060606060606,0.04,0.04,5.4399999999999995,5.4399999999999995,0.24000000000000002,0.24000000000000002,-4.860000000000014,-4.860000000000014,0.24000000000001442,0.24000000000001442,0.24000000000001442,0.24000000000001442,0.24000000000001442,0.24000000000001442,0.24000000000001442,0.24000000000001442,0.0,0.25468594939955175,-25.299999999999983,115.47999999999999,False,False,False,False,0.0,0.0,0.2547,,,0.24000000000001442,0.0
69,110,24947,4,20,69,1,1.1,1.1,0.0,0.0,0.0,1.1165656565656565,1.12,1.12,2.2399999999999998,2.2399999999999998,0.24000000000000002,0.24000000000000002,-2.740000000000009,-2.740000000000009,0.2400000000000091,0.2400000000000091,0.2400000000000091,0.2400000000000091,0.2400000000000091,0.2400000000000091,0.2400000000000091,0.2400000000000091,0.0,0.31597961709577066,29.670000000000016,170.45,False,False,False,False,0.0,0.0,0.316,,,0.2400000000000091,0.0
51,179,18441,6,28,51,1,1.1,1.1,0.0,0.0,0.0,0.01665050505050505,0.02,0.02,4.529999999999999,4.529999999999999,0.24000000000000002,0.24000000000000002,-3.930000000000007,-3.930000000000007,0.24000000000000776,0.24000000000000776,0.24000000000000776,0.24000000000000776,0.24000000000000776,0.24000000000000776,0.24000000000000776,0.24000000000000776,0.0,0.22407814189980263,-52.74999999999997,88.03,False,False,False,False,0.0,0.0,0.22409999999999997,,,0.24000000000000776,0.0
60,184,21733,7,2,60,1,1.1,1.1,0.0,0.0,0.0,0.0,0.0,0.0,6.79,6.79,0.0,0.0,-5.930000000000007,-5.930000000000007,0.24000000000000732,0.24000000000000732,0.24000000000000732,0.24000000000000732,0.24000000000000732,0.24000000000000732,0.24000000000000732,0.24000000000000732,0.0,0.22519318042438366,-51.74999999999997,89.03,False,False,False,False,0.0,0.0,0.22520000000000004,,,0.24000000000000732,0.0
49,292,17824,10,19,50,1,1.1,1.1,0.0,0.0,0.0,0.0,0.0,0.0,1.01,1.01,0.0,0.0,-0.15000000000000568,-0.15000000000000568,0.24000000000000576,0.24000000000000576,0.24000000000000576,0.24000000000000576,0.24000000000000576,0.24000000000000576,0.24000000000000576,0.24000000000000576,0.0,0.21567075142446168,-60.28999999999999,80.48999999999998,False,False,False,False,0.0,0.0,0.2157,,,0.24000000000000576,0.0
44,163,15868,6,11,44,1,1.1,1.1,0.0,0.0,0.0,0.42050505050505055,0.42,0.42,4.540000000000001,4.540000000000001,0.24000000000000002,0.24000000000000002,-4.340000000000003,-4.340000000000003,0.240000000000002,0.240000000000002,0.240000000000002,0.240000000000002,0.240000000000002,0.240000000000002,0.240000000000002,0.240000000000002,0.0,0.23584179833413244,-42.19999999999999,98.57999999999998,False,False,False,False,0.0,0.0,0.2358,,,0.240000000000002,0.0
35,265,12683,9,22,35,1,1.1,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.86,0.0,0.0,0.0,0.0,0.2400000000000001,0.2400000000000001,0.2400000000000001,0.2400000000000001,0.2400000000000001,0.2400000000000001,0.2400000000000001,0.2400000000000001,0.0,0.2132288170556292,-62.48000000000002,78.29999999999995,False,False,False,False,0.0,0.0,0.2132,,,0.2400000000000001,0.0
40,203,14447,7,21,40,1,1.1,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.86,0.0,0.0,0.0,0.0,0.2400000000000001,0.2400000000000001,0.2400000000000001,0.2400000000000001,0.2400000000000001,0.2400000000000001,0.2400000000000001,0.2400000000000001,0.0,0.2132288170556292,-62.48000000000002,78.29999999999995,False,False,False,False,0.0,0.0,0.2132,,,0.2400000000000001,0.0
