year,julian,sim_day_index,month,day_of_month,water_year,n_ofe,audit_rain_melt_reported_mm,audit_precip_reported_mm,audit_runoff_reported_mm,audit_runoff_calc_mm,audit_runoff_consistency_mm,audit_sbrunv_calc_mm,audit_lateral_reported_mm,audit_lateral_calc_mm,audit_et_reported_mm,audit_et_calc_mm,audit_percolation_reported_mm,audit_percolation_calc_mm,audit_storage_delta_mm,audit_enriched_storage_delta_mm,audit_closure_reported_with_storage_mm,audit_closure_reconstructed_with_storage_mm,audit_closure_reported_with_enriched_storage_mm,audit_closure_reconstructed_with_enriched_storage_mm,audit_closure_reported_with_storage_rain_melt_mm,audit_closure_reconstructed_with_storage_rain_melt_mm,audit_closure_reported_with_enriched_storage_rain_melt_mm,audit_closure_reconstructed_with_enriched_storage_rain_melt_mm,audit_soilwatertotal_vs_legacy_storage_mm,audit_soilwater_to_porosity_fraction,audit_soilwater_minus_fc_mm,audit_soilwater_minus_wp_mm,audit_profile_order_fc_gt_porosity,audit_profile_order_wp_gt_fc,audit_soilwater_gt_porositycap,audit_soilwater_lt_wpstore,audit_runoff_to_precip_reported_pct,audit_runoff_to_precip_reconstructed_pct,TSMF,QRain,QSnow,abs_closure_reported_with_storage_mm,abs_runoff_consistency_mm
1,1,1,1,1,1,1,0.0,3.7,0.0,0.0,0.0,0.752,0.75,0.75,1.1400000000000001,1.1400000000000001,0.24000000000000002,0.24000000000000002,0.0,0.0,1.5699999999999998,1.5699999999999998,1.5699999999999998,1.5699999999999998,-2.1300000000000003,-2.1300000000000003,-2.1300000000000003,-2.1300000000000003,0.0,0.4861010447910975,182.24,323.02,False,False,False,False,0.0,0.0,0.4860999999999999,0.0,0.0,1.5699999999999998,0.0
5,43,1504,2,12,5,1,62.89,0.0,0.0,0.0,0.0,0.570979797979798,0.57,0.57,2.08,2.08,0.24000000000000002,0.24000000000000002,-3.490000000000066,-3.490000000000066,0.6000000000000658,0.6000000000000658,0.6000000000000658,0.6000000000000658,63.490000000000066,63.490000000000066,63.490000000000066,63.490000000000066,0.0,0.37533311775921857,82.90000000000003,223.68,False,False,False,False,0.0,0.0,0.3753,0.0,0.588,0.6000000000000658,0.0
52,194,18821,7,12,52,1,1.1,1.1,0.0,0.0,0.0,0.0,0.0,0.0,1.16,1.16,0.02,0.02,-0.33000000000006935,-0.33000000000006935,0.2500000000000695,0.2500000000000695,0.2500000000000695,0.2500000000000695,0.2500000000000695,0.2500000000000695,0.2500000000000695,0.2500000000000695,0.0,0.21350757668677448,-62.23000000000002,78.54999999999995,False,False,False,False,0.0,0.0,0.2135,,,0.2500000000000695,0.0
60,170,21719,6,18,60,1,1.1,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.86,0.0,0.0,-0.010000000000047748,-0.010000000000047748,0.25000000000004785,0.25000000000004785,0.25000000000004785,0.25000000000004785,0.25000000000004785,0.25000000000004785,0.25000000000004785,0.25000000000004785,0.0,0.2132288170556292,-62.48000000000002,78.29999999999995,False,False,False,False,0.0,0.0,0.2132,,,0.25000000000004785,0.0
52,179,18806,6,27,52,1,1.1,1.1,0.0,0.0,0.0,0.030755555555555553,0.030000000000000002,0.030000000000000002,0.86,0.86,0.24000000000000002,0.24000000000000002,-0.28000000000002956,-0.28000000000002956,0.25000000000002953,0.25000000000002953,0.25000000000002953,0.25000000000002953,0.25000000000002953,0.25000000000002953,0.25000000000002953,0.25000000000002953,0.0,0.21684154187527174,-59.24000000000001,81.53999999999996,False,False,False,False,0.0,0.0,0.21680000000000002,,,0.25000000000002953,0.0
40,268,14512,9,24,40,1,1.1,1.1,0.0,0.0,0.0,0.0,0.0,0.0,2.09,2.09,0.0,0.0,-1.240000000000009,-1.240000000000009,0.2500000000000093,0.2500000000000093,0.2500000000000093,0.2500000000000093,0.2500000000000093,0.2500000000000093,0.2500000000000093,0.2500000000000093,0.0,0.2156596010392159,-60.29999999999998,80.47999999999999,False,False,False,False,0.0,0.0,0.2157,,,0.2500000000000093,0.0
38,162,13676,6,11,38,1,1.1,1.1,0.0,0.0,0.0,0.10957575757575759,0.11,0.11,4.11,4.11,0.24000000000000002,0.24000000000000002,-3.609999999999985,-3.609999999999985,0.24999999999998446,0.24999999999998446,0.24999999999998446,0.24999999999998446,0.24999999999998446,0.24999999999998446,0.24999999999998446,0.24999999999998446,0.0,0.2270887459161714,-50.04999999999998,90.72999999999999,False,False,False,False,0.0,0.0,0.22709999999999997,,,0.24999999999998446,0.0
55,93,19816,4,3,55,1,1.1,1.1,0.0,0.0,0.0,0.6478080808080807,0.6500000000000001,0.6500000000000001,2.73,2.73,0.24000000000000002,0.24000000000000002,-2.769999999999982,-2.769999999999982,0.2499999999999818,0.2499999999999818,0.2499999999999818,0.2499999999999818,0.2499999999999818,0.2499999999999818,0.2499999999999818,0.2499999999999818,0.0,0.2957305174893793,11.510000000000048,152.29000000000002,False,False,False,False,0.0,0.0,0.2957,,,0.2499999999999818,0.0
62,328,22608,11,24,63,1,0.48000000000000004,3.1000000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,0.6000000000000001,0.0,0.0,2.259999999999934,2.259999999999934,0.24000000000006638,0.24000000000006638,0.24000000000006638,0.24000000000006638,-2.379999999999934,-2.379999999999934,-2.379999999999934,-2.379999999999934,0.0,0.2544740920798813,-25.49000000000001,115.28999999999996,False,False,False,False,0.0,0.0,0.2545,,,0.24000000000006638,0.0
84,72,30387,3,12,84,1,1.1,0.0,0.0,0.0,0.0,1.8145454545454542,1.8100000000000003,1.8100000000000003,1.3300000000000003,1.3300000000000003,0.24000000000000002,0.24000000000000002,-3.6200000000000614,-3.6200000000000614,0.2400000000000606,0.2400000000000606,0.2400000000000606,0.2400000000000606,1.3400000000000607,1.3400000000000607,1.3400000000000607,1.3400000000000607,0.0,0.4088288750376325,112.94,253.71999999999997,False,False,False,False,0.0,0.0,0.4088,,,0.2400000000000606,0.0
