|2||"ROMU"|"Rosa multiflora"|"multiflora rose"|"2964576"|"15685062"
|6||"ELAN"|"Elaeagnus angustifolia"|"Russian-olive"|"2964576"|"15994765"
|6||"PRAM"|"Prunus americana"|"American plum"|"2964576"|"15891532"
|9||"POFR2"|"Populus fremontii"|"Fremont cottonwood"|"2964576"|"15685063"
|9||"SALIX"|"Salix"|"willow"|"2964576"|"15891531"
|9||"UNKNOWN"|"unknown scientific name"|"Lombardy poplar"|"2964576"|"15788298"
|6||"UNKNOWN"|"unknown scientific name"|"golden willow"|"2964576"|"15788297"
|7||"ROPS"|"Robinia pseudoacacia"|"black locust"|"2966508"|"15693102"
|5||"FRPE"|"Fraxinus pennsylvanica"|"green ash"|"2966508"|"16002802"
|3||"JUSC2"|"Juniperus scopulorum"|"Rocky Mountain juniper"|"2966508"|"15796335"
|2||"LOTA"|"Lonicera tatarica"|"Tatarian honeysuckle"|"2966508"|"15899569"
|3||"ELAN"|"Elaeagnus angustifolia"|"Russian-olive"|"2966508"|"15899568"
|5||"PIPO"|"Pinus ponderosa"|"ponderosa pine"|"2966508"|"15693101"
|1||"PURSH"|"Purshia"|"bitterbrush"|"2966508"|"15899570"
|1||"ATCA2"|"Atriplex canescens"|"fourwing saltbush"|"2966508"|"15796334"
|6||"PISY"|"Pinus sylvestris"|"Scotch pine"|"2966508"|"15796336"
|5||"PINI"|"Pinus nigra"|"Austrian pine"|"2966508"|"16002803"
|2||"RHTR"|"Rhus trilobata"|"skunkbush sumac"|"2966508"|"16002804"
|6||"GLTR"|"Gleditsia triacanthos"|"honeylocust"|"2966508"|"15693100"
|6||"JUSC2"|"Juniperus scopulorum"|"Rocky Mountain juniper"|"2966516"|"15899574"
|9||"PIAB"|"Picea abies"|"Norway spruce"|"2966516"|"16002808"
|9||"FRPE"|"Fraxinus pennsylvanica"|"green ash"|"2966516"|"15796340"
|12||"ROPS"|"Robinia pseudoacacia"|"black locust"|"2966516"|"15693106"
|12||"ROPS"|"Robinia pseudoacacia"|"black locust"|"2966517"|"16002816"
|12||"FRPE"|"Fraxinus pennsylvanica"|"green ash"|"2966517"|"15796350"
|2||"COST4"|"Cornus stolonifera"|"redosier dogwood"|"2966517"|"16002817"
|12||"PIPO"|"Pinus ponderosa"|"ponderosa pine"|"2966517"|"15693116"
|11||"ELAN"|"Elaeagnus angustifolia"|"Russian-olive"|"2966517"|"15693115"
|5||"JUVI"|"Juniperus virginiana"|"eastern redcedar"|"2966517"|"15899584"
|5||"SYVU"|"Syringa vulgaris"|"lilac"|"2966517"|"15796349"
|5||"RHTR"|"Rhus trilobata"|"skunkbush sumac"|"2966517"|"15899582"
|14||"PINI"|"Pinus nigra"|"Austrian pine"|"2966517"|"16002818"
|5||"CAAR18"|"Caragana arborescens"|"Siberian peashrub"|"2966517"|"15899583"
|15||"UNKNOWN"|"unknown scientific name"|"Lombardy poplar"|"2966517"|"15796348"
|11||"UNKNOWN"|"unknown scientific name"|"golden willow"|"2966517"|"15693114"
|11||"UNKNOWN"|"unknown scientific name"|"golden willow"|"2966518"|"16002823"
|21||"UNKNOWN"|"unknown scientific name"|"Lombardy poplar"|"2966518"|"15899588"
|11||"POAN3"|"Populus angustifolia"|"NARROWLEAF COTTONWOOD"|"2966518"|"15796354"
|21||"POPUL"|"Populus"|"cottonwood"|"2966518"|"16002822"
|2||"PYRAC"|"Pyracantha"|"pyracantha"|"2966518"|"15899589"
|2||"ATCA2"|"Atriplex canescens"|"fourwing saltbush"|"2966518"|"16002821"
|6||"PRVI"|"Prunus virginiana"|"common chokecherry"|"2966518"|"15796355"
|8||"ELAN"|"Elaeagnus angustifolia"|"Russian-olive"|"2966518"|"15693119"
|3||"SALA6"|"Salix lasiolepis"|"arroyo willow"|"2966518"|"15693121"
|4||"PRAM"|"Prunus americana"|"American plum"|"2966518"|"15693120"
|4||"SALA6"|"Salix lasiolepis"|"arroyo willow"|"2966524"|"15693133"
|2||"RIAU"|"Ribes aureum"|"golden currant"|"2966524"|"16002835"
|6||"ELAN"|"Elaeagnus angustifolia"|"Russian-olive"|"2966524"|"15899600"
|9||"ULPU"|"Ulmus pumila"|"Siberian elm"|"2966524"|"16002836"
|9||"FRPE"|"Fraxinus pennsylvanica"|"green ash"|"2966524"|"16002834"
|1||"JUCO6"|"Juniperus communis"|"common juniper"|"2966524"|"15693132"
|21||"POFR2"|"Populus fremontii"|"Fremont cottonwood"|"2966524"|"15796367"
|6||"SHAR"|"Shepherdia argentea"|"silver buffaloberry"|"2966524"|"15796368"
|4||"SYVU"|"Syringa vulgaris"|"lilac"|"2966524"|"15899602"
|15||"UNKNOWN"|"unknown scientific name"|"Lombardy poplar"|"2966524"|"15899601"
|15||"UNKNOWN"|"unknown scientific name"|"Lombardy poplar"|"2966584"|"16002853"
|1||"UNKNOWN"|"unknown scientific name"|"Peking cotoneaster"|"2966584"|"15796384"
|5||"PIPU"|"Picea pungens"|"blue spruce"|"2966584"|"15899619"
|3||"CAAR18"|"Caragana arborescens"|"Siberian peashrub"|"2966584"|"16002851"
|9||"PINI"|"Pinus nigra"|"Austrian pine"|"2966584"|"15693150"
|3||"SYVU"|"Syringa vulgaris"|"lilac"|"2966584"|"15796386"
|2||"AMAL2"|"Amelanchier alnifolia"|"Saskatoon serviceberry"|"2966584"|"15899617"
|10||"FRPE"|"Fraxinus pennsylvanica"|"green ash"|"2966584"|"15899618"
|12||"ROPS"|"Robinia pseudoacacia"|"black locust"|"2966584"|"15693151"
|8||"CEOC"|"Celtis occidentalis"|"common hackberry"|"2966584"|"15693149"
|9||"PIPO"|"Pinus ponderosa"|"ponderosa pine"|"2966584"|"15796385"
|5||"JUSC2"|"Juniperus scopulorum"|"Rocky Mountain juniper"|"2966584"|"16002852"
|3||"JUSC2"|"Juniperus scopulorum"|"Rocky Mountain juniper"|"2966596"|"15796387"
|2||"LOTA"|"Lonicera tatarica"|"Tatarian honeysuckle"|"2966596"|"15899621"
|5||"PIPO"|"Pinus ponderosa"|"ponderosa pine"|"2966596"|"15693153"
|3||"ELAN"|"Elaeagnus angustifolia"|"Russian-olive"|"2966596"|"16002854"
|4||"ULPU"|"Ulmus pumila"|"Siberian elm"|"2966596"|"15796389"
|7||"ROPS"|"Robinia pseudoacacia"|"black locust"|"2966596"|"16002856"
|5||"FRPE"|"Fraxinus pennsylvanica"|"green ash"|"2966596"|"15693152"
|7||"PISY"|"Pinus sylvestris"|"Scotch pine"|"2966596"|"15796388"
|2||"SYVU"|"Syringa vulgaris"|"lilac"|"2966596"|"15693154"
|5||"PINI"|"Pinus nigra"|"Austrian pine"|"2966596"|"16002855"
|2||"CAAR18"|"Caragana arborescens"|"Siberian peashrub"|"2966596"|"15899620"
|2||"RHTR"|"Rhus trilobata"|"skunkbush sumac"|"2966596"|"15899622"
|5||"JUMO"|"Juniperus monosperma"|"oneseed juniper"|"2967686"|"15905696"
|8||"ELAN"|"Elaeagnus angustifolia"|"Russian-olive"|"2967686"|"15802462"
|3||"SALA6"|"Salix lasiolepis"|"arroyo willow"|"2967686"|"15802464"
|11||"UNKNOWN"|"unknown scientific name"|"golden willow"|"2967686"|"15699229"
|11||"POAN3"|"Populus angustifolia"|"NARROWLEAF COTTONWOOD"|"2967686"|"16008930"
|6||"SHAR"|"Shepherdia argentea"|"silver buffaloberry"|"2967686"|"15905698"
|21||"POFR2"|"Populus fremontii"|"Fremont cottonwood"|"2967686"|"15699228"
|2||"PYRAC"|"Pyracantha"|"pyracantha"|"2967686"|"15905697"
|21||"POPUL"|"Populus"|"cottonwood"|"2967686"|"15802463"
|2||"RINE"|"Ribes nevadense"|"Sierra currant"|"2967686"|"16008931"
|3||"SYVU"|"Syringa vulgaris"|"lilac"|"2967704"|"15699304"
|6||"SHAR"|"Shepherdia argentea"|"silver buffaloberry"|"2967704"|"16009006"
|3||"PUTR2"|"Purshia tridentata"|"antelope bitterbrush"|"2967704"|"15699303"
|2||"COTON"|"Cotoneaster"|"cotoneaster"|"2967704"|"16009004"
|2||"PYRAC"|"Pyracantha"|"pyracantha"|"2967704"|"15802538"
|24||"UNKNOWN"|"unknown scientific name"|"Siouxland cottonwood"|"2967704"|"15905771"
|21||"UNKNOWN"|"unknown scientific name"|"Lombardy poplar"|"2967704"|"16009005"
|11||"UNKNOWN"|"unknown scientific name"|"golden willow"|"2967704"|"15905772"
|8||"JUSC2"|"Juniperus scopulorum"|"Rocky Mountain juniper"|"2967704"|"15802537"
|11||"FRPE"|"Fraxinus pennsylvanica"|"green ash"|"2967704"|"15699302"
|9||"PINI"|"Pinus nigra"|"Austrian pine"|"2969257"|"15807860"
|4||"CAAR18"|"Caragana arborescens"|"Siberian peashrub"|"2969257"|"15911092"
|2||"UNKNOWN"|"unknown scientific name"|"Peking cotoneaster"|"2969257"|"16014326"
|9||"PIPO"|"Pinus ponderosa"|"ponderosa pine"|"2969257"|"15911094"
|6||"ELAN"|"Elaeagnus angustifolia"|"Russian-olive"|"2969257"|"15807859"
|5||"JUSC2"|"Juniperus scopulorum"|"Rocky Mountain juniper"|"2969257"|"16014327"
|3||"LOTA"|"Lonicera tatarica"|"Tatarian honeysuckle"|"2969257"|"15704625"
|9||"FRPE"|"Fraxinus pennsylvanica"|"green ash"|"2969257"|"15911093"
|2||"COST4"|"Cornus stolonifera"|"redosier dogwood"|"2969257"|"15704624"
|14||"ROPS"|"Robinia pseudoacacia"|"black locust"|"2969257"|"15704626"
|10||"PISY"|"Pinus sylvestris"|"Scotch pine"|"2969257"|"16014328"
