wepp_id,cohort,events,median_peak_change_pct,p05_peak_change_pct,p95_peak_change_pct,fraction_peak_decreased,fraction_peak_increased,fraction_peak_earlier,fraction_peak_later
169,all_ge_0.01,15,0.0,-0.14527845036319428,0.71052631578947,0.06666666666666667,0.06666666666666667,0.2,0.0
169,within_25pct_focal_inflow,4,0.0,-0.41162227602905055,0.0,0.25,0.0,0.25,0.0
172,all_ge_0.01,281,0.0,0.0,0.0,0.021352313167259787,0.0,0.028469750889679714,0.0
172,within_25pct_focal_inflow,2,-0.2994011976047817,-0.5688622754490852,-0.029940119760478195,0.5,0.0,0.5,0.0
173,all_ge_0.01,284,0.0,0.0,0.0,0.02112676056338028,0.0,0.014084507042253521,0.0
173,within_25pct_focal_inflow,2,-0.35294117647058365,-0.6705882352941089,-0.0352941176470584,0.5,0.0,0.0,0.0
193,all_ge_0.01,12233,0.0,0.0,0.0,0.0010626992561105207,0.0003269843864955448,0.0012261914493582932,0.0008174609662388621
193,within_25pct_focal_inflow,1,0.4484304932735439,0.4484304932735439,0.4484304932735439,0.0,1.0,0.0,0.0
