sim_day_index,year,month,day_of_month,julian,precip,runoff_volume,peak_runoff,element_id,date,effective_duration_hr,time_to_peak_s,peak_discharge_m3s,total_area_m2,contrib_area_m2,contrib_area_fraction,sum_hillslope_runvol_m3,sum_sbrunv_m3,sum_drrunv_m3,sum_gwbfv_m3,sum_gwdsv_m3,dur_area_weighted,peakro_area_weighted,dur_mean,peakro_mean,hillslope_rows,subsurface_fraction_of_runvol,drain_fraction_of_runvol,peak_to_volume_1_per_s,approx_intensity_mm_per_hr,rank,area_m2,Saturation_aw,TSW_aw,Suct_aw,Keff_aw,Rough_aw
2861,1987,10,31,304,75.2,325486.12,159.65107,400,1987-10-31,0.5663150964857994,4200.0,160.0,9790564.899999997,9790564.899999997,1.0,309141.026,14631.582006000006,0.0,68.8497768,0.0,9000.000000000004,1.467910301370088,9000.0,0.8270521294964038,278,0.0473297970033909,0.0,0.000490500393688,30.07999999999999,11,3191701.5999999996,0.8018094608217765,33.876623020773614,0.5545166452903995,0.21999999999999995,20.000000000000004
16756,2025,11,15,319,86.6,524359.21,151.19134,400,2025-11-15,0.9633841204867364,3000.0,151.0,9790564.899999997,9790564.899999997,1.0,505775.2379999999,17105.819539000007,0.0,68.92087080000002,0.0,6120.000000000002,1.02155787187102,6120.0,0.5726045683453237,278,0.0338209905384889,0.0,0.0002883354332614,50.94117647058822,12,3191701.5999999996,0.9399018175759289,39.8216409623005,0.3400901625640693,0.22999999999999998,20.000000000000004
16106,2024,2,4,35,180.6,1321911.73,149.25292,400,2024-02-04,2.460237982464784,15600.0,149.0,9790564.899999997,9790564.899999997,1.0,1246957.561000001,70821.47630000004,0.0,68.92087080000002,0.0,39600.000000000015,0.9992207897477502,39600.0,0.5662082805755396,278,0.0567954183165661,0.0,0.0001129068731389,16.41818181818181,13,3191701.5999999996,0.98,41.535706232374615,0.34,0.25,20.000000000000004
4763,1993,1,14,14,79.2,758148.54,144.78128,400,1993-01-14,1.4545859566006507,9000.0,145.0,9790564.899999997,9790564.899999997,1.0,580508.5459999997,176109.2313999999,0.0,68.92087080000002,0.0,21240.000000000007,1.0815909332387352,21240.0,0.6186177014388489,278,0.303370609465584,0.0,0.0001909669047176,13.423728813559318,14,3191701.5999999996,0.9516837162972882,40.27384605628548,0.34,0.21999999999999995,20.000000000000004
8444,2003,2,12,43,131.3,690449.95,137.65446,400,2003-02-12,1.393283245437727,13800.0,138.0,9790564.899999997,9790564.899999997,1.0,677923.4719999997,9753.626816100004,0.0,68.91639080000002,0.0,34200.000000000015,1.00437007301741,34200.0,0.5652307086330933,278,0.014387504222748,0.0,0.0001993692084415,13.821052631578944,15,3191701.5999999996,0.9717202930248868,40.98004853304583,0.4096458594374863,0.22999999999999998,20.000000000000004
15339,2021,12,29,363,105.7,753236.81,132.90705,400,2021-12-29,1.5742765129631742,6600.0,133.0,9790564.899999997,9790564.899999997,1.0,671052.1299999998,79625.5483,0.0,68.63883080000002,0.0,15120.000000000004,0.9265204908614006,15120.0,0.5317105115107913,278,0.1186577685104732,0.0,0.0001764478955827,25.166666666666657,16,3191701.5999999996,0.98,41.325754172319876,0.34,0.24000000000000002,20.000000000000004
12478,2014,2,28,59,79.8,408803.99,132.84166,400,2014-02-28,0.8548271971976931,11400.0,133.0,9790564.899999997,9790564.899999997,1.0,390175.1780000002,17427.724619999997,0.0,68.92087080000002,0.0,27720.00000000001,1.0769795275358838,27720.0,0.6113811906474825,278,0.0446664103783659,0.0,0.000324951965366,10.36363636363636,17,3191701.5999999996,0.7950375573957167,33.63597950729481,2.363216805418151,0.22999999999999998,20.000000000000004
2237,1986,2,14,45,65.0,503763.64,131.92458,400,1986-02-14,1.0607147238554366,3600.0,132.0,9790564.899999997,9790564.899999997,1.0,425756.1759999998,77579.64959999998,0.0,68.92087080000002,0.0,8280.000000000004,42.15779653194442,8280.0,323.01895389928023,278,0.1822161461728273,0.0,0.0002618779314838,28.260869565217376,18,3191701.5999999996,0.9333844705281977,39.520143684171465,0.34,0.21999999999999995,20.000000000000004
5895,1996,2,20,51,103.9,826900.52,129.53085,400,1996-02-20,1.7732809511316332,10200.0,130.0,9790564.899999997,9790564.899999997,1.0,775315.4329999995,50173.96290000003,0.0,68.92087080000002,0.0,25200.000000000007,100687.999329252,25200.0,46885.36510735609,278,0.0647142579193313,0.0,0.0001566462311572,14.84285714285714,19,3191701.5999999996,0.9600000000000001,40.65044693432494,0.34,0.21999999999999995,20.000000000000004
10252,2008,1,25,25,87.1,571592.13,124.47849,400,2008-01-25,1.2755263312293288,13800.0,124.0,9790564.899999997,9765342.199999996,0.9974237748017992,497736.5395000004,72889.68530000003,0.0,68.3330368,0.0,35189.11077500749,0.8577130729118005,34645.467625899284,0.527817715107914,278,0.1464423033382703,0.0,0.0002177750242992,8.910711100511838,20,3191701.5999999996,0.9700000000000006,40.878241381650476,0.34,0.22999999999999998,20.000000000000004
9140,2005,1,8,8,58.4,514584.55,122.71776,400,2005-01-08,1.1647878251507997,6000.0,123.0,9790564.899999997,9790564.899999997,1.0,399656.9280000002,114093.01520000004,0.0,68.9184488804,0.0,14400.000000000004,0.8931467513972459,14400.0,0.5117332384892086,278,0.2854773862446342,0.0,0.000238479293636,14.599999999999993,21,3191701.5999999996,0.9610266163353117,40.70684433939564,0.34,0.21999999999999995,20.000000000000004
15779,2023,3,14,73,86.1,420084.89,121.65645,400,2023-03-14,0.9591784670868024,16800.0,122.0,9790564.899999997,9790564.899999997,1.0,370989.223,47060.18859999997,0.0,68.92087080000002,0.0,42480.000000000015,0.9654967441379004,42480.0,0.5454153093525179,278,0.1268505543623297,0.0,0.000289599680674,7.296610169491522,22,3191701.5999999996,0.981026616335312,41.66788884274145,0.34,0.22999999999999998,20.000000000000004
4445,1992,3,2,62,73.9,257602.32,120.51982,400,1992-03-02,0.5937297284380278,4200.0,121.0,9790564.899999997,9790564.899999997,1.0,240947.06400000007,14925.549932499993,0.0,68.92087080000002,0.0,9360.000000000004,1.1203875468243305,9360.0,0.6152271974820142,278,0.0619453488443419,0.0,0.0004678522305233,28.423076923076916,23,3191701.5999999996,0.8690115128557131,36.82913423454122,0.34,0.21999999999999995,20.000000000000004
9130,2004,12,29,364,91.7,708869.01,120.36379,400,2004-12-29,1.635940994657391,4800.0,120.0,9790564.899999997,9790564.899999997,1.0,658913.1279999999,48828.592300000026,0.0,68.9184496771,0.0,10440.000000000004,115174.26607194755,10440.0,60622.3493446619,278,0.0741047495110767,0.0,0.0001697969417509,31.62068965517241,24,3191701.5999999996,0.9440358826150917,39.93913729779752,0.34,0.22999999999999998,20.000000000000004
9182,2005,2,19,50,71.6,517932.12,118.7345,400,2005-02-19,1.2116952809278965,6600.0,119.0,9790564.899999997,9790564.899999997,1.0,446540.9620000003,70551.65659999999,0.0,68.92042790000002,0.0,15840.000000000004,3193.8049320813675,15840.0,3232.27435229856,278,0.1579959345364601,0.0,0.0002292472225897,16.272727272727266,25,3191701.5999999996,0.9239795991580168,39.031642755387935,0.34,0.21999999999999995,20.000000000000004
9142,2005,1,10,10,87.1,864153.65,118.42395,400,2005-01-10,2.0269774868644017,4800.0,118.0,9790564.899999997,9790564.899999997,1.0,659429.6120000002,203395.34150000004,0.0,68.91860386000002,0.0,10800.000000000004,136669.50645185568,10800.0,77863.16941309064,278,0.3084413223165962,0.0,0.0001370403862785,29.033333333333324,26,3191701.5999999996,0.9613086383138074,40.53027049709158,0.34,0.22999999999999998,20.000000000000004
16463,2025,1,26,26,112.8,486783.88,117.75182,400,2025-01-26,1.148328275897939,10800.0,118.0,9790564.899999997,9790564.899999997,1.0,478297.5349999999,6123.601121000001,0.0,68.92087080000002,0.0,26280.000000000007,0.8706271259530143,26280.0,0.5016610564748204,278,0.0128029117294112,0.0,0.0002418975336652,15.452054794520544,27,3191701.5999999996,0.8751585740346156,37.04620235707498,1.5080039775648206,0.24000000000000002,20.000000000000004
9184,2005,2,21,52,66.0,634281.11,117.44194,400,2005-02-21,1.500223831641594,6600.0,117.0,9790564.899999997,9790564.899999997,1.0,455060.2088000002,178829.2525,0.0,68.9204627,0.0,16200.000000000004,0.8511838234873905,16200.0,0.4857148805755398,278,0.392979322388075,0.0,0.000185157555772,14.66666666666666,28,3191701.5999999996,0.8958411065119626,37.86613859641516,0.34,0.21999999999999995,20.000000000000004
1156,1983,3,1,60,136.4,1228988.91,116.90556,400,1983-03-01,2.9201845347076163,13200.0,117.0,9790564.899999997,9790564.899999997,1.0,1043042.829,184183.93849999996,0.0,68.92087080000002,0.0,33480.000000000015,0.7525476762159152,33480.0,0.4340553672661875,278,0.1765832939732525,0.0,9.512336445737334e-05,14.66666666666666,29,3191701.5999999996,0.8915012380856658,37.79426993331708,0.34,0.21999999999999995,20.000000000000004
1044,1982,11,9,313,97.5,298535.44,115.96301,400,1982-11-09,0.7151117508170158,4800.0,116.0,9790564.899999997,9790564.899999997,1.0,294283.43600000016,2034.3397199999995,0.0,68.92087080000002,0.0,11160.000000000004,0.9284565653134048,11160.0,0.5221202500000003,278,0.006912858391391,0.0,0.0003884396773796,31.451612903225797,30,3191701.5999999996,0.6734973798929077,28.447120431935115,4.006160170173804,0.21999999999999995,20.000000000000004
