"Udic"|"2970014"|"405401"
"Udic"|"2970015"|"403812"
"Udic"|"2970016"|"404342"
"Udic"|"2970017"|"405402"
"Udic"|"2970018"|"405403"
"Ustic"|"2970021"|"404875"
"Ustic"|"2970023"|"403816"
"Ustic"|"2970024"|"403817"
"Ustic"|"2970025"|"405407"
"Ustic"|"2970026"|"405408"
"Udic"|"2970027"|"405409"
"Udic"|"2976493"|"404478"
"Udic"|"2976494"|"405538"
"Udic"|"2976496"|"403950"
"Ustic"|"2976497"|"404480"
"Ustic"|"2976500"|"403952"
"Ustic"|"2976501"|"405542"
"Ustic"|"2976502"|"405543"
"Udic"|"2976503"|"405544"
"Udic"|"2976504"|"405015"
"Udic"|"2982967"|"404606"
"Udic"|"2982971"|"405137"
"Ustic"|"2982974"|"405668"
"Ustic"|"2982976"|"404609"
"Ustic"|"2982977"|"404610"
"Aridic (torric)"|"2982978"|"404611"
"Ustic"|"2982979"|"404612"
"Aquic"|"2982980"|"404613"
"Udic"|"2989446"|"404740"
"Udic"|"2989448"|"405271"
"Ustic"|"2989453"|"404213"
"Udic"|"2989456"|"404745"
"Udic"|"2989457"|"404216"
"Udic"|"2995923"|"404872"
"Udic"|"2995924"|"403813"
"Udic"|"2995925"|"403814"
"Udic"|"2995926"|"404874"
"Ustic"|"2995927"|"405404"
"Ustic"|"2995930"|"404346"
"Ustic"|"2995931"|"404347"
"Aridic (torric)"|"2995932"|"403818"
"Udic"|"2995933"|"403819"
"Udic"|"2995934"|"403820"
"Udic"|"3002401"|"403949"
"Udic"|"3002402"|"405539"
"Ustic"|"3002404"|"405010"
"Ustic"|"3002406"|"404481"
"Ustic"|"3002408"|"403953"
"Ustic"|"3002409"|"403954"
"Udic"|"3002410"|"403955"
"Udic"|"3002411"|"405545"
"Udic"|"3008874"|"405136"
"Udic"|"3008876"|"405666"
"Udic"|"3008878"|"405667"
"Ustic"|"3008881"|"404079"
"Ustic"|"3008883"|"405139"
"Ustic"|"3008884"|"405140"
"Ustic"|"3008885"|"405141"
"Ustic"|"3008886"|"405142"
"Udic"|"3008887"|"405143"
"Udic"|"3015350"|"405798"
"Udic"|"3015354"|"405800"
"Udic"|"3015355"|"405801"
"Ustic"|"3015357"|"404212"
"Ustic"|"3015360"|"404743"
"Ustic"|"3015361"|"404214"
"Ustic"|"3015362"|"405274"
"Udic"|"3015363"|"405275"
"Udic"|"3015364"|"404746"
"Udic"|"3021827"|"404341"
"Udic"|"3021831"|"404343"
"Udic"|"3021832"|"404344"
"Ustic"|"3021834"|"403815"
"Ustic"|"3021837"|"404876"
"Ustic"|"3021839"|"404348"
"Udic"|"3021840"|"404349"
"Udic"|"3028304"|"403947"
"Udic"|"3028305"|"404477"
"Udic"|"3028306"|"405537"
"Udic"|"3028308"|"404479"
"Ustic"|"3028311"|"405540"
"Ustic"|"3028313"|"405011"
"Ustic"|"3028314"|"404482"
"Ustic"|"3028315"|"404483"
"Ustic"|"3028316"|"404484"
"Udic"|"3028318"|"403956"
"Udic"|"3034784"|"404077"
"Udic"|"3034785"|"404078"
"Ustic"|"3034790"|"405669"
"Ustic"|"3034791"|"405670"
"Ustic"|"3034792"|"405671"
"Ustic"|"3034793"|"405672"
"Udic"|"3034794"|"405673"
"Udic"|"3041257"|"404209"
"Udic"|"3041258"|"405269"
"Udic"|"3041261"|"404211"
"Ustic"|"3041264"|"404742"
"Ustic"|"3041266"|"405802"
"Aquic"|"3041267"|"405273"
"Ustic"|"3041269"|"405804"
"Udic"|"3041271"|"405276"
"Udic"|"3047733"|"404871"
"Udic"|"3047737"|"404873"
"Ustic"|"3047740"|"404345"
"Ustic"|"3047742"|"405405"
"Ustic"|"3047743"|"405406"
"Ustic"|"3047744"|"404877"
"Ustic"|"3047745"|"404878"
"Udic"|"3047746"|"404879"
"Udic"|"3047747"|"404350"
"Udic"|"3054211"|"405007"
"Udic"|"3054212"|"403948"
"Udic"|"3054213"|"405008"
"Udic"|"3054214"|"405009"
"Ustic"|"3054217"|"403951"
"Ustic"|"3054219"|"405541"
"Ustic"|"3054220"|"405012"
"Ustic"|"3054221"|"405013"
"Ustic"|"3054222"|"405014"
"Udic"|"3054223"|"404485"
"Udic"|"3060690"|"404607"
"Udic"|"3060691"|"404608"
"Ustic"|"3060693"|"405138"
"Ustic"|"3060696"|"404080"
"Ustic"|"3060697"|"404081"
"Ustic"|"3060698"|"404082"
"Udic"|"3060699"|"404083"
"Udic"|"3060700"|"404084"
"Udic"|"3067163"|"404739"
"Udic"|"3067164"|"405799"
"Udic"|"3067165"|"404210"
"Udic"|"3067166"|"405270"
"Udic"|"3067167"|"404741"
"Ustic"|"3067170"|"405272"
"Ustic"|"3067173"|"405803"
"Ustic"|"3067174"|"404744"
"Ustic"|"3067175"|"404215"
"Udic"|"3067176"|"405805"
