artifact_dir,wepp_id,topaz_id,rows,n_ofe_min,n_ofe_max,max_reported_runoff_mm,max_runoff_to_precip_reported_pct,closure_reconstructed_with_storage_total_mm,closure_reconstructed_with_storage_pct_of_precip,closure_reconstructed_with_storage_rain_melt_pct_of_rain_melt,mean_abs_daily_closure_reconstructed_with_storage_mm
bovine_clipboard_H1,1,22,36525,1,1,31.918050114095085,2404.440834656377,170.14634797587075,0.3079220794296229,0.3052157422990777,0.00616855162153006
bovine_clipboard_H2,2,23,36525,1,1,31.281954531515936,29.180927734623076,157.5350780246279,0.28509885393091444,0.282716739784591,0.006168320831615929
bovine_clipboard_H3,3,31,36525,1,1,43.38181818181818,39.50985262460672,127.1361616161596,0.2300844638822353,0.2270690467317571,0.0054140916350492
uninsured_deformation_H43,43,201,18262,10,10,0.0,0.0,66.85600000000008,0.4424824445871091,0.442489033741535,0.005687000328555876
uninsured_deformation_H78,78,341,18262,14,14,0.0,0.0,91.19071428571529,0.6035402982647463,0.603314749341139,0.006607670885682894
uninsured_deformation_H97,97,411,18262,10,10,0.0,0.0,66.6159999999997,0.44089401891550045,0.4408742511316028,0.005653488117407151
uninsured_deformation_top341,78,341,18262,14,14,0.0,0.0,91.19071428571529,0.6035402982647463,0.603314749341139,0.006607670885682894
