0|7|14||2|4|5||||"7932465"|"13200243"
23|32|40||5|40|75||||"7932465"|"13346649"
0|5|9||75|162|250||||"7932465"|"13493054"
0|2|3||250|625|1000||||"7932465"|"13639459"
0|7|13||2|4|5||||"7932466"|"13200244"
22|30|38||5|40|75||||"7932466"|"13346650"
6|12|17||75|162|250||||"7932466"|"13493055"
22|30|38||5|40|75||||"7932467"|"13200245"
6|12|17||75|162|250||||"7932467"|"13346651"
0|7|13||2|4|5||||"7932467"|"13639460"
0|6|11||2|4|5||||"7932471"|"13200247"
2|7|11||5|40|75||||"7932471"|"13346653"
11|16|20||75|162|250||||"7932471"|"13493058"
0|5|9||2|4|5||||"7932540"|"13346687"
3|7|11||5|40|75||||"7932540"|"13493092"
0|2|3||75|162|250||||"7932540"|"13639497"
0|11|22||2|4|5||||"7932542"|"13200282"
7|22|36||5|40|75||||"7932542"|"13346688"
9|19|28||75|162|250||||"7932542"|"13493093"
0|5|9||250|625|1000||||"7932542"|"13639498"
0|15|30||2|4|5||||"7932543"|"13200283"
4|18|32||5|40|75||||"7932543"|"13346689"
3|7|11||75|162|250||||"7932543"|"13493094"
0|3|6||250|625|1000||||"7932543"|"13639499"
0|15|30||2|4|5||||"7932544"|"13200284"
4|18|32||5|40|75||||"7932544"|"13346690"
3|7|11||75|162|250||||"7932544"|"13493095"
0|3|6||250|625|1000||||"7932544"|"13639500"
0|15|30||2|4|5||||"7932545"|"13200285"
4|18|32||5|40|75||||"7932545"|"13346691"
3|7|11||75|162|250||||"7932545"|"13493096"
0|3|6||250|625|1000||||"7932545"|"13639501"
0|9|18||2|4|5||||"7932562"|"13200292"
10|24|38||5|40|75||||"7932562"|"13346698"
6|12|17||75|162|250||||"7932562"|"13493103"
0|9|17||250|625|1000||||"7932562"|"13639508"
0|7|14||2|4|5||||"7932563"|"13200293"
0|6|11||5|40|75||||"7932563"|"13346699"
0|2|3||75|162|250||||"7932563"|"13493104"
0|2|3||250|625|1000||||"7932563"|"13639509"
0|9|17||2|4|5||||"7932564"|"13200294"
0|7|14||5|40|75||||"7932564"|"13346700"
23|32|40||75|162|250||||"7932571"|"13200300"
0|7|14||250|625|1000||||"7932571"|"13346706"
0|2|3||2|4|5||||"7932571"|"13493110"
2|17|32||5|40|75||||"7932571"|"13639515"
6|12|17||75|162|250||||"7932572"|"13200301"
0|9|17||250|625|1000||||"7932572"|"13346707"
0|9|18||2|4|5||||"7932572"|"13493111"
10|24|38||5|40|75||||"7932572"|"13639516"
6|12|17||75|162|250||||"7932573"|"13200302"
0|9|17||250|625|1000||||"7932573"|"13346708"
0|9|18||2|4|5||||"7932573"|"13493112"
10|24|38||5|40|75||||"7932573"|"13639517"
14|28|42||75|162|250||||"7932575"|"13200303"
3|5|6||250|625|1000||||"7932575"|"13346709"
0|9|18||2|4|5||||"7932575"|"13493113"
3|17|30||5|40|75||||"7932575"|"13639518"
0|3|6||5|40|75||||"7933823"|"13200754"
0|5|9||2|4|5||||"7933823"|"13639969"
0|9|17||2|4|5||||"7933825"|"13347160"
20|27|34||5|40|75||||"7933825"|"13493565"
0|3|6||75|162|250||||"7933825"|"13639970"
0|8|16||2|4|5||||"7933826"|"13200755"
0|7|13||5|40|75||||"7933826"|"13347161"
9|10|11||75|162|250||||"7933826"|"13493566"
17|19|20||250|625|1000||||"7933826"|"13639971"
0|13|26||2|4|5||||"7933827"|"13200756"
0|12|23||5|40|75||||"7933827"|"13347162"
0|3|6||75|162|250||||"7933827"|"13493567"
20|30|39||5|40|75||||"7933829"|"13200757"
9|16|23||75|162|250||||"7933829"|"13347163"
0|7|14||2|4|5||||"7933829"|"13639972"
0|3|6||75|162|250||||"7933831"|"13200758"
0|13|26||2|4|5||||"7933831"|"13493568"
0|12|23||5|40|75||||"7933831"|"13639973"
0|5|9||2|4|5||||"7933832"|"13347164"
0|3|6||5|40|75||||"7933832"|"13493569"
0|3|6||5|40|75||||"7933833"|"13200759"
0|5|9||2|4|5||||"7933833"|"13639974"
0|9|17||2|4|5||||"7933834"|"13347165"
9|19|28||5|40|75||||"7933834"|"13493570"
14|21|28||75|162|250||||"7933834"|"13639975"
0|6|12||2|4|5||||"7933835"|"13200760"
10|16|22||5|40|75||||"7933835"|"13347166"
17|20|23||75|162|250||||"7933835"|"13493571"
0|2|4||5|40|75||||"7933839"|"13200761"
6|9|11||75|162|250||||"7933839"|"13347167"
9|10|11||250|625|1000||||"7933839"|"13493572"
0|5|9||2|4|5||||"7933839"|"13639976"
0|5|9||5|40|75||||"7933840"|"13200762"
0|2|3||75|162|250||||"7933840"|"13347168"
0|6|11||2|4|5||||"7933840"|"13639977"
9|12|14||75|162|250||||"7933842"|"13200763"
0|2|3||250|625|1000||||"7933842"|"13347169"
0|12|24||2|4|5||||"7933842"|"13493573"
14|27|39||5|40|75||||"7933842"|"13639978"
0|7|14||2|4|5||||"7933844"|"13493574"
0|2|3||5|40|75||||"7933844"|"13639979"
0|5|9||2|4|5||||"7933845"|"13200764"
0|3|6||5|40|75||||"7933845"|"13347170"
0|5|9||75|162|250||||"7933845"|"13493575"
10|21|31||5|40|75||||"7933846"|"13200765"
9|17|25||75|162|250||||"7933846"|"13347171"
0|2|3||250|625|1000||||"7933846"|"13493576"
0|9|17||2|4|5||||"7933846"|"13639980"
0|2|3||5|40|75||||"7933848"|"13200766"
0|3|6||2|4|5||||"7933848"|"13639981"
0|2|3||250|625|1000||||"7933849"|"13200767"
0|9|17||2|4|5||||"7933849"|"13347172"
16|25|34||5|40|75||||"7933849"|"13493577"
0|5|9||75|162|250||||"7933849"|"13639982"
0|8|15||2|4|5||||"7933850"|"13347173"
17|25|33||5|40|75||||"7933850"|"13493578"
6|10|14||75|162|250||||"7933850"|"13639983"
0|7|14||2|4|5||||"7933851"|"13200768"
0|6|11||5|40|75||||"7933851"|"13347174"
0|10|20||2|4|5||||"7933852"|"13493579"
0|9|17||5|40|75||||"7933852"|"13639984"
0|7|14||2|4|5||||"7933855"|"13200769"
0|6|12||5|40|75||||"7933855"|"13347175"
9|13|17||75|162|250||||"7933855"|"13493580"
2|4|5||5|40|75||||"7933856"|"13200770"
9|10|11||75|162|250||||"7933856"|"13347176"
0|2|3||250|625|1000||||"7933856"|"13493581"
0|3|5||2|4|5||||"7933856"|"13639985"
0|5|9||5|40|75||||"7933857"|"13200771"
0|3|6||75|162|250||||"7933857"|"13347177"
0|6|11||2|4|5||||"7933857"|"13639986"
0|3|6||75|162|250||||"7933858"|"13200772"
0|12|23||2|4|5||||"7933858"|"13493582"
0|10|20||5|40|75||||"7933858"|"13639987"
0|7|14||2|4|5||||"7933860"|"13347178"
11|17|23||5|40|75||||"7933860"|"13493583"
0|2|3||75|162|250||||"7933860"|"13639988"
0|8|15||2|4|5||||"7933864"|"13200773"
19|25|31||5|40|75||||"7933864"|"13347179"
6|8|9||75|162|250||||"7933864"|"13493584"
8|11|14||5|40|75||||"7933865"|"13200774"
0|3|6||75|162|250||||"7933865"|"13347180"
0|6|11||2|4|5||||"7933865"|"13639989"
0|2|3||75|162|250||||"7933867"|"13200775"
0|9|17||2|4|5||||"7933867"|"13493585"
0|7|14||5|40|75||||"7933867"|"13639990"
0|10|20||2|4|5||||"7933868"|"13347181"
9|16|23||5|40|75||||"7933868"|"13493586"
0|7|14||5|40|75||||"7933869"|"13200776"
0|2|3||75|162|250||||"7933869"|"13347182"
0|9|17||2|4|5||||"7933869"|"13639991"
0|3|6||2|4|5||||"7933871"|"13493587"
0|2|3||5|40|75||||"7933871"|"13639992"
0|3|6||2|4|5||||"7933872"|"13200777"
0|2|3||5|40|75||||"7933872"|"13347183"
0|2|3||75|162|250||||"7933872"|"13493588"
0|6|11||5|40|75||||"7933874"|"13200778"
0|7|14||2|4|5||||"7933874"|"13639993"
0|5|9||2|4|5||||"7933877"|"13347184"
0|3|6||5|40|75||||"7933877"|"13493589"
0|3|6||5|40|75||||"7933878"|"13200779"
0|3|6||2|4|5||||"7933878"|"13639994"
0|3|6||2|4|5||||"7933879"|"13347185"
0|2|3||5|40|75||||"7933879"|"13493590"
0|3|6||5|40|75||||"7933881"|"13200780"
0|3|6||75|162|250||||"7933881"|"13347186"
0|5|9||2|4|5||||"7933881"|"13639995"
0|3|6||75|162|250||||"7933883"|"13200781"
0|5|9||2|4|5||||"7933883"|"13493591"
0|3|6||5|40|75||||"7933883"|"13639996"
0|5|9||2|4|5||||"7933884"|"13347187"
0|2|3||2|4|5||||"7933885"|"13493592"
0|3|6||5|40|75||||"7933886"|"13200782"
0|3|6||75|162|250||||"7933886"|"13347188"
0|6|11||2|4|5||||"7933886"|"13639997"
0|3|6||75|162|250||||"7933888"|"13200783"
0|7|14||2|4|5||||"7933888"|"13493593"
10|15|20||5|40|75||||"7933888"|"13639998"
0|3|6||2|4|5||||"7933890"|"13347189"
6|9|11||5|40|75||||"7933890"|"13493594"
14|16|17||75|162|250||||"7933890"|"13639999"
0|6|11||2|4|5||||"7933892"|"13200784"
0|5|9||5|40|75||||"7933892"|"13347190"
0|2|3||75|162|250||||"7933892"|"13493595"
28|35|41||5|40|75||||"7933894"|"13200785"
6|9|11||75|162|250||||"7933894"|"13347191"
0|2|3||250|625|1000||||"7933894"|"13493596"
0|5|10||2|4|5||||"7933894"|"13640000"
0|7|14||5|40|75||||"7933895"|"13200786"
0|2|3||75|162|250||||"7933895"|"13347192"
0|7|14||2|4|5||||"7933895"|"13640001"
0|3|6||2|4|5||||"7933896"|"13493597"
0|2|3||5|40|75||||"7933896"|"13640002"
0|5|9||2|4|5||||"7933897"|"13200787"
0|3|6||5|40|75||||"7933897"|"13347193"
0|3|6||75|162|250||||"7933897"|"13493598"
0|3|6||5|40|75||||"7933898"|"13200788"
0|3|6||75|162|250||||"7933898"|"13347194"
0|5|9||2|4|5||||"7933898"|"13640003"
0|2|3||75|162|250||||"7933899"|"13200789"
0|5|9||2|4|5||||"7933899"|"13493599"
0|2|3||5|40|75||||"7933899"|"13640004"
0|5|9||2|4|5||||"7933901"|"13347195"
0|3|6||5|40|75||||"7933901"|"13493600"
0|3|6||75|162|250||||"7933901"|"13640005"
0|7|14||2|4|5||||"7933902"|"13200790"
0|6|11||5|40|75||||"7933902"|"13347196"
0|3|6||75|162|250||||"7933903"|"13200791"
0|5|9||2|4|5||||"7933903"|"13493601"
0|3|6||5|40|75||||"7933903"|"13640006"
0|13|26||2|4|5||||"7933905"|"13347197"
16|30|43||5|40|75||||"7933905"|"13493602"
