"not used"|"2964131"|"2189470"
"not used"|"2964132"|"2189471"
"not used"|"2964133"|"2189472"
"not used"|"2964134"|"2189473"
"not used"|"2964136"|"2139901"
"not used"|"2964137"|"2139902"
"shallow"|"2964138"|"2139903"
"not used"|"2964140"|"2164691"
"not used"|"2964141"|"2139905"
"not used"|"2964142"|"2139906"
"not used"|"2964143"|"2214267"
"not used"|"2964144"|"2214268"
"not used"|"2964145"|"2214269"
"not used"|"2964146"|"2214270"
"not used"|"2964148"|"2164698"
"not used"|"2964149"|"2164699"
"not used"|"2964150"|"2164700"
"not used"|"2964153"|"2139915"
"not used"|"2964154"|"2139916"
"not used"|"2964155"|"2139917"
"not used"|"2964156"|"2139918"
"not used"|"2964157"|"2139919"
"not used"|"2964158"|"2139920"
"not used"|"2964159"|"2139921"
"not used"|"2964160"|"2139922"
"not used"|"2964161"|"2214283"
"not used"|"2964162"|"2164710"
"not used"|"2964163"|"2164711"
"not used"|"2964164"|"2164712"
"not used"|"2964165"|"2139926"
"not used"|"2964166"|"2214287"
"not used"|"2964167"|"2214288"
"not used"|"2964554"|"2140291"
"not used"|"2964558"|"2165081"
"not used"|"2964560"|"2165083"
"shallow"|"2964568"|"2140303"
"not used"|"2966098"|"2216124"
"not used"|"2966101"|"2166553"
"not used"|"2966126"|"2141788"
"not used"|"2966127"|"2216149"
"not used"|"2966128"|"2216150"
"shallow"|"2966131"|"2216153"
"not used"|"2966209"|"2216223"
"not used"|"2966243"|"2191468"
"not used"|"2967652"|"2192832"
"not used"|"2968954"|"2144519"
"not used"|"2969939"|"2219810"
"not used"|"2969940"|"2195024"
"shallow"|"2969941"|"2195025"
"not used"|"2969942"|"2195026"
"not used"|"2969944"|"2145454"
"not used"|"2969946"|"2219816"
"not used"|"2969948"|"2195031"
"not used"|"2969950"|"2195032"
"not used"|"2969953"|"2195035"
"not used"|"2969954"|"2195036"
"not used"|"2969959"|"2195041"
"not used"|"2969960"|"2195042"
"not used"|"2969961"|"2195043"
"shallow"|"2970019"|"2145526"
"not used"|"2970020"|"2145527"
"not used"|"2970022"|"2219889"
"not used"|"2970608"|"2220458"
"not used"|"2970609"|"2220459"
"not used"|"2970610"|"2220460"
"shallow"|"2970611"|"2220461"
"shallow"|"2970612"|"2220462"
"not used"|"2970613"|"2220463"
"not used"|"2970614"|"2220464"
"shallow"|"2970615"|"2220465"
"not used"|"2970616"|"2220466"
"not used"|"2970617"|"2220467"
"shallow"|"2970618"|"2220468"
"not used"|"2970620"|"2170896"
"not used"|"2970621"|"2170897"
"not used"|"2970622"|"2146111"
"not used"|"2970623"|"2146112"
"not used"|"2970624"|"2146113"
"not used"|"2970626"|"2220475"
"not used"|"2970627"|"2195689"
"not used"|"2970629"|"2170904"
"not used"|"2970630"|"2170905"
"not used"|"2970631"|"2220479"
"not used"|"2970632"|"2220480"
"not used"|"2970633"|"2220481"
"not used"|"2970634"|"2220482"
"not used"|"2970635"|"2195696"
"not used"|"2970636"|"2195697"
"not used"|"2970637"|"2170911"
"not used"|"2970638"|"2146125"
"not used"|"2970639"|"2220486"
"not used"|"2970641"|"2146127"
"not used"|"2970642"|"2146128"
"not used"|"2970643"|"2146129"
"not used"|"2971031"|"2146490"
"not used"|"2971035"|"2220854"
"not used"|"2971037"|"2220856"
"not used"|"2971045"|"2220863"
"not used"|"2972603"|"2197546"
"not used"|"2972604"|"2197547"
"not used"|"2972605"|"2172761"
"not used"|"2972634"|"2222360"
"shallow"|"2972720"|"2197653"
"not used"|"2974132"|"2223800"
"not used"|"2975271"|"2150548"
"not used"|"2975431"|"2225056"
"not used"|"2975432"|"2225057"
"not used"|"2975433"|"2225058"
"shallow"|"2976415"|"2151634"
"not used"|"2976416"|"2151635"
"not used"|"2976417"|"2151636"
"not used"|"2976418"|"2151637"
"not used"|"2976419"|"2225998"
"not used"|"2976423"|"2151640"
"not used"|"2976425"|"2201215"
"not used"|"2976426"|"2201216"
"not used"|"2976436"|"2201226"
"not used"|"2976438"|"2201228"
"not used"|"2976491"|"2151706"
"not used"|"2976492"|"2151707"
"shallow"|"2976498"|"2151712"
"not used"|"2976768"|"2176756"
"not used"|"2976878"|"2152074"
"not used"|"2977085"|"2177066"
"not used"|"2977086"|"2177067"
"not used"|"2977087"|"2177068"
"not used"|"2977088"|"2177069"
"not used"|"2977089"|"2152283"
"not used"|"2977090"|"2152284"
"not used"|"2977091"|"2152285"
"not used"|"2977092"|"2152286"
"not used"|"2977093"|"2152287"
"shallow"|"2977094"|"2152288"
"not used"|"2977095"|"2201862"
"not used"|"2977096"|"2201863"
"not used"|"2977097"|"2177077"
"shallow"|"2977098"|"2177078"
"not used"|"2977099"|"2177079"
"not used"|"2977101"|"2152294"
"not used"|"2977102"|"2152295"
"not used"|"2977103"|"2152296"
"not used"|"2977105"|"2226658"
"not used"|"2977106"|"2226659"
"not used"|"2977107"|"2201873"
"not used"|"2977108"|"2177087"
"not used"|"2977109"|"2152301"
"not used"|"2977110"|"2226662"
"not used"|"2977111"|"2226663"
"not used"|"2977112"|"2201877"
"not used"|"2977113"|"2201878"
"not used"|"2977114"|"2177092"
"not used"|"2977115"|"2152306"
"not used"|"2977116"|"2152307"
"not used"|"2977119"|"2177096"
"not used"|"2977121"|"2226671"
"not used"|"2977405"|"2226941"
"not used"|"2977508"|"2177459"
"shallow"|"2977511"|"2227035"
"not used"|"2977513"|"2202250"
"not used"|"2977521"|"2227044"
"not used"|"2979051"|"2203718"
"not used"|"2979054"|"2154147"
"not used"|"2979079"|"2154170"
"not used"|"2979080"|"2154171"
"shallow"|"2979153"|"2203810"
"not used"|"2979159"|"2154242"
"not used"|"2979162"|"2154245"
"not used"|"2979163"|"2154246"
"not used"|"2979197"|"2179065"
"shallow"|"2980606"|"2180424"
"not used"|"2980609"|"2155640"
"shallow"|"2981748"|"2181543"
"shallow"|"2981908"|"2181692"
"not used"|"2981910"|"2181694"
"not used"|"2981914"|"2206484"
"not used"|"2982893"|"2232199"
"not used"|"2982894"|"2207413"
"not used"|"2982895"|"2182627"
"not used"|"2982897"|"2232202"
"not used"|"2982898"|"2207416"
"not used"|"2982899"|"2207417"
"not used"|"2982901"|"2157845"
"not used"|"2982902"|"2232206"
"not used"|"2982913"|"2182643"
"shallow"|"2982969"|"2207483"
"not used"|"2982970"|"2182697"
"not used"|"2982972"|"2182699"
"not used"|"2982973"|"2182700"
"not used"|"2982975"|"2182702"
"not used"|"2983355"|"2183061"
"not used"|"2983561"|"2208053"
"not used"|"2983562"|"2208054"
"not used"|"2983563"|"2208055"
"not used"|"2983564"|"2208056"
"not used"|"2983565"|"2208057"
"not used"|"2983566"|"2208058"
"not used"|"2983567"|"2208059"
"not used"|"2983568"|"2208060"
"not used"|"2983569"|"2158487"
"not used"|"2983570"|"2158488"
"shallow"|"2983571"|"2232849"
"not used"|"2983572"|"2232850"
"not used"|"2983573"|"2232851"
"not used"|"2983574"|"2232852"
"not used"|"2983575"|"2232853"
"not used"|"2983576"|"2232854"
"shallow"|"2983577"|"2208068"
"not used"|"2983578"|"2208069"
"shallow"|"2983579"|"2208070"
"not used"|"2983580"|"2208071"
"not used"|"2983581"|"2208072"
"not used"|"2983582"|"2208073"
"not used"|"2983583"|"2183287"
"not used"|"2983584"|"2183288"
"not used"|"2983585"|"2158502"
"not used"|"2983586"|"2158503"
"not used"|"2983587"|"2158504"
"not used"|"2983588"|"2158505"
"not used"|"2983589"|"2232866"
"not used"|"2983592"|"2183295"
"not used"|"2983593"|"2158509"
"not used"|"2983594"|"2158510"
"not used"|"2983596"|"2208085"
"not used"|"2983597"|"2208086"
"not used"|"2983984"|"2208451"
"not used"|"2983988"|"2158881"
"not used"|"2983998"|"2233250"
"not used"|"2985527"|"2234713"
"not used"|"2985556"|"2209952"
"not used"|"2985558"|"2185167"
"not used"|"2985639"|"2234816"
"not used"|"2985673"|"2210061"
"not used"|"2987082"|"2211424"
"not used"|"2988224"|"2162960"
"not used"|"2988384"|"2187895"
"shallow"|"2989369"|"2238402"
"not used"|"2989370"|"2188829"
"not used"|"2989371"|"2164043"
"not used"|"2989374"|"2188832"
"not used"|"2989376"|"2238407"
"not used"|"2989378"|"2238409"
"not used"|"2989379"|"2238410"
"not used"|"2989381"|"2238412"
"not used"|"2989383"|"2238414"
"not used"|"2989389"|"2238420"
"not used"|"2989391"|"2238422"
"shallow"|"2989444"|"2164114"
"shallow"|"2989445"|"2164115"
"not used"|"2989449"|"2238479"
"not used"|"2989450"|"2213693"
"not used"|"2989451"|"2213694"
"not used"|"2989721"|"2238735"
"not used"|"2990038"|"2214257"
"not used"|"2990039"|"2214258"
"not used"|"2990040"|"2214259"
"shallow"|"2990041"|"2214260"
"not used"|"2990043"|"2164688"
"not used"|"2990044"|"2164689"
"not used"|"2990045"|"2164690"
"not used"|"2990046"|"2189477"
"not used"|"2990047"|"2189478"
"not used"|"2990048"|"2164692"
"not used"|"2990049"|"2164693"
"not used"|"2990050"|"2139907"
"not used"|"2990051"|"2139908"
"not used"|"2990052"|"2139909"
"not used"|"2990053"|"2139910"
"not used"|"2990054"|"2214271"
"not used"|"2990055"|"2189485"
"not used"|"2990056"|"2189486"
"not used"|"2990057"|"2189487"
"not used"|"2990058"|"2164701"
"not used"|"2990059"|"2214275"
"not used"|"2990060"|"2164702"
