wepp_id,topaz_id,soil_key,area_ha,slope,sbs_map_sediment_t,undisturbed_sediment_t,sediment_delta_t,sbs_map_runoff_mm,undisturbed_runoff_mm,runoff_delta_mm,sbs_map_baseflow_mm,undisturbed_baseflow_mm,sbs_map_lateral_flow_mm,undisturbed_lateral_flow_mm,sbs_map_soil_layers,undisturbed_soil_layers,sbs_map_kslast_mm_hr,undisturbed_kslast_mm_hr,sbs_map_res_lyr_i,undisturbed_res_lyr_i,sbs_map_pmet_entry,sbs_map_pmet_station,sbs_map_pmet_description,undisturbed_pmet_entry,undisturbed_pmet_station,undisturbed_pmet_description,inversion
677,3073,3114506-silt loam-tall grass,2.9,0.5590067505836487,0.3426,0.4238,-0.0812,28.54827586206897,40.49310344827586,-11.944827586206896,76.98275862068965,0.0,649.9724137931034,707.1551724137931,5,4,0.01,0.0,,3,502,Tah_7670,silt_loam-tall_grass,502,Tah_7670,silt_loam-tall_grass,True
715,3243,3114506-silt loam-tall grass,2.6,0.6668294072151184,0.516,0.5855,-0.0695,27.692307692307693,38.50769230769231,-10.815384615384616,76.1576923076923,0.0,657.7423076923077,715.5192307692307,5,4,0.01,0.0,,3,546,Tah_7670,silt_loam-tall_grass,546,Tah_7670,silt_loam-tall_grass,True
210,922,3114505-silt loam-tall grass,2.7,0.5835846662521362,0.1916999999999999,0.2491,-0.0574,15.855555555555556,16.696296296296296,-0.8407407407407401,78.65925925925926,0.0,578.7259259259259,656.4296296296296,5,4,0.01,0.0,,3,1893,Tah_7670,silt_loam-tall_grass,1893,Tah_7670,silt_loam-tall_grass,True
43,203,3114512-silt loam-tall grass,3.0,0.6027364134788513,0.315,0.3606,-0.0456,13.81,16.12,-2.3100000000000005,84.69333333333333,0.0,478.8133333333333,560.0366666666666,5,4,0.01,0.0,,3,247,Tah_7670,silt_loam-tall_grass,247,Tah_7670,silt_loam-tall_grass,True
508,2322,3114490-silt loam-tall grass,3.8,0.6782898008823395,0.3467,0.3748,-0.0281,7.863157894736842,8.4,-0.5368421052631582,61.06315789473684,0.0,673.3131578947368,723.3184210526316,4,3,0.01,0.0,,2,315,Tah_7670,silt_loam-tall_grass,315,Tah_7670,silt_loam-tall_grass,True
528,2403,3114506-silt loam-tall grass,2.3,0.5563912391662598,0.2015,0.2288,-0.0272999999999999,12.821739130434782,15.5,-2.678260869565218,70.27826086956522,0.0,659.408695652174,720.9565217391304,5,4,0.01,0.0,,3,336,Tah_7670,silt_loam-tall_grass,336,Tah_7670,silt_loam-tall_grass,True
184,812,3114505-silt loam-tall grass,6.6,0.6071207523345947,0.63,0.6572,-0.0272,16.734848484848484,18.16212121212121,-1.4272727272727297,80.89545454545454,0.0,560.0363636363636,639.1166666666667,5,4,0.01,0.0,,3,1720,Tah_7670,silt_loam-tall_grass,1720,Tah_7670,silt_loam-tall_grass,True
349,1582,3114490-silt loam-tall grass,6.2,0.591931164264679,0.5046,0.5303,-0.0256999999999999,7.490322580645161,7.879032258064516,-0.3887096774193548,61.251612903225805,0.0,667.424193548387,717.8241935483871,4,3,0.01,0.0,,2,139,Tah_7670,silt_loam-tall_grass,139,Tah_7670,silt_loam-tall_grass,True
525,2393,3114506-silt loam-tall grass,0.8,0.5705105066299438,0.0978,0.12,-0.0221999999999999,24.05,32.65,-8.599999999999998,76.9375,0.0,653.3875,714.05,5,4,0.01,0.0,,3,333,Tah_7670,silt_loam-tall_grass,333,Tah_7670,silt_loam-tall_grass,True
612,2783,3114506-silt loam-tall grass,0.4,0.4765662550926208,0.0693,0.0902999999999999,-0.0209999999999999,99.0,139.525,-40.525000000000006,99.55,0.0,606.9,653.0,5,4,0.01,0.0,,3,430,Tah_7670,silt_loam-tall_grass,430,Tah_7670,silt_loam-tall_grass,True
760,3442,3114506-silt loam-tall grass,1.1,0.6360453367233276,0.2865,0.3054,-0.0189,30.509090909090908,41.154545454545456,-10.645454545454548,77.44545454545455,0.0,632.7,691.2636363636364,5,4,0.01,0.0,,3,597,Tah_7670,silt_loam-tall_grass,597,Tah_7670,silt_loam-tall_grass,True
339,1542,3120797-silt loam-tall grass,1.7,0.620945394039154,0.1963,0.2125999999999999,-0.0162999999999999,16.847058823529412,23.458823529411763,-6.611764705882351,71.61176470588235,0.0,620.0411764705882,678.4,5,4,0.01,0.0,,3,129,Tah_7670,silt_loam-tall_grass,129,Tah_7670,silt_loam-tall_grass,True
527,2402,3114506-silt loam-tall grass,2.8,0.6072095632553101,0.3412,0.3512,-0.01,15.139285714285714,19.960714285714285,-4.821428571428571,70.16785714285714,0.0,649.2785714285715,708.5857142857143,5,4,0.01,0.0,,3,335,Tah_7670,silt_loam-tall_grass,335,Tah_7670,silt_loam-tall_grass,True
486,2223,3114506-silt loam-tall grass,0.4,0.5504720211029053,0.0549,0.063,-0.0080999999999999,34.3,46.025,-11.725,89.225,0.0,708.55,776.375,5,4,0.01,0.0,,3,290,Tah_7670,silt_loam-tall_grass,290,Tah_7670,silt_loam-tall_grass,True
288,1302,3114506-silt loam-tall grass,2.2,0.5778906047344208,0.2462,0.254,-0.0078,12.6,15.959090909090907,-3.3590909090909093,68.71818181818182,0.0,602.0045454545455,661.15,5,4,0.01,0.0,,3,70,Tah_7670,silt_loam-tall_grass,70,Tah_7670,silt_loam-tall_grass,True
237,1052,3114505-silt loam-tall grass,0.7,0.639309287071228,0.0767,0.0835,-0.0068,18.528571428571425,20.428571428571427,-1.900000000000002,84.24285714285715,0.0,595.7571428571429,677.7,5,4,0.01,0.0,,3,15,Tah_7670,silt_loam-tall_grass,15,Tah_7670,silt_loam-tall_grass,True
14,72,3120805-silt loam-tall grass,7.7,0.6260920464992523,0.2761,0.2816,-0.0055,9.051948051948052,9.472727272727273,-0.4207792207792202,77.27922077922078,0.0,485.0896103896104,561.6961038961039,5,4,0.01,0.0,,3,1502,Tah_7670,silt_loam-tall_grass,1502,Tah_7670,silt_loam-tall_grass,True
235,1043,3114505-silt loam-tall grass,1.0,0.6245131492614746,0.0992,0.1034,-0.0042,15.48,16.08,-0.5999999999999979,79.1,0.0,573.36,651.66,5,4,0.01,0.0,,3,13,Tah_7670,silt_loam-tall_grass,13,Tah_7670,silt_loam-tall_grass,True
603,2743,3114506-silt loam-tall grass,1.2,0.6346093416213989,0.1485,0.1525999999999999,-0.0040999999999999,14.025,16.2,-2.174999999999999,66.10833333333333,0.0,650.0416666666666,708.0666666666667,5,4,0.01,0.0,,3,421,Tah_7670,silt_loam-tall_grass,421,Tah_7670,silt_loam-tall_grass,True
841,3803,3114662-silt loam-tall grass,0.8,0.693157970905304,0.1737,0.1768,-0.0031,26.4875,34.25,-7.762499999999999,75.475,0.0,677.3625,737.9375,5,4,0.01,0.0,,3,684,Tah_7670,silt_loam-tall_grass,684,Tah_7670,silt_loam-tall_grass,True
916,4143,3114506-silt loam-tall grass,0.4,0.6670773923397064,0.0514,0.0537999999999999,-0.0023999999999999,18.6,24.2,-5.599999999999998,63.65,0.0,627.975,680.5,5,4,0.01,0.0,,3,769,Tah_7670,silt_loam-tall_grass,769,Tah_7670,silt_loam-tall_grass,True
156,692,3114474-silt loam-tall grass,2.2,0.5773022174835205,0.0129,0.0144,-0.0014999999999999,2.0636363636363635,2.413636363636364,-0.3500000000000001,65.82727272727273,0.0,522.4727272727273,586.8409090909091,5,4,0.01,0.0,,4,1436,Tah_7670,silt_loam-tall_grass,1436,Tah_7670,silt_loam-tall_grass,True
141,623,3114518-silt loam-tall grass,1.6,0.5315877199172974,0.1253,0.1267,-0.0013999999999999,13.06875,13.375,-0.3062500000000003,78.81875,0.0,540.75,619.05,5,4,0.01,0.0,,3,1268,Tah_7670,silt_loam-tall_grass,1268,Tah_7670,silt_loam-tall_grass,True
567,2583,3114506-silt loam-tall grass,0.5,0.304168701171875,0.0347,0.0358,-0.0010999999999999,22.94,32.68,-9.739999999999998,69.2,0.0,567.36,619.68,5,4,0.01,0.0,,3,380,Tah_7670,silt_loam-tall_grass,380,Tah_7670,silt_loam-tall_grass,True
