"model","assessment_id","attempt_id","view","selected_window_minutes","min_probability_fraction","year_filter","sort","descending","offset","limit","intensity_unit","rainfall_unit","probability_unit","soil_source","design_origin","event_origin","subdaily_origin","climate_mode","event_id","date_label","date_semantics","return_interval_years","duration_minutes","peak_intensity","window_rainfall","total_event_rainfall","probability_fraction","target_probability_fraction","reason"
"M1","052cbf59f446418dac7c501c8462d0e6","0ea9c1f5b0964b22ba7f1b457c1a6c9f","displayed view",60,,,"row_ordinal","false",0,100,"mm/hour","mm","fraction (0–1)","NRCS-derived STATSGO fine-earth Kf","NOAA Atlas 14 statistical design rainfall","Project climate events","modeled_disaggregated","GridMetPRISM",,,"calendar",,60,0,0,,0.038791134460236035,,
"M1","052cbf59f446418dac7c501c8462d0e6","0ea9c1f5b0964b22ba7f1b457c1a6c9f","displayed view",60,,,"row_ordinal","false",0,100,"mm/hour","mm","fraction (0–1)","NRCS-derived STATSGO fine-earth Kf","NOAA Atlas 14 statistical design rainfall","Project climate events","modeled_disaggregated","GridMetPRISM",,,"calendar",,60,0.4,0.4,,0.042940778298788014,,
"M1","052cbf59f446418dac7c501c8462d0e6","0ea9c1f5b0964b22ba7f1b457c1a6c9f","displayed view",60,,,"row_ordinal","false",0,100,"mm/hour","mm","fraction (0–1)","NRCS-derived STATSGO fine-earth Kf","NOAA Atlas 14 statistical design rainfall","Project climate events","modeled_disaggregated","GridMetPRISM",,,"calendar",,60,0.8,0.8,,0.0475123841449531,,
"M1","052cbf59f446418dac7c501c8462d0e6","0ea9c1f5b0964b22ba7f1b457c1a6c9f","displayed view",60,,,"row_ordinal","false",0,100,"mm/hour","mm","fraction (0–1)","NRCS-derived STATSGO fine-earth Kf","NOAA Atlas 14 statistical design rainfall","Project climate events","modeled_disaggregated","GridMetPRISM",,,"calendar",,60,1.2,1.2,,0.052543976110092094,,
"M1","052cbf59f446418dac7c501c8462d0e6","0ea9c1f5b0964b22ba7f1b457c1a6c9f","displayed view",60,,,"row_ordinal","false",0,100,"mm/hour","mm","fraction (0–1)","NRCS-derived STATSGO fine-earth Kf","NOAA Atlas 14 statistical design rainfall","Project climate events","modeled_disaggregated","GridMetPRISM",,,"calendar",,60,1.6,1.6,,0.05807592755754649,,
"M1","052cbf59f446418dac7c501c8462d0e6","0ea9c1f5b0964b22ba7f1b457c1a6c9f","displayed view",60,,,"row_ordinal","false",0,100,"mm/hour","mm","fraction (0–1)","NRCS-derived STATSGO fine-earth Kf","NOAA Atlas 14 statistical design rainfall","Project climate events","modeled_disaggregated","GridMetPRISM",,,"calendar",,60,2,2,,0.06415086108065736,,
"M1","052cbf59f446418dac7c501c8462d0e6","0ea9c1f5b0964b22ba7f1b457c1a6c9f","displayed view",60,,,"row_ordinal","false",0,100,"mm/hour","mm","fraction (0–1)","NRCS-derived STATSGO fine-earth Kf","NOAA Atlas 14 statistical design rainfall","Project climate events","modeled_disaggregated","GridMetPRISM",,,"calendar",,60,2.4,2.4,,0.0708134791949175,,
"M1","052cbf59f446418dac7c501c8462d0e6","0ea9c1f5b0964b22ba7f1b457c1a6c9f","displayed view",60,,,"row_ordinal","false",0,100,"mm/hour","mm","fraction (0–1)","NRCS-derived STATSGO fine-earth Kf","NOAA Atlas 14 statistical design rainfall","Project climate events","modeled_disaggregated","GridMetPRISM",,,"calendar",,60,2.8000000000000003,2.8000000000000003,,0.07811031240719539,,
"M1","052cbf59f446418dac7c501c8462d0e6","0ea9c1f5b0964b22ba7f1b457c1a6c9f","displayed view",60,,,"row_ordinal","false",0,100,"mm/hour","mm","fraction (0–1)","NRCS-derived STATSGO fine-earth Kf","NOAA Atlas 14 statistical design rainfall","Project climate events","modeled_disaggregated","GridMetPRISM",,,"calendar",,60,3.2,3.2,,0.08608937061404343,,
"M1","052cbf59f446418dac7c501c8462d0e6","0ea9c1f5b0964b22ba7f1b457c1a6c9f","displayed view",60,,,"row_ordinal","false",0,100,"mm/hour","mm","fraction (0–1)","NRCS-derived STATSGO fine-earth Kf","NOAA Atlas 14 statistical design rainfall","Project climate events","modeled_disaggregated","GridMetPRISM",,,"calendar",,60,3.5999999999999996,3.5999999999999996,,0.09479968358221003,,
"M1","052cbf59f446418dac7c501c8462d0e6","0ea9c1f5b0964b22ba7f1b457c1a6c9f","displayed view",60,,,"row_ordinal","false",0,100,"mm/hour","mm","fraction (0–1)","NRCS-derived STATSGO fine-earth Kf","NOAA Atlas 14 statistical design rainfall","Project climate events","modeled_disaggregated","GridMetPRISM",,,"calendar",,60,4,4,,0.10429071679213006,,
