"model","assessment_id","attempt_id","view","selected_window_minutes","min_probability_fraction","year_filter","sort","descending","offset","limit","intensity_unit","rainfall_unit","probability_unit","soil_source","design_origin","event_origin","subdaily_origin","climate_mode","event_id","date_label","date_semantics","return_interval_years","duration_minutes","peak_intensity","window_rainfall","total_event_rainfall","probability_fraction","target_probability_fraction","reason"
"M1","052cbf59f446418dac7c501c8462d0e6","0ea9c1f5b0964b22ba7f1b457c1a6c9f","displayed view",60,,,"row_ordinal","false",0,100,"in/hour","in","fraction (0–1)","NRCS-derived STATSGO fine-earth Kf","NOAA Atlas 14 statistical design rainfall","Project climate events","modeled_disaggregated","GridMetPRISM",,,"calendar",,60,0,0,,0.038791134460236035,,
"M1","052cbf59f446418dac7c501c8462d0e6","0ea9c1f5b0964b22ba7f1b457c1a6c9f","displayed view",60,,,"row_ordinal","false",0,100,"in/hour","in","fraction (0–1)","NRCS-derived STATSGO fine-earth Kf","NOAA Atlas 14 statistical design rainfall","Project climate events","modeled_disaggregated","GridMetPRISM",,,"calendar",,60,0.01574804,0.01574804,,0.042940778298788014,,
"M1","052cbf59f446418dac7c501c8462d0e6","0ea9c1f5b0964b22ba7f1b457c1a6c9f","displayed view",60,,,"row_ordinal","false",0,100,"in/hour","in","fraction (0–1)","NRCS-derived STATSGO fine-earth Kf","NOAA Atlas 14 statistical design rainfall","Project climate events","modeled_disaggregated","GridMetPRISM",,,"calendar",,60,0.03149608,0.03149608,,0.0475123841449531,,
"M1","052cbf59f446418dac7c501c8462d0e6","0ea9c1f5b0964b22ba7f1b457c1a6c9f","displayed view",60,,,"row_ordinal","false",0,100,"in/hour","in","fraction (0–1)","NRCS-derived STATSGO fine-earth Kf","NOAA Atlas 14 statistical design rainfall","Project climate events","modeled_disaggregated","GridMetPRISM",,,"calendar",,60,0.047244119999999994,0.047244119999999994,,0.052543976110092094,,
"M1","052cbf59f446418dac7c501c8462d0e6","0ea9c1f5b0964b22ba7f1b457c1a6c9f","displayed view",60,,,"row_ordinal","false",0,100,"in/hour","in","fraction (0–1)","NRCS-derived STATSGO fine-earth Kf","NOAA Atlas 14 statistical design rainfall","Project climate events","modeled_disaggregated","GridMetPRISM",,,"calendar",,60,0.06299216,0.06299216,,0.05807592755754649,,
"M1","052cbf59f446418dac7c501c8462d0e6","0ea9c1f5b0964b22ba7f1b457c1a6c9f","displayed view",60,,,"row_ordinal","false",0,100,"in/hour","in","fraction (0–1)","NRCS-derived STATSGO fine-earth Kf","NOAA Atlas 14 statistical design rainfall","Project climate events","modeled_disaggregated","GridMetPRISM",,,"calendar",,60,0.0787402,0.0787402,,0.06415086108065736,,
"M1","052cbf59f446418dac7c501c8462d0e6","0ea9c1f5b0964b22ba7f1b457c1a6c9f","displayed view",60,,,"row_ordinal","false",0,100,"in/hour","in","fraction (0–1)","NRCS-derived STATSGO fine-earth Kf","NOAA Atlas 14 statistical design rainfall","Project climate events","modeled_disaggregated","GridMetPRISM",,,"calendar",,60,0.09448823999999999,0.09448823999999999,,0.0708134791949175,,
"M1","052cbf59f446418dac7c501c8462d0e6","0ea9c1f5b0964b22ba7f1b457c1a6c9f","displayed view",60,,,"row_ordinal","false",0,100,"in/hour","in","fraction (0–1)","NRCS-derived STATSGO fine-earth Kf","NOAA Atlas 14 statistical design rainfall","Project climate events","modeled_disaggregated","GridMetPRISM",,,"calendar",,60,0.11023628,0.11023628,,0.07811031240719539,,
"M1","052cbf59f446418dac7c501c8462d0e6","0ea9c1f5b0964b22ba7f1b457c1a6c9f","displayed view",60,,,"row_ordinal","false",0,100,"in/hour","in","fraction (0–1)","NRCS-derived STATSGO fine-earth Kf","NOAA Atlas 14 statistical design rainfall","Project climate events","modeled_disaggregated","GridMetPRISM",,,"calendar",,60,0.12598432,0.12598432,,0.08608937061404343,,
"M1","052cbf59f446418dac7c501c8462d0e6","0ea9c1f5b0964b22ba7f1b457c1a6c9f","displayed view",60,,,"row_ordinal","false",0,100,"in/hour","in","fraction (0–1)","NRCS-derived STATSGO fine-earth Kf","NOAA Atlas 14 statistical design rainfall","Project climate events","modeled_disaggregated","GridMetPRISM",,,"calendar",,60,0.14173235999999997,0.14173235999999997,,0.09479968358221003,,
"M1","052cbf59f446418dac7c501c8462d0e6","0ea9c1f5b0964b22ba7f1b457c1a6c9f","displayed view",60,,,"row_ordinal","false",0,100,"in/hour","in","fraction (0–1)","NRCS-derived STATSGO fine-earth Kf","NOAA Atlas 14 statistical design rainfall","Project climate events","modeled_disaggregated","GridMetPRISM",,,"calendar",,60,0.1574804,0.1574804,,0.10429071679213006,,
"M1","052cbf59f446418dac7c501c8462d0e6","0ea9c1f5b0964b22ba7f1b457c1a6c9f","displayed view",60,,,"row_ordinal","false",0,100,"in/hour","in","fraction (0–1)","NRCS-derived STATSGO fine-earth Kf","NOAA Atlas 14 statistical design rainfall","Project climate events","modeled_disaggregated","GridMetPRISM",,,"calendar",,60,0.17322844,0.17322844,,0.11461165042349775,,
"M1","052cbf59f446418dac7c501c8462d0e6","0ea9c1f5b0964b22ba7f1b457c1a6c9f","displayed view",60,,,"row_ordinal","false",0,100,"in/hour","in","fraction (0–1)","NRCS-derived STATSGO fine-earth Kf","NOAA Atlas 14 statistical design rainfall","Project climate events","modeled_disaggregated","GridMetPRISM",,,"calendar",,60,0.18897647999999997,0.18897647999999997,,0.12581051199249232,,
"M1","052cbf59f446418dac7c501c8462d0e6","0ea9c1f5b0964b22ba7f1b457c1a6c9f","displayed view",60,,,"row_ordinal","false",0,100,"in/hour","in","fraction (0–1)","NRCS-derived STATSGO fine-earth Kf","NOAA Atlas 14 statistical design rainfall","Project climate events","modeled_disaggregated","GridMetPRISM",,,"calendar",,60,0.20472452,0.20472452,,0.13793315737050704,,
"M1","052cbf59f446418dac7c501c8462d0e6","0ea9c1f5b0964b22ba7f1b457c1a6c9f","displayed view",60,,,"row_ordinal","false",0,100,"in/hour","in","fraction (0–1)","NRCS-derived STATSGO fine-earth Kf","NOAA Atlas 14 statistical design rainfall","Project climate events","modeled_disaggregated","GridMetPRISM",,,"calendar",,60,0.22047256,0.22047256,,0.1510221008467919,,
