station,month,valid_days,expected_days,station_mm,gridmet_mm,wepp_cli_mm,wepp_hillslope_area_weighted_mm
CENMET,2003-01,31,31,393.80000000000007,337.7,336.90000000000003,346.52640676546633
CENMET,2003-02,28,28,160.0,148.6,148.6,154.06221064010012
CENMET,2003-03,31,31,448.1000000000001,406.3,406.5,422.5416991073369
CENMET,2003-04,30,30,200.99999999999997,205.20000000000002,204.70000000000002,212.9970863331681
CENMET,2003-05,31,31,80.99999999999999,73.9,74.69999999999999,80.04989248774551
CENMET,2003-06,30,30,12.799999999999999,7.200000000000001,7.1,7.612748070759849
CENMET,2003-07,31,31,0.0,0.0,0.0,0.0
CENMET,2003-08,31,31,16.200000000000003,21.4,21.299999999999997,22.472297967459856
CENMET,2003-09,30,30,79.7,74.49999999999999,74.4,78.91314756782238
CENMET,2003-10,31,31,136.6,115.8,115.50000000000001,117.33835499638349
CENMET,2003-11,30,30,309.90000000000003,281.2,281.30000000000007,286.65125723427303
CENMET,2003-12,31,31,489.00000000000006,436.4,436.70000000000005,448.82779101411046
CENMET,2004-01,31,31,396.3,346.6,346.79999999999995,356.7066372159944
CENMET,2004-02,29,29,222.2,187.5,187.49999999999997,194.39571175313299
CENMET,2004-03,31,31,132.60000000000002,110.7,110.7,115.06868687587718
CENMET,2004-04,30,30,125.3,120.69999999999999,120.99999999999999,125.91483159559054
CENMET,2004-05,31,31,185.40000000000003,172.89999999999998,173.0,185.38890327769766
CENMET,2004-06,30,30,78.9,55.8,56.099999999999994,60.16636006193787
CENMET,2004-07,31,31,3.7,1.2,1.3,1.462357432507248
CENMET,2004-08,27,31,21.000000000000004,28.099999999999998,28.200000000000003,29.748911305157403
CENMET,2004-09,28,30,119.3,100.5,100.60000000000001,106.72253392756042
CENMET,2004-10,29,31,148.29999999999998,128.4,128.4,130.39526313098162
CENMET,2004-11,30,30,104.59999999999998,103.80000000000001,103.09999999999998,105.06506210587396
CENMET,2004-12,31,31,258.6,256.8,256.8,263.9388823437388
CENMET,2005-01,31,31,106.7,115.7,115.5,118.80785893176206
CENMET,2005-02,27,28,80.4,83.39999999999999,83.89999999999999,86.98841756968787
CENMET,2005-03,29,31,247.49999999999994,237.6,237.90000000000003,247.29684915510367
CENMET,2005-04,30,30,174.6,176.4,176.40000000000003,183.522446034974
CENMET,2005-05,29,31,210.3,159.40000000000003,159.8,171.22030582747408
CENMET,2005-06,23,30,87.3,56.699999999999996,56.5,60.60024393564173
CENMET,2005-07,29,31,10.700000000000001,8.299999999999999,8.2,9.231984310404341
CENMET,2005-08,31,31,5.8,3.8000000000000003,3.8,4.005198725506885
CENMET,2005-09,30,30,59.60000000000001,44.1,44.099999999999994,46.77340029990647
CENMET,2005-10,31,31,180.30000000000004,143.70000000000002,144.0,146.23647553438659
CENMET,2005-11,30,30,383.2999999999999,338.40000000000003,338.50000000000006,344.9257276885418
CENMET,2005-12,31,31,549.4,475.50000000000006,475.09999999999997,488.30449648441083
CENMET,2006-01,27,31,654.7,450.40000000000003,451.0,463.8859462539626
CENMET,2006-02,28,28,138.5,170.0,169.9,176.14754900108838
CENMET,2006-03,31,31,193.79999999999998,188.70000000000002,188.5,195.95330965857465
CENMET,2006-04,30,30,125.29999999999998,128.6,128.5,133.68624225511277
CENMET,2006-05,31,31,119.0,109.09999999999998,109.3,117.12916648884281
CENMET,2006-06,30,30,114.90000000000002,96.89999999999999,96.69999999999999,103.71029504081991
CENMET,2006-07,31,31,15.5,6.4,6.3,7.090724559876657
CENMET,2006-08,31,31,11.7,8.9,8.8,9.28086577054781
CENMET,2006-09,30,30,63.7,40.3,40.1,42.53381568241849
CENMET,2006-10,31,31,76.39999999999999,78.10000000000001,78.0,79.20229863587062
CENMET,2006-11,30,30,686.3000000000001,624.6,624.7999999999998,636.6725721562804
CENMET,2006-12,31,31,437.0,349.9,349.5,359.2114063430972
CENMET,2007-01,31,31,240.8,200.20000000000002,200.39999999999998,206.1224187630313
CENMET,2007-02,28,28,298.79999999999995,285.79999999999995,285.30000000000007,295.78095083700083
CENMET,2007-03,31,31,167.29999999999998,175.20000000000002,174.60000000000002,181.506581545574
CENMET,2007-04,30,30,140.0,137.50000000000003,138.3,143.8902317938803
CENMET,2007-05,31,31,62.6,65.1,65.30000000000001,69.97225272483507
CENMET,2007-06,30,30,85.3,60.49999999999999,60.79999999999999,65.20287621689044
CENMET,2007-07,31,31,25.000000000000004,22.8,22.5,25.327279521510636
CENMET,2007-08,31,31,30.0,29.8,29.8,31.42634356195539
CENMET,2007-09,30,30,85.7,67.69999999999999,67.9,72.02248146694839
CENMET,2007-10,31,31,294.8,237.4,237.40000000000003,241.10605619822655
CENMET,2007-11,30,30,319.0,292.3,292.40000000000003,297.94444869842926
CENMET,2007-12,31,31,465.79999999999995,481.2999999999999,481.8,495.19208716762034
CENMET,2008-01,31,31,449.0,385.00000000000006,384.70000000000005,395.68705842644744
CENMET,2008-02,29,29,187.4,185.4,185.1,191.90167633957495
CENMET,2008-03,31,31,300.90000000000003,307.00000000000006,307.2000000000001,319.33105061534775
CENMET,2008-04,30,30,181.79999999999998,178.5,178.1,185.32640127646536
CENMET,2008-05,31,31,119.3,96.70000000000002,97.3,104.25780268664553
CENMET,2008-06,30,30,68.4,59.400000000000006,59.39999999999999,63.71021161682229
CENMET,2008-07,31,31,4.1,1.9,1.8,2.025440911917339
CENMET,2008-08,31,31,73.8,52.199999999999996,52.099999999999994,54.94911402267979
CENMET,2008-09,30,30,18.6,11.9,11.9,12.615317452172306
CENMET,2008-10,31,31,117.30000000000001,102.80000000000001,102.69999999999999,104.30065262947471
CENMET,2008-11,30,30,308.9,251.89999999999998,252.10000000000002,256.8826942135709
CENMET,2008-12,31,31,484.40000000000003,415.1,415.40000000000003,426.94609782483724
CENMET,2009-01,31,31,299.99999999999994,214.3,214.49999999999997,220.64523364188744
CENMET,2009-02,28,28,160.4,151.6,151.3,156.8723135381326
CENMET,2009-03,31,31,301.70000000000005,271.50000000000006,271.4000000000001,282.1156921099547
CENMET,2009-04,30,30,160.29999999999998,159.29999999999998,159.3,165.74434001229267
CENMET,2009-05,31,31,210.3,158.6,158.8,170.15576832118953
CENMET,2009-06,30,30,60.2,48.400000000000006,48.9,52.438660462060255
CENMET,2009-07,31,31,5.7,4.1,4.1,4.6156482306004705
CENMET,2009-08,31,31,20.799999999999997,15.7,15.5,16.341747631607124
CENMET,2009-09,30,30,57.8,37.9,38.00000000000001,40.30687517610272
CENMET,2009-10,29,31,194.4,177.79999999999998,178.1,180.8669219220803
CENMET,2009-11,30,30,285.40000000000003,280.6,281.0,286.34219774111125
CENMET,2009-12,31,31,313.9,222.10000000000002,222.10000000000002,228.26561707945905
CENMET,2010-01,31,31,251.10000000000002,186.80000000000004,187.00000000000003,192.32789619492726
CENMET,2010-02,28,28,178.8,140.7,140.4,145.54852051343482
CENMET,2010-03,31,31,292.9,231.90000000000006,231.5,240.6429448248305
CENMET,2010-04,30,30,239.0,205.4,205.7,214.02669656904138
CENMET,2010-05,31,31,202.9,152.2,152.3,163.1918642769583
CENMET,2010-06,30,30,221.89999999999998,165.20000000000002,164.9,176.84688054461338
CENMET,2010-07,31,31,9.1,4.5,4.6,5.179029335656848
CENMET,2010-08,31,31,19.599999999999998,13.0,13.2,13.921471800984303
CENMET,2010-09,30,30,149.5,113.10000000000001,112.5,119.34045043146452
CENMET,2010-10,31,31,223.90000000000003,202.6,203.20000000000005,206.34682379173978
CENMET,2010-11,18,30,201.5,162.60000000000002,162.60000000000002,165.69419281825128
CENMET,2010-12,29,31,440.49999999999994,398.8,398.79999999999995,409.8747235328033
CENMET,2011-01,31,31,249.29999999999998,218.20000000000002,218.4,224.6310141433692
CENMET,2011-02,28,28,232.70000000000002,228.9,228.3,236.68944357204194
CENMET,2011-03,31,31,391.40000000000003,332.9,333.0,346.14581030045474
CENMET,2011-04,30,30,297.70000000000005,271.09999999999997,271.4,282.3824649277821
CENMET,2011-05,31,31,206.0,143.89999999999998,144.39999999999998,154.7272240617033
CENMET,2011-06,30,30,69.0,51.00000000000001,51.3,55.02173988692397
CENMET,2011-07,31,31,55.3,37.8,37.9,42.655880835912484
CENMET,2011-08,31,31,0.0,0.6,0.5,0.5260560849199707
CENMET,2011-09,30,30,12.799999999999999,13.8,13.7,14.527309333871372
CENMET,2011-10,31,31,129.39999999999998,122.2,122.1,124.00304189263626
CENMET,2011-11,30,30,292.2,252.8,252.50000000000003,257.3030080818926
CENMET,2011-12,31,31,257.7,253.6,253.7,260.74198718192565
CENMET,2012-01,31,31,519.8000000000001,384.09999999999997,385.0,396.0201702269472
CENMET,2012-02,29,29,260.1,200.8,200.5,207.85969411930122
CENMET,2012-03,31,31,551.3,482.4,482.7,501.7551865164798
CENMET,2012-04,30,30,248.49999999999994,199.0,199.4,207.4790756966533
CENMET,2012-05,31,31,130.3,97.4,97.9,104.89383481359488
CENMET,2012-06,30,30,180.29999999999998,136.49999999999997,136.9,146.8282299513262
CENMET,2012-07,31,31,6.6,8.1,8.2,9.229244699758995
CENMET,2012-08,31,31,0.3,2.9,3.0,3.160372454998274
CENMET,2012-09,30,30,1.4000000000000001,1.7,1.8,1.9036999327442283
CENMET,2012-10,31,31,312.4,272.3,272.1,276.3122022596594
CENMET,2012-11,30,30,381.09999999999997,357.0,357.0,363.77093271480794
CENMET,2012-12,31,31,515.0,468.4,468.3,481.32251516340585
CENMET,2013-01,31,31,199.7,164.8,164.90000000000003,169.61482814251588
CENMET,2013-02,28,28,151.9,115.1,115.79999999999998,120.0589170028122
CENMET,2013-03,31,31,130.49999999999997,126.1,126.1,131.10137102247023
CENMET,2013-04,30,30,199.80000000000004,183.1,183.6,191.04595676306468
CENMET,2013-05,31,31,163.7,133.79999999999998,133.6,143.16010551681816
CENMET,2013-06,30,30,74.50000000000001,59.5,59.199999999999996,63.49239425452788
CENMET,2013-07,31,31,0.0,0.0,0.0,0.0
CENMET,2013-08,31,31,55.20000000000001,42.199999999999996,42.49999999999999,44.81982425172526
CENMET,2013-09,30,30,312.6,230.70000000000002,230.9,244.93319440490234
CENMET,2013-10,30,31,53.6,42.5,42.699999999999996,43.360102821297495
CENMET,2013-11,30,30,206.8,196.4,196.5,200.2386614057374
CENMET,2013-12,31,31,120.50000000000001,131.79999999999998,131.4,135.05972139124395
CENMET,2014-01,31,31,223.79999999999998,193.2,193.39999999999998,198.92700866168263
CENMET,2014-02,28,28,500.5,478.0999999999999,477.4,494.9494874771922
CENMET,2014-03,31,31,488.1000000000001,446.50000000000006,446.59999999999997,464.22395841472814
CENMET,2014-04,30,30,226.70000000000002,189.29999999999998,188.7,196.34546876443378
CENMET,2014-05,31,31,163.5,139.5,139.0,148.9348544782917
CENMET,2014-06,30,30,86.5,64.0,63.7,68.31312586977889
CENMET,2014-07,31,31,40.000000000000014,17.4,17.299999999999997,19.473773207477933
CENMET,2014-08,31,31,22.0,22.4,22.4,23.623500592541077
CENMET,2014-09,30,30,55.3,49.699999999999996,49.49999999999999,52.513733336629144
CENMET,2014-10,31,31,266.2,235.99999999999997,235.9,239.55994030474764
CENMET,2014-11,30,30,400.9,366.5,366.59999999999997,373.55325414488954
CENMET,2014-12,31,31,432.20000000000005,417.5,417.70000000000005,429.3114857915692
CENMET,2015-01,31,31,126.0,116.29999999999998,116.39999999999999,119.73421494601072
CENMET,2015-02,28,28,210.50000000000003,179.1,178.6,185.1540453626579
CENMET,2015-03,31,31,176.9,161.1,160.9,167.25287659893277
CENMET,2015-04,30,30,114.50000000000001,97.7,97.49999999999999,101.44651322073709
CENMET,2015-05,31,31,65.5,56.0,56.10000000000001,60.12679268370056
CENMET,2015-06,30,30,14.9,11.899999999999999,11.899999999999999,12.762920595511865
CENMET,2015-07,31,31,6.5,8.899999999999999,9.200000000000001,10.35613278627923
CENMET,2015-08,31,31,26.2,25.400000000000002,25.4,26.787982942692903
CENMET,2015-09,30,30,84.39999999999999,49.300000000000004,49.3,52.29318225595718
CENMET,2015-10,31,31,138.1,135.9,136.2,138.33372154490985
CENMET,2015-11,30,30,282.2,258.0,258.3,263.21773890321396
CENMET,2015-12,31,31,686.6999999999999,618.3999999999999,618.8999999999997,636.1087638479313
CENMET,2016-01,30,31,297.3,248.59999999999997,248.50000000000003,255.6083127555663
CENMET,2016-02,29,29,199.1,187.99999999999997,187.79999999999995,194.71535489395046
CENMET,2016-03,31,31,335.3,324.7,324.5,337.3060215711532
CENMET,2016-04,30,30,147.00000000000003,126.60000000000001,126.8,131.9235132325902
CENMET,2016-05,28,31,70.2,46.3,46.4,49.726103378164964
CENMET,2016-06,30,30,54.8,47.2,46.8,50.18263741171762
CENMET,2016-07,31,31,58.300000000000004,34.4,34.5,38.83036627799469
CENMET,2016-08,31,31,0.1,0.0,0.0,0.0
CENMET,2016-09,30,30,52.800000000000004,52.99999999999999,53.400000000000006,56.64609132195486
CENMET,2016-10,30,31,483.7,439.3,439.70000000000005,446.50387279872206
CENMET,2016-11,30,30,250.4,252.7,253.49999999999997,258.3169415254217
CENMET,2016-12,27,31,309.4,329.1,329.09999999999997,338.2481870117307
CENMET,2017-01,31,31,205.09999999999997,197.5,197.79999999999998,203.4648496021911
CENMET,2017-02,28,28,371.7,348.6,348.4,361.19353537406397
CENMET,2017-03,31,31,492.50000000000006,443.9,443.59999999999997,461.1091114656085
CENMET,2017-04,30,30,269.6,251.5,251.70000000000002,261.88978969910124
CENMET,2017-05,31,31,111.40000000000002,99.8,100.3,107.49015282214485
CENMET,2017-06,30,30,69.5,55.4,55.7,59.73800439093951
CENMET,2017-07,31,31,0.5,0.0,0.0,0.0
CENMET,2017-08,17,31,0.3,3.5999999999999996,3.5999999999999996,3.79611592286677
CENMET,2017-09,23,30,167.4,130.6,130.6,138.5456903097844
CENMET,2017-10,28,31,248.3,233.7,233.39999999999998,237.0466060570162
CENMET,2017-11,29,30,389.9,349.20000000000005,348.7,355.3213595164664
CENMET,2017-12,31,31,127.9,150.8,150.39999999999998,154.5739281811413
CENMET,2018-01,31,31,318.49999999999994,270.5,271.0,278.7377501924007
CENMET,2018-02,28,28,190.7,194.0,194.1,201.22881841728628
CENMET,2018-03,31,31,163.70000000000002,155.29999999999998,155.60000000000002,161.7499564275858
CENMET,2018-04,30,30,226.1,210.6,210.60000000000002,219.11701781796313
CENMET,2018-05,31,31,19.500000000000004,17.4,17.7,18.98258507355506
CENMET,2018-06,30,30,78.69999999999999,55.400000000000006,55.3,59.31099352353402
CENMET,2018-07,29,31,0.0,0.0,0.0,0.0
CENMET,2018-08,31,31,4.8,6.5,6.6,6.96056839208616
CENMET,2018-09,30,30,4.999999999999998,12.2,12.5,13.25793636389967
CENMET,2018-10,26,31,110.99,93.19999999999999,93.4,94.84707890783314
CENMET,2018-11,27,30,108.5,136.89999999999998,136.9,139.5240526910129
CENMET,2018-12,24,31,91.91,232.10000000000002,232.3,238.76673774340549
CENMET,2019-01,24,31,123.6,112.19999999999999,112.5,115.71414225740175
CENMET,2019-02,15,28,223.21000000000004,216.5,216.6,224.5653945316555
CENMET,2019-03,26,31,92.94999999999999,86.60000000000001,86.6,90.01843743980587
CENMET,2019-04,14,30,44.540000000000006,39.5,39.199999999999996,40.793855061836815
CENMET,2019-05,27,31,63.86000000000001,54.2,54.099999999999994,57.96198086614606
CENMET,2019-06,28,30,0.9,26.499999999999996,26.6,28.528801669466077
CENMET,2019-07,27,31,0.5,0.7,0.8,0.901829558129548
CENMET,2019-08,28,31,8.64,4.0,4.1,4.32205788815963
CENMET,2019-09,20,30,65.62,53.8,54.4,57.709282388721775
CENMET,2019-10,25,31,92.71000000000001,84.5,84.6,85.92529331297646
CENMET,2019-11,25,30,14.84,16.2,16.3,16.60142156307481
CENMET,2019-12,23,31,85.42,78.69999999999999,78.8,81.00160127316086
CENMET,2020-01,23,31,343.27000000000004,299.0,298.9,307.4462516915576
CENMET,2020-02,24,29,113.60000000000001,121.5,121.80000000000001,126.26208025592003
CENMET,2020-03,26,31,140.83,134.8,135.3,140.63948492893738
CENMET,2020-04,24,30,65.83,72.1,72.19999999999999,75.11712575307638
CENMET,2020-05,25,31,130.03000000000003,101.3,101.10000000000001,108.3282515481448
CENMET,2020-06,19,30,108.83999999999999,79.5,79.8,85.58803960740289
CENMET,2020-07,29,31,0.0,0.0,0.0,0.0
CENMET,2020-08,30,31,0.08,1.5,1.5,1.5807565178783878
CENMET,2020-09,25,30,40.6,33.5,33.8,35.85343385334298
CENMET,2020-10,25,31,59.33,72.9,73.1,74.22713788667457
CENMET,2020-11,23,30,193.64999999999998,202.5,202.30000000000004,206.15118192622523
CENMET,2020-12,24,31,202.54000000000002,192.5,192.0,197.34058364830872
CENMET,2021-01,24,31,151.98000000000002,138.9,139.39999999999998,143.38726111458195
CENMET,2021-02,20,28,240.24,257.1,257.3,266.75692779834804
CENMET,2021-03,25,31,72.2,70.6,70.2,72.97899179102117
CENMET,2021-04,26,30,16.599999999999998,13.399999999999999,13.499999999999998,14.042073583894087
CENMET,2021-05,25,31,96.45000000000002,63.0,62.7,67.19786146271066
CENMET,2021-06,26,30,31.4,25.4,25.4,27.24467454420476
CENMET,2021-07,27,31,0.0,0.0,0.0,0.0
CENMET,2021-08,29,31,0.0,5.0,4.8,5.061327400749738
CENMET,2021-09,27,30,83.30000000000001,69.89999999999999,69.7,73.94431697873371
CENMET,2021-10,20,31,101.02,100.09999999999998,99.89999999999999,101.4615158374003
CENMET,2021-11,22,30,188.47000000000003,201.2,200.89999999999998,204.7201646873338
CENMET,2021-12,22,31,341.63,291.4,291.6,299.7083014134813
CENMET,2022-01,26,31,176.24999999999997,166.8,166.6,171.3685821048578
CENMET,2022-02,25,28,74.46000000000001,58.10000000000001,57.9,60.03687363226
CENMET,2022-03,25,31,133.79,141.2,141.1,146.68171803181863
CENMET,2022-04,19,30,180.2,170.8,170.8,177.72175098084463
CENMET,2022-05,24,31,251.32,194.89999999999998,194.89999999999998,208.8310318675197
CENMET,2022-06,25,30,177.8,135.7,135.7,145.54744685212
CENMET,2022-07,27,31,15.0,7.7,7.6,8.555780455114254
CENMET,2022-08,25,31,0.0,0.0,0.0,0.0
CENMET,2022-09,26,30,10.09,7.6,7.6,8.05383609327331
CENMET,2022-10,27,31,55.620000000000005,53.50000000000001,53.60000000000001,54.45009187790802
CENMET,2022-11,26,30,171.19,161.5,161.0,164.0851160629816
CENMET,2022-12,25,31,196.95,245.1,244.7,251.49908857441764
CENMET,2023-01,24,31,81.82,83.9,83.6,85.99063368931948
CENMET,2023-02,22,28,85.10000000000001,92.29999999999998,92.80000000000001,96.21989569363551
CENMET,2023-03,23,31,186.82,180.5,180.40000000000003,187.52805525187185
CENMET,2023-04,23,30,165.4,174.50000000000003,175.0,182.09135808560367
CENMET,2023-05,27,31,24.83,26.4,26.5,28.402858760496084
CENMET,2023-06,28,30,10.399999999999999,12.100000000000001,12.200000000000001,13.089833003759267
CENMET,2023-07,26,31,0.0,0.0,0.0,0.0
CENMET,2023-08,29,31,16.919999999999998,6.3,6.3,6.65298779446686
CENMET,2023-09,25,30,44.71999999999999,49.900000000000006,50.2,53.23925032720945
CENMET,2023-10,27,31,84.4,115.3,115.5,117.30023520091389
CENMET,2023-11,22,30,174.08,154.1,154.4,157.34296718736638
CENMET,2023-12,25,31,353.87,337.8,337.80000000000007,347.18597636510003
CENMET,2024-01,21,31,312.92,289.4,289.1,297.3497350030519
CENMET,2024-02,22,29,208.18,119.69999999999999,119.99999999999999,124.39892430439157
CENMET,2024-03,22,31,124.64,156.5,156.2,162.37173038484624
CENMET,2024-04,22,30,78.27000000000001,79.0,78.69999999999999,81.86777700621921
CENMET,2024-05,24,31,93.33,90.9,91.0,97.5040870934323
CENMET,2024-06,28,30,64.71,56.6,57.0,61.13713400388398
CENMET,2024-07,26,31,2.7,2.6999999999999997,2.8,3.1497188625810493
CENMET,2024-08,28,31,28.600000000000005,20.1,20.1,21.204385571326792
CENMET,2024-09,25,30,9.7,19.0,19.1,20.257097673293814
CENMET,2024-10,20,31,120.85,105.3,105.19999999999999,106.82513319806858
CENMET,2024-11,23,30,344.02,308.6,308.3,314.16806381223165
CENMET,2024-12,25,31,314.07,296.6,296.8,305.045354115825
CENMET,2025-01,26,31,112.18999999999998,85.6,85.7,88.15034851074195
CENMET,2025-02,21,28,245.20999999999998,140.29999999999998,140.3,145.46338290587968
CENMET,2025-03,25,31,274.13,293.1,293.3,304.8721719326844
CENMET,2025-04,23,30,45.32,34.3,34.4,35.80154423783719
CENMET,2025-05,27,31,57.75,51.6,51.3,54.97389846837282
CENMET,2025-06,27,30,19.6,17.0,17.0,18.23303441244392
CENMET,2025-07,29,31,0.0,0.0,0.0,0.0
CENMET,2025-08,28,31,0.5900000000000001,6.3,6.3999999999999995,6.758480867239941
CENMET,2025-09,24,30,17.66,18.1,18.4,19.519072732070374
CENMET,2025-10,25,31,119.36999999999999,119.8,119.9,121.7653578670232
CENMET,2025-11,24,30,85.16999999999999,92.1,92.80000000000001,94.56899501585002
CENMET,2025-12,25,31,369.09000000000003,350.0,349.4,359.11476179123764
PRIMET,1986-01,31,31,312.30000000000007,283.6,284.0,292.1248772950334
PRIMET,1986-02,28,28,538.8,541.0,540.9,560.7748092229322
PRIMET,1986-03,31,31,171.5,195.6,196.10000000000002,203.84861692523802
PRIMET,1986-04,30,30,175.5,165.1,165.5,172.1918860974513
PRIMET,1986-05,31,31,123.0,93.20000000000002,92.9,99.56449563183611
PRIMET,1986-06,30,30,11.9,22.799999999999997,22.900000000000002,24.56484100623934
PRIMET,1986-07,31,31,38.3,34.7,34.800000000000004,39.16751823623413
PRIMET,1986-08,31,31,0.0,5.8,6.199999999999999,6.53349972853772
PRIMET,1986-09,30,30,282.8,206.6,207.2,219.79092222105285
PRIMET,1986-10,31,31,111.3,97.4,97.6,99.11803489456825
PRIMET,1986-11,30,30,466.6,429.9,430.4,438.58306276030913
PRIMET,1986-12,31,31,123.00000000000001,127.80000000000003,128.0,131.5792670884174
PRIMET,1987-01,31,31,306.0,245.49999999999997,245.30000000000004,252.29693805177567
PRIMET,1987-02,28,28,178.1,191.7,191.7,198.73416837113587
PRIMET,1987-03,31,31,185.4,194.0,194.4,202.0835065220335
PRIMET,1987-04,30,30,72.89999999999999,80.30000000000001,80.6,83.86557648338291
PRIMET,1987-05,31,31,98.89999999999999,91.9,92.19999999999999,98.7997368740796
PRIMET,1987-06,30,30,12.599999999999998,23.699999999999996,23.9,25.63023107420401
PRIMET,1987-07,31,31,69.2,110.3,110.39999999999999,124.26560916595886
PRIMET,1987-08,31,31,1.1,4.8,5.1,5.38616504011885
PRIMET,1987-09,30,30,10.600000000000001,10.099999999999998,10.2,10.813562013514437
PRIMET,1987-10,31,31,1.5,4.2,4.1,4.1663807934470025
PRIMET,1987-11,30,30,191.6,185.4,185.20000000000002,188.73744916102697
PRIMET,1987-12,31,31,394.40000000000003,456.4,456.29999999999995,468.98456629758005
PRIMET,1988-01,31,31,355.3,313.0,312.8,321.748918444777
PRIMET,1988-02,29,29,207.80000000000004,147.10000000000002,147.3,152.70333291907326
PRIMET,1988-03,31,31,310.6,281.20000000000005,280.80000000000007,291.886981804109
PRIMET,1988-04,30,30,225.20000000000002,230.60000000000002,230.8,240.1564317588696
PRIMET,1988-05,31,31,164.29999999999998,158.7,158.5,169.83671617858695
PRIMET,1988-06,30,30,81.39999999999999,89.60000000000001,89.89999999999998,96.41541726970303
PRIMET,1988-07,31,31,3.7,7.800000000000001,7.8999999999999995,8.889456649643797
PRIMET,1988-08,31,31,0.0,1.7,1.8,1.895530116508861
PRIMET,1988-09,30,30,66.60000000000001,63.3,63.2,67.03501914831931
PRIMET,1988-10,31,31,15.0,17.6,17.7,17.96766295353115
PRIMET,1988-11,30,30,697.3000000000001,645.5000000000001,646.3,658.5872899065307
PRIMET,1988-12,31,31,238.10000000000005,215.80000000000004,215.7,221.70430502244238
PRIMET,1989-01,31,31,352.7,285.1,285.4,293.55417698439385
PRIMET,1989-02,28,28,150.0,132.3,132.7,137.57847034409698
PRIMET,1989-03,31,31,387.70000000000005,387.59999999999997,387.3,402.58423611180723
PRIMET,1989-04,30,30,115.30000000000001,124.89999999999999,124.7,129.72662019813237
PRIMET,1989-05,31,31,117.4,106.70000000000002,106.8,114.43187654508763
PRIMET,1989-06,30,30,31.1,36.10000000000001,36.1,38.72116515816012
PRIMET,1989-07,31,31,24.900000000000002,20.2,20.3,22.854221147830746
PRIMET,1989-08,31,31,98.4,105.60000000000001,105.7,111.48405642947641
PRIMET,1989-09,30,30,16.299999999999997,18.299999999999997,18.200000000000003,19.302694399041094
PRIMET,1989-10,31,31,90.5,114.29999999999998,114.8,116.59126895382873
PRIMET,1989-11,30,30,219.8,215.9,216.1,220.2064709100421
PRIMET,1989-12,31,31,93.2,118.6,118.69999999999999,121.99917783843799
PRIMET,1990-01,31,31,475.3,451.09999999999997,451.2,464.08118493750237
PRIMET,1990-02,28,28,290.5,311.1,311.0,322.4254483976607
PRIMET,1990-03,31,31,108.10000000000001,110.6,110.9,115.27510320774797
PRIMET,1990-04,30,30,230.60000000000002,214.1,213.79999999999998,222.4608018019727
PRIMET,1990-05,31,31,117.3,122.90000000000002,123.1,131.9004114481294
PRIMET,1990-06,30,30,86.29999999999998,94.5,94.3,101.12950134891952
PRIMET,1990-07,31,31,15.799999999999999,17.1,17.1,19.247002830802835
PRIMET,1990-08,31,31,60.5,69.30000000000001,69.6,73.40283559305912
PRIMET,1990-09,30,30,13.799999999999999,14.0,14.0,14.84960393478754
PRIMET,1990-10,31,31,234.70000000000002,229.29999999999998,229.99999999999997,233.5903371069425
PRIMET,1990-11,30,30,336.09999999999997,314.2000000000001,314.7,320.69020512438885
