cell,years,median_Ep_mm,p10_Ep_mm,p90_Ep_mm,median_Es_mm,p10_Es_mm,p90_Es_mm,median_Er_mm,p10_Er_mm,p90_Er_mm,median_ET_mm,p10_ET_mm,p90_ET_mm,median_Es_fraction,p10_Es_fraction,p90_Es_fraction,median_Q_mm,p10_Q_mm,p90_Q_mm,median_mean_soil_water_total_mm,p10_mean_soil_water_total_mm,p90_mean_soil_water_total_mm
burned_pmet,46,89.07583262381519,74.84951739081981,111.34359706762176,119.76220792990196,82.76924437909602,161.2696949306265,0.0,0.0,0.0,211.56484374635014,160.28306625024263,268.47812457726513,0.5658996508460554,0.5153445166709449,0.6185958024513698,68.71556462314307,2.940539612853514,361.94618588814126,149.7836066127674,141.82496657291207,158.06705953622927
undisturbed_pmet,46,288.1642697313616,212.1539123101569,373.10406332682624,23.01750087418346,16.794726606888627,28.49579656772407,0.0,0.0,0.0,308.5535755681473,228.60123187988876,398.9379506175892,0.07437707885328429,0.065245315341916,0.08602480501883644,64.48641539731543,0.24254124410520483,324.38556671213155,107.20512592779438,93.94734087386092,121.7228833346008
burned_legacy,46,92.39190011288318,77.1365736287596,117.7255692649564,93.99705332299055,63.678904380226314,130.1813406194774,28.067327277765145,20.19000640218421,39.707327467948254,216.89312883304615,164.98762185131932,280.2121940523065,0.4251930903064848,0.3844678826554546,0.46736202478168576,66.78553536308641,2.9113671597915856,356.21557229706,149.16542528074322,141.80859755708872,157.59739948520587
undisturbed_legacy,46,328.92645708359487,234.79627147423335,427.7865352957827,2.587326020227904,1.6486947271551209,3.728711074066831,2.100243717653105,1.3573157656102146,2.9205591932698396,333.4802315826025,237.94744398553553,433.6264507941213,0.007860220863644875,0.006602515618405776,0.009020037884182947,60.99932896667113,0.22886779817385922,314.0956725635133,102.97237004211948,91.79472766318733,117.70759964465819
