metric,burned_pmet_effect,undisturbed_pmet_effect,difference_in_differences,burned_contrast_pmet,burned_contrast_legacy
Ep_mm,-3.31606748906799,-40.76218735223324,37.44611986316525,-199.08843710754644,-236.5345569707117
Es_mm,25.76515460691141,20.430174853955556,5.334979752955853,96.7447070557185,91.40972730276265
ET_mm,-5.328285086696013,-24.926656014455205,19.59837092775919,-96.98873182179719,-116.58710274955638
Es_fraction,0.14070656053957065,0.06651685798963941,0.07418970254993124,0.49152257199277116,0.4173328694428399
Q_mm,1.9300292600566564,3.487086430644297,-1.5570571705876404,4.229149225827641,5.786206396415281
mean_soil_water_total_mm,0.6181813320241645,4.232755885674905,-3.6145745536507405,42.578480684973,46.19305523862374
