event_date,cell,window_days,sum_Es_mm,sum_Ep_mm,sum_Er_mm,sum_Q_mm,sum_P_mm,mean_soil_water_total_mm,pre_event_soil_water_total_mm
1980-02-14,burned_pmet,7,3.778300210031804,3.6422286088926286,0.0,5.200792685586939,67.09208743511823,188.2617099658293,233.4540910171588
1980-02-14,burned_pmet,30,32.16622302590527,12.899860751855082,0.0,33.68800821199527,204.82270187085936,207.7857775145368,233.4540910171588
1980-02-14,undisturbed_pmet,7,1.1184367538383815,14.281767871024476,0.0,4.883858702251523,67.09208743511822,184.07247700556223,227.2656631342081
1980-02-14,undisturbed_pmet,30,4.800089491465399,49.32748989652272,0.0,34.029306263575776,204.82270187085936,205.71665778839113,227.2656631342081
1980-02-14,burned_legacy,7,3.0043599303447763,4.286725520097415,0.7464029923339769,4.883333059287594,67.09208743511822,187.4735309128806,232.4673889551562
1980-02-14,burned_legacy,30,27.806580842235157,14.47325795491126,6.131652770924385,31.971877927934248,204.82270187085936,206.99800025660076,232.4673889551562
1980-02-14,undisturbed_legacy,7,0.2411617305146509,19.149684880287143,0.08088486354857828,3.7188199014780268,67.09208743511824,179.1961033265375,222.09891177617334
1980-02-14,undisturbed_legacy,30,0.9750339951272885,64.63803006402622,0.43051176046031825,31.008495749155664,204.82270187085936,203.01914616943088,222.09891177617334
1980-02-15,burned_pmet,7,3.775056111317949,3.3617030535183927,0.0,61.231941083126266,150.88334137900458,197.85319513410886,254.57009637646152
1980-02-15,burned_pmet,30,32.39227437693609,12.966594907204994,0.0,88.8998761134958,279.60819461806545,208.44493737858437,254.57009637646152
1980-02-15,undisturbed_pmet,7,1.0314196645588851,13.165775118859584,0.0,58.42246576437917,150.88334137900455,192.93016034326507,248.19209307891933
1980-02-15,undisturbed_pmet,30,4.83473957442435,49.66437556509124,0.0,86.9171860554568,279.6081946180654,206.23374478349731,248.19209307891933
