0.1|2|3|4|8|20|"Chert fragments"|250|425|600|"Nonflat"|"Subrounded"|"Indurated"|"2976474"|"351359"
0.01|0.06|0.1|||||250|425|600|"Nonflat"|||"2981007"|"351644"
0.01|0.06|0.1|||||250|425|600|"Nonflat"|||"2984663"|"356894"
0.01|0.06|0.1|||||250|425|600|"Nonflat"|||"2984669"|"351869"
0.01|0.06|0.1|||||250|425|600|"Nonflat"|||"2993960"|"355838"
0|0.42|3||||"Chert fragments"|250|425|600|"Nonflat"|"Subrounded"||"2995908"|"350940"
0.01|0.06|0.1|||||250|425|600|"Nonflat"|||"2997614"|"351029"
0.01|0.06|0.1|||||250|425|600|"Nonflat"|||"3017046"|"350604"
0.01|0.06|0.1|||||250|425|600|"Nonflat"|||"3036476"|"355219"
0.01|0.06|0.1|||||250|425|600|"Nonflat"|||"3036515"|"353545"
0.01|0.06|0.1|||||250|425|600|"Nonflat"|||"3036571"|"355220"
0|5|10|5|7|20|"Cherty limestone fragments"|75|150|250|"Nonflat"|"Subangular"|"Indurated"|"3061014"|"353464"
0|13|20||5||"Cherty limestone fragments"|250|425|600|"Nonflat"|"Subangular"|"Indurated"|"3061014"|"355139"
