6|9|11||75|162|250||||"7929721"|"13638288"
0|3|6||75|162|250||||"7929722"|"13491884"
0|6|11||2|4|5||||"7929722"|"13199073"
3|7|11||5|40|75||||"7929722"|"13345479"
3|15|26||5|40|75||||"7929723"|"13199074"
0|2|3||75|162|250||||"7929723"|"13345480"
0|1|1||250|625|1000||||"7929723"|"13491885"
0|13|26||2|4|5||||"7929723"|"13638289"
3|9|14||5|40|75||||"7929724"|"13199075"
0|7|14||2|4|5||||"7929724"|"13638290"
0|12|23||2|4|5||||"7929725"|"13345481"
0|6|11||5|40|75||||"7929725"|"13491886"
0|2|3||2|4|5||||"7929727"|"13638291"
0|6|11||2|4|5||||"7929728"|"13199076"
0|2|3||5|40|75||||"7929728"|"13345482"
0|6|11||75|162|250||||"7929729"|"13199077"
0|19|37||2|4|5||||"7929729"|"13491887"
5|23|40||5|40|75||||"7929729"|"13638292"
0|7|14||2|4|5||||"7929730"|"13345483"
0|5|9||5|40|75||||"7929730"|"13491888"
0|2|3||75|162|250||||"7929730"|"13638293"
0|2|3||2|4|5||||"7929731"|"13199078"
0|5|9||2|4|5||||"7929733"|"13345484"
0|2|3||5|40|75||||"7929733"|"13491889"
0|2|3||2|4|5||||"7929734"|"13638294"
0|12|23||2|4|5||||"7929735"|"13199079"
0|10|20||5|40|75||||"7929735"|"13345485"
0|5|9||75|162|250||||"7929735"|"13491890"
0|10|19||5|40|75||||"7929737"|"13199080"
3|6|9||75|162|250||||"7929737"|"13345486"
0|11|22||2|4|5||||"7929737"|"13638295"
0|2|3||75|162|250||||"7929742"|"13199081"
0|6|11||2|4|5||||"7929742"|"13491891"
3|6|9||5|40|75||||"7929742"|"13638296"
0|10|19||2|4|5||||"7929743"|"13345487"
2|11|19||5|40|75||||"7929743"|"13491892"
3|6|9||75|162|250||||"7929743"|"13638297"
0|5|9||2|4|5||||"7929744"|"13199082"
0|3|6||5|40|75||||"7929744"|"13345488"
0|5|9||75|162|250||||"7929745"|"13199083"
0|10|20||2|4|5||||"7929745"|"13491893"
2|11|20||5|40|75||||"7929745"|"13638298"
0|14|28||2|4|5||||"7929746"|"13345489"
5|17|28||5|40|75||||"7929746"|"13491894"
0|6|11||75|162|250||||"7929746"|"13638299"
0|17|34||2|4|5||||"7929747"|"13199084"
2|18|34||5|40|75||||"7929747"|"13345490"
0|6|11||75|162|250||||"7929747"|"13491895"
2|11|19||5|40|75||||"7929748"|"13199085"
3|6|9||75|162|250||||"7929748"|"13345491"
0|10|19||2|4|5||||"7929748"|"13638300"
0|5|9||75|162|250||||"7929749"|"13199086"
0|10|20||2|4|5||||"7929749"|"13491896"
2|11|20||5|40|75||||"7929749"|"13638301"
0|10|20||2|4|5||||"7929750"|"13345492"
2|11|20||5|40|75||||"7929750"|"13491897"
0|5|9||75|162|250||||"7929750"|"13638302"
0|10|19||2|4|5||||"7929751"|"13199087"
2|11|19||5|40|75||||"7929751"|"13345493"
3|6|9||75|162|250||||"7929751"|"13491898"
7|18|28||5|40|75||||"7929752"|"13199088"
0|6|11||75|162|250||||"7929752"|"13345494"
0|14|28||2|4|5||||"7929752"|"13638303"
0|5|9||75|162|250||||"7929753"|"13199089"
0|10|20||2|4|5||||"7929753"|"13491899"
2|11|20||5|40|75||||"7929753"|"13638304"
0|7|14||2|4|5||||"7929754"|"13345495"
0|3|6||5|40|75||||"7929754"|"13491900"
0|1|1||75|162|250||||"7929754"|"13638305"
0|6|11||2|4|5||||"7929755"|"13199090"
0|2|3||5|40|75||||"7929755"|"13345496"
0|6|11||75|162|250||||"7929756"|"13199091"
0|20|40||2|4|5||||"7929756"|"13491901"
0|16|31||5|40|75||||"7929756"|"13638306"
0|9|17||2|4|5||||"7929757"|"13345497"
5|13|20||5|40|75||||"7929757"|"13491902"
0|5|9||75|162|250||||"7929757"|"13638307"
0|7|14||2|4|5||||"7929758"|"13199092"
0|6|11||5|40|75||||"7929758"|"13345498"
0|2|3||75|162|250||||"7929759"|"13199093"
0|12|23||2|4|5||||"7929759"|"13491903"
0|5|9||5|40|75||||"7929759"|"13638308"
0|14|28||2|4|5||||"7929760"|"13345499"
7|18|28||5|40|75||||"7929760"|"13491904"
0|6|11||75|162|250||||"7929760"|"13638309"
0|10|20||2|4|5||||"7929761"|"13199094"
2|11|20||5|40|75||||"7929761"|"13345500"
0|5|9||75|162|250||||"7929761"|"13491905"
0|2|3||2|4|5||||"7929762"|"13638310"
0|6|11||2|4|5||||"7929763"|"13199095"
3|7|11||5|40|75||||"7929763"|"13345501"
0|2|3||75|162|250||||"7929763"|"13491906"
0|2|3||5|40|75||||"7929764"|"13199096"
0|6|11||2|4|5||||"7929764"|"13638311"
0|16|31||2|4|5||||"7929765"|"13345502"
0|12|23||5|40|75||||"7929765"|"13491907"
8|16|24||5|40|75||||"7938755"|"13202865"
3|10|17||75|162|250||||"7938755"|"13349271"
0|8|16||2|4|5||||"7938755"|"13642080"
3|6|9||75|162|250||||"7938756"|"13202866"
0|10|19||2|4|5||||"7938756"|"13495676"
19|29|38||5|40|75||||"7938756"|"13642081"
0|12|23||2|4|5||||"7938757"|"13349272"
5|13|20||5|40|75||||"7938757"|"13495677"
0|3|6||75|162|250||||"7938757"|"13642082"
11|23|34||5|40|75||||"7938765"|"13202871"
0|6|11||75|162|250||||"7938765"|"13349277"
0|13|26||2|4|5||||"7938765"|"13642086"
0|7|14||75|162|250||||"7938766"|"13202872"
0|6|11||2|4|5||||"7938766"|"13495682"
32|42|51||5|40|75||||"7938766"|"13642087"
0|16|31||2|4|5||||"7938767"|"13349278"
7|21|34||5|40|75||||"7938767"|"13495683"
0|6|11||75|162|250||||"7938767"|"13642088"
0|7|14||2|4|5||||"7938768"|"13202873"
3|6|9||5|40|75||||"7938768"|"13349279"
0|6|11||2|4|5||||"7938769"|"13495684"
0|2|3||5|40|75||||"7938769"|"13642089"
0|7|14||2|4|5||||"7938770"|"13202874"
0|5|9||5|40|75||||"7938770"|"13349280"
0|6|11||75|162|250||||"7938772"|"13202875"
0|19|37||2|4|5||||"7938772"|"13495685"
2|15|28||5|40|75||||"7938772"|"13642090"
0|5|9||5|40|75||||"7938782"|"13202882"
9|12|14||75|162|250||||"7938782"|"13349288"
3|7|11||250|625|1000||||"7938782"|"13495693"
0|7|13||2|4|5||||"7938782"|"13642097"
0|10|19||5|40|75||||"7938783"|"13202883"
3|6|9||75|162|250||||"7938783"|"13349289"
0|11|22||2|4|5||||"7938783"|"13642098"
0|5|9||75|162|250||||"7938784"|"13202884"
0|10|20||2|4|5||||"7938784"|"13495694"
2|11|20||5|40|75||||"7938784"|"13642099"
0|10|19||2|4|5||||"7938785"|"13349290"
0|9|17||5|40|75||||"7938785"|"13495695"
9|13|17||75|162|250||||"7938785"|"13642100"
0|10|20||2|4|5||||"7938786"|"13202885"
2|11|20||5|40|75||||"7938786"|"13349291"
0|5|9||75|162|250||||"7938786"|"13495696"
2|11|20||5|40|75||||"7938787"|"13202886"
0|5|9||75|162|250||||"7938787"|"13349292"
0|10|20||2|4|5||||"7938787"|"13642101"
6|10|14||75|162|250||||"7938788"|"13202887"
0|9|18||2|4|5||||"7938788"|"13495697"
2|10|18||5|40|75||||"7938788"|"13642102"
0|9|17||2|4|5||||"7938789"|"13349293"
5|13|20||5|40|75||||"7938789"|"13495698"
0|5|9||75|162|250||||"7938789"|"13642103"
0|10|20||2|4|5||||"7938790"|"13202888"
2|11|20||5|40|75||||"7938790"|"13349294"
0|5|9||75|162|250||||"7938790"|"13495699"
9|12|14||75|162|250||||"7938823"|"13202908"
0|6|12||2|4|5||||"7938823"|"13495718"
2|7|12||5|40|75||||"7938823"|"13642123"
0|10|19||2|4|5||||"7938824"|"13349314"
2|11|19||5|40|75||||"7938824"|"13495719"
3|7|11||75|162|250||||"7938824"|"13642124"
0|10|19||2|4|5||||"7938825"|"13202909"
2|11|19||5|40|75||||"7938825"|"13349315"
3|7|11||75|162|250||||"7938825"|"13495720"
0|6|12||2|4|5||||"7942497"|"13204451"
2|6|10||5|40|75||||"7942497"|"13350857"
9|12|14||75|162|250||||"7942497"|"13497262"
1|2|3||250|625|1000||||"7942497"|"13643667"
0|10|20||2|4|5||||"7942498"|"13204452"
2|11|20||5|40|75||||"7942498"|"13350858"
0|5|9||75|162|250||||"7942498"|"13497263"
0|10|20||2|4|5||||"7942503"|"13350861"
2|11|20||5|40|75||||"7942503"|"13497266"
0|5|9||75|162|250||||"7942503"|"13643671"
0|7|13||2|4|5||||"7942504"|"13204456"
2|8|13||5|40|75||||"7942504"|"13350862"
6|9|11||75|162|250||||"7942504"|"13497267"
3|13|23||5|40|75||||"7942505"|"13204457"
0|3|6||75|162|250||||"7942505"|"13350863"
0|12|23||2|4|5||||"7942505"|"13643672"
0|5|9||75|162|250||||"7942506"|"13204458"
0|10|20||2|4|5||||"7942506"|"13497268"
2|11|20||5|40|75||||"7942506"|"13643673"
0|7|14||2|4|5||||"7942510"|"13350866"
3|6|9||5|40|75||||"7942510"|"13497271"
8|16|23||5|40|75||||"7942511"|"13204461"
0|3|6||75|162|250||||"7942511"|"13350867"
0|10|20||2|4|5||||"7942511"|"13643676"
0|9|18||2|4|5||||"7942515"|"13350869"
2|9|15||5|40|75||||"7942515"|"13497274"
6|9|11||75|162|250||||"7942515"|"13643679"
0|10|20||2|4|5||||"7942516"|"13204464"
2|11|20||5|40|75||||"7942516"|"13350870"
0|5|9||75|162|250||||"7942516"|"13497275"
10|20|29||5|40|75||||"7942517"|"13204465"
9|16|23||75|162|250||||"7942517"|"13350871"
0|12|24||2|4|5||||"7942517"|"13643680"
9|12|14||75|162|250||||"7942518"|"13204466"
1|2|3||250|625|1000||||"7942518"|"13350872"
0|6|12||2|4|5||||"7942518"|"13497276"
2|6|10||5|40|75||||"7942518"|"13643681"
0|7|14||2|4|5||||"7942519"|"13497277"
3|9|14||5|40|75||||"7942519"|"13643682"
0|3|14||250|450|610|"Nonflat"|"Subangular"||"7949703"|"13207770"
0|1|2||2|4|5|"Nonflat"|"Subangular"||"7949703"|"13354176"
5|5|10||5|40|75|"Nonflat"|"Subangular"||"7949703"|"13500581"
0|2|10||75|162|250|"Nonflat"|"Subangular"||"7949703"|"13646986"
5|10|20||5|40|75|"Nonflat"|"Subangular"||"7949705"|"13207771"
2|3|10||2|4|5|"Nonflat"|"Subangular"||"7949705"|"13354177"
0|1|5||75|162|250|"Nonflat"|"Subangular"||"7949705"|"13500582"
2|3|10||2|4|5|"Nonflat"|"Subangular"||"7949706"|"13207772"
0|1|5||75|162|250|"Nonflat"|"Subangular"||"7949706"|"13354178"
5|10|20||5|40|75|"Nonflat"|"Subangular"||"7949706"|"13646987"
0|1|5||75|160|250|"Nonflat"|"Subangular"||"7949707"|"13207773"
2|3|5||2|4|5|"Nonflat"|"Subangular"||"7949707"|"13500583"
5|9|20||5|75|75|"Nonflat"|"Subangular"||"7949707"|"13646988"
0|2|5||75|162|250|"Nonflat"|"Angular"||"7949709"|"13207774"
0|2|5||250|410|610|"Nonflat"|"Angular"||"7949709"|"13354179"
5|10|15||5|40|75|"Nonflat"|"Angular"||"7949709"|"13500584"
0|3|5||2|4|5|"Nonflat"|"Angular"||"7949709"|"13646989"
1|2|4||2|4|5|"Nonflat"|"Subangular"||"7949710"|"13354180"
3|5|10||5|40|75|"Nonflat"|"Subangular"||"7949710"|"13500585"
0|2|4||75|162|250|"Nonflat"|"Subangular"||"7949710"|"13646990"
3|10|30||5|40|75|"Nonflat"|"Subangular"||"7949711"|"13207775"
0|2|5||2|4|5|"Nonflat"|"Subangular"||"7949711"|"13354181"
0|2|4||75|162|250|"Nonflat"|"Subangular"||"7949711"|"13500586"
0|10|15||5|40|75|"Nonflat"|"Subrounded"||"7949712"|"13207776"
0|2|5||75|162|250|"Nonflat"|"Subrounded"||"7949712"|"13354182"
0|3|5||2|4|5|"Nonflat"|"Subrounded"||"7949712"|"13646991"
0|7|13||2|4|5||||"7950499"|"13208134"
2|8|13||5|40|75||||"7950499"|"13354540"
6|9|11||75|162|250||||"7950499"|"13500945"
2|7|11||5|40|75||||"7950500"|"13208135"
0|6|11||75|162|250||||"7950500"|"13354541"
0|3|6||250|625|1000||||"7950500"|"13500946"
0|7|14||2|4|5||||"7950500"|"13647350"
2|11|19||5|40|75||||"7950502"|"13208136"
3|7|11||75|162|250||||"7950502"|"13354542"
0|10|19||2|4|5||||"7950502"|"13647351"
0|5|9||75|162|250||||"7950503"|"13208137"
0|9|17||2|4|5||||"7950503"|"13500947"
5|13|20||5|40|75||||"7950503"|"13647352"
0|9|18||2|4|5||||"7950505"|"13354543"
2|10|18||5|40|75||||"7950505"|"13500948"
6|9|11||75|162|250||||"7950505"|"13647353"
0|9|17||2|4|5||||"7950506"|"13208138"
5|13|20||5|40|75||||"7950506"|"13354544"
0|5|9||75|162|250||||"7950506"|"13500949"
2|11|20||5|40|75||||"7950507"|"13208139"
0|5|9||75|162|250||||"7950507"|"13354545"
0|10|20||2|4|5||||"7950507"|"13647354"
6|9|11||75|162|250||||"7950508"|"13208140"
0|7|13||2|4|5||||"7950508"|"13500950"
2|8|13||5|40|75||||"7950508"|"13647355"
0|12|23||2|4|5||||"7950509"|"13354546"
3|13|23||5|40|75||||"7950509"|"13500951"
0|3|6||75|162|250||||"7950509"|"13647356"
0|10|20||2|4|5||||"7950510"|"13208141"
2|11|20||5|40|75||||"7950510"|"13354547"
0|5|9||75|162|250||||"7950510"|"13500952"
0|2|3||5|40|75||||"7950511"|"13208142"
0|5|9||2|4|5||||"7950511"|"13647357"
0|20|40||2|4|5||||"7950512"|"13354548"
0|14|28||5|40|75||||"7950512"|"13500953"
0|2|3||75|162|250||||"7950512"|"13647358"
0|14|28||2|4|5||||"7950514"|"13208143"
0|13|26||5|40|75||||"7950514"|"13354549"
0|6|11||75|162|250||||"7950514"|"13500954"
0|2|3||5|40|75||||"7950515"|"13208144"
0|6|11||2|4|5||||"7950515"|"13647359"
0|9|18||2|4|5||||"7950516"|"13354550"
2|10|18||5|40|75||||"7950516"|"13500955"
6|9|11||75|162|250||||"7950516"|"13647360"
0|6|11||2|4|5||||"7950517"|"13208145"
0|2|3||5|40|75||||"7950517"|"13354551"
0|5|9||75|162|250||||"7950518"|"13208146"
0|10|20||2|4|5||||"7950518"|"13500956"
2|11|20||5|40|75||||"7950518"|"13647361"
0|9|17||2|4|5||||"7950519"|"13354552"
3|10|17||5|40|75||||"7950519"|"13500957"
0|3|6||75|162|250||||"7950519"|"13647362"
0|13|26||2|4|5||||"7950520"|"13208147"
3|15|26||5|40|75||||"7950520"|"13354553"
0|2|3||75|162|250||||"7950520"|"13500958"
0|1|1||250|625|1000||||"7950520"|"13647363"
0|13|26||2|4|5||||"7950521"|"13208148"
11|23|34||5|40|75||||"7950521"|"13354554"
0|6|11||75|162|250||||"7950521"|"13500959"
3|7|11||5|40|75||||"7950522"|"13208149"
0|3|6||75|162|250||||"7950522"|"13354555"
0|6|11||2|4|5||||"7950522"|"13647364"
0|2|3||75|162|250||||"7950523"|"13208150"
0|7|14||2|4|5||||"7950523"|"13500960"
11|17|23||5|40|75||||"7950523"|"13647365"
0|12|23||2|4|5||||"7950524"|"13354556"
3|13|23||5|40|75||||"7950524"|"13500961"
0|3|6||75|162|250||||"7950524"|"13647366"
0|10|19||2|4|5||||"7950525"|"13208151"
4|13|22||5|40|75||||"7950525"|"13354557"
3|9|14||75|162|250||||"7950525"|"13500962"
0|2|3||5|40|75||||"7950526"|"13208152"
0|6|11||2|4|5||||"7950526"|"13647367"
0|7|14||2|4|5||||"7950527"|"13354558"
3|9|14||5|40|75||||"7950527"|"13500963"
0|6|11||5|40|75||||"7950528"|"13208153"
0|12|23||2|4|5||||"7950528"|"13647368"
0|2|3||2|4|5||||"7950529"|"13354559"
0|5|9||75|162|250||||"7950530"|"13208154"
0|10|20||2|4|5||||"7950530"|"13500964"
2|11|20||5|40|75||||"7950530"|"13647369"
0|12|23||2|4|5||||"7950531"|"13354560"
0|6|11||5|40|75||||"7950531"|"13500965"
7|18|28||5|40|75||||"7950532"|"13208155"
0|6|11||75|162|250||||"7950532"|"13354561"
0|14|28||2|4|5||||"7950532"|"13647370"
0|2|3||2|4|5||||"7950534"|"13500966"
0|2|3||5|40|75||||"7950535"|"13208156"
0|6|11||2|4|5||||"7950535"|"13647371"
0|9|17||2|4|5||||"7950536"|"13354562"
5|11|17||5|40|75||||"7950536"|"13500967"
0|5|9||75|162|250||||"7950536"|"13647372"
0|11|22||2|4|5||||"7950537"|"13208157"
0|10|19||5|40|75||||"7950537"|"13354563"
3|6|9||75|162|250||||"7950537"|"13500968"
5|13|20||5|40|75||||"7950538"|"13208158"
0|5|9||75|162|250||||"7950538"|"13354564"
0|9|17||2|4|5||||"7950538"|"13647373"
6|9|11||75|162|250||||"7950539"|"13208159"
0|9|18||2|4|5||||"7950539"|"13500969"
2|10|18||5|40|75||||"7950539"|"13647374"
0|19|37||2|4|5||||"7950540"|"13354565"
2|15|28||5|40|75||||"7950540"|"13500970"
0|6|11||75|162|250||||"7950540"|"13647375"
0|10|19||2|4|5||||"7950542"|"13208160"
2|11|19||5|40|75||||"7950542"|"13354566"
3|6|9||75|162|250||||"7950542"|"13500971"
2|11|19||5|40|75||||"7950543"|"13208161"
3|6|9||75|162|250||||"7950543"|"13354567"
0|10|19||2|4|5||||"7950543"|"13647376"
0|5|9||75|162|250||||"7950544"|"13208162"
0|10|20||2|4|5||||"7950544"|"13500972"
2|11|20||5|40|75||||"7950544"|"13647377"
0|9|17||2|4|5||||"7950545"|"13354568"
5|11|17||5|40|75||||"7950545"|"13500973"
0|5|9||75|162|250||||"7950545"|"13647378"
0|10|20||2|4|5||||"7950546"|"13208163"
2|11|20||5|40|75||||"7950546"|"13354569"
0|5|9||75|162|250||||"7950546"|"13500974"
0|5|9||5|40|75||||"7950547"|"13208164"
0|2|3||75|162|250||||"7950547"|"13354570"
0|7|14||2|4|5||||"7950547"|"13647379"
0|7|14||2|4|5||||"7950548"|"13500975"
0|6|11||5|40|75||||"7950548"|"13647380"
0|6|11||2|4|5||||"7950549"|"13208165"
0|2|3||5|40|75||||"7950549"|"13354571"
0|5|9||75|162|250||||"7950550"|"13208166"
0|9|17||2|4|5||||"7950550"|"13500976"
5|13|20||5|40|75||||"7950550"|"13647381"
0|8|16||2|4|5||||"7950551"|"13354572"
2|9|16||5|40|75||||"7950551"|"13500977"
3|6|9||75|162|250||||"7950551"|"13647382"
0|12|23||2|4|5||||"7950552"|"13208167"
0|10|20||5|40|75||||"7950552"|"13354573"
0|5|9||75|162|250||||"7950552"|"13500978"
2|17|31||5|40|75||||"7950553"|"13208168"
0|6|11||75|162|250||||"7950553"|"13354574"
0|19|37||2|4|5||||"7950553"|"13647383"
0|6|11||75|162|250||||"7950554"|"13208169"
0|12|23||2|4|5||||"7950554"|"13500979"
5|14|23||5|40|75||||"7950554"|"13647384"
0|6|11||2|4|5||||"7950555"|"13354575"
0|2|3||5|40|75||||"7950555"|"13500980"
0|3|6||5|40|75||||"7950556"|"13208170"
0|7|14||2|4|5||||"7950556"|"13647385"
0|12|23||2|4|5||||"7950557"|"13354576"
5|14|23||5|40|75||||"7950557"|"13500981"
0|6|11||75|162|250||||"7950557"|"13647386"
0|12|23||2|4|5||||"7950558"|"13208171"
0|10|20||5|40|75||||"7950558"|"13354577"
0|3|6||75|162|250||||"7950558"|"13500982"
0|5|9||5|40|75||||"7950559"|"13208172"
0|2|3||75|162|250||||"7950559"|"13354578"
0|12|23||2|4|5||||"7950559"|"13647387"
0|7|14||75|162|250||||"7950560"|"13208173"
0|20|40||2|4|5||||"7950560"|"13500983"
0|16|31||5|40|75||||"7950560"|"13647388"
0|10|19||2|4|5||||"7950561"|"13354579"
2|11|19||5|40|75||||"7950561"|"13500984"
3|6|9||75|162|250||||"7950561"|"13647389"
0|2|3||2|4|5||||"7950562"|"13208174"
0|14|27||2|4|5||||"7950563"|"13354580"
12|25|38||5|40|75||||"7950563"|"13500985"
3|10|17||75|162|250||||"7950563"|"13647390"
0|2|3||2|4|5||||"7950564"|"13208175"
0|11|22||2|4|5||||"7959539"|"13211943"
2|11|19||5|40|75||||"7959539"|"13358349"
1|5|9||75|162|250||||"7959539"|"13504754"
1|2|3||250|625|1000||||"7959539"|"13651159"
0|13|26||2|4|5||||"7959540"|"13211944"
3|12|20||5|40|75||||"7959540"|"13358350"
0|3|6||75|162|250||||"7959540"|"13504755"
0|3|6||75|162|250||||"7959548"|"13211950"
0|12|23||2|4|5||||"7959548"|"13504760"
3|13|23||5|40|75||||"7959548"|"13651165"
0|14|28||2|4|5||||"7959549"|"13358356"
0|9|17||5|40|75||||"7959549"|"13504761"
0|3|6||2|4|5||||"7959550"|"13651166"
0|16|31||2|4|5||||"7959551"|"13211951"
7|17|26||5|40|75||||"7959551"|"13358357"
0|6|11||75|162|250||||"7959551"|"13504762"
0|7|14||5|40|75||||"7959553"|"13211952"
0|13|26||2|4|5||||"7959553"|"13651167"
0|12|23||2|4|5||||"7959554"|"13358358"
10|22|33||5|40|75||||"7959554"|"13504763"
6|15|23||75|162|250||||"7959554"|"13651168"
0|7|14||2|4|5||||"7959565"|"13358365"
0|5|9||5|40|75||||"7959565"|"13504770"
0|2|3||5|40|75||||"7959566"|"13211960"
0|5|9||2|4|5||||"7959566"|"13651175"
0|20|40||2|4|5||||"7959567"|"13358366"
0|14|28||5|40|75||||"7959567"|"13504771"
0|2|3||75|162|250||||"7959567"|"13651176"
0|10|19||2|4|5||||"7959568"|"13211961"
0|9|17||5|40|75||||"7959568"|"13358367"
9|13|17||75|162|250||||"7959568"|"13504772"
2|11|20||5|40|75||||"7959569"|"13211962"
0|5|9||75|162|250||||"7959569"|"13358368"
0|12|23||2|4|5||||"7959569"|"13651177"
6|15|23||75|162|250||||"7959571"|"13211963"
0|5|10||2|4|5||||"7959571"|"13504773"
7|13|18||5|40|75||||"7959571"|"13651178"
3|9|14||250|625|1000||||"7959572"|"13211964"
0|12|24||2|4|5||||"7959572"|"13358369"
0|7|14||5|40|75||||"7959572"|"13504774"
6|12|17||75|162|250||||"7959572"|"13651179"
0|10|20||2|4|5||||"7959573"|"13358370"
2|11|20||5|40|75||||"7959573"|"13504775"
0|5|9||75|162|250||||"7959573"|"13651180"
3|13|23||5|40|75||||"7959609"|"13211988"
0|3|6||75|162|250||||"7959609"|"13358394"
0|12|23||2|4|5||||"7959609"|"13651203"
0|3|6||75|162|250||||"7959610"|"13211989"
0|10|20||2|4|5||||"7959610"|"13504799"
3|12|20||5|40|75||||"7959610"|"13651204"
0|10|20||2|4|5||||"7959611"|"13358395"
2|11|20||5|40|75||||"7959611"|"13504800"
0|5|9||75|162|250||||"7959611"|"13651205"
0|10|20||2|4|5||||"7959612"|"13211990"
2|11|20||5|40|75||||"7959612"|"13358396"
0|5|9||75|162|250||||"7959612"|"13504801"
3|9|14||75|162|250||||"7963279"|"13213562"
0|10|19||2|4|5||||"7963279"|"13506372"
4|13|22||5|40|75||||"7963279"|"13652777"
0|1|1||250|625|1000||||"7963280"|"13213563"
0|8|16||2|4|5||||"7963280"|"13359968"
10|18|25||5|40|75||||"7963280"|"13506373"
2|4|6||75|162|250||||"7963280"|"13652778"
0|10|20||2|4|5||||"7963281"|"13359969"
2|11|20||5|40|75||||"7963281"|"13506374"
0|5|9||75|162|250||||"7963281"|"13652779"
3|6|9||5|40|75||||"7963285"|"13213566"
0|3|6||75|162|250||||"7963285"|"13359972"
0|6|11||2|4|5||||"7963285"|"13652781"
0|5|9||75|162|250||||"7963286"|"13213567"
0|10|20||2|4|5||||"7963286"|"13506377"
2|11|20||5|40|75||||"7963286"|"13652782"
0|3|6||250|625|1000||||"7963287"|"13213568"
0|10|20||2|4|5||||"7963287"|"13359973"
6|13|20||5|40|75||||"7963287"|"13506378"
0|6|11||75|162|250||||"7963287"|"13652783"
1|2|3||250|625|1000||||"7963288"|"13213569"
0|11|21||2|4|5||||"7963288"|"13359974"
0|8|16||5|40|75||||"7963288"|"13506379"
3|7|11||75|162|250||||"7963288"|"13652784"
15|24|32||5|40|75||||"7963293"|"13213572"
3|9|14||75|162|250||||"7963293"|"13359978"
0|10|19||2|4|5||||"7963293"|"13652787"
0|19|37||2|4|5||||"7963294"|"13506383"
0|9|17||5|40|75||||"7963294"|"13652788"
2|11|20||5|40|75||||"7963297"|"13213574"
0|5|9||75|162|250||||"7963297"|"13359980"
0|10|20||2|4|5||||"7963297"|"13652789"
6|9|11||75|162|250||||"7963298"|"13213575"
0|9|18||2|4|5||||"7963298"|"13506385"
