0.01|0.06|0.1|||||250|425|600|"Nonflat"|||"2964075"|"350535"
0.01|0.06|0.1|||||250|425|600|"Nonflat"|||"2964079"|"353886"
0.01|0.06|0.1|||||250|425|600|"Nonflat"|||"2964086"|"355561"
0.01|0.06|0.1|||||250|425|600|"Nonflat"|||"2970427"|"355980"
0.01|0.06|0.1|||||250|425|600|"Nonflat"|||"2970455"|"350955"
0.01|0.06|0.1|||||250|425|600|"Nonflat"|||"2970524"|"352633"
0.01|0.06|0.1|||||250|425|600|"Nonflat"|||"2970550"|"354308"
0.01|0.06|0.1|||||250|425|600|"Nonflat"|||"2970562"|"352634"
0.01|0.06|0.1|||||250|425|600|"Nonflat"|||"2976949"|"351372"
0.01|0.06|0.1|||||250|425|600|"Nonflat"|||"2976996"|"353049"
0.01|0.06|0.1|||||250|425|600|"Nonflat"|||"2977045"|"353050"
0.01|0.06|0.1|||||250|425|600|"Nonflat"|||"2983477"|"351797"
0.01|0.06|0.1|||||250|425|600|"Nonflat"|||"2983508"|"351798"
0.01|0.06|0.1|||||250|425|600|"Nonflat"|||"2989857"|"350533"
0.01|0.06|0.1|||||250|425|600|"Nonflat"|||"2989954"|"350534"
0.01|0.06|0.1|||||250|425|600|"Nonflat"|||"2989980"|"353885"
0.01|0.06|0.1|||||250|425|600|"Nonflat"|||"2989985"|"352211"
0.01|0.06|0.1|||||250|425|600|"Nonflat"|||"2996417"|"355981"
0.01|0.06|0.1|||||250|425|600|"Nonflat"|||"2996464"|"355983"
0.01|0.06|0.1|||||250|425|600|"Nonflat"|||"3002944"|"356399"
0.01|0.06|0.1|||||250|425|600|"Nonflat"|||"3009373"|"355147"
0.01|0.06|0.1|||||250|425|600|"Nonflat"|||"3022286"|"352631"
0.01|0.06|0.1|||||250|425|600|"Nonflat"|||"3022326"|"350956"
0.01|0.06|0.1|||||250|425|600|"Nonflat"|||"3022327"|"352632"
0.01|0.06|0.1|||||250|425|600|"Nonflat"|||"3022331"|"354307"
0.1|1.6|3|||||250|425|600|"Nonflat"|||"3022373"|"350958"
0.01|0.06|0.1|||||250|425|600|"Nonflat"|||"3028800"|"353048"
0.01|0.06|0.1|||||250|425|600|"Nonflat"|||"3028804"|"356398"
0.01|0.06|0.1|||||250|425|600|"Nonflat"|||"3035239"|"353472"
0.01|0.06|0.1|||||250|425|600|"Nonflat"|||"3035285"|"356822"
0.01|0.06|0.1|||||250|425|600|"Nonflat"|||"3035303"|"355148"
0.01|0.06|0.1|||||250|425|600|"Nonflat"|||"3041752"|"352209"
0.01|0.06|0.1|||||250|425|600|"Nonflat"|||"3041755"|"353884"
0.01|0.06|0.1|||||250|425|600|"Nonflat"|||"3041756"|"355559"
0.01|0.06|0.1|||||250|425|600|"Nonflat"|||"3041791"|"352210"
0.01|0.06|0.1|||||250|425|600|"Nonflat"|||"3041793"|"355560"
0.01|0.06|0.1|||||250|425|600|"Nonflat"|||"3048229"|"354306"
0.01|0.06|0.1|||||250|425|600|"Nonflat"|||"3048240"|"355982"
0.01|0.06|0.1|||||250|425|600|"Nonflat"|||"3048241"|"350957"
0.01|0.06|0.1|||||250|425|600|"Nonflat"|||"3054623"|"356397"
0.01|0.06|0.1|||||250|425|600|"Nonflat"|||"3054709"|"354723"
0.01|0.06|0.1|||||250|425|600|"Nonflat"|||"3054710"|"351373"
0.01|0.06|0.1|||||250|425|600|"Nonflat"|||"3054720"|"354724"
0.01|0.06|0.1|||||250|425|600|"Nonflat"|||"3054758"|"351374"
0.1|1.6|3|||||250|425|600|"Nonflat"|||"3054951"|"353063"
0.01|0.06|0.1|||||250|425|600|"Nonflat"|||"3061099"|"351796"
0.01|0.06|0.1|||||250|425|600|"Nonflat"|||"3061205"|"353473"
0.01|0.06|0.1|||||250|425|600|"Nonflat"|||"3061224"|"356823"
