year,julian,sim_day_index,month,day_of_month,water_year,n_ofe,audit_rain_melt_reported_mm,audit_precip_reported_mm,audit_runoff_reported_mm,audit_runoff_calc_mm,audit_runoff_consistency_mm,audit_sbrunv_calc_mm,audit_lateral_reported_mm,audit_lateral_calc_mm,audit_et_reported_mm,audit_et_calc_mm,audit_percolation_reported_mm,audit_percolation_calc_mm,audit_storage_delta_mm,audit_enriched_storage_delta_mm,audit_closure_reported_with_storage_mm,audit_closure_reconstructed_with_storage_mm,audit_closure_reported_with_enriched_storage_mm,audit_closure_reconstructed_with_enriched_storage_mm,audit_closure_reported_with_storage_rain_melt_mm,audit_closure_reconstructed_with_storage_rain_melt_mm,audit_closure_reported_with_enriched_storage_rain_melt_mm,audit_closure_reconstructed_with_enriched_storage_rain_melt_mm,audit_soilwatertotal_vs_legacy_storage_mm,audit_soilwater_to_porosity_fraction,audit_soilwater_minus_fc_mm,audit_soilwater_minus_wp_mm,audit_profile_order_fc_gt_porosity,audit_profile_order_wp_gt_fc,audit_soilwater_gt_porositycap,audit_soilwater_lt_wpstore,audit_runoff_to_precip_reported_pct,audit_runoff_to_precip_reconstructed_pct,TSMF,QRain,QSnow,abs_closure_reported_with_storage_mm,abs_runoff_consistency_mm
1,1,1,1,1,1,1,0.0,3.7,0.0,0.0,0.0,0.17831839794442236,0.18,0.18,1.14,1.14,0.24000000000000002,0.24000000000000002,0.0,0.0,2.1400000000000006,2.1400000000000006,2.1400000000000006,2.1400000000000006,-1.5599999999999998,-1.5599999999999998,-1.5599999999999998,-1.5599999999999998,0.0,0.6258516518832755,185.72000000000008,371.5400000000001,False,False,False,False,0.0,0.0,0.6258,0.0,0.0,2.1400000000000006,0.0
51,179,18441,6,28,51,1,1.1,1.1,0.0,0.0,0.0,0.30397059812613214,0.3,0.3,4.39,4.39,0.24000000000000002,0.24000000000000002,-4.089999999999975,-4.089999999999975,0.25999999999997536,0.25999999999997536,0.25999999999997536,0.25999999999997536,0.25999999999997536,0.25999999999997536,0.25999999999997536,0.25999999999997536,0.0,0.36241162103098085,-19.20999999999998,166.61,False,False,False,False,0.0,0.0,0.3624,,,0.25999999999997536,0.0
35,265,12683,9,22,35,1,1.1,1.1,0.0,0.0,0.0,0.00479538840180889,0.0,0.0,0.83,0.83,0.24000000000000002,0.24000000000000002,-0.2200000000000557,-0.2200000000000557,0.25000000000005573,0.25000000000005573,0.25000000000005573,0.25000000000005573,0.25000000000005573,0.25000000000005573,0.25000000000005573,0.25000000000005573,0.0,0.31149247975318156,-58.82000000000002,126.99999999999996,False,False,False,False,0.0,0.0,0.3115,,,0.25000000000005573,0.0
40,203,14447,7,21,40,1,1.1,1.1,0.0,0.0,0.0,0.06957039430110702,0.07,0.07,0.86,0.86,0.24000000000000002,0.24000000000000002,-0.32000000000005,-0.32000000000005,0.2500000000000502,0.2500000000000502,0.2500000000000502,0.2500000000000502,0.2500000000000502,0.2500000000000502,0.2500000000000502,0.2500000000000502,0.0,0.320118267129451,-52.110000000000014,133.70999999999998,False,False,False,False,0.0,0.0,0.3201,,,0.2500000000000502,0.0
60,184,21733,7,2,60,1,1.1,1.1,0.0,0.0,0.0,0.11432098793579284,0.11,0.11,6.17,6.17,0.24000000000000002,0.24000000000000002,-5.670000000000016,-5.670000000000016,0.250000000000016,0.250000000000016,0.250000000000016,0.250000000000016,0.250000000000016,0.250000000000016,0.250000000000016,0.250000000000016,0.0,0.3406993186784933,-36.10000000000002,149.71999999999997,False,False,False,False,0.0,0.0,0.3407,,,0.250000000000016,0.0
46,250,16686,9,7,46,1,1.1,1.1,0.0,0.0,0.0,0.1613187296730706,0.16,0.16,0.8899999999999999,0.8899999999999999,0.24000000000000002,0.24000000000000002,-0.4399999999999977,-0.4399999999999977,0.249999999999998,0.249999999999998,0.249999999999998,0.249999999999998,0.249999999999998,0.249999999999998,0.249999999999998,0.249999999999998,0.0,0.3324977503535158,-42.48000000000002,143.33999999999997,False,False,False,False,0.0,0.0,0.3325,,,0.249999999999998,0.0
44,163,15868,6,11,44,1,1.1,1.1,0.0,0.0,0.0,0.8242345446938807,0.82,0.82,4.11,4.11,0.24000000000000002,0.24000000000000002,-4.319999999999993,-4.319999999999993,0.2499999999999929,0.2499999999999929,0.2499999999999929,0.2499999999999929,0.2499999999999929,0.2499999999999929,0.2499999999999929,0.2499999999999929,0.0,0.4316878776192312,34.68000000000001,220.5,False,False,False,False,0.0,0.0,0.4317,,,0.2499999999999929,0.0
77,88,27847,3,29,77,1,1.1,1.1,0.0,0.0,0.0,1.1202396653986502,1.12,1.12,1.75,1.75,0.24000000000000002,0.24000000000000002,-2.259999999999991,-2.259999999999991,0.24999999999999067,0.24999999999999067,0.24999999999999067,0.24999999999999067,0.24999999999999067,0.24999999999999067,0.24999999999999067,0.24999999999999067,0.0,0.5390538629643912,118.19999999999999,304.02,False,False,False,False,0.0,0.0,0.5391,,,0.24999999999999067,0.0
76,71,27464,3,11,76,1,1.1,1.1,0.0,0.0,0.0,0.4937456040254302,0.49,0.49,2.26,2.26,0.24000000000000002,0.24000000000000002,-2.1399999999999864,-2.1399999999999864,0.24999999999998623,0.24999999999998623,0.24999999999998623,0.24999999999998623,0.24999999999998623,0.24999999999998623,0.24999999999998623,0.24999999999998623,0.0,0.45536701375498134,53.10000000000002,238.92000000000002,False,False,False,False,0.0,0.0,0.4554,,,0.24999999999998623,0.0
63,196,22841,7,15,63,1,1.1,1.1,0.0,0.0,0.0,0.3296909679750759,0.33,0.33,0.87,0.87,0.24000000000000002,0.24000000000000002,-0.589999999999975,-0.589999999999975,0.24999999999997513,0.24999999999997513,0.24999999999997513,0.24999999999997513,0.24999999999997513,0.24999999999997513,0.24999999999997513,0.24999999999997513,0.0,0.354929939580923,-25.029999999999973,160.79000000000002,False,False,False,False,0.0,0.0,0.3549,0.0,0.0,0.24999999999997513,0.0
