year,julian,sim_day_index,month,day_of_month,water_year,n_ofe,audit_rain_melt_reported_mm,audit_precip_reported_mm,audit_runoff_reported_mm,audit_runoff_calc_mm,audit_runoff_consistency_mm,audit_sbrunv_calc_mm,audit_lateral_reported_mm,audit_lateral_calc_mm,audit_et_reported_mm,audit_et_calc_mm,audit_percolation_reported_mm,audit_percolation_calc_mm,audit_storage_delta_mm,audit_enriched_storage_delta_mm,audit_closure_reported_with_storage_mm,audit_closure_reconstructed_with_storage_mm,audit_closure_reported_with_enriched_storage_mm,audit_closure_reconstructed_with_enriched_storage_mm,audit_closure_reported_with_storage_rain_melt_mm,audit_closure_reconstructed_with_storage_rain_melt_mm,audit_closure_reported_with_enriched_storage_rain_melt_mm,audit_closure_reconstructed_with_enriched_storage_rain_melt_mm,audit_soilwatertotal_vs_legacy_storage_mm,audit_soilwater_to_porosity_fraction,audit_soilwater_minus_fc_mm,audit_soilwater_minus_wp_mm,audit_profile_order_fc_gt_porosity,audit_profile_order_wp_gt_fc,audit_soilwater_gt_porositycap,audit_soilwater_lt_wpstore,audit_runoff_to_precip_reported_pct,audit_runoff_to_precip_reconstructed_pct,TSMF,QRain,QSnow,abs_closure_reported_with_storage_mm,abs_runoff_consistency_mm
46,180,16616,6,29,46,1,1.1,1.1,0.0,0.0,0.0,0.5386030690029788,0.54,0.54,1.55,1.55,0.24000000000000002,0.24000000000000002,-1.4799999999999613,-1.4799999999999613,0.24999999999996136,0.24999999999996136,0.24999999999996136,0.24999999999996136,0.24999999999996136,0.24999999999996136,0.24999999999996136,0.24999999999996136,0.0,0.38704203625144623,-0.049999999999954525,185.77000000000004,False,False,False,False,0.0,0.0,0.387,,,0.24999999999996136,0.0
52,194,18821,7,12,52,1,1.1,1.1,0.0,0.0,0.0,0.1825220040970198,0.18,0.18,1.11,1.11,0.24000000000000002,0.24000000000000002,-0.67999999999995,-0.67999999999995,0.24999999999995004,0.24999999999995004,0.24999999999995004,0.24999999999995004,0.24999999999995004,0.24999999999995004,0.24999999999995004,0.24999999999995004,0.0,0.33580151690448645,-39.90999999999997,145.91000000000003,False,False,False,False,0.0,0.0,0.3358,,,0.24999999999995004,0.0
35,190,12608,7,9,35,1,1.1,1.1,0.0,0.0,0.0,0.26652287958706056,0.27,0.27,2.77,2.77,0.24000000000000002,0.24000000000000002,-2.42999999999995,-2.42999999999995,0.24999999999994982,0.24999999999994982,0.24999999999994982,0.24999999999994982,0.24999999999994982,0.24999999999994982,0.24999999999994982,0.24999999999994982,0.0,0.3491451343360329,-29.529999999999973,156.29000000000002,False,False,False,False,0.0,0.0,0.3491,,,0.24999999999994982,0.0
14,22,4770,1,22,14,1,0.46,2.3,0.0,0.0,0.0,0.5232848431926659,0.52,0.52,1.0800000000000003,1.0800000000000003,0.24000000000000002,0.24000000000000002,0.2199999999999136,0.2199999999999136,0.24000000000008592,0.24000000000008592,0.24000000000008592,0.24000000000008592,-1.599999999999914,-1.599999999999914,-1.599999999999914,-1.599999999999914,0.0,0.47539529502506744,68.68,254.5,False,False,False,False,0.0,0.0,0.47540000000000004,,,0.24000000000008592,0.0
73,280,26578,10,7,74,1,1.1,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.0,0.0,-0.04000000000007731,-0.04000000000007731,0.24000000000007737,0.24000000000007737,0.24000000000007737,0.24000000000007737,0.24000000000007737,0.24000000000007737,0.24000000000007737,0.24000000000007737,0.0,0.305206324720401,-63.710000000000036,122.10999999999994,False,False,False,False,0.0,0.0,0.3052,,,0.24000000000007737,0.0
100,326,36485,11,22,101,1,1.1,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.5300000000000001,0.5300000000000001,0.0,0.0,0.32999999999992724,0.32999999999992724,0.2400000000000727,0.2400000000000727,0.2400000000000727,0.2400000000000727,0.2400000000000727,0.2400000000000727,0.2400000000000727,0.2400000000000727,0.0,0.318961306080473,-53.01000000000002,132.80999999999995,False,False,False,False,0.0,0.0,0.319,,,0.2400000000000727,0.0
39,174,14053,6,23,39,1,1.1,1.1,0.0,0.0,0.0,0.3309021765275193,0.33,0.33,3.8099999999999996,3.8099999999999996,0.24000000000000002,0.24000000000000002,-3.5200000000000387,-3.5200000000000387,0.24000000000003885,0.24000000000003885,0.24000000000003885,0.24000000000003885,0.24000000000003885,0.24000000000003885,0.24000000000003885,0.24000000000003885,0.0,0.3609332819128422,-20.360000000000014,165.45999999999998,False,False,False,False,0.0,0.0,0.3609,,,0.24000000000003885,0.0
38,162,13676,6,11,38,1,1.1,1.1,0.0,0.0,0.0,0.6018139059281392,0.6,0.6,3.98,3.98,0.24000000000000002,0.24000000000000002,-3.9600000000000364,-3.9600000000000364,0.24000000000003618,0.24000000000003618,0.24000000000003618,0.24000000000003618,0.24000000000003618,0.24000000000003618,0.24000000000003618,0.24000000000003618,0.0,0.408188713202211,16.399999999999977,202.21999999999997,False,False,False,False,0.0,0.0,0.4082,,,0.24000000000003618,0.0
49,307,17839,11,3,50,1,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6900000000000001,0.6900000000000001,0.0,0.0,-0.9300000000000352,-0.9300000000000352,0.24000000000003519,0.24000000000003519,0.24000000000003519,0.24000000000003519,1.3400000000000354,1.3400000000000354,1.3400000000000354,1.3400000000000354,0.0,0.3051677593521018,-63.73999999999998,122.08,False,False,False,False,0.0,0.0,0.3052,,,0.24000000000003519,0.0
67,177,24283,6,26,67,1,1.1,1.1,0.0,0.0,0.0,0.030073595881548936,0.030000000000000002,0.030000000000000002,4.93,4.93,0.24000000000000002,0.24000000000000002,-4.340000000000032,-4.340000000000032,0.2400000000000322,0.2400000000000322,0.2400000000000322,0.2400000000000322,0.2400000000000322,0.2400000000000322,0.2400000000000322,0.2400000000000322,0.0,0.3300938423961948,-44.35000000000002,141.46999999999997,False,False,False,False,0.0,0.0,0.3301,,,0.2400000000000322,0.0
55,201,19924,7,20,55,1,1.1,1.1,0.0,0.0,0.0,0.04756914718378337,0.05,0.05,0.91,0.91,0.24000000000000002,0.24000000000000002,-0.34000000000003183,-0.34000000000003183,0.24000000000003174,0.24000000000003174,0.24000000000003174,0.24000000000003174,0.24000000000003174,0.24000000000003174,0.24000000000003174,0.24000000000003174,0.0,0.31740583622573587,-54.22000000000003,131.59999999999997,False,False,False,False,0.0,0.0,0.3174,,,0.24000000000003174,0.0
53,180,19173,6,29,53,1,1.1,1.1,0.0,0.0,0.0,0.5386173185153604,0.54,0.54,5.8599999999999985,5.8599999999999985,0.24000000000000002,0.24000000000000002,-5.78000000000003,-5.78000000000003,0.2400000000000304,0.2400000000000304,0.2400000000000304,0.2400000000000304,0.2400000000000304,0.2400000000000304,0.2400000000000304,0.2400000000000304,0.0,0.44449157989458793,44.639999999999986,230.45999999999998,False,False,False,False,0.0,0.0,0.4445,,,0.2400000000000304,0.0
69,110,24947,4,20,69,1,1.1,1.1,0.0,0.0,0.0,0.9394418522998144,0.94,0.94,2.2099999999999995,2.2099999999999995,0.24000000000000002,0.24000000000000002,-2.5300000000000296,-2.5300000000000296,0.24000000000002997,0.24000000000002997,0.24000000000002997,0.24000000000002997,0.24000000000002997,0.24000000000002997,0.24000000000002997,0.24000000000002997,0.0,0.5058747911042549,92.38999999999999,278.21,False,False,False,False,0.0,0.0,0.5059,,,0.24000000000002997,0.0
82,116,29701,4,26,82,1,1.1,1.1,0.0,0.0,0.0,0.742955326068742,0.74,0.74,1.85,1.85,0.24000000000000002,0.24000000000000002,-1.9700000000000273,-1.9700000000000273,0.2400000000000273,0.2400000000000273,0.2400000000000273,0.2400000000000273,0.2400000000000273,0.2400000000000273,0.2400000000000273,0.2400000000000273,0.0,0.4676950764879804,62.69,248.51,False,False,False,False,0.0,0.0,0.46770000000000006,,,0.2400000000000273,0.0
100,171,36330,6,20,100,1,1.1,1.1,0.0,0.0,0.0,0.32198198177658366,0.32,0.32,2.77,2.77,0.24000000000000002,0.24000000000000002,-2.4700000000000273,-2.4700000000000273,0.2400000000000273,0.2400000000000273,0.2400000000000273,0.2400000000000273,0.2400000000000273,0.2400000000000273,0.2400000000000273,0.2400000000000273,0.0,0.3635942923254916,-18.29000000000002,167.52999999999997,False,False,False,False,0.0,0.0,0.3636,,,0.2400000000000273,0.0
