etorc,etke,etkr,exposure,total_proxy_change,burned_proxy,undisturbed_proxy,day,actual_es_change_u_minus_b
1.5843807747254835e-16,-1.326860305897692,0.20376074061971483,-1.5148178300922464,-2.6379173953702235,2.6798025297276626,0.041885134357438986,173,-0.8568373268826055
-2.636779683484747e-16,-1.6185914914021482,-0.016815559235111414,-1.8475529028798152,-3.482959953517075,3.5162432290566525,0.03328327553957743,174,-1.9287462884580435
1.6190752442450199e-16,-1.993247504245037,0.596784893208843,0.0,-1.3964626110361942,1.585811569610526,0.1893489585743317,175,0.03375264432988676
0.0,-1.2267557324148388,0.32295881332377296,0.0,-0.9037969190910659,1.0071027267461754,0.10330580765510956,176,0.018276638682844484
-1.1102230246251564e-16,-1.5289404273587754,0.3824440442542641,0.0,-1.1464963831045114,1.2819263347587495,0.13542995165423807,177,0.02390458220327777
-1.503427012513233e-16,-1.6366356155845074,0.39515894344821917,0.0,-1.2414766721362884,1.38856622566688,0.1470895535305917,178,0.02591955734951115
0.0,-1.37924259284407,0.32142718271888265,0.0,-1.0578154101251873,1.1736370683067014,0.11582165818151421,179,0.01868006589364845
0.0,-1.7424923277185382,0.3998664380702326,0.0,-1.3426258896483056,1.4931802593693386,0.15055436972103306,180,0.022792752407047902
-1.5287250632045608e-16,-1.2835336432529612,0.0,-1.4670633792975099,-2.7505970225504712,2.752758823900115,0.0021618013496437927,181,-2.5833587604607864
-9.598803233738333e-17,-0.8211514222127323,0.247491652216186,-0.9267213254023867,-1.5003810953989332,1.5192201289635718,0.018839033564638594,182,-1.097679748917845
-3.0574501264091215e-16,-1.7059284898009737,0.0,-1.964657446527982,-3.670585936328956,3.673328085741119,0.0027421494121627472,183,-3.4118571688278814
-3.0552817220641515e-16,-1.2498575581786915,0.0,-1.429442813694161,-2.679300371872853,2.681291124258295,0.0019907523854422304,184,-2.4997152748266163
2.359223927328457e-16,-2.573570325523779,0.0,0.0,-2.573570325523779,2.7585272558395286,0.1849569303157495,185,-2.573570524754308
3.191891195797325e-16,-3.000872905398068,0.33779407322534594,0.0,-2.6630788321727215,2.9216209002233167,0.2585420680505952,186,-2.197938829320884
0.0,-2.4028431119008875,0.7987285934275645,0.0,-1.604114518473323,1.8307180378939971,0.22660351942067414,187,0.004848062788000276
0.0,-1.3606235941161244,0.41254623354509573,0.0,-0.9480773605710285,1.06254658256728,0.11446922199625138,188,0.01895697524104945
-3.191891195797325e-16,-2.374523121225421,0.6209517860580105,0.0,-1.7535713351674114,1.9803615107708257,0.2267901756034143,189,0.03689125201195751
3.099372610411895e-16,-2.0461551367054254,0.4813695353401135,0.0,-1.5647856013653116,1.7464070988549851,0.1816214974896734,190,0.029268112159949358
0.0,-1.6742377555659194,0.38188579929052413,0.0,-1.2923519562753953,1.439952436207871,0.1476004799324758,191,0.02371455311739467
0.0,-1.9737746497396078,0.44513744139461403,0.0,-1.528637208344994,1.7044810121391547,0.17584380379416076,192,0.028198044487444607
0.0,-1.6807693024682884,0.12961476409197537,-1.9295936057383436,-3.480748144114657,3.5199075527178305,0.03915940860317357,193,-1.4132154233370615
0.0,-2.7899790693739535,0.7174518947005053,0.0,-2.072527174673448,2.3485363831597685,0.27600920848632043,194,0.04472943414356053
-2.359223927328457e-16,-2.165758933018454,0.5174105646880933,0.0,-1.648348368330361,1.8412136042945493,0.19286523596418834,195,0.03142974108925933
0.0,-2.755610909411326,0.6611068699297942,0.0,-2.094504039481532,2.3683876989747508,0.2738836594932189,196,0.04514363713983259
0.0,-1.7339120364969798,0.4100052584382932,0.0,-1.3239067780586866,1.4749424533117643,0.1510356752530778,197,0.023742102731553777
1.5959455978986625e-16,-1.7184073800838868,0.41157561865190645,0.0,-1.30683176143198,1.4600826549262271,0.1532508934942471,198,0.02304226324237181
0.0,-1.384370620337342,0.0,-1.5816876485565816,-2.966058268893923,2.968259791587614,0.002201522693690674,199,-2.7687415523176475
2.694603799350641e-16,-1.2482973583694323,0.3765639575484089,-1.4235675230527156,-2.295300923873739,2.3207338746858324,0.025432950812093347,200,-1.399215732643385
1.5287250632045608e-16,-1.2636074453141877,0.0,-1.437359699607777,-2.7009671449219645,2.7029652441003926,0.001998099178428057,201,-2.5272149110501507
0.0,-1.407822201063757,0.2458320487994927,0.0,-1.1619901522642646,1.2684948235431637,0.10650467127889915,202,-1.0880542905045367
0.0,-1.6828858021102713,0.0,-1.934876637693447,-3.6177624398037183,3.620459973485034,0.0026975336813156513,203,-3.3657716312992196
