lane,n_days,max_abs_ofe_error_mm,max_abs_hillslope_error_mm,max_abs_hillslope_error_day_year,max_abs_hillslope_error_day_julian,first_abs_gt1_year,first_abs_gt1_julian,first_abs_gt1_ofe,first_abs_gt1_mm,day44_hillslope_error_mm,day45_hillslope_error_mm,day44_ofe14_error_mm,day44_ofe15_error_mm,day44_ofe16_error_mm,day44_ofe17_error_mm,day44_ofe18_error_mm,day44_ofe19_error_mm,outlet_max_abs_runvol_minus_qofe_m3,outlet_max_abs_day_year,outlet_max_abs_day_julian,max_abs_subsurface_residual_m3,max_abs_surface_residual_m3
source_wepp1,12419,7371.860000000004,47313.4101,1996,37,1987,1,1,43.77,-180.31779000000003,-0.04820000000005997,0.007979999999975007,0.016079999999959682,0.013119999999958054,0.009899999999987585,0.019100000000094042,-180.45899999999995,16.390341717720002,2010,219,0.10869590000004337,0.10869590000947937
C000_baseline,12419,7371.860000000004,47313.4101,1996,37,1987,1,1,43.77,-180.31779000000003,-0.04820000000001734,0.007979999999975007,0.016079999999959682,0.013119999999958054,0.009899999999987585,0.019100000000094042,-180.45899999999995,16.390341717720002,2010,219,0.10869590000004337,0.10869590000947937
C010_dcc52a6,12419,7369.880000000003,47310.43,1996,37,1987,1,1,43.77,0.12129999999987007,-0.0361000000000562,0.005639999999971224,0.01599999999996271,0.01310999999995488,0.004899999999992133,0.014099999999984902,-0.002299999999991087,10.664038444387,2019,171,0.0,0.0
C020_winbootstrap,12419,7370.539999999995,47310.780099999996,1996,37,1987,1,1,43.77,0.1361899999996936,-0.01590000000006775,0.011419999999958463,0.016079999999959682,0.013129999999961228,0.012999999999976808,0.00909999999998945,-0.0079000000000633,4.798034499981441,1996,339,0.10869590000001494,0.10869590000947937
