event_date,burned_precip,burned_runoff,burned_eff_int,burned_peak_ro,burned_eff_dur,burned_keff,burned_sm,burned_pre_event_soil_water_mm,burned_prior30_ep_mm,burned_prior30_es_mm,burned_prior30_er_mm,burned_ksat35_precip,burned_ksat35_runoff,burned_ksat35_eff_int,burned_ksat35_peak_ro,burned_ksat35_eff_dur,burned_ksat35_keff,burned_ksat35_sm,burned_ksat35_pre_event_soil_water_mm,burned_ksat35_prior30_ep_mm,burned_ksat35_prior30_es_mm,burned_ksat35_prior30_er_mm,undisturbed_precip,undisturbed_runoff,undisturbed_eff_int,undisturbed_peak_ro,undisturbed_eff_dur,undisturbed_keff,undisturbed_sm,undisturbed_pre_event_soil_water_mm,undisturbed_prior30_ep_mm,undisturbed_prior30_es_mm,undisturbed_prior30_er_mm,undisturbed_minus_burned_peak_ro,undisturbed_minus_burned_ksat35_peak_ro,burned_ksat35_minus_burned_peak_ro
1992-02-06,53.300000,1.238000,0.000000,0.263000,4.700000,20.000000,208.825000,158.680000,6.920000,18.010000,0.000000,53.300000,0.984000,0.000000,0.209000,4.700000,35.000000,208.814000,158.660000,6.920000,17.950000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,124.900000,54.400000,9.560000,0.000000,-0.263000,-0.209000,-0.054000
1992-02-10,90.000000,60.370000,48.516000,66.641000,0.906000,20.000000,249.601000,233.980000,6.720000,16.020000,0.000000,90.000000,58.188000,63.320000,68.231000,0.853000,35.000000,249.601000,233.690000,6.720000,15.960000,0.000000,90.000000,64.750000,63.320000,75.926000,0.853000,35.000000,231.926000,214.630000,52.770000,8.770000,0.000000,9.285000,7.695000,1.590000
1992-02-11,68.000000,53.366000,36.524000,61.294000,0.871000,20.000000,249.620000,249.600000,6.660000,15.400000,0.000000,68.000000,51.070000,44.390000,91.423000,0.559000,32.400000,249.620000,249.600000,6.660000,15.340000,0.000000,68.000000,39.478000,46.995000,95.642000,0.413000,35.000000,248.132000,231.930000,52.310000,8.550000,0.000000,34.348000,4.219000,30.129000
1992-02-12,45.500000,31.012000,0.000000,7.753000,4.000000,20.000000,249.633000,249.620000,6.580000,14.750000,0.000000,45.500000,28.716000,0.000000,7.179000,4.000000,32.400000,249.633000,249.620000,6.580000,14.710000,0.000000,45.500000,28.206000,0.000000,7.051000,4.000000,32.400000,248.733000,248.130000,51.660000,8.240000,0.000000,-0.702000,-0.128000,-0.574000
1992-03-02,72.500000,18.956000,76.836000,58.755000,0.323000,20.000000,208.463000,158.610000,6.960000,37.120000,0.000000,72.500000,13.977000,93.621000,38.876000,0.360000,35.000000,212.505000,158.370000,6.960000,36.640000,0.000000,72.500000,10.382000,96.921000,33.891000,0.306000,35.000000,201.086000,142.750000,54.500000,16.490000,0.000000,-24.864000,-4.985000,-19.879000
1992-03-20,61.800000,4.147000,54.685000,15.891000,0.261000,20.000000,211.961000,158.590000,8.560000,40.960000,0.000000,61.800000,3.689000,0.000000,0.997000,3.700000,35.000000,212.189000,158.740000,8.560000,40.480000,0.000000,61.800000,2.404000,0.000000,0.650000,3.700000,35.000000,199.851000,144.310000,66.780000,20.930000,0.000000,-15.241000,-0.347000,-14.894000
1992-03-21,30.100000,8.891000,75.893000,33.316000,0.267000,20.000000,226.946000,211.960000,8.560000,40.940000,0.000000,30.100000,7.584000,75.893000,26.712000,0.284000,35.000000,227.289000,212.190000,8.560000,40.460000,0.000000,30.100000,8.617000,75.893000,26.677000,0.323000,35.000000,215.599000,199.850000,66.790000,20.930000,0.000000,-6.639000,-0.035000,-6.604000
1992-12-06,66.900000,5.803000,0.000000,0.817000,7.100000,20.000000,207.085000,147.910000,7.040000,4.240000,0.000000,66.900000,5.512000,0.000000,0.776000,7.100000,35.000000,207.085000,147.910000,7.040000,4.240000,0.000000,66.900000,3.548000,0.000000,0.500000,7.100000,35.000000,136.329000,74.660000,32.990000,4.250000,0.000000,-0.317000,-0.276000,-0.041000
1992-12-07,90.300000,68.980000,28.062000,26.757000,2.578000,20.000000,223.440000,207.080000,6.870000,5.510000,0.000000,90.300000,67.281000,0.000000,21.025000,3.200000,35.000000,223.974000,207.080000,6.870000,5.510000,0.000000,90.300000,69.431000,0.000000,21.697000,3.200000,35.000000,152.738000,136.330000,31.730000,4.010000,0.000000,-5.060000,0.672000,-5.732000
1992-12-28,41.400000,2.880000,88.210000,6.143000,0.469000,20.000000,194.348000,157.860000,5.330000,35.620000,0.000000,41.400000,0.049000,82.804000,0.922000,0.053000,35.000000,197.176000,157.870000,5.330000,35.610000,0.000000,41.400000,0.075000,87.846000,1.291000,0.058000,35.000000,177.824000,137.860000,31.540000,16.570000,0.000000,-4.852000,0.369000,-5.221000
1992-12-29,26.000000,2.296000,36.552000,4.371000,0.525000,20.000000,214.466000,194.350000,5.200000,36.850000,0.000000,26.000000,0.044000,50.031000,0.131000,0.338000,35.000000,218.775000,197.180000,5.200000,36.840000,0.000000,26.000000,1.766000,50.031000,2.475000,0.714000,35.000000,198.693000,177.820000,32.350000,17.010000,0.000000,-1.896000,2.344000,-4.240000
1993-01-06,84.100000,29.153000,0.000000,7.879000,3.700000,20.000000,235.403000,188.260000,5.010000,44.000000,0.000000,84.100000,28.298000,0.000000,7.648000,3.700000,35.000000,236.729000,189.600000,5.010000,43.990000,0.000000,84.100000,31.732000,0.000000,8.576000,3.700000,35.000000,229.720000,185.140000,39.010000,18.620000,0.000000,0.697000,0.928000,-0.231000
1993-01-07,58.400000,32.431000,69.594000,84.234000,0.385000,20.000000,249.634000,235.400000,4.980000,43.750000,0.000000,58.400000,31.977000,69.594000,72.683000,0.440000,35.000000,249.634000,236.730000,4.980000,43.740000,0.000000,58.400000,31.156000,69.594000,71.716000,0.434000,35.000000,245.354000,229.720000,38.860000,18.530000,0.000000,-12.518000,-0.967000,-11.551000
1993-01-11,37.200000,2.832000,33.715000,6.664000,0.425000,20.000000,249.458000,228.760000,4.820000,42.040000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,226.270000,4.820000,42.030000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,225.080000,37.580000,17.890000,0.000000,-6.664000,0.000000,-6.664000
1993-01-12,47.700000,33.032000,0.000000,5.243000,6.300000,20.000000,249.631000,249.460000,4.790000,41.760000,0.000000,47.700000,30.188000,0.000000,4.792000,6.300000,32.400000,249.631000,248.910000,4.790000,41.750000,0.000000,47.700000,30.468000,0.000000,4.836000,6.300000,32.400000,248.720000,248.310000,37.310000,17.770000,0.000000,-0.407000,0.044000,-0.451000
1993-01-13,44.100000,29.617000,32.901000,46.103000,0.642000,20.000000,249.259000,249.630000,4.710000,40.970000,0.000000,44.100000,27.033000,38.176000,81.721000,0.331000,32.400000,249.547000,249.630000,4.710000,40.960000,0.000000,44.100000,27.152000,41.232000,123.867000,0.219000,32.400000,248.462000,248.720000,36.670000,17.470000,0.000000,77.764000,42.146000,35.618000
1993-01-14,79.500000,64.633000,49.050000,57.036000,1.133000,20.000000,249.631000,249.260000,4.680000,40.710000,0.000000,79.500000,62.625000,56.090000,96.487000,0.649000,32.400000,249.631000,249.550000,4.680000,40.700000,0.000000,79.500000,62.423000,56.511000,97.420000,0.641000,32.400000,248.734000,248.460000,36.460000,17.370000,0.000000,40.384000,0.933000,39.451000
1993-01-15,22.700000,8.697000,0.000000,0.777000,11.200000,20.000000,249.322000,249.630000,4.670000,40.660000,0.000000,22.700000,6.497000,0.000000,0.580000,11.200000,32.400000,249.227000,249.630000,4.670000,40.650000,0.000000,22.700000,5.955000,0.000000,0.532000,11.200000,32.400000,248.855000,248.730000,36.420000,17.350000,0.000000,-0.245000,-0.048000,-0.197000
1993-01-16,47.400000,32.898000,0.000000,6.327000,5.200000,20.000000,249.661000,249.320000,4.620000,40.170000,0.000000,47.400000,30.506000,0.000000,5.866000,5.200000,32.400000,249.661000,249.230000,4.620000,40.160000,0.000000,47.400000,30.827000,0.000000,5.928000,5.200000,32.400000,248.965000,248.850000,36.030000,17.170000,0.000000,-0.399000,0.062000,-0.461000
1993-01-17,59.900000,45.572000,23.121000,58.172000,0.783000,20.000000,249.645000,249.660000,4.560000,39.620000,0.000000,59.900000,43.276000,0.000000,10.819000,4.000000,32.400000,249.645000,249.660000,4.560000,39.610000,0.000000,59.900000,43.373000,0.000000,10.843000,4.000000,32.400000,248.831000,248.970000,35.610000,16.960000,0.000000,-47.329000,0.024000,-47.353000
1993-01-18,15.800000,2.098000,0.000000,0.599000,3.500000,20.000000,248.558000,249.640000,4.520000,39.230000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,249.640000,4.520000,39.220000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,248.830000,35.310000,16.820000,0.000000,-0.599000,0.000000,-0.599000
1993-02-08,64.200000,29.291000,28.230000,27.784000,1.054000,20.000000,227.665000,198.770000,5.260000,38.640000,0.000000,64.200000,28.092000,0.000000,5.402000,5.200000,35.000000,227.789000,198.720000,5.260000,38.490000,0.000000,64.200000,32.854000,0.000000,6.318000,5.200000,35.000000,216.834000,190.980000,40.900000,17.520000,0.000000,-21.466000,0.916000,-22.382000
1993-02-17,68.800000,7.180000,0.000000,1.381000,5.200000,20.000000,222.691000,167.200000,6.090000,45.100000,0.000000,68.800000,6.798000,0.000000,1.307000,5.200000,35.000000,222.721000,167.230000,6.090000,44.950000,0.000000,68.800000,12.620000,0.000000,2.427000,5.200000,35.000000,215.333000,164.800000,47.170000,20.510000,0.000000,1.046000,1.120000,-0.074000
1993-02-18,45.300000,21.117000,27.680000,31.194000,0.677000,20.000000,238.250000,222.690000,6.140000,45.610000,0.000000,45.300000,19.634000,0.000000,4.566000,4.300000,35.000000,238.596000,222.720000,6.140000,45.460000,0.000000,45.300000,21.149000,0.000000,4.918000,4.300000,35.000000,231.375000,215.330000,47.570000,20.700000,0.000000,-26.276000,0.352000,-26.628000
1993-02-19,24.500000,0.965000,24.811000,2.802000,0.344000,20.000000,248.487000,238.250000,6.110000,45.300000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,238.600000,6.110000,45.150000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,231.370000,47.360000,20.600000,0.000000,-2.802000,0.000000,-2.802000
1993-03-25,71.200000,7.411000,0.000000,1.106000,6.700000,20.000000,206.922000,146.380000,9.360000,24.540000,0.000000,71.200000,7.079000,0.000000,1.056000,6.700000,35.000000,206.915000,146.370000,9.360000,24.540000,0.000000,71.200000,5.103000,0.000000,0.762000,6.700000,35.000000,163.340000,100.400000,73.200000,12.420000,0.000000,-0.344000,-0.294000,-0.050000
1993-03-26,25.700000,6.009000,0.000000,1.397000,4.300000,20.000000,220.542000,206.920000,9.440000,25.380000,0.000000,25.700000,4.910000,0.000000,1.142000,4.300000,35.000000,220.495000,206.920000,9.440000,25.380000,0.000000,25.700000,5.274000,0.000000,1.227000,4.300000,35.000000,178.210000,163.340000,73.870000,12.740000,0.000000,-0.170000,0.085000,-0.255000
1995-01-03,160.900000,100.152000,93.188000,108.750000,0.921000,20.000000,213.300000,155.560000,4.950000,20.740000,0.000000,160.900000,97.918000,103.192000,134.531000,0.728000,35.000000,214.546000,155.560000,4.950000,20.740000,0.000000,160.900000,101.480000,101.500000,135.609000,0.748000,35.000000,144.522000,88.270000,17.650000,10.200000,0.000000,26.859000,1.078000,25.781000
1995-01-04,38.800000,17.379000,0.000000,3.103000,5.600000,20.000000,228.941000,213.300000,4.950000,22.030000,0.000000,38.800000,16.100000,0.000000,2.875000,5.600000,35.000000,230.129000,214.550000,4.950000,22.030000,0.000000,38.800000,19.073000,0.000000,3.406000,5.600000,35.000000,160.032000,144.520000,18.580000,10.670000,0.000000,0.303000,0.531000,-0.228000
1995-01-07,74.700000,36.712000,44.875000,36.757000,0.999000,20.000000,249.669000,224.710000,4.870000,26.630000,0.000000,74.700000,35.243000,56.970000,141.449000,0.249000,35.000000,249.669000,225.290000,4.870000,26.630000,0.000000,74.700000,42.756000,53.413000,79.409000,0.538000,35.000000,200.312000,171.650000,22.030000,12.340000,0.000000,42.652000,-62.040000,104.692000
1995-01-08,28.800000,14.629000,26.282000,37.568000,0.389000,20.000000,249.370000,249.670000,4.740000,27.620000,0.000000,28.800000,12.380000,0.000000,2.381000,5.200000,32.400000,249.323000,249.670000,4.740000,27.620000,0.000000,28.800000,9.346000,0.000000,1.797000,5.200000,35.000000,215.460000,200.310000,22.770000,12.700000,0.000000,-35.771000,-0.584000,-35.187000
1995-01-09,92.100000,77.530000,36.928000,51.810000,1.496000,20.000000,249.649000,249.370000,4.660000,28.970000,0.000000,92.100000,75.186000,45.985000,93.850000,0.801000,32.400000,249.649000,249.320000,4.660000,28.970000,0.000000,92.100000,68.826000,45.985000,85.911000,0.801000,35.000000,232.082000,215.460000,23.780000,13.180000,0.000000,34.101000,-7.939000,42.040000
1995-01-10,136.400000,121.551000,30.070000,45.388000,2.678000,20.000000,249.595000,249.650000,4.580000,30.160000,0.000000,136.400000,119.254000,39.845000,95.844000,1.244000,32.400000,249.595000,249.650000,4.580000,30.160000,0.000000,136.400000,107.420000,41.633000,109.293000,0.983000,35.000000,248.414000,232.080000,24.670000,13.610000,0.000000,63.905000,13.449000,50.456000
1995-01-11,21.900000,7.894000,0.000000,2.819000,2.800000,20.000000,249.339000,249.590000,4.570000,31.910000,0.000000,21.900000,5.693000,0.000000,2.033000,2.800000,32.400000,249.243000,249.590000,4.570000,31.910000,0.000000,21.900000,4.865000,0.000000,1.738000,2.800000,32.400000,248.901000,248.410000,26.020000,14.260000,0.000000,-1.081000,-0.295000,-0.786000
1995-01-23,65.100000,17.137000,0.000000,2.720000,6.300000,20.000000,230.581000,189.340000,4.220000,42.030000,0.000000,65.100000,16.659000,0.000000,2.644000,6.300000,35.000000,229.780000,188.490000,4.220000,42.030000,0.000000,65.100000,21.276000,0.000000,3.377000,6.300000,35.000000,227.318000,190.410000,29.810000,15.700000,0.000000,0.657000,0.733000,-0.076000
1995-01-24,94.100000,66.908000,28.878000,43.226000,1.548000,20.000000,247.229000,230.580000,4.200000,41.910000,0.000000,94.100000,65.557000,34.509000,116.546000,0.562000,35.000000,246.771000,229.780000,4.200000,41.910000,0.000000,94.100000,66.311000,32.882000,11.841000,5.600000,35.000000,244.011000,227.320000,30.010000,15.670000,0.000000,-31.385000,-104.705000,73.320000
1995-01-25,21.900000,5.755000,22.204000,1.046000,5.500000,20.000000,249.237000,247.230000,4.190000,41.760000,0.000000,21.900000,3.385000,0.000000,0.615000,5.500000,32.400000,249.141000,246.770000,4.190000,41.760000,0.000000,21.900000,1.621000,0.000000,0.295000,5.500000,35.000000,248.827000,244.010000,30.190000,15.630000,0.000000,-0.751000,-0.320000,-0.431000
1995-02-14,28.300000,1.810000,30.468000,3.059000,0.592000,20.000000,220.977000,199.910000,5.800000,43.380000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,199.850000,5.800000,43.260000,0.000000,28.300000,0.386000,37.588000,0.131000,2.956000,35.000000,216.686000,193.420000,45.240000,18.620000,0.000000,-2.928000,0.131000,-3.059000
1995-03-05,48.400000,8.775000,26.406000,2.194000,4.000000,20.000000,227.445000,194.120000,7.350000,36.210000,0.000000,48.400000,8.163000,0.000000,2.041000,4.000000,35.000000,227.446000,194.160000,7.350000,36.380000,0.000000,48.400000,15.064000,0.000000,3.766000,4.000000,35.000000,210.634000,181.750000,57.150000,18.270000,0.000000,1.572000,1.725000,-0.153000
1995-03-10,74.300000,22.042000,0.000000,3.195000,6.900000,20.000000,243.898000,201.700000,7.340000,49.050000,0.000000,74.300000,21.346000,0.000000,3.094000,6.900000,35.000000,243.895000,201.690000,7.340000,49.220000,0.000000,74.300000,27.535000,0.000000,3.991000,6.900000,35.000000,232.738000,195.200000,57.010000,21.080000,0.000000,0.796000,0.897000,-0.101000
1995-03-11,48.900000,29.511000,38.347000,49.757000,0.593000,20.000000,248.372000,243.900000,7.380000,49.390000,0.000000,48.900000,27.319000,48.778000,62.841000,0.435000,35.000000,248.644000,243.890000,7.380000,49.560000,0.000000,48.900000,19.991000,48.645000,45.072000,0.444000,35.000000,247.915000,232.740000,57.340000,21.230000,0.000000,-4.685000,-17.769000,13.084000
1996-01-31,59.900000,1.780000,0.000000,0.324000,5.500000,20.000000,210.600000,154.940000,6.020000,18.180000,0.000000,59.900000,1.530000,0.000000,0.278000,5.500000,35.000000,210.600000,154.940000,6.020000,18.180000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,82.990000,44.560000,12.580000,0.000000,-0.324000,-0.278000,-0.046000
1996-02-19,99.300000,36.188000,0.000000,3.446000,10.500000,20.000000,212.528000,152.460000,6.430000,33.140000,0.000000,99.300000,35.547000,0.000000,3.385000,10.500000,35.000000,212.526000,152.460000,6.430000,33.140000,0.000000,99.300000,30.660000,0.000000,2.920000,10.500000,35.000000,180.959000,115.090000,49.100000,18.460000,0.000000,-0.526000,-0.465000,-0.061000
1996-02-20,103.400000,81.277000,41.009000,70.365000,1.155000,20.000000,229.015000,212.530000,6.340000,34.480000,0.000000,103.400000,79.728000,52.246000,82.477000,0.967000,35.000000,229.403000,212.530000,6.340000,34.480000,0.000000,103.400000,82.599000,52.246000,85.447000,0.967000,35.000000,197.546000,180.960000,48.460000,18.430000,0.000000,15.082000,2.970000,12.112000
1996-10-29,42.200000,1.468000,140.015000,2.234000,0.657000,20.000000,177.354000,139.370000,0.110000,1.900000,0.000000,42.200000,0.102000,140.015000,0.131000,0.782000,35.000000,178.720000,139.370000,0.110000,1.900000,0.000000,42.200000,0.055000,140.015000,0.131000,0.417000,35.000000,113.780000,74.050000,0.710000,0.870000,0.000000,-2.103000,0.000000,-2.103000
1996-10-30,26.900000,1.751000,67.562000,2.911000,0.601000,20.000000,200.677000,177.350000,0.350000,4.400000,0.000000,26.900000,0.036000,68.442000,0.394000,0.092000,35.000000,203.619000,178.720000,0.350000,4.400000,0.000000,26.900000,0.025000,58.045000,0.238000,0.103000,35.000000,139.032000,113.780000,2.210000,1.790000,0.000000,-2.673000,-0.156000,-2.517000
1996-11-21,49.500000,0.594000,52.015000,3.708000,0.160000,20.000000,196.916000,149.570000,5.640000,21.320000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,149.610000,5.640000,21.380000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,91.360000,42.280000,10.890000,0.000000,-3.708000,0.000000,-3.708000
1996-12-09,39.400000,11.801000,34.871000,28.396000,0.416000,20.000000,222.081000,198.490000,6.360000,23.610000,0.000000,39.400000,7.934000,46.578000,34.549000,0.230000,35.000000,224.645000,198.520000,6.360000,23.640000,0.000000,39.400000,11.821000,46.578000,47.282000,0.250000,35.000000,193.534000,169.150000,48.690000,12.190000,0.000000,18.886000,12.733000,6.153000
1996-12-10,32.800000,6.939000,25.236000,20.753000,0.334000,20.000000,239.809000,222.080000,6.130000,24.650000,0.000000,32.800000,8.043000,0.000000,2.117000,3.800000,35.000000,240.052000,224.650000,6.130000,24.680000,0.000000,32.800000,13.473000,0.000000,3.546000,3.800000,35.000000,209.004000,193.530000,47.050000,12.040000,0.000000,-17.207000,1.429000,-18.636000
1996-12-11,29.000000,6.421000,21.338000,2.792000,2.300000,20.000000,249.357000,239.810000,5.940000,25.720000,0.000000,29.000000,5.097000,0.000000,2.216000,2.300000,35.000000,249.262000,240.050000,5.940000,25.750000,0.000000,29.000000,8.323000,0.000000,3.619000,2.300000,35.000000,224.138000,209.000000,45.660000,12.270000,0.000000,0.827000,1.403000,-0.576000
1997-01-25,34.100000,1.815000,45.721000,3.073000,0.591000,20.000000,248.959000,229.510000,4.350000,44.130000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,229.250000,4.350000,44.130000,0.000000,34.100000,1.476000,48.794000,0.178000,8.300000,35.000000,249.003000,230.740000,33.630000,16.110000,0.000000,-2.895000,0.178000,-3.073000
1997-12-06,43.900000,14.152000,26.063000,33.462000,0.423000,20.000000,234.325000,212.200000,5.070000,39.860000,0.000000,43.900000,13.058000,0.000000,3.348000,3.900000,35.000000,234.311000,212.160000,5.070000,39.860000,0.000000,43.900000,23.458000,0.000000,6.015000,3.900000,35.000000,178.694000,162.720000,34.120000,17.740000,0.000000,-27.447000,2.667000,-30.114000
1998-02-03,58.400000,25.703000,28.387000,32.129000,0.800000,20.000000,231.828000,206.320000,5.270000,43.790000,0.000000,58.400000,24.314000,0.000000,5.403000,4.500000,35.000000,232.135000,206.320000,5.270000,43.790000,0.000000,58.400000,30.192000,0.000000,6.709000,4.500000,35.000000,227.052000,206.550000,41.050000,19.170000,0.000000,-25.420000,1.306000,-26.726000
1998-02-06,35.100000,6.833000,26.516000,20.305000,0.336000,20.000000,249.452000,235.280000,5.320000,44.920000,0.000000,35.100000,5.023000,0.000000,0.571000,8.800000,35.000000,249.383000,235.230000,5.320000,44.920000,0.000000,35.100000,4.107000,0.000000,0.467000,8.800000,35.000000,248.583000,232.860000,41.410000,19.330000,0.000000,-19.838000,-0.104000,-19.734000
1998-02-07,23.500000,9.283000,0.000000,2.159000,4.300000,20.000000,248.937000,249.450000,5.270000,45.370000,0.000000,23.500000,7.014000,0.000000,1.631000,4.300000,32.400000,248.841000,249.380000,5.270000,45.370000,0.000000,23.500000,6.466000,0.000000,1.504000,4.300000,32.400000,248.564000,248.580000,41.030000,19.240000,0.000000,-0.655000,-0.127000,-0.528000
1998-02-08,16.700000,2.253000,0.000000,0.317000,7.100000,20.000000,248.677000,248.940000,5.290000,45.590000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,248.840000,5.290000,45.590000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,248.560000,41.210000,19.320000,0.000000,-0.317000,0.000000,-0.317000
1998-02-22,53.500000,5.823000,0.000000,1.664000,3.500000,20.000000,249.623000,213.030000,5.460000,47.460000,0.000000,53.500000,4.833000,0.000000,1.381000,3.500000,35.000000,249.623000,212.440000,5.460000,47.460000,0.000000,53.500000,7.301000,0.000000,2.086000,3.500000,35.000000,248.675000,213.790000,42.640000,19.990000,0.000000,0.422000,0.705000,-0.283000
1998-02-23,44.300000,29.811000,32.052000,54.741000,0.545000,20.000000,249.633000,249.620000,5.400000,47.310000,0.000000,44.300000,27.514000,39.700000,147.399000,0.187000,32.400000,249.633000,249.620000,5.400000,47.310000,0.000000,44.300000,27.434000,39.649000,150.484000,0.182000,32.400000,248.728000,248.680000,42.200000,19.780000,0.000000,95.743000,3.085000,92.658000
1998-03-25,96.400000,32.898000,0.000000,8.024000,4.100000,20.000000,211.324000,151.140000,8.920000,34.080000,0.000000,96.400000,32.283000,0.000000,7.874000,4.100000,35.000000,211.314000,151.130000,8.920000,33.610000,0.000000,96.400000,26.511000,0.000000,6.466000,4.100000,35.000000,185.290000,118.490000,69.610000,19.220000,0.000000,-1.558000,-1.408000,-0.150000
1998-05-12,33.400000,0.274000,86.139000,0.180000,1.520000,20.000000,187.674000,158.230000,12.490000,40.130000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,158.230000,12.490000,40.130000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,107.650000,97.810000,21.330000,0.000000,-0.180000,0.000000,-0.180000
1998-05-13,25.700000,1.401000,67.384000,2.084000,0.672000,20.000000,205.753000,187.670000,12.280000,37.980000,0.000000,25.700000,0.033000,67.324000,0.131000,0.256000,35.000000,207.374000,187.940000,12.280000,37.980000,0.000000,25.700000,0.061000,67.324000,0.131000,0.467000,35.000000,160.173000,138.640000,96.100000,20.510000,0.000000,-1.953000,0.000000,-1.953000
2000-02-21,53.800000,13.023000,0.000000,2.100000,6.200000,20.000000,244.593000,214.040000,5.370000,42.230000,0.000000,53.800000,12.259000,0.000000,1.977000,6.200000,35.000000,244.545000,214.040000,5.370000,42.230000,0.000000,53.800000,25.571000,0.000000,4.124000,6.200000,35.000000,211.628000,187.900000,35.090000,18.560000,0.000000,2.024000,2.147000,-0.123000
2000-02-23,53.800000,26.927000,35.881000,38.976000,0.691000,20.000000,249.640000,236.820000,5.410000,44.790000,0.000000,53.800000,23.758000,47.067000,69.284000,0.343000,35.000000,249.640000,235.810000,5.410000,44.790000,0.000000,53.800000,16.388000,47.067000,47.791000,0.343000,35.000000,240.945000,212.890000,37.210000,19.500000,0.000000,8.815000,-21.493000,30.308000
2000-04-18,15.200000,1.629000,53.111000,2.613000,0.624000,20.000000,203.415000,193.940000,11.310000,6.540000,0.000000,15.200000,0.226000,53.406000,0.137000,1.646000,35.000000,204.813000,193.940000,11.310000,6.540000,0.000000,15.200000,0.111000,55.160000,0.131000,0.850000,35.000000,135.007000,123.010000,74.910000,3.700000,0.000000,-2.482000,-0.006000,-2.476000
2001-01-12,78.800000,46.692000,36.695000,36.238000,1.288000,20.000000,217.633000,188.880000,5.390000,3.800000,0.000000,78.800000,45.202000,43.925000,71.739000,0.630000,35.000000,218.043000,188.880000,5.390000,3.800000,0.000000,78.800000,47.848000,43.925000,74.779000,0.640000,35.000000,149.268000,121.700000,1.960000,1.620000,0.000000,38.541000,3.040000,35.501000
2001-02-13,102.100000,59.047000,30.833000,61.625000,0.958000,20.000000,223.536000,185.310000,5.900000,35.040000,0.000000,102.100000,58.026000,0.000000,10.180000,5.700000,35.000000,223.611000,185.310000,5.900000,35.030000,0.000000,102.100000,62.909000,0.000000,11.037000,5.700000,35.000000,190.022000,154.620000,45.990000,19.180000,0.000000,-50.588000,0.857000,-51.445000
2001-02-26,51.100000,11.890000,42.583000,15.675000,0.759000,20.000000,225.689000,192.110000,5.900000,40.990000,0.000000,51.100000,8.041000,0.000000,6.701000,1.200000,35.000000,228.461000,192.060000,5.900000,40.990000,0.000000,51.100000,18.273000,42.583000,16.990000,1.076000,35.000000,222.216000,194.980000,46.120000,19.580000,0.000000,1.315000,10.289000,-8.974000
2001-03-06,41.400000,6.438000,41.168000,18.238000,0.353000,20.000000,237.491000,212.650000,5.780000,46.870000,0.000000,41.400000,0.026000,50.790000,0.131000,0.201000,35.000000,243.619000,213.380000,5.780000,46.870000,0.000000,41.400000,3.120000,47.823000,5.812000,0.537000,35.000000,240.552000,213.120000,45.230000,19.260000,0.000000,-12.426000,5.681000,-18.107000
2002-11-08,96.900000,29.082000,49.683000,26.932000,1.080000,20.000000,205.576000,139.980000,0.080000,1.870000,0.000000,96.900000,27.369000,0.000000,14.405000,1.900000,35.000000,206.662000,139.980000,0.080000,1.870000,0.000000,96.900000,29.069000,0.000000,15.299000,1.900000,35.000000,139.753000,74.690000,0.460000,1.290000,0.000000,-11.633000,0.894000,-12.527000
2002-12-20,54.100000,7.850000,59.347000,22.575000,0.348000,20.000000,226.772000,186.610000,5.850000,16.140000,0.000000,54.100000,4.762000,73.042000,13.842000,0.344000,35.000000,229.187000,186.610000,5.850000,16.140000,0.000000,54.100000,11.118000,73.042000,40.164000,0.277000,35.000000,177.095000,136.700000,45.570000,8.570000,0.000000,17.589000,26.322000,-8.733000
2003-02-12,130.700000,74.309000,58.485000,55.419000,1.341000,20.000000,211.627000,157.470000,7.350000,1.160000,0.000000,130.700000,72.283000,69.597000,112.442000,0.643000,35.000000,212.662000,157.470000,7.350000,1.160000,0.000000,130.700000,68.331000,66.004000,176.270000,0.388000,35.000000,158.872000,99.230000,57.250000,1.950000,0.000000,120.851000,63.828000,57.023000
