"Lithic bedrock"||51|77|102|||||||"2969339"|"713764"
"Undefined"||51|77|102||||1|5|8|"2969340"|"705973"
"Undefined"||51|77|102||||1|5|8|"2969342"|"713766"
"Paralithic bedrock"||102|127|152|||||||"2969347"|"705975"
"Paralithic bedrock"||102|127|152|||||||"2969348"|"690392"
"Lithic bedrock"||102|127|152|||||||"2969351"|"705976"
"Lithic bedrock"||102|127|152|||||||"2969352"|"705977"
"Undefined"||51|77|102||||1|5|8|"2969353"|"698186"
"Undefined"||64|83|102||||1|5|8|"2969354"|"698187"
"Undefined"||51|70|89||||1|5|8|"2969355"|"690396"
"Undefined"||51|77|102||||1|5|8|"2969359"|"690398"
"Lithic bedrock"||61|82|102|||||||"2969363"|"705983"
"Lithic bedrock"||51|77|102|||||||"2969373"|"713778"
"Lithic bedrock"||51|77|102|||||||"2969374"|"713779"
"Lithic bedrock"||0|0|0|||||||"2969379"|"713780"
"Lithic bedrock"||0|0|0|||||||"2969381"|"690405"
"Lithic bedrock"||102|102|102|||||||"2969383"|"705989"
"Undefined"||51|77|102||||1|5|8|"2969387"|"698198"
"Lithic bedrock"||51|77|102|||||||"2969388"|"690407"
"Undefined"||51|77|102||||1|5|8|"2969390"|"705992"
"Lithic bedrock"||102|127|152|||||||"2969393"|"705993"
"Undefined"||51|77|102||||1|5|8|"2969394"|"713785"
"Undefined"||51|77|102||||1|5|8|"2969397"|"705995"
"Undefined"||25|38|51||||1|5|8|"2969401"|"690413"
"Lithic bedrock"||51|77|102|||||||"2969412"|"705999"
"Lithic bedrock"||30|41|51|||||||"2969414"|"690417"
"Lithic bedrock"||51|77|102|||||||"2969417"|"706002"
"Lithic bedrock"||0|0|0|||||||"2969418"|"713795"
"Lithic bedrock"||13|19|25|||||||"2969419"|"698212"
"Lithic bedrock"||30|41|51|||||||"2969420"|"698213"
"Lithic bedrock"||102|102|102|||||||"2969425"|"706006"
"Undefined"||30|41|51||||10|26|43|"2969426"|"690424"
"Lithic bedrock"||36|44|51|||||||"2969427"|"690425"
"Lithic bedrock"||102|102|102|||||||"2969428"|"690426"
"Undefined"||25|38|51||||10|26|43|"2969428"|"698218"
"Lithic bedrock"||51|77|102|||||||"2969430"|"713803"
"Paralithic bedrock"||51|77|102|||||||"2969433"|"698220"
"Undefined"||51|77|102||||1|5|8|"2969434"|"713804"
"Undefined"||51|77|102||||10|26|43|"2969439"|"706014"
"Lithic bedrock"||51|77|102|||||||"2969444"|"690432"
"Lithic bedrock"||51|77|102|||||||"2969446"|"706017"
"Lithic bedrock"||0|0|0|||||||"2969447"|"713809"
"Paralithic bedrock"||102|127|152|||||||"2969448"|"713810"
"Lithic bedrock"||13|32|51|||||||"2969451"|"706020"
"Lithic bedrock"||64|108|152|||||||"2969453"|"690437"
"Lithic bedrock"||64|108|152|||||||"2969454"|"690438"
"Paralithic bedrock"||51|77|102|||||||"2970241"|"690713"
"Paralithic bedrock"||102|102|102|||||||"2971552"|"691249"
"Lithic bedrock"||51|77|102|||||||"2973048"|"707235"
"Lithic bedrock"||51|77|102|||||||"2973051"|"707236"
"Lithic bedrock"||102|127|152|||||||"2973052"|"707237"
"Lithic bedrock"||51|77|102|||||||"2973053"|"707238"
"Lithic bedrock"||10|18|25|||||||"2973064"|"699450"
"Lithic bedrock"||51|77|102|||||||"2975705"|"707884"
"Lithic bedrock"||76|89|102|||||||"2975707"|"692302"
"Lithic bedrock"||25|38|51|||||||"2975710"|"700095"
"Lithic bedrock"||51|51|51|||||||"2975711"|"707887"
"Undefined"||25|38|51||||10|26|43|"2975711"|"715679"
"Lithic bedrock"||25|38|51|||||||"2975715"|"700096"
"Lithic bedrock"||102|102|102|||||||"2975716"|"715680"
"Paralithic bedrock"||102|102|102|||||||"2975719"|"700097"
"Undefined"||51|77|102||||10|26|43|"2975720"|"715681"
"Lithic bedrock"||0|0|0|||||||"2975732"|"715683"
"Lithic bedrock"||10|18|25|||||||"2975733"|"692308"
"Undefined"||51|77|102||||10|26|43|"2975734"|"715684"
"Lithic bedrock"||10|18|25|||||||"2975740"|"715686"
"Lithic bedrock"||51|77|102|||||||"2975741"|"707895"
"Lithic bedrock"||102|102|102|||||||"2975742"|"700104"
"Lithic bedrock"||51|77|102|||||||"2975744"|"700105"
"Lithic bedrock"||13|22|30|||||||"2975750"|"715691"
"Undefined"||25|38|51||||10|26|43|"2975755"|"692317"
"Lithic bedrock"||102|102|102|||||||"2975755"|"715692"
"Lithic bedrock"||25|38|51|||||||"2975757"|"715693"
"Lithic bedrock"||51|77|102|||||||"2975758"|"707902"
"Lithic bedrock"||51|77|102|||||||"2975761"|"715695"
"Lithic bedrock"||10|18|25|||||||"2975764"|"707904"
"Paralithic bedrock"||51|77|102|||||||"2975767"|"707905"
"Lithic bedrock"||20|36|51|||||||"2975768"|"692322"
"Lithic bedrock"||0|0|0|||||||"2975769"|"707906"
"Lithic bedrock"||51|77|102|||||||"2975770"|"692323"
"Undefined"||51|77|102||||1|5|8|"2975772"|"715699"
"Lithic bedrock"||76|89|102|||||||"2975774"|"715701"
"Lithic bedrock"||102|127|152|||||||"2975777"|"700119"
"Paralithic bedrock"||25|38|51|||||||"2975778"|"700120"
"Lithic bedrock"||51|77|102|||||||"2975780"|"692329"
"Lithic bedrock"||0|0|0|||||||"2975781"|"707913"
"Paralithic bedrock"||51|77|102|||||||"2975788"|"707915"
"Lithic bedrock"||25|38|51|||||||"2975796"|"700125"
"Lithic bedrock"||25|38|51|||||||"2975797"|"715709"
"Paralithic bedrock"||51|77|102|||||||"2975798"|"707918"
"Lithic bedrock"||51|77|102|||||||"2975799"|"692335"
"Lithic bedrock"||0|0|0|||||||"2975801"|"707919"
"Lithic bedrock"||51|77|102|||||||"2975804"|"700128"
"Lithic bedrock"||51|77|102|||||||"2975806"|"700129"
"Lithic bedrock"||0|0|0|||||||"2975807"|"700130"
"Lithic bedrock"||51|77|102|||||||"2975810"|"715715"
"Undefined"||51|77|102||||1|5|8|"2975811"|"692340"
"Undefined"||51|77|102||||1|5|8|"2975813"|"692341"
"Lithic bedrock"||51|77|102|||||||"2975816"|"700134"
"Undefined"||25|38|51||||1|5|8|"2975816"|"707926"
"Undefined"||51|77|102||||1|5|8|"2975818"|"715719"
"Undefined"||102|121|140||||1|5|8|"2975823"|"692345"
"Paralithic bedrock"||102|127|152|||||||"2975824"|"707929"
"Lithic bedrock"||102|127|152|||||||"2975828"|"700138"
"Undefined"||51|70|89||||1|5|8|"2975833"|"715724"
"Undefined"||51|77|102||||1|5|8|"2975839"|"715725"
"Undefined"||51|77|102||||1|5|8|"2975840"|"715726"
"Lithic bedrock"||64|83|102|||||||"2975844"|"692352"
"Lithic bedrock"||102|127|152|||||||"2975847"|"715728"
"Lithic bedrock"||102|127|152|||||||"2975850"|"707938"
"Lithic bedrock"||102|102|102|||||||"2975855"|"707939"
"Undefined"||102|102|102||||1|5|8|"2975858"|"700148"
"Lithic bedrock"||0|0|0|||||||"2975859"|"707940"
"Undefined"||51|77|102||||1|5|8|"2975864"|"692358"
"Undefined"||51|77|102||||1|5|8|"2975865"|"692359"
"Undefined"||51|77|102||||1|5|8|"2975870"|"707945"
"Undefined"||51|77|102||||10|26|43|"2975876"|"692364"
"Lithic bedrock"||0|0|0|||||||"2975880"|"692365"
"Lithic bedrock"||0|0|0|||||||"2975881"|"707949"
"Lithic bedrock"||102|127|152|||||||"2975886"|"707950"
"Lithic bedrock"||51|77|102|||||||"2975887"|"700159"
"Lithic bedrock"||102|127|152|||||||"2975888"|"700160"
"Lithic bedrock"||51|77|102|||||||"2975889"|"700161"
"Lithic bedrock"||51|77|102|||||||"2975891"|"700162"
"Lithic bedrock"||51|77|102|||||||"2975892"|"692371"
"Lithic bedrock"||51|77|102|||||||"2975896"|"692373"
"Lithic bedrock"||51|77|102|||||||"2975897"|"692374"
"Lithic bedrock"||51|77|102|||||||"2975900"|"700167"
"Undefined"||28|38|48||||10|26|43|"2975902"|"707960"
"Undefined"||51|77|102||||10|26|43|"2975903"|"707961"
"Lithic bedrock"||36|44|51|||||||"2975904"|"700170"
"Lithic bedrock"||28|40|51|||||||"2975905"|"700171"
"Lithic bedrock"||51|77|102|||||||"2975906"|"715755"
"Undefined"||51|77|102||||1|5|8|"2975911"|"700173"
"Lithic bedrock"||51|77|102|||||||"2975913"|"692382"
"Paralithic bedrock"||51|77|102|||||||"2975921"|"715759"
"Paralithic bedrock"||51|77|102|||||||"2975924"|"707968"
"Paralithic bedrock"||25|38|51|||||||"2975925"|"700177"
"Paralithic bedrock"||51|77|102|||||||"2975926"|"692386"
"Lithic bedrock"||15|33|51|||||||"2975927"|"715762"
"Lithic bedrock"||15|33|51|||||||"2975928"|"692387"
"Lithic bedrock"||64|108|152|||||||"2975930"|"692388"
"Lithic bedrock"||51|77|102|||||||"2976717"|"692653"
"Paralithic bedrock"||102|127|152|||||||"2976727"|"708243"
"Lithic bedrock"||64|83|102|||||||"2979469"|"716939"
"Lithic bedrock"||25|38|51|||||||"2979528"|"716967"
"Lithic bedrock"||102|127|152|||||||"2979529"|"716968"
"Lithic bedrock"||51|77|102|||||||"2979530"|"709177"
"Lithic bedrock"||102|127|152|||||||"2979531"|"709178"
"Lithic bedrock"||25|38|51|||||||"2982182"|"702038"
"Lithic bedrock"||76|89|102|||||||"2982184"|"694248"
"Lithic bedrock"||102|102|102|||||||"2982185"|"702041"
"Undefined"||51|77|102||||10|26|43|"2982185"|"709833"
"Undefined"||25|38|51||||10|26|43|"2982186"|"702042"
"Lithic bedrock"||30|41|51|||||||"2982187"|"717626"
"Lithic bedrock"||51|77|102|||||||"2982192"|"702044"
"Lithic bedrock"||0|0|0|||||||"2982196"|"702045"
"Lithic bedrock"||25|38|51|||||||"2982204"|"709839"
"Lithic bedrock"||0|0|0|||||||"2982206"|"694256"
"Undefined"||51|77|102||||10|26|43|"2982211"|"702049"
"Lithic bedrock"||25|38|51|||||||"2982218"|"694259"
"Paralithic bedrock"||102|127|152|||||||"2982220"|"717636"
"Lithic bedrock"||51|77|102|||||||"2982221"|"709845"
"Lithic bedrock"||0|0|0|||||||"2982222"|"717637"
"Lithic bedrock"||51|51|51|||||||"2982227"|"702055"
"Undefined"||25|38|51||||10|26|43|"2982227"|"709847"
"Undefined"||102|127|152||||1|5|8|"2982230"|"709848"
"Lithic bedrock"||51|51|51|||||||"2982232"|"702057"
"Undefined"||25|38|51||||10|26|43|"2982232"|"709849"
"Lithic bedrock"||0|0|0|||||||"2982234"|"717642"
"Lithic bedrock"||30|41|51|||||||"2982238"|"694269"
"Undefined"||51|77|102||||1|5|8|"2982243"|"694271"
"Undefined"||51|77|102||||10|26|43|"2982245"|"702064"
"Paralithic bedrock"||51|77|102|||||||"2982246"|"694273"
"Lithic bedrock"||0|0|0|||||||"2982249"|"702066"
"Undefined"||51|77|102||||10|26|43|"2982252"|"717650"
"Lithic bedrock"||15|33|51|||||||"2982257"|"694277"
"Lithic bedrock"||51|77|102|||||||"2982258"|"702069"
"Lithic bedrock"||25|38|51|||||||"2982263"|"694278"
"Paralithic bedrock"||25|38|51|||||||"2982264"|"717654"
"Lithic bedrock"||25|38|51|||||||"2982274"|"709865"
"Paralithic bedrock"||25|38|51|||||||"2982282"|"694284"
"Lithic bedrock"||51|77|102|||||||"2982283"|"717660"
"Lithic bedrock"||0|0|0|||||||"2982292"|"694287"
"Undefined"||51|77|102||||1|5|8|"2982293"|"702080"
"Undefined"||51|77|102||||1|5|8|"2982295"|"702081"
"Paralithic bedrock"||25|38|51|||||||"2982296"|"702082"
"Undefined"||102|121|140||||1|5|8|"2982301"|"694291"
"Undefined"||51|107|163||||1|5|8|"2982304"|"717667"
"Undefined"||51|70|89||||1|5|8|"2982307"|"717668"
"Undefined"||51|77|102||||1|5|8|"2982309"|"717669"
"Undefined"||51|77|102||||1|5|8|"2982311"|"694294"
"Undefined"||51|77|102||||1|5|8|"2982312"|"709878"
"Undefined"||51|77|102||||1|5|8|"2982313"|"694295"
"Paralithic bedrock"||51|51|51|||||||"2982319"|"702088"
"Paralithic bedrock"||51|77|102|||||||"2982320"|"694297"
"Paralithic bedrock"||102|127|152|||||||"2982321"|"709881"
"Lithic bedrock"||102|127|152|||||||"2982324"|"702090"
"Undefined"||102|121|140||||1|5|8|"2982325"|"717674"
"Lithic bedrock"||51|77|102|||||||"2982326"|"702091"
"Lithic bedrock"||102|127|152|||||||"2982327"|"702092"
"Lithic bedrock"||102|127|152|||||||"2982328"|"709884"
"Lithic bedrock"||0|0|0|||||||"2982330"|"694301"
"Lithic bedrock"||0|0|0|||||||"2982331"|"702093"
"Undefined"||102|127|152||||1|5|8|"2982340"|"694303"
"Undefined"||66|84|102||||1|5|8|"2982341"|"709887"
"Undefined"||51|77|102||||1|5|8|"2982342"|"709888"
"Undefined"||51|77|102||||1|5|8|"2982343"|"694305"
"Paralithic bedrock"||102|127|152|||||||"2982347"|"702098"
"Paralithic bedrock"||102|127|152|||||||"2982348"|"694307"
"Undefined"||51|77|102||||1|5|8|"2982350"|"694308"
"Lithic bedrock"||51|77|102|||||||"2982351"|"709892"
"Lithic bedrock"||0|0|0|||||||"2982360"|"717686"
"Lithic bedrock"||102|127|152|||||||"2982364"|"709895"
"Lithic bedrock"||51|77|102|||||||"2982365"|"694312"
"Lithic bedrock"||51|77|102|||||||"2982367"|"709897"
"Lithic bedrock"||51|77|102|||||||"2982369"|"702107"
"Lithic bedrock"||51|77|102|||||||"2982372"|"702109"
"Lithic bedrock"||76|89|102|||||||"2982373"|"717693"
"Lithic bedrock"||13|22|30|||||||"2982375"|"709902"
"Undefined"||28|38|48||||10|26|43|"2982379"|"702112"
"Undefined"||23|37|51||||10|26|43|"2982380"|"709905"
"Lithic bedrock"||13|22|30|||||||"2982381"|"702114"
"Lithic bedrock"||64|83|102|||||||"2982382"|"694323"
"Lithic bedrock"||30|41|51|||||||"2982383"|"694324"
"Lithic bedrock"||51|77|102|||||||"2982388"|"717701"
"Lithic bedrock"||51|102|152|||||||"2982390"|"709910"
"Undefined"||51|77|102||||10|26|43|"2982393"|"717703"
||10|81|152|||||||"2982397"|"709912"
"Paralithic bedrock"||25|38|51|||||||"2982398"|"702121"
"Lithic bedrock"||13|22|30|||||||"2982399"|"709913"
"Lithic bedrock"||0|0|0|||||||"2982401"|"709914"
"Paralithic bedrock"||51|77|102|||||||"2982403"|"709915"
"Lithic bedrock"||51|77|102|||||||"2982407"|"717708"
"Lithic bedrock"||30|41|51|||||||"2985945"|"711104"
"Lithic bedrock"||0|0|0|||||||"2986004"|"703342"
"Lithic bedrock"||102|127|152|||||||"2986005"|"703343"
"Lithic bedrock"||102|127|152|||||||"2986006"|"695552"
"Lithic bedrock"||102|127|152|||||||"2986017"|"703348"
"Lithic bedrock"||64|83|102|||||||"2988659"|"703992"
"Lithic bedrock"||51|77|102|||||||"2988660"|"696201"
"Lithic bedrock"||51|77|102|||||||"2988661"|"696202"
"Lithic bedrock"||51|77|102|||||||"2988669"|"696205"
"Lithic bedrock"||51|77|102|||||||"2988671"|"703997"
"Paralithic bedrock"||102|102|102|||||||"2988672"|"719581"
"Lithic bedrock"||51|77|102|||||||"2988673"|"719582"
"Lithic bedrock"||51|77|102|||||||"2988676"|"703999"
"Lithic bedrock"||25|38|51|||||||"2988678"|"711792"
"Lithic bedrock"||25|38|51|||||||"2988682"|"696209"
"Lithic bedrock"||13|22|30|||||||"2988683"|"704001"
"Lithic bedrock"||25|38|51|||||||"2988685"|"711793"
"Undefined"||30|41|51||||10|26|43|"2988688"|"704002"
"Lithic bedrock"||102|127|152|||||||"2988689"|"696211"
"Lithic bedrock"||102|127|152|||||||"2988695"|"711796"
"Lithic bedrock"||51|77|102|||||||"2988697"|"704005"
"Lithic bedrock"||51|77|102|||||||"2988700"|"704006"
"Lithic bedrock"||0|0|0|||||||"2988701"|"719590"
"Lithic bedrock"||51|77|102|||||||"2988702"|"704007"
"Undefined"||102|127|152||||1|5|8|"2988704"|"719592"
"Undefined"||102|127|152||||1|5|8|"2988706"|"711801"
"Lithic bedrock"||102|102|102|||||||"2988710"|"711803"
"Lithic bedrock"||10|18|25|||||||"2988711"|"711804"
"Paralithic bedrock"||0|4|8|||||||"2988712"|"696221"
"Lithic bedrock"||51|77|102|||||||"2988714"|"696222"
"Paralithic bedrock"||51|77|102|||||||"2988720"|"719599"
"Paralithic bedrock"||25|38|51|||||||"2988722"|"696225"
"Undefined"||51|77|102||||10|26|43|"2988725"|"704018"
"Lithic bedrock"||51|77|102|||||||"2988729"|"711812"
"Undefined"||51|77|102||||1|5|8|"2988729"|"719604"
"Lithic bedrock"||51|77|102|||||||"2988730"|"711813"
"Lithic bedrock"||51|77|102|||||||"2988731"|"704022"
"Lithic bedrock"||0|0|0|||||||"2988732"|"696231"
"Lithic bedrock"||51|77|102|||||||"2988733"|"704023"
"Lithic bedrock"||25|38|51|||||||"2988738"|"711816"
"Lithic bedrock"||102|102|102|||||||"2988739"|"696233"
"Lithic bedrock"||0|0|0|||||||"2988742"|"719609"
"Paralithic bedrock"||102|127|152|||||||"2988749"|"711819"
"Lithic bedrock"||0|0|0|||||||"2988751"|"711820"
"Paralithic bedrock"||102|127|152|||||||"2988753"|"719613"
"Lithic bedrock"||15|33|51|||||||"2988754"|"711822"
"Lithic bedrock"||20|29|38|||||||"2988757"|"704031"
"Lithic bedrock"||51|77|102|||||||"2988760"|"696241"
"Lithic bedrock"||51|77|102|||||||"2988762"|"696242"
"Paralithic bedrock"||102|127|152|||||||"2988765"|"719618"
"Undefined"||51|77|102||||1|5|8|"2988767"|"719619"
"Lithic bedrock"||51|77|102|||||||"2988768"|"711828"
"Lithic bedrock"||51|108|165|||||||"2988769"|"711829"
"Paralithic bedrock"||51|77|102|||||||"2988770"|"704038"
"Undefined"||51|77|102||||1|5|8|"2988771"|"704039"
"Paralithic bedrock"||51|77|102|||||||"2988772"|"704040"
"Undefined"||51|77|102||||1|5|8|"2988779"|"696250"
"Paralithic bedrock"||102|127|152|||||||"2988781"|"719626"
"Lithic bedrock"||51|77|102|||||||"2988782"|"704043"
"Undefined"||51|77|102||||1|5|8|"2988784"|"704044"
"Undefined"||51|70|89||||1|5|8|"2988785"|"719628"
"Undefined"||51|70|89||||1|5|8|"2988786"|"696253"
"Undefined"||51|77|102||||1|5|8|"2988791"|"696254"
"Undefined"||51|77|102||||10|26|43|"2988792"|"704046"
"Lithic bedrock"||51|77|102|||||||"2988793"|"704047"
"Paralithic bedrock"||102|127|152|||||||"2988797"|"696257"
"Paralithic bedrock"||102|127|152|||||||"2988799"|"711841"
"Lithic bedrock"||102|127|152|||||||"2988803"|"704051"
"Lithic bedrock"||102|127|152|||||||"2988804"|"696260"
"Paralithic bedrock"||102|127|152|||||||"2988807"|"711844"
"Lithic bedrock"||0|0|0|||||||"2988815"|"711845"
"Lithic bedrock"||51|77|102|||||||"2988817"|"704054"
"Undefined"||51|77|102||||1|5|8|"2988818"|"696263"
"Lithic bedrock"||51|51|51|||||||"2988823"|"719640"
"Paralithic bedrock"||51|77|102|||||||"2988824"|"711849"
"Undefined"||51|77|102||||1|5|8|"2988825"|"704058"
"Undefined"||51|77|102||||1|5|8|"2988826"|"711850"
"Lithic bedrock"||51|77|102|||||||"2988837"|"704061"
"Lithic bedrock"||25|64|102|||||||"2988839"|"704062"
"Undefined"||51|77|102||||1|5|8|"2988840"|"719646"
"Lithic bedrock"||51|77|102|||||||"2988841"|"704063"
"Lithic bedrock"||51|77|102|||||||"2988844"|"719648"
"Lithic bedrock"||10|18|25|||||||"2988845"|"704065"
"Lithic bedrock"||51|77|102|||||||"2988846"|"719649"
"Lithic bedrock"||51|77|102|||||||"2988847"|"704066"
"Lithic bedrock"||30|41|51|||||||"2988848"|"704067"
"Lithic bedrock"||0|0|0|||||||"2988849"|"704068"
"Paralithic bedrock"||51|77|102|||||||"2988852"|"704069"
"Lithic bedrock"||102|127|152|||||||"2988854"|"704070"
"Lithic bedrock"||51|77|102|||||||"2988857"|"711864"
"Lithic bedrock"||30|41|51|||||||"2988858"|"711865"
"Undefined"||23|37|51||||10|26|43|"2988859"|"711866"
"Lithic bedrock"||51|77|102|||||||"2988860"|"696283"
"Undefined"||51|77|102||||1|5|8|"2988862"|"719659"
"Lithic bedrock"||0|0|0|||||||"2988867"|"711870"
"Lithic bedrock"||51|77|102|||||||"2988870"|"696288"
"Lithic bedrock"||51|77|102|||||||"2988874"|"704080"
"Lithic bedrock"||102|127|152|||||||"2988877"|"704081"
"Paralithic bedrock"||51|77|102|||||||"2988878"|"696290"
"Lithic bedrock"||102|127|152|||||||"2988879"|"711874"
"Lithic bedrock"||102|102|102|||||||"2988883"|"719667"
"Lithic bedrock"||51|77|102|||||||"2992422"|"713045"
"Lithic bedrock"||25|38|51|||||||"2992481"|"705283"
"Lithic bedrock"||51|77|102|||||||"2992482"|"705284"
"Lithic bedrock"||102|127|152|||||||"2992483"|"697493"
"Lithic bedrock"||51|77|102|||||||"2992484"|"713077"
"Lithic bedrock"||102|127|152|||||||"2992494"|"705288"
"Lithic bedrock"||76|89|102|||||||"2995137"|"713723"
"Lithic bedrock"||51|77|102|||||||"2995138"|"705932"
"Lithic bedrock"||0|0|0|||||||"2995140"|"698141"
"Lithic bedrock"||51|77|102|||||||"2995141"|"713725"
"Lithic bedrock"||51|77|102|||||||"2995146"|"698143"
"Paralithic bedrock"||51|77|102|||||||"2995149"|"713727"
"Lithic bedrock"||25|38|51|||||||"2995153"|"705936"
"Paralithic bedrock"||38|38|38|||||||"2995162"|"705938"
"Lithic bedrock"||25|38|51|||||||"2995163"|"713730"
"Undefined"||51|77|102||||10|26|43|"2995164"|"690355"
"Lithic bedrock"||30|41|51|||||||"2995172"|"705942"
"Lithic bedrock"||51|77|102|||||||"2995177"|"690361"
"Lithic bedrock"||51|77|102|||||||"2995178"|"705945"
"Undefined"||102|127|152||||10|26|43|"2995179"|"690362"
"Lithic bedrock"||127|140|152|||||||"2995179"|"713737"
"Lithic bedrock"||51|77|102|||||||"2995180"|"705946"
"Undefined"||51|77|102||||10|26|43|"2995185"|"713739"
"Lithic bedrock"||25|38|51|||||||"2995187"|"698157"
"Paralithic bedrock"||38|38|38|||||||"2995189"|"698158"
"Paralithic bedrock"||51|77|102|||||||"2995192"|"698159"
"Lithic bedrock"||102|102|102|||||||"2995194"|"690368"
"Undefined"||51|77|102||||10|26|43|"2995194"|"698160"
"Lithic bedrock"||0|0|0|||||||"2995196"|"690369"
"Paralithic bedrock"||51|77|102|||||||"2995199"|"690370"
"Lithic bedrock"||51|77|102|||||||"2995200"|"705954"
"Undefined"||51|77|102||||1|5|8|"2995202"|"713747"
"Undefined"||51|77|102||||1|5|8|"2995205"|"713749"
"Lithic bedrock"||102|127|152|||||||"2995207"|"713750"
"Lithic bedrock"||51|77|102|||||||"2995208"|"713751"
"Lithic bedrock"||51|77|102|||||||"2995210"|"705960"
"Lithic bedrock"||51|77|102|||||||"2995213"|"713753"
"Undefined"||102|127|152||||1|5|8|"2995215"|"690378"
"Lithic bedrock"||0|0|0|||||||"2995216"|"698170"
"Lithic bedrock"||51|77|102|||||||"2995221"|"698171"
"Paralithic bedrock"||51|77|102|||||||"2995226"|"698173"
"Lithic bedrock"||0|0|0|||||||"2995227"|"713757"
"Paralithic bedrock"||51|77|102|||||||"2995228"|"705966"
"Lithic bedrock"||51|77|102|||||||"2995235"|"698176"
"Lithic bedrock"||51|77|102|||||||"2995237"|"690385"
"Paralithic bedrock"||51|77|102|||||||"2995240"|"698178"
"Undefined"||51|77|102||||1|5|8|"2995242"|"713762"
"Lithic bedrock"||51|77|102|||||||"2995245"|"698180"
"Lithic bedrock"||0|0|0|||||||"2995246"|"690389"
"Undefined"||51|77|102||||1|5|8|"2995248"|"690390"
"Undefined"||51|77|102||||10|26|43|"2995249"|"690391"
"Paralithic bedrock"||102|127|152|||||||"2995258"|"713768"
"Lithic bedrock"||0|0|0|||||||"2995259"|"713769"
"Undefined"||51|77|102||||1|5|8|"2995260"|"705978"
"Undefined"||102|121|140||||1|5|8|"2995262"|"698188"
"Undefined"||51|77|102||||1|5|8|"2995263"|"690397"
"Undefined"||51|77|102||||1|5|8|"2995265"|"713773"
"Undefined"||102|127|152||||1|5|8|"2995268"|"705982"
"Undefined"||51|77|102||||1|5|8|"2995269"|"713774"
"Undefined"||51|77|102||||1|5|8|"2995270"|"713775"
"Paralithic bedrock"||102|127|152|||||||"2995276"|"705985"
"Lithic bedrock"||102|127|152|||||||"2995279"|"698194"
"Lithic bedrock"||51|77|102|||||||"2995280"|"690403"
"Undefined"||25|38|51||||1|5|8|"2995282"|"690404"
"Paralithic bedrock"||102|127|152|||||||"2995284"|"698196"
"Lithic bedrock"||102|127|152|||||||"2995288"|"698197"
"Lithic bedrock"||51|77|102|||||||"2995294"|"705990"
