"Lithic bedrock"||102|127|152|||||||"2966574"|"697491"
"Lithic bedrock"||25|38|51|||||||"2966575"|"697492"
"Lithic bedrock"||102|102|102|||||||"2966576"|"689701"
"Lithic bedrock"||102|127|152|||||||"2966587"|"697496"
"Lithic bedrock"||51|77|102|||||||"2969229"|"690347"
"Lithic bedrock"||51|77|102|||||||"2969231"|"698140"
"Lithic bedrock"||30|41|51|||||||"2969233"|"690349"
"Lithic bedrock"||51|77|102|||||||"2969236"|"698142"
"Lithic bedrock"||51|77|102|||||||"2969239"|"690351"
"Lithic bedrock"||51|77|102|||||||"2969242"|"705935"
"Lithic bedrock"||25|38|51|||||||"2969248"|"713728"
"Paralithic bedrock"||51|77|102|||||||"2969250"|"705937"
"Lithic bedrock"||76|76|76|||||||"2969258"|"690356"
"Undefined"||51|77|102||||10|26|43|"2969258"|"698148"
"Lithic bedrock"||102|127|152|||||||"2969259"|"705940"
"Lithic bedrock"||10|18|25|||||||"2969264"|"713733"
"Lithic bedrock"||0|0|0|||||||"2969265"|"698150"
"Lithic bedrock"||25|38|51|||||||"2969266"|"690359"
"Paralithic bedrock"||102|127|152|||||||"2969267"|"705943"
"Lithic bedrock"||51|77|102|||||||"2969270"|"713736"
"Undefined"||102|127|152||||1|5|8|"2969273"|"698154"
"Undefined"||51|77|102||||10|26|43|"2969275"|"698155"
"Lithic bedrock"||51|51|51|||||||"2969279"|"705948"
"Undefined"||25|38|51||||10|26|43|"2969279"|"713740"
"Lithic bedrock"||30|41|51|||||||"2969280"|"690365"
"Lithic bedrock"||10|18|25|||||||"2969281"|"705949"
"Lithic bedrock"||51|77|102|||||||"2969287"|"713743"
"Lithic bedrock"||102|127|152|||||||"2969295"|"698163"
"Undefined"||51|77|102||||1|5|8|"2969295"|"705955"
"Lithic bedrock"||76|76|76|||||||"2969297"|"690373"
"Undefined"||25|64|102||||10|26|43|"2969297"|"698165"
"Lithic bedrock"||30|41|51|||||||"2969299"|"690374"
"Lithic bedrock"||51|77|102|||||||"2969301"|"705959"
"Lithic bedrock"||51|77|102|||||||"2969303"|"698168"
"Lithic bedrock"||51|77|102|||||||"2969304"|"698169"
"Paralithic bedrock"||25|38|51|||||||"2969310"|"705962"
"Lithic bedrock"||25|38|51|||||||"2969311"|"713754"
"Lithic bedrock"||51|77|102|||||||"2969313"|"690379"
"Lithic bedrock"||51|77|102|||||||"2969316"|"713755"
"Lithic bedrock"||25|38|51|||||||"2969319"|"690381"
"Lithic bedrock"||51|77|102|||||||"2969321"|"698174"
"Paralithic bedrock"||51|77|102|||||||"2969322"|"690383"
"Lithic bedrock"||51|77|102|||||||"2969323"|"705967"
"Lithic bedrock"||0|0|0|||||||"2969333"|"690386"
"Undefined"||25|38|51||||1|5|8|"2969336"|"690387"
"Undefined"||51|77|102||||1|5|8|"2969337"|"705971"
"Paralithic bedrock"||102|127|152|||||||"2969338"|"690388"
