contrast_id,group,scenario,topaz_id,treatment_changed
4,2,thinning_65_90,853,True
4,2,thinning_65_90,863,False
4,2,thinning_65_90,881,False
4,2,thinning_65_90,883,False
4,2,thinning_65_90,891,True
4,2,thinning_65_90,892,True
4,2,thinning_65_90,893,False
4,2,thinning_65_90,902,True
4,2,thinning_65_90,903,True
4,2,thinning_65_90,911,True
4,2,thinning_65_90,912,True
4,2,thinning_65_90,923,True
4,2,thinning_65_90,962,True
4,2,thinning_65_90,963,True
4,2,thinning_65_90,971,True
4,2,thinning_65_90,972,True
4,2,thinning_65_90,981,True
4,2,thinning_65_90,982,True
4,2,thinning_65_90,983,True
4,2,thinning_65_90,993,True
4,2,thinning_65_90,1001,True
4,2,thinning_65_90,1002,True
4,2,thinning_65_90,1003,True
4,2,thinning_65_90,1011,True
4,2,thinning_65_90,1012,True
4,2,thinning_65_90,1013,True
4,2,thinning_65_90,1023,False
4,2,thinning_65_90,1042,True
4,2,thinning_65_90,1043,True
4,2,thinning_65_90,1053,False
4,2,thinning_65_90,1081,False
4,2,thinning_65_90,1082,True
4,2,thinning_65_90,1083,True
4,2,thinning_65_90,1092,True
4,2,thinning_65_90,1093,True
4,2,thinning_65_90,1101,False
4,2,thinning_65_90,1102,True
4,2,thinning_65_90,1103,False
4,2,thinning_65_90,1113,False
4,2,thinning_65_90,1142,True
4,2,thinning_65_90,1143,True
4,2,thinning_65_90,1152,True
4,2,thinning_65_90,1153,False
4,2,thinning_65_90,1163,True
4,2,thinning_65_90,1221,True
4,2,thinning_65_90,1222,False
4,2,thinning_65_90,1223,True
4,2,thinning_65_90,1232,True
4,2,thinning_65_90,1233,True
4,2,thinning_65_90,1242,True
4,2,thinning_65_90,1243,False
4,2,thinning_65_90,1251,True
4,2,thinning_65_90,1252,True
4,2,thinning_65_90,1253,True
4,2,thinning_65_90,1291,True
4,2,thinning_65_90,1292,False
4,2,thinning_65_90,1293,True
4,2,thinning_65_90,1302,True
4,2,thinning_65_90,1303,True
4,2,thinning_65_90,1311,True
4,2,thinning_65_90,1312,True
4,2,thinning_65_90,1313,True
4,2,thinning_65_90,1322,True
4,2,thinning_65_90,1323,True
4,2,thinning_65_90,1331,True
4,2,thinning_65_90,1332,True
4,2,thinning_65_90,1333,True
4,2,thinning_65_90,1343,True
4,2,thinning_65_90,1351,True
4,2,thinning_65_90,1352,True
4,2,thinning_65_90,1362,True
4,2,thinning_65_90,1363,True
4,2,thinning_65_90,1371,True
4,2,thinning_65_90,1372,True
4,2,thinning_65_90,1373,True
4,2,thinning_65_90,1381,True
4,2,thinning_65_90,1382,True
4,2,thinning_65_90,1383,True
4,2,thinning_65_90,1392,True
4,2,thinning_65_90,1393,False
4,2,thinning_65_90,1403,False
4,2,thinning_65_90,1411,True
4,2,thinning_65_90,1412,True
