scenario,area_ha,precip_m3_yr,water_m3_yr,hillslope_loss_t_yr,channel_loss_t_yr,outlet_sediment_t_yr,hillslope_area_ha,hillslope_delivery_t_yr,hillslope_loss_t_ha_yr,outlet_sediment_t_ha_yr,water_mm_yr,precip_mm_yr,Runoff (m^3),Lateral Flow (m^3),Baseflow (m^3),water_m3_yr_change_pct,hillslope_loss_t_yr_change_pct,outlet_sediment_t_yr_change_pct,channel_loss_t_yr_change_pct
undisturbed,26992.7,151085600.0,19187434.0,109.7467,1162.6,426.9,26956.978,109.74429999999998,0.004071179640388474,0.015815387123185157,71.08378932081636,559.7276300629429,3411449.8999999994,10607311.0,5277866.399999999,0.0,0.0,0.0,0.0
thinning_30_75,26992.7,151085600.0,39695132.0,838.4694000000001,2507.4,631.5,26956.978,838.4585999999999,0.03110398353999473,0.023395214261633702,147.05876774090774,559.7276300629429,4359512.600000001,25265638.6,10216920.7,106.88087839155563,664.0042024042637,47.926914968376664,115.67177017030797
thinning_65_90,26992.7,151085600.0,34446096.0,343.239,2125.9,547.2,26956.978,343.23569999999995,0.01273284416376346,0.020272147654736283,127.61263600899501,559.7276300629429,3987612.0000000005,21075852.4,9524449.3,79.52424487818435,212.7556455000469,28.179901616303592,82.85738861173235
