scenario,metric,sum_isolated_deltas,whole_scenario_delta,sum_minus_whole,sum_over_whole
thinning_30_75,water_m3_yr,20508446.0,20507698.0,748.0,1.0000364741084056
thinning_30_75,outlet_sediment_t_yr,309.00000000000045,204.60000000000002,104.40000000000043,1.5102639296187703
thinning_30_75,channel_loss_t_yr,1218.0000000000014,1344.8000000000002,-126.79999999999882,0.9057108863771574
thinning_30_75,hillslope_loss_t_yr,728.7227,728.7227,0.0,1.0
thinning_65_90,water_m3_yr,15259036.0,15258662.0,374.0,1.0000245106681045
thinning_65_90,outlet_sediment_t_yr,164.20000000000044,120.30000000000007,43.900000000000375,1.3649210307564452
thinning_65_90,channel_loss_t_yr,871.4000000000015,963.3000000000002,-91.89999999999873,0.9045987750441206
thinning_65_90,hillslope_loss_t_yr,233.4923,233.49229999999997,2.842170943040401e-14,1.0000000000000002
