year,julian,month,day_of_month,Suct_mean_mm,Saturation_mean,TSW_mean_mm
1992,59,2,28,0.34,0.9214141414141427,38.941212121212075
1992,60,2,29,0.34,0.9313131313131328,39.523838383838324
1992,61,3,1,0.34,0.9064646464646469,38.342424242424265
1992,62,3,2,0.34,0.8717171717171712,36.94171717171715
1992,70,3,10,0.34,0.9314141414141434,39.31292929292923
1992,73,3,13,0.34,0.9314141414141434,39.24404040404044
1992,75,3,15,0.34,0.9227272727272744,39.1848484848485
1992,232,8,19,8.356161616161613,0.3460606060606056,14.543939393939377
1992,287,10,13,7.901616161616167,0.41212121212121217,17.357474747474736
1992,294,10,20,7.701212121212123,0.41919191919191895,17.699797979797953
1992,304,10,30,5.864747474747475,0.49141414141414114,20.831818181818196
1992,313,11,8,3.6551515151515126,0.6882828282828283,29.157171717171725
1992,319,11,14,3.9104040404040377,0.6182828282828285,26.08242424242425
1992,328,11,23,5.6325252525252525,0.5407070707070711,22.864747474747485
1992,329,11,24,5.674141414141414,0.5439393939393947,23.003737373737376
1992,334,11,29,5.882020202020201,0.5327272727272732,22.533434343434344
1992,342,12,7,4.076363636363633,0.6496969696969693,27.472727272727276
1992,353,12,18,2.778282828282829,0.7819191919191915,33.031818181818174
1992,357,12,22,2.8305050505050517,0.7669696969696973,32.51343434343434
1992,358,12,23,2.8479797979798,0.7650505050505059,32.227878787878836
1992,362,12,27,2.7042424242424263,0.7696969696969693,32.589292929292924
1992,363,12,28,2.5172727272727293,0.7918181818181816,33.53939393939394
1992,364,12,29,2.1313131313131337,0.8438383838383832,35.60353535353534
1993,3,1,3,0.4688888888888896,0.9326262626262614,39.535353535353565
1993,7,1,7,0.34,0.9614141414141404,40.819999999999965
1993,8,1,8,0.34,0.9699999999999992,40.88323232323226
1993,9,1,9,0.34,0.9673737373737364,40.897070707070704
1993,10,1,10,0.34,0.9699999999999992,41.11191919191914
1993,11,1,11,0.34,0.9599999999999985,40.50919191919193
1993,12,1,12,0.34,0.9611111111111099,40.790808080808134
1993,13,1,13,0.34,0.9430303030303018,39.9910101010101
1993,14,1,14,0.34,0.9522222222222229,40.29949494949495
1993,16,1,16,0.34,0.9699999999999992,41.09969696969701
1993,17,1,17,0.34,0.9699999999999992,40.90040404040401
1993,20,1,20,0.34,0.9608080808080792,40.6852525252525
1993,22,1,22,0.34,0.9510101010101026,40.303232323232336
1993,23,1,23,0.34,0.94121212121212,39.822525252525324
1993,24,1,24,0.34,0.9422222222222215,39.98909090909086
1993,25,1,25,0.34,0.94121212121212,39.7011111111111
1993,26,1,26,0.34,0.94121212121212,39.65626262626266
1993,27,1,27,0.34,0.9510101010101026,40.31020202020209
1993,35,2,4,0.34,0.9425252525252519,40.00696969696973
1993,41,2,10,0.34,0.94121212121212,39.86141414141419
1993,42,2,11,0.34,0.9423232323232316,40.018181818181844
1993,43,2,12,0.34,0.9510101010101026,40.096868686868675
1993,44,2,13,0.34,0.915858585858584,38.68767676767677
1993,45,2,14,0.34,0.9423232323232316,39.989595959595924
1993,46,2,15,0.34,0.94121212121212,39.899595959596
1993,47,2,16,0.34,0.952121212121213,40.42020202020197
1993,48,2,17,0.34,0.9399999999999987,39.69141414141414
1993,50,2,19,0.34,0.9084848484848492,38.46505050505052
1993,51,2,20,0.34,0.9086868686868692,38.45575757575757
1993,52,2,21,0.34,0.9035353535353543,38.30909090909091
1993,54,2,23,0.34,0.9349494949494953,39.513636363636365
1993,57,2,26,0.34,0.9174747474747461,38.76474747474745
1993,59,2,28,0.34,0.94121212121212,39.737171717171734
1993,60,3,1,0.34,0.9037373737373743,38.14909090909091
1993,61,3,2,0.34,0.9314141414141434,39.41090909090912
1993,62,3,3,0.34,0.9314141414141434,39.23363636363633
1993,70,3,11,0.34,0.9108080808080788,38.645252525252545
1993,73,3,14,0.34,0.9050505050505031,38.19525252525248
1993,75,3,16,0.35121212121212136,0.9009090909090889,38.019797979797936
1993,232,8,20,8.181212121212122,0.3731313131313128,15.682727272727258
1993,287,10,14,7.354343434343436,0.42353535353535365,17.80292929292927
1993,294,10,21,7.4028282828282865,0.43111111111111133,18.1791919191919
1993,304,10,31,7.412222222222226,0.4441414141414143,18.679595959595943
1993,313,11,9,7.356464646464651,0.44787878787878793,18.90252525252524
1993,319,11,15,7.007878787878789,0.4515151515151515,19.06232323232322
1993,328,11,24,6.7771717171717185,0.48101010101010133,20.265050505050496
1993,329,11,25,6.75717171717172,0.4748484848484849,20.029191919191906
1993,334,11,30,5.440101010101009,0.5414141414141419,22.9149494949495
1993,342,12,8,6.472222222222223,0.501414141414142,21.119797979797966
1993,353,12,19,5.895757575757577,0.5786868686868686,24.491212121212108
1993,357,12,23,5.906868686868686,0.5248484848484852,22.118080808080812
1993,358,12,24,5.986363636363638,0.5212121212121215,21.985858585858573
1993,362,12,28,6.140101010101012,0.5235353535353542,22.095050505050494
1993,363,12,29,6.14878787878788,0.5190909090909095,21.93343434343434
1993,364,12,30,6.170000000000002,0.5214141414141421,21.974949494949485
1995,3,1,3,5.962121212121215,0.6536363636363639,27.666464646464657
1995,7,1,7,2.361919191919193,0.7899999999999997,33.46454545454545
1995,8,1,8,1.2341414141414149,0.8150505050505049,34.53868686868685
1995,9,1,9,0.7347474747474756,0.8508080808080806,36.009393939393945
1995,10,1,10,0.2877777777777777,0.8367676767676766,35.46010101010101
1995,11,1,11,0.28545454545454535,0.8317171717171714,35.211010101010096
1995,12,1,12,0.394545454545455,0.8380808080808079,35.52777777777779
1995,13,1,13,0.3037373737373737,0.8468686868686863,35.873636363636365
1995,14,1,14,0.24080808080808067,0.8741414141414149,36.88272727272728
1995,16,1,16,0.34,0.8748484848484832,37.06888888888888
1995,17,1,17,0.34,0.9371717171717157,39.582929292929315
1995,20,1,20,0.34,0.9599999999999985,40.54494949494955
1995,22,1,22,0.34,0.9611111111111099,40.63434343434342
1995,23,1,23,0.34,0.9616161616161605,40.83979797979794
1995,24,1,24,0.34,0.9611111111111099,40.8105050505051
1995,25,1,25,0.34,0.9699999999999992,40.90333333333329
1995,26,1,26,0.34,0.944747474747475,40.0641414141414
1995,27,1,27,0.34,0.9622222222222211,40.86101010101015
1995,35,2,4,0.34,0.9316161616161633,39.55474747474744
1995,41,2,10,0.34,0.9411111111111098,39.8412121212121
1995,42,2,11,0.34,0.9506060606060622,40.314545454545446
1995,43,2,12,0.34,0.9334343434343448,39.564343434343435
1995,44,2,13,0.34,0.9166666666666655,38.834747474747466
1995,45,2,14,0.34,0.933434343434345,39.49010101010102
1995,46,2,15,0.34,0.94121212121212,39.94808080808079
1995,47,2,16,0.34,0.94121212121212,39.644949494949465
1995,48,2,17,0.34,0.9314141414141434,39.40121212121209
1995,50,2,19,0.34,0.9020202020202028,38.24505050505054
1995,51,2,20,0.34,0.9020202020202028,38.24474747474751
1995,52,2,21,0.34,0.9229292929292947,39.18616161616163
1995,54,2,23,0.34,0.9334343434343443,39.63646464646469
1995,57,2,26,0.34,0.9410101010100999,39.65232323232326
1995,59,2,28,0.34,0.9423232323232316,40.00555555555551
1995,60,3,1,0.34,0.9421212121212117,39.97323232323231
1995,61,3,2,0.34,0.9500000000000017,40.1981818181818
1995,62,3,3,0.34,0.9399999999999987,39.74616161616161
1995,70,3,11,0.34,0.9149494949494932,38.667373737373715
1995,73,3,14,0.34,0.921616161616163,38.900505050505096
1995,75,3,16,0.34,0.921616161616163,38.87242424242423
1995,232,8,20,8.343636363636362,0.336666666666666,14.173333333333316
1995,287,10,14,7.862020202020206,0.41464646464646443,17.48313131313129
1995,294,10,21,7.757272727272731,0.4312121212121212,18.126464646464633
1995,304,10,31,7.636464646464646,0.4376767676767676,18.46454545454543
1995,313,11,9,6.986161616161617,0.46252525252525256,19.455151515151506
1995,319,11,15,6.802727272727277,0.4823232323232326,20.287272727272708
1995,328,11,24,6.7152525252525255,0.49101010101010123,20.740808080808073
1995,329,11,25,6.686262626262627,0.49575757575757634,20.889999999999993
1995,334,11,30,6.693030303030307,0.49747474747474807,21.013838383838372
1995,342,12,8,6.6084848484848475,0.5065656565656572,21.393333333333317
1995,353,12,19,5.999191919191918,0.5354545454545462,22.63424242424242
1995,357,12,23,5.4459595959595966,0.6042424242424248,25.61101010101011
1995,358,12,24,4.6110101010100975,0.5744444444444446,24.325555555555557
1995,362,12,28,3.262222222222223,0.7414141414141415,31.248484848484885
1995,363,12,29,3.237676767676768,0.742525252525253,31.461414141414135
1995,364,12,30,3.177272727272727,0.7395959595959603,31.209090909090907
1996,3,1,3,3.262424242424241,0.7307070707070714,30.96030303030304
1996,7,1,7,3.3844444444444406,0.7065656565656571,29.830404040404055
1996,8,1,8,3.420606060606056,0.6964646464646468,29.494747474747495
1996,9,1,9,3.4494949494949454,0.6920202020202022,29.23161616161617
1996,10,1,10,3.4762626262626224,0.6782828282828288,28.638686868686875
1996,11,1,11,3.604848484848481,0.6488888888888898,27.461717171717176
1996,12,1,12,3.8213131313131274,0.6415151515151519,27.09101010101011
1996,13,1,13,4.0117171717171685,0.6369696969696973,26.90878787878789
1996,14,1,14,4.187171717171714,0.6308080808080816,26.694242424242443
1996,16,1,16,4.185050505050501,0.6648484848484852,28.166464646464647
1996,17,1,17,3.5932323232323187,0.6295959595959595,26.674141414141392
1996,20,1,20,3.920505050505047,0.6402020202020205,27.08666666666667
1996,22,1,22,3.569999999999995,0.6552525252525254,27.76505050505051
1996,23,1,23,3.965959595959591,0.635353535353536,26.832424242424228
1996,24,1,24,4.156161616161609,0.6238383838383839,26.35020202020201
1996,25,1,25,4.241818181818174,0.6146464646464648,26.004646464646456
1996,26,1,26,4.260909090909085,0.6258585858585866,26.509494949494954
1996,27,1,27,4.371313131313129,0.6586868686868689,27.91949494949495
1996,35,2,4,2.4057575757575775,0.7409090909090909,31.406262626262617
1996,41,2,10,2.1911111111111143,0.8050505050505039,34.09525252525252
1996,42,2,11,2.198080808080811,0.8053535353535342,34.10050505050508
1996,43,2,12,2.2047474747474776,0.8149494949494949,34.56939393939393
1996,44,2,13,2.205555555555558,0.8067676767676758,34.213939393939384
1996,45,2,14,2.2041414141414166,0.8059595959595949,33.951818181818176
1996,46,2,15,2.200101010101013,0.8134343434343441,34.331717171717195
1996,47,2,16,2.1909090909090936,0.7979797979797985,33.82151515151515
1996,48,2,17,2.1818181818181843,0.796464646464647,33.7046464646465
1996,50,2,19,2.145858585858589,0.8434343434343438,35.63555555555556
1996,51,2,20,1.5544444444444472,0.8666666666666655,36.73494949494949
1996,52,2,21,1.2056565656565685,0.8659595959595958,36.66282828282828
1996,54,2,23,1.2279797979798004,0.8114141414141414,34.32525252525253
1996,57,2,26,0.8769696969696992,0.8283838383838383,35.05585858585857
1996,59,2,28,0.671717171717173,0.9115151515151505,38.615858585858604
1996,60,2,29,0.34,0.8834343434343428,37.340404040404046
1996,61,3,1,0.34,0.9159595959595972,38.736262626262665
1996,62,3,2,0.34,0.921616161616163,38.925757575757565
1996,70,3,10,0.34,0.9118181818181798,38.67646464646467
1996,73,3,13,0.34,0.8470707070707066,35.7822222222222
1996,75,3,15,0.324141414141414,0.8378787878787868,35.56434343434344
1996,232,8,19,8.583737373737373,0.3466666666666662,14.57686868686867
1996,287,10,13,8.085555555555556,0.4151515151515152,17.494949494949477
1996,294,10,20,7.934242424242423,0.4279797979797982,18.024949494949478
1996,304,10,30,7.134848484848485,0.4391919191919191,18.543434343434324
1996,313,11,8,3.54272727272727,0.68080808080808,28.74909090909092
1996,319,11,14,3.7180808080808037,0.673636363636364,28.51767676767677
1996,328,11,23,4.134444444444443,0.6853535353535357,28.995050505050536
1996,329,11,24,3.4255555555555537,0.7171717171717179,30.36313131313134
1996,334,11,29,2.5424242424242456,0.7756565656565647,32.887474747474776
1996,342,12,7,2.4462626262626284,0.799898989898989,33.729494949494956
1996,353,12,18,0.34,0.9510101010101026,40.31282828282835
1996,357,12,22,0.34,0.9435353535353519,39.88505050505047
1996,358,12,23,0.34,0.9608080808080792,40.70323232323228
1996,362,12,27,0.34,0.9267676767676772,39.27606060606058
1996,363,12,28,0.34,0.9706060606060598,41.105454545454585
1996,364,12,29,0.34,0.9597979797979782,40.49878787878785
1998,3,1,3,0.34,0.9603030303030288,40.7537373737373
1998,7,1,7,0.34,0.9496969696969714,40.24404040404047
1998,8,1,8,0.34,0.9514141414141422,40.20828282828284
1998,9,1,9,0.34,0.9347474747474752,39.639595959595944
1998,10,1,10,0.34,0.9348484848484855,39.53090909090911
1998,11,1,11,0.34,0.9608080808080792,40.49919191919187
1998,12,1,12,0.34,0.9706060606060598,41.11454545454542
1998,13,1,13,0.34,0.9599999999999985,40.460606060606004
1998,14,1,14,0.34,0.9510101010101026,40.33202020202025
1998,16,1,16,0.34,0.9410101010101007,39.70939393939395
1998,17,1,17,0.34,0.9192929292929286,38.95101010101007
1998,20,1,20,0.34,0.9510101010101026,40.360101010100976
1998,22,1,22,0.34,0.952121212121213,40.42969696969703
1998,23,1,23,0.34,0.9510101010101026,40.35161616161621
1998,24,1,24,0.34,0.9510101010101026,40.17474747474743
1998,25,1,25,0.34,0.9423232323232316,40.01717171717174
1998,26,1,26,0.34,0.9510101010101026,40.33080808080813
1998,27,1,27,0.34,0.9510101010101026,40.33131313131319
1998,35,2,4,0.34,0.9081818181818188,38.40141414141414
1998,41,2,10,0.34,0.9510101010101026,40.27323232323227
1998,42,2,11,0.34,0.9510101010101026,40.126262626262665
1998,43,2,12,0.34,0.9608080808080792,40.61616161616166
1998,44,2,13,0.34,0.9518181818181825,40.41303030303035
1998,45,2,14,0.34,0.9699999999999992,41.13040404040398
1998,46,2,15,0.34,0.9401010101010089,39.85313131313134
1998,47,2,16,0.34,0.9245454545454559,39.10474747474748
1998,48,2,17,0.34,0.9257575757575771,39.27757575757577
1998,50,2,19,0.34,0.9610101010100999,40.78494949494951
1998,51,2,20,0.34,0.9399999999999987,39.61272727272721
1998,52,2,21,0.34,0.945151515151514,40.098686868686855
1998,54,2,23,0.34,0.9429292929292918,39.822424242424255
1998,57,2,26,0.34,0.9320202020202035,39.55848484848479
1998,59,2,28,0.34,0.9302020202020223,39.22484848484852
1998,60,3,1,0.34,0.9314141414141434,39.27434343434339
1998,61,3,2,0.34,0.9314141414141434,39.449191919191975
1998,62,3,3,0.34,0.9314141414141434,39.38191919191917
1998,70,3,11,0.34,0.9104040404040383,38.41808080808086
1998,73,3,14,0.34,0.8682828282828282,36.71454545454546
1998,75,3,16,0.34424242424242435,0.9210101010101026,39.01373737373735
1998,232,8,20,7.774444444444444,0.3876767676767676,16.320808080808064
1998,287,10,14,7.447979797979797,0.4241414141414142,17.852222222222206
1998,294,10,21,7.348282828282833,0.4336363636363639,18.244040404040387
1998,304,10,31,7.093131313131306,0.4453535353535354,18.81313131313129
1998,313,11,9,6.374141414141415,0.478888888888889,20.174646464646468
1998,319,11,15,6.591414141414139,0.4882828282828285,20.55656565656564
1998,328,11,24,6.54585858585859,0.49393939393939407,20.85727272727272
1998,329,11,25,6.516060606060608,0.4977777777777781,20.95131313131312
1998,334,11,30,6.134545454545455,0.5284848484848487,22.288282828282824
1998,342,12,8,5.687878787878789,0.5347474747474754,22.598080808080795
1998,353,12,19,6.231111111111117,0.524646464646465,22.100202020202016
1998,357,12,23,6.234242424242426,0.5219191919191927,22.05292929292927
1998,358,12,24,6.224040404040404,0.5217171717171725,22.039494949494937
1998,362,12,28,6.234343434343437,0.5224242424242432,22.039494949494937
1998,363,12,29,6.2356565656565675,0.5225252525252534,22.056161616161603
1998,364,12,30,6.23929292929293,0.5228282828282836,22.0922222222222
2001,3,1,3,6.318585858585858,0.5171717171717175,21.78040404040403
2001,7,1,7,6.343636363636368,0.5249494949494958,22.154646464646458
2001,8,1,8,6.345757575757579,0.537979797979798,22.767575757575752
2001,9,1,9,6.039797979797981,0.5303030303030312,22.351616161616157
2001,10,1,10,6.154141414141416,0.5608080808080806,23.802020202020216
2001,11,1,11,5.4336363636363645,0.6102020202020209,25.805959595959603
2001,12,1,12,4.528787878787879,0.6768686868686861,28.680303030303005
2001,13,1,13,3.2851515151515143,0.7478787878787878,31.651919191919202
2001,14,1,14,2.0638383838383856,0.768888888888889,32.47626262626263
2001,16,1,16,2.5336363636363655,0.7628282828282832,32.32393939393938
2001,17,1,17,2.8159595959595967,0.7490909090909099,31.65242424242424
2001,20,1,20,3.0973737373737373,0.7418181818181825,31.42565656565658
2001,22,1,22,3.1602020202020187,0.7427272727272726,31.324747474747504
2001,23,1,23,3.1987878787878783,0.7359595959595963,31.182020202020226
2001,24,1,24,3.2388888888888876,0.7381818181818177,31.164040404040396
2001,25,1,25,3.048484848484849,0.7326262626262635,31.01040404040406
2001,26,1,26,3.2455555555555544,0.7804040404040403,33.11212121212119
2001,27,1,27,2.5618181818181838,0.7670707070707076,32.45676767676767
2001,35,2,4,3.109292929292929,0.7275757575757579,30.79646464646465
2001,41,2,10,3.2562626262626253,0.7263636363636362,30.74808080808081
2001,42,2,11,2.963333333333334,0.755151515151515,32.03767676767677
2001,43,2,12,2.5197979797979815,0.7695959595959588,32.59090909090909
2001,44,2,13,2.1728282828282848,0.795555555555555,33.73363636363637
2001,45,2,14,1.712727272727275,0.8127272727272731,34.34828282828283
2001,46,2,15,1.4437373737373758,0.8862626262626272,37.47282828282831
2001,47,2,16,0.39262626262626327,0.9164646464646472,38.68636363636366
2001,48,2,17,0.3480808080808082,0.9648484848484843,40.80121212121214
2001,50,2,19,0.34,0.9288888888888899,39.36989898989897
2001,51,2,20,0.34,0.9449494949494966,39.89292929292926
2001,52,2,21,0.34,0.9103030303030291,38.59575757575756
2001,54,2,23,0.34,0.9411111111111106,39.77737373737371
2001,57,2,26,0.34,0.9427272727272713,39.89060606060609
2001,59,2,28,0.34,0.933535353535355,39.58070707070707
2001,60,3,1,0.34,0.8885858585858593,37.511616161616175
2001,61,3,2,0.34,0.9510101010101026,40.08696969696975
2001,62,3,3,0.34,0.9510101010101026,40.36111111111108
2001,70,3,11,0.34,0.9314141414141434,39.53808080808076
2001,73,3,14,0.34,0.921616161616163,38.921616161616186
2001,75,3,16,0.34,0.921616161616163,38.98939393939391
2001,232,8,20,8.345656565656563,0.3642424242424239,15.337171717171703
2001,287,10,14,7.897777777777785,0.42090909090909073,17.76989898989898
2001,294,10,21,7.783838383838386,0.44070707070707066,18.57747474747473
2001,304,10,31,6.963434343434347,0.4616161616161616,19.489595959595952
2001,313,11,9,6.860101010101011,0.47919191919191917,20.220808080808066
2001,319,11,15,5.875757575757575,0.5127272727272733,21.622020202020195
2001,328,11,24,6.426767676767676,0.5477777777777777,23.194949494949512
2001,329,11,25,5.644242424242424,0.524949494949495,22.296666666666667
2001,334,11,30,5.664242424242423,0.5392929292929298,22.82212121212122
2001,342,12,8,5.310707070707068,0.5876767676767681,24.78060606060605
2001,353,12,19,5.082727272727271,0.5888888888888895,24.884747474747495
2001,357,12,23,4.83070707070707,0.6259595959595964,26.44828282828284
2001,358,12,24,4.60292929292929,0.6335353535353541,26.790101010100997
2001,362,12,28,4.434343434343429,0.6689898989898986,28.31323232323232
2001,363,12,29,4.427474747474743,0.6864646464646457,29.104444444444454
2001,364,12,30,3.9324242424242395,0.6788888888888892,28.74202020202019
2003,3,1,3,0.34,0.9412121212121198,39.908787878787834
2003,7,1,7,0.34,0.8970707070707081,37.86424242424243
2003,8,1,8,0.34,0.9004040404040413,38.03
2003,9,1,9,0.34,0.8967676767676763,37.9339393939394
2003,10,1,10,0.34,0.9564646464646451,40.576666666666675
2003,11,1,11,0.34,0.9474747474747491,40.14121212121207
2003,12,1,12,0.34,0.9469696969696986,40.07484848484847
2003,13,1,13,0.34,0.9458585858585873,39.969999999999956
2003,14,1,14,0.34,0.9451515151515164,39.93888888888885
2003,16,1,16,0.34,0.9227272727272745,38.92232323232327
2003,17,1,17,0.33747474747474754,0.9306060606060595,39.329797979797945
2003,20,1,20,0.38262626262626315,0.9377777777777794,39.657373737373774
2003,22,1,22,0.40292929292929364,0.936464646464648,39.63303030303032
2003,23,1,23,0.41222222222222304,0.9250505050505041,39.09737373737378
2003,24,1,24,0.42858585858585946,0.9066666666666684,38.47414141414141
2003,25,1,25,0.4540404040404049,0.9007070707070719,38.10262626262626
2003,26,1,26,0.4891919191919201,0.8985858585858602,38.146262626262605
2003,27,1,27,0.5256565656565668,0.9117171717171708,38.470808080808034
2003,35,2,4,0.7994949494949518,0.8923232323232314,37.83717171717172
2003,41,2,10,0.9454545454545479,0.86878787878788,36.816666666666706
2003,42,2,11,1.0000000000000022,0.880404040404041,37.34191919191922
2003,43,2,12,0.880808080808083,0.9298989898989901,39.25959595959594
2003,44,2,13,0.621313131313133,0.918585858585858,38.98707070707075
2003,45,2,14,0.5752525252525268,0.916666666666666,38.88555555555558
2003,46,2,15,0.41050505050505104,0.9406060606060621,39.72696969696972
2003,47,2,16,0.34,0.960303030303029,40.74707070707077
2003,48,2,17,0.34,0.9510101010101026,40.2344444444444
2003,50,2,19,0.34,0.94121212121212,39.83232323232323
2003,51,2,20,0.34,0.9314141414141434,39.27373737373733
2003,52,2,21,0.34,0.9314141414141434,39.363838383838385
2003,54,2,23,0.34,0.9510101010101026,40.1065656565657
2003,57,2,26,0.34,0.932121212121213,39.4329292929293
2003,59,2,28,0.34,0.9314141414141434,39.45070707070712
2003,60,3,1,0.34,0.9314141414141434,39.47020202020205
2003,61,3,2,0.34,0.921616161616163,39.058585858585886
2003,62,3,3,0.34,0.9314141414141434,39.34252525252525
2003,70,3,11,0.34,0.9075757575757557,38.51383838383834
2003,73,3,14,0.3483838383838386,0.8981818181818163,38.05585858585862
2003,75,3,16,0.36474747474747504,0.865353535353535,36.618585858585874
2003,232,8,20,8.259191919191919,0.36141414141414113,15.226767676767661
2003,287,10,14,7.811515151515157,0.4184848484848483,17.603434343434326
2003,294,10,21,7.764343434343439,0.4238383838383836,17.81595959595958
2003,304,10,31,7.813131313131313,0.47262626262626256,19.997676767676754
2003,313,11,9,6.361919191919192,0.5035353535353538,21.261414141414114
2003,319,11,15,6.297878787878789,0.5017171717171723,21.14888888888887
2003,328,11,24,6.3279797979798005,0.50949494949495,21.48494949494949
2003,329,11,25,6.3270707070707095,0.5133333333333341,21.608383838383833
2003,334,11,30,6.320505050505054,0.5132323232323238,21.66050505050504
2003,342,12,8,5.506767676767676,0.5383838383838386,22.745151515151523
2003,353,12,19,5.973030303030305,0.5395959595959604,22.802929292929296
2003,357,12,23,6.0692929292929305,0.5809090909090907,24.527474747474745
2003,358,12,24,5.260505050505047,0.617171717171717,26.119292929292918
2003,362,12,28,4.529292929292926,0.657676767676768,27.86353535353535
2003,363,12,29,3.8499999999999974,0.7155555555555557,30.329595959595967
2003,364,12,30,3.2039393939393928,0.7416161616161616,31.3959595959596
2004,3,1,3,2.697070707070709,0.7627272727272728,32.263838383838404
2004,7,1,7,3.1616161616161618,0.7494949494949493,31.697878787878803
2004,8,1,8,3.1658585858585853,0.7476767676767675,31.559393939393964
2004,9,1,9,3.17030303030303,0.7396969696969703,31.349292929292936
2004,10,1,10,3.1737373737373726,0.7373737373737382,31.117272727272727
2004,11,1,11,3.188787878787879,0.7355555555555565,31.1117171717172
2004,12,1,12,3.2140404040404023,0.7399999999999999,31.2338383838384
2004,13,1,13,3.2464646464646445,0.7360606060606063,31.06383838383841
2004,14,1,14,3.281010101010099,0.7213131313131312,30.44898989898992
2004,16,1,16,3.3521212121212094,0.7040404040404044,29.78353535353535
2004,17,1,17,3.385555555555552,0.6948484848484852,29.42444444444446
2004,20,1,20,3.6053535353535313,0.6761616161616165,28.549898989898985
2004,22,1,22,3.8848484848484817,0.646666666666667,27.309595959595974
2004,23,1,23,4.065353535353533,0.6352525252525255,26.826060606060608
2004,24,1,24,4.2541414141414124,0.6422222222222225,27.116161616161634
2004,25,1,25,4.360808080808079,0.6285858585858594,26.58686868686868
2004,26,1,26,4.498484848484846,0.6261616161616169,26.44868686868687
2004,27,1,27,4.613636363636361,0.6169696969696978,26.090505050505055
2004,35,2,4,3.51343434343434,0.656767676767677,27.78636363636364
2004,41,2,10,5.048686868686866,0.5831313131313135,24.610000000000007
2004,42,2,11,5.127474747474744,0.5788888888888892,24.41555555555556
2004,43,2,12,5.1910101010100975,0.5748484848484853,24.238989898989903
2004,44,2,13,5.247979797979795,0.572626262626263,24.19737373737374
2004,45,2,14,5.299393939393936,0.5789898989898997,24.4
2004,46,2,15,5.325050505050501,0.5741414141414148,24.210202020202026
2004,47,2,16,5.3468686868686826,0.5831313131313137,24.578888888888898
2004,48,2,17,5.347272727272725,0.5701010101010106,24.08262626262626
2004,50,2,19,4.383939393939391,0.5941414141414144,25.164141414141433
2004,51,2,20,4.864545454545453,0.6104040404040407,25.840202020202003
2004,52,2,21,4.513636363636358,0.6351515151515149,26.89383838383838
2004,54,2,23,3.6804040404040363,0.67979797979798,28.732929292929292
2004,57,2,26,2.2075757575757597,0.7521212121212116,31.85878787878787
2004,59,2,28,0.8027272727272752,0.8928282828282839,37.87787878787878
2004,60,2,29,0.4068686868686876,0.9201010101010113,39.00333333333335
2004,61,3,1,0.34,0.9243434343434341,39.19282828282828
2004,62,3,2,0.34,0.9132323232323244,38.610909090909104
2004,70,3,10,0.34,0.9116161616161597,38.66525252525255
2004,73,3,13,0.34,0.9126262626262612,38.75313131313128
2004,75,3,15,0.34,0.9086868686868668,38.4911111111111
2004,232,8,19,8.564242424242426,0.3572727272727268,15.0491919191919
2004,287,10,13,7.903030303030304,0.41333333333333333,17.371919191919176
2004,294,10,20,5.77070707070707,0.4860606060606061,20.611919191919192
2004,304,10,30,1.636969696969699,0.8598989898989907,36.49666666666665
2004,313,11,8,0.34,0.8826262626262628,37.35474747474748
2004,319,11,14,0.34,0.9364646464646452,39.510303030303085
2004,328,11,23,0.3584848484848488,0.9460606060606048,40.0192929292929
2004,329,11,24,0.37030303030303063,0.9378787878787886,39.78737373737375
2004,334,11,29,0.423131313131314,0.9292929292929306,39.37383838383834
2004,342,12,7,0.51878787878788,0.9447474747474744,39.97818181818182
2004,353,12,18,0.7777777777777801,0.8871717171717161,37.626060606060605
2004,357,12,22,0.9571717171717193,0.8943434343434334,37.871010101010086
2004,358,12,23,0.9895959595959619,0.8841414141414149,37.494747474747456
2004,362,12,27,1.1284848484848509,0.8819191919191921,37.369999999999976
2004,363,12,28,1.0450505050505072,0.8887878787878789,37.585151515151516
2004,364,12,29,0.90777777777778,0.8868686868686861,37.50595959595958
2005,3,1,3,0.348888888888889,0.9480808080808073,40.1089898989899
2005,7,1,7,0.34,0.9613131313131302,40.81959595959592
2005,8,1,8,0.34,0.9614141414141404,40.71575757575757
2005,9,1,9,0.34,0.9616161616161605,40.83969696969693
2005,10,1,10,0.34,0.9615151515151503,40.54686868686867
2005,11,1,11,0.34,0.9519191919191924,40.36585858585862
2005,12,1,12,0.34,0.952121212121213,40.428484848484906
2005,13,1,13,0.34,0.9608080808080792,40.606363636363604
2005,14,1,14,0.34,0.9608080808080792,40.47949494949491
2005,16,1,16,0.34,0.9510101010101026,40.16535353535355
2005,17,1,17,0.34,0.94121212121212,39.67565656565658
2005,20,1,20,0.34,0.9510101010101026,40.12636363636368
2005,22,1,22,0.34,0.9608080808080792,40.54303030303028
2005,23,1,23,0.34,0.9510101010101026,40.35101010101014
2005,24,1,24,0.34,0.9513131313131327,40.381616161616144
2005,25,1,25,0.34,0.9606060606060592,40.47474747474743
2005,26,1,26,0.34,0.9464646464646452,40.08525252525253
2005,27,1,27,0.34,0.9271717171717185,39.3019191919192
2005,35,2,4,0.34,0.94121212121212,39.649292929292926
2005,41,2,10,0.34,0.9401010101010089,39.85303030303033
2005,42,2,11,0.34,0.9345454545454552,39.62585858585857
2005,43,2,12,0.34,0.9237373737373735,39.03131313131311
2005,44,2,13,0.34,0.9608080808080792,40.733333333333384
