AM000037711,45.1500,40.8670
ASN00001019,126.6453,-14.2964
ASN00001024,127.0628,-15.9572
ASN00001027,128.0803,-15.6394
ASN00001031,127.1964,-13.9600
ASN00002022,126.3033,-18.0160
ASN00002036,126.2306,-17.3922
ASN00002067,128.9991,-15.9816
ASN00003068,123.4561,-18.5075
ASN00003075,123.6356,-17.3117
ASN00003084,123.6781,-17.3436
ASN00003086,123.6547,-17.7278
ASN00003098,125.7108,-17.0549
ASN00003100,124.2653,-17.9503
ASN00005073,118.2217,-21.8836
ASN00005088,116.0733,-21.2475
ASN00005094,115.4056,-20.8750
ASN00005095,116.9731,-22.9367
ASN00006010,115.4625,-25.6114
ASN00006023,113.5256,-23.8222
ASN00006044,113.5319,-25.9261
ASN00006053,115.1161,-25.3017
ASN00006066,114.5403,-23.1567
ASN00006071,115.5467,-26.6167
ASN00006098,115.8628,-25.0294
ASN00006106,115.9953,-25.0381
ASN00007034,116.7442,-27.7447
ASN00007064,116.4261,-27.3636
ASN00007081,117.1333,-28.8928
ASN00007094,116.1647,-24.6514
ASN00007100,118.0803,-25.6933
ASN00007104,117.5225,-23.9958
ASN00007119,117.0319,-23.3856
ASN00007130,116.6942,-26.0747
ASN00007132,117.5922,-25.0964
ASN00007154,118.1889,-27.9369
ASN00007176,119.7989,-23.4169
ASN00007192,117.9700,-27.3161
ASN00007194,119.2522,-27.0722
ASN00008095,115.5142,-28.5367
ASN00008202,116.3794,-30.6219
ASN00008237,115.2806,-28.6857
ASN00008251,114.1650,-27.7119
ASN00008275,116.2653,-30.3678
ASN00008285,114.7614,-28.3181
ASN00008295,115.2628,-29.2094
ASN00008298,114.9370,-28.7597
ASN00008299,115.3173,-29.1103
ASN00008300,115.0915,-29.0692
ASN00008304,114.9492,-28.9571
ASN00008305,114.9464,-29.2778
ASN00008306,115.1903,-28.0636
ASN00008307,115.4397,-28.8900
ASN00008308,115.7600,-28.8000
ASN00008309,115.6597,-29.3000
ASN00008310,115.5548,-29.0291
ASN00009064,115.7611,-32.2258
ASN00009114,115.3300,-31.0164
ASN00009127,115.7692,-32.0200
ASN00009202,116.2197,-31.8344
ASN00009221,116.0636,-31.4369
ASN00009248,115.9513,-31.3320
ASN00009253,115.8489,-32.3906
ASN00009258,115.8758,-32.2156
ASN00009260,116.2143,-32.4697
ASN00009532,117.3733,-34.9528
ASN00009611,116.7328,-34.9761
ASN00009617,116.1311,-33.9486
ASN00009692,115.7622,-34.2258
ASN00009738,116.3025,-33.4531
ASN00009766,117.8658,-35.0597
ASN00009776,115.3189,-33.7931
ASN00009805,116.7286,-34.9769
ASN00009812,115.8806,-33.0789
ASN00009897,123.0069,-33.8536
ASN00009927,116.0128,-33.6028
ASN00009936,116.0603,-32.6239
ASN00009957,116.9247,-35.0367
ASN00009958,117.8394,-34.6625
ASN00009960,116.2764,-33.2028
ASN00009961,120.1283,-33.9306
ASN00009968,116.3367,-34.5683
ASN00009971,115.4075,-33.7844
ASN00009973,118.2156,-34.8675
ASN00009976,115.8644,-32.6453
ASN00009978,115.2096,-33.7563
ASN00009980,115.8519,-34.4211
ASN00009982,115.8538,-33.3878
ASN00009985,117.7919,-34.8342
ASN00009987,115.7028,-33.6414
ASN00009988,115.6242,-33.6808
ASN00009989,115.9553,-33.6458
ASN00009990,115.7393,-33.4775
ASN00009991,115.8383,-33.5711
ASN00009992,115.5509,-33.5435
ASN00009994,116.1717,-33.3608
ASN00009997,115.8431,-33.7647
ASN00010031,117.5861,-31.3742
ASN00010043,116.9167,-31.7661
ASN00010064,116.5075,-31.2747
ASN00010092,118.2789,-31.4756
ASN00010111,116.6586,-31.6508
ASN00010301,116.2714,-31.2458
ASN00010304,116.5383,-31.4850
ASN00010307,116.6278,-31.7936
ASN00010308,116.4867,-31.5500
ASN00010310,116.3464,-31.7647
ASN00010311,116.7650,-31.8997
ASN00010515,116.9247,-32.1083
ASN00010556,116.8167,-32.4797
ASN00010568,118.8983,-32.4419
ASN00010579,117.5553,-33.6886
ASN00010657,117.9161,-33.3556
ASN00010799,118.0103,-32.6339
ASN00010881,119.0261,-32.1336
ASN00010898,119.9239,-33.2297
ASN00010900,119.8367,-32.9297
ASN00010905,119.1092,-33.8878
ASN00010908,116.8742,-32.0294
ASN00010909,116.7789,-32.6756
ASN00010910,117.2708,-32.6764
ASN00010912,117.6408,-32.5878
ASN00011045,125.6589,-31.0900
ASN00011050,126.5842,-31.0239
ASN00011052,128.1092,-30.8453
ASN00012009,121.7547,-32.2147
ASN00012044,120.6997,-33.5547
ASN00012046,121.3303,-28.8836
ASN00012065,121.7794,-32.1981
ASN00012107,121.9894,-33.4225
ASN00012141,119.2800,-30.0242
ASN00012152,120.0219,-31.2617
ASN00012204,120.6908,-31.0931
ASN00012226,118.8878,-31.1664
ASN00012227,119.5197,-30.8183
ASN00012285,121.8286,-27.5489
ASN00012300,120.7000,-27.9172
