ASN00040388,152.2206,-27.6342
ASN00040390,152.6647,-25.6500
ASN00040397,152.1592,-27.6683
ASN00040460,153.2381,-27.6081
ASN00040469,152.3172,-25.8694
ASN00040480,152.1239,-27.2883
ASN00040485,152.5232,-28.2490
ASN00040488,153.0183,-27.4236
ASN00040490,152.5389,-28.2086
ASN00040492,152.5139,-26.6700
ASN00040496,153.1147,-26.7850
ASN00040499,151.2986,-26.2239
ASN00040512,152.9856,-27.6542
ASN00040517,152.7539,-27.1953
ASN00040523,152.5356,-28.2653
ASN00040530,152.9883,-27.5853
ASN00040550,153.2369,-28.2452
ASN00040561,152.8314,-26.5139
ASN00040583,153.0742,-28.2714
ASN00040633,152.9583,-27.2831
ASN00040674,152.2003,-26.6614
ASN00040677,152.6557,-28.1752
ASN00040686,152.8208,-26.1842
ASN00040688,152.4919,-25.9575
ASN00040717,153.5053,-28.1681
ASN00040721,152.0522,-26.0933
ASN00040842,153.1292,-27.3917
ASN00040856,153.0891,-25.9007
ASN00040951,152.9829,-27.6285
ASN00040965,153.0867,-27.2442
ASN00041015,150.8331,-27.6481
ASN00041016,151.2025,-27.5331
ASN00041082,151.6333,-27.7156
ASN00041109,151.8114,-28.0244
ASN00041127,151.0886,-27.8308
ASN00041140,151.2553,-27.1864
ASN00041168,151.3025,-26.7064
ASN00041187,150.9767,-27.0017
ASN00041197,150.8725,-27.3203
ASN00041236,151.1683,-27.2447
ASN00041244,151.3967,-27.1356
ASN00041249,151.3947,-28.0136
ASN00041257,151.1019,-27.2314
ASN00041264,151.0497,-26.8194
ASN00041304,151.7847,-28.3219
ASN00041323,152.2861,-28.0187
ASN00041338,151.8433,-28.8000
ASN00041340,151.0739,-28.4203
ASN00041347,151.0200,-28.7447
ASN00041371,151.6817,-28.4572
ASN00041376,151.3481,-28.5389
ASN00041395,150.4503,-28.1700
ASN00041405,151.7387,-27.7952
ASN00041413,151.5619,-28.3583
ASN00041438,152.0067,-28.3619
ASN00041454,151.9333,-28.8333
ASN00041459,151.0772,-26.4997
ASN00041483,151.2364,-26.6317
ASN00041493,150.4539,-27.4967
ASN00041504,151.4117,-27.7358
ASN00041509,150.3483,-27.6783
ASN00041510,151.9481,-27.4722
ASN00042003,149.1233,-28.2347
ASN00042034,150.0019,-27.1689
ASN00042045,150.1067,-26.4914
ASN00042075,150.8389,-26.1597
ASN00042082,150.6881,-26.0211
ASN00042087,150.1117,-28.2444
ASN00042091,150.8925,-26.4486
ASN00042102,150.1425,-27.9364
ASN00043035,149.0703,-27.1590
ASN00043037,149.0894,-26.2094
ASN00043052,149.4969,-27.0006
ASN00043053,148.5808,-28.0394
ASN00043059,148.4061,-26.1739
ASN00043081,149.1803,-26.9539
ASN00043082,148.5794,-27.1703
ASN00043093,148.5372,-26.6064
ASN00043106,148.1314,-26.5089
ASN00044006,146.4250,-25.8031
ASN00044009,146.9136,-27.2608
ASN00044011,147.6672,-26.8175
ASN00044016,146.7333,-25.7661
ASN00044047,147.6942,-26.4400
ASN00044069,147.2961,-27.1631
ASN00044070,147.0394,-26.3750
ASN00044079,147.3194,-26.7731
ASN00044112,147.9483,-27.4419
ASN00044129,144.9992,-26.4214
ASN00044131,147.3036,-27.5428
ASN00044174,145.8281,-27.6200
ASN00044190,146.8431,-25.4697
ASN00044191,145.4408,-26.9353
ASN00044195,147.0875,-26.1717
ASN00044210,145.7350,-28.4264
ASN00045028,141.0194,-26.7614
ASN00045030,143.9014,-27.3542
ASN00045037,143.9344,-26.8731
ASN00046013,142.3229,-30.9719
ASN00046107,142.2913,-31.6201
ASN00046124,142.4340,-29.8718
ASN00047008,141.0784,-32.4555
ASN00047033,142.5719,-33.4268
ASN00048006,145.8068,-29.1581
ASN00048176,147.0493,-29.9744
ASN00049002,143.5610,-34.6398
ASN00049117,146.4856,-32.2479
ASN00050007,147.2846,-33.1624
ASN00050086,147.7348,-32.4006
ASN00050103,147.1901,-33.9380
ASN00050112,147.1908,-32.0385
ASN00050140,146.6136,-32.0875
ASN00051014,148.0383,-31.1255
ASN00051026,146.7181,-31.5629
ASN00051039,147.1961,-31.5495
ASN00051062,148.0161,-31.2594
ASN00051072,147.9026,-31.0228
ASN00052020,148.9899,-28.9786
ASN00052066,148.7567,-30.1962
ASN00052074,149.0230,-30.3471
ASN00053103,149.6714,-30.4532
ASN00054004,150.5715,-29.8673
ASN00054024,150.5298,-30.4291
ASN00054028,150.9157,-29.9573
ASN00054116,150.6935,-30.3030
ASN00054138,150.3889,-30.1560
ASN00055118,150.7001,-30.9179
ASN00055169,151.0687,-31.1866
ASN00055176,151.0842,-31.2573
ASN00055183,150.8606,-31.2962
ASN00055186,151.2945,-31.3432
ASN00055252,150.7859,-31.7199
ASN00055272,150.2431,-30.8461
ASN00055283,150.7772,-30.6946
ASN00055301,149.7660,-31.0108
ASN00055302,151.1358,-31.3556
ASN00055319,150.5862,-30.6126
ASN00055331,150.5784,-30.7299
ASN00056011,151.7366,-29.7368
ASN00056141,152.1144,-28.8867
ASN00056161,151.8774,-30.1575
ASN00056202,152.1552,-28.9776
ASN00056203,152.1343,-29.0455
ASN00056211,152.2528,-28.9100
ASN00056234,151.5855,-30.9874
ASN00056239,152.0974,-28.7014
ASN00057019,152.7255,-28.9066
ASN00057033,152.0427,-30.5112
ASN00057066,152.5167,-29.3466
ASN00057095,152.4507,-28.7551
ASN00057102,152.3133,-30.4489
ASN00057106,151.8150,-30.3900
ASN00057109,151.7865,-31.0567
ASN00058012,153.3633,-29.4333
ASN00058026,152.8296,-28.4414
ASN00058097,153.2792,-29.1514
ASN00058103,153.5475,-28.5513
ASN00058109,153.1689,-28.3672
ASN00058137,153.5778,-28.2562
ASN00058141,152.9827,-28.4119
ASN00058149,153.3526,-29.4053
ASN00058156,153.1652,-28.3418
ASN00058195,152.9668,-28.5063
ASN00059042,152.9782,-30.0500
ASN00059109,152.8207,-30.8781
ASN00060092,152.5353,-31.7840
ASN00060102,152.0210,-31.8260
ASN00060122,152.2739,-31.8922
ASN00060127,151.3428,-31.5022
ASN00061017,151.7582,-32.4022
ASN00061051,150.8363,-31.7651
ASN00061086,150.9093,-32.4972
ASN00061089,150.9272,-32.0632
ASN00061092,151.3335,-32.5932
ASN00061133,151.6099,-32.9906
ASN00061242,151.3490,-32.8093
ASN00061261,150.2420,-31.9983
ASN00061300,150.7984,-31.9224
ASN00061306,150.6580,-31.8988
ASN00061319,151.3545,-33.4137
ASN00061322,151.5794,-33.0025
ASN00061342,150.6299,-31.9864
ASN00061357,151.4099,-33.1549
ASN00061376,151.5382,-33.0759
ASN00062080,150.0970,-32.3580
ASN00062101,149.6149,-32.5628
ASN00062102,150.0817,-32.5204
ASN00063087,149.7396,-33.8462
ASN00063098,148.8491,-33.7439
ASN00063227,150.3665,-33.6976
ASN00063228,150.2264,-33.7394
ASN00063275,150.7160,-33.4184
ASN00063291,149.6540,-33.4120
ASN00064025,149.7200,-31.8231
ASN00065100,148.2288,-32.9874
ASN00066078,150.9800,-34.0517
ASN00066142,151.1818,-33.6761
ASN00066153,151.2556,-33.7822
ASN00066160,151.2341,-33.8959
ASN00066164,151.0577,-33.8771
ASN00066183,151.2752,-33.6721
ASN00066188,151.2173,-33.7402
ASN00067037,150.8868,-33.6947
ASN00067042,150.9498,-33.7610
ASN00067076,150.8758,-33.7366
ASN00067090,151.0760,-33.5680
ASN00068080,150.7312,-34.9158
ASN00068101,150.4785,-34.5397
ASN00068125,150.5052,-34.0904
ASN00068159,150.8097,-34.1653
ASN00068195,150.4026,-34.6368
ASN00069018,150.1532,-35.9093
ASN00069088,149.4735,-36.1935
ASN00069099,150.0656,-35.0903
ASN00069110,149.6266,-37.0929
ASN00069118,149.6414,-35.5563
ASN00069121,150.2857,-35.4411
ASN00069131,150.1250,-36.1675
ASN00070005,149.2379,-36.9113
ASN00070020,149.8331,-34.5558
ASN00070091,148.9113,-34.8313
ASN00070169,149.0840,-35.1966
ASN00070195,148.8475,-36.6053
ASN00070199,149.5134,-36.0767
ASN00070231,149.0492,-35.3266
ASN00070242,149.0742,-35.2572
ASN00070256,149.0973,-35.3621
ASN00070263,149.7034,-34.7495
ASN00070268,148.7948,-35.0156
ASN00070270,149.2636,-36.2118
ASN00070290,149.4269,-34.9398
ASN00070295,149.1208,-34.5327
ASN00070297,148.9364,-34.5991
ASN00070308,149.0870,-35.3757
ASN00070327,149.2640,-35.0277
ASN00071007,148.6092,-36.4160
ASN00071038,148.7333,-36.5333
ASN00071040,148.8106,-35.7858
ASN00071041,148.3040,-36.5031
ASN00071042,148.4677,-36.6022
ASN00071073,148.7475,-35.3884
ASN00072012,147.7263,-35.6043
