cokey,mukey,comppct_r,has_corestriction,reskind,reshard,resdept_r,resdepb_r,resthk_r,ksat_anchor_um_s,brockdepmin,rn,ecoregion,legacy_kslast_mm_h,legacy_fallback,candidate_a_kslast_mm_h,candidate_b_kslast_mm_h
26574057,73621,100,0,,,,,,9,,2,Marine West Coast Forest,0.01,1,0.01,0.01
26574058,73622,100,0,,,,,,9,,2,Marine West Coast Forest,0.01,1,0.01,0.01
26574059,73623,100,0,,,,,,9,,2,Marine West Coast Forest,0.01,1,0.01,0.01
26574070,73629,100,0,,,,,,92,,2,Marine West Coast Forest,0.01,1,0.01,0.01
26574073,73631,100,0,,,,,,9,,2,Marine West Coast Forest,0.01,1,0.01,0.01
26574074,73632,100,0,,,,,,9,,2,Marine West Coast Forest,0.01,1,0.01,0.01
26574075,73633,100,0,,,,,,0.91,,2,Marine West Coast Forest,0.01,1,0.01,0.01
26574076,73634,100,0,,,,,,9,,2,Marine West Coast Forest,0.01,1,0.01,0.01
26574081,73637,100,0,,,,,,9,,2,Marine West Coast Forest,0.01,1,0.01,0.01
26574095,73646,100,0,,,,,,9,,2,Marine West Coast Forest,0.01,1,0.01,0.01
26574096,73647,100,0,,,,,,9,,2,Marine West Coast Forest,0.01,1,0.01,0.01
26574099,73649,100,0,,,,,,9,,2,Marine West Coast Forest,0.01,1,0.01,0.01
26574100,73650,100,0,,,,,,9,,2,Marine West Coast Forest,0.01,1,0.01,0.01
26574101,73651,100,0,,,,,,28,,2,Marine West Coast Forest,0.01,1,0.01,0.01
26574113,73662,100,0,,,,,,9,,2,Marine West Coast Forest,0.01,1,0.01,0.01
26574116,73664,100,0,,,,,,9,,2,Marine West Coast Forest,0.01,1,0.01,0.01
26574117,73665,100,0,,,,,,9,,2,Marine West Coast Forest,0.01,1,0.01,0.01
26574118,73666,100,0,,,,,,9,,2,Marine West Coast Forest,0.01,1,0.01,0.01
26574119,73667,100,0,,,,,,9,,2,Marine West Coast Forest,0.01,1,0.01,0.01
26574120,73668,100,0,,,,,,9,,2,Marine West Coast Forest,0.01,1,0.01,0.01
26574121,73669,100,0,,,,,,28,,2,Marine West Coast Forest,0.01,1,0.01,0.01
26574128,73674,100,0,,,,,,3,,2,Marine West Coast Forest,0.01,1,0.01,0.01
26574129,73675,100,0,,,,,,3,,2,Marine West Coast Forest,0.01,1,0.01,0.01
26574130,73676,100,0,,,,,,3,,2,Marine West Coast Forest,0.01,1,0.01,0.01
26574131,73677,100,0,,,,,,3,,2,Marine West Coast Forest,0.01,1,0.01,0.01
26574132,73678,100,0,,,,,,,,2,Marine West Coast Forest,0.01,1,0.01,0.01
26574139,73685,100,0,,,,,,9,,2,Marine West Coast Forest,0.01,1,0.01,0.01
26574140,73686,100,0,,,,,,9,,2,Marine West Coast Forest,0.01,1,0.01,0.01
26574143,73689,100,0,,,,,,9,,2,Marine West Coast Forest,0.01,1,0.01,0.01
26574156,73694,100,0,,,,,,9,,2,Marine West Coast Forest,0.01,1,0.01,0.01
26574157,73695,100,0,,,,,,9,,2,Marine West Coast Forest,0.01,1,0.01,0.01
26574158,73696,100,0,,,,,,9,,2,Marine West Coast Forest,0.01,1,0.01,0.01
26574159,73697,100,0,,,,,,9,,2,Marine West Coast Forest,0.01,1,0.01,0.01
26574160,73698,100,0,,,,,,92,,2,Marine West Coast Forest,0.01,1,0.01,0.01
26574161,73699,100,0,,,,,,92,,2,Marine West Coast Forest,0.01,1,0.01,0.01
26574162,73700,100,0,,,,,,,,2,Marine West Coast Forest,0.01,1,0.01,0.01
26575341,73728,100,0,,,,,,3,,2,Marine West Coast Forest,0.01,1,0.01,0.01
26575342,73729,100,0,,,,,,3,,2,Marine West Coast Forest,0.01,1,0.01,0.01
26575343,73730,100,0,,,,,,3,,2,Marine West Coast Forest,0.01,1,0.01,0.01
26575359,73741,100,0,,,,,,,,2,Marine West Coast Forest,0.01,1,0.01,0.01
26575366,73750,100,0,,,,,,92,,2,Marine West Coast Forest,0.01,1,0.01,0.01
26575367,73751,100,0,,,,,,92,,2,Marine West Coast Forest,0.01,1,0.01,0.01
26575368,73752,100,0,,,,,,92,,2,Marine West Coast Forest,0.01,1,0.01,0.01
26575369,73753,100,0,,,,,,28,,2,Marine West Coast Forest,0.01,1,0.01,0.01
26575370,73754,100,0,,,,,,28,,2,Marine West Coast Forest,0.01,1,0.01,0.01
26575371,73755,100,0,,,,,,9,,2,Marine West Coast Forest,0.01,1,0.01,0.01
26575372,73756,100,0,,,,,,9,,2,Marine West Coast Forest,0.01,1,0.01,0.01
26575382,73763,100,0,,,,,,28,,2,Marine West Coast Forest,0.01,1,0.01,0.01
26575392,73772,100,0,,,,,,3,,2,Marine West Coast Forest,0.01,1,0.01,0.01
26575393,73773,100,0,,,,,,3,,2,Marine West Coast Forest,0.01,1,0.01,0.01
26575396,73778,100,0,,,,,,9,,2,Marine West Coast Forest,0.01,1,0.01,0.01
26575397,73779,100,0,,,,,,9,,2,Marine West Coast Forest,0.01,1,0.01,0.01
26575400,73781,100,0,,,,,,9,,2,Marine West Coast Forest,0.01,1,0.01,0.01
26575403,73783,100,0,,,,,,9,,2,Marine West Coast Forest,0.01,1,0.01,0.01
26575411,73787,100,0,,,,,,0.91,,2,Marine West Coast Forest,0.01,1,0.01,0.01
26575419,73794,100,0,,,,,,9,,2,Marine West Coast Forest,0.01,1,0.01,0.01
26575431,73802,100,0,,,,,,9,,2,Marine West Coast Forest,0.01,1,0.01,0.01
26575435,73806,100,0,,,,,,,,2,Marine West Coast Forest,0.01,1,0.01,0.01
26575447,73815,100,0,,,,,,3,,2,Marine West Coast Forest,0.01,1,0.01,0.01
26575448,73816,100,0,,,,,,3,,2,Marine West Coast Forest,0.01,1,0.01,0.01
26575471,1397167,100,0,,,,,,,,2,Marine West Coast Forest,0.01,1,0.01,0.01
26575474,1397238,100,0,,,,,,,,2,Marine West Coast Forest,0.01,1,0.01,0.01
26575475,1397240,100,0,,,,,,,,2,Marine West Coast Forest,0.01,1,0.01,0.01
26575923,78198,100,0,,,,,,,,2,Marine West Coast Forest,0.01,1,0.01,0.01
26582571,74499,100,0,,,,,,,,2,Marine West Coast Forest,0.01,1,0.01,0.01
26582572,74243,100,0,,,,,,9,,2,Marine West Coast Forest,0.01,1,0.01,0.01
26582733,74273,100,0,,,,,,3,,2,Marine West Coast Forest,0.01,1,0.01,0.01
26582777,74282,100,0,,,,,,9,,2,Marine West Coast Forest,0.01,1,0.01,0.01
26582838,74308,100,0,,,,,,3,,2,Marine West Coast Forest,0.01,1,0.01,0.01
26582851,74317,100,0,,,,,,,,2,Marine West Coast Forest,0.01,1,0.01,0.01
26582882,74333,100,0,,,,,,,,2,Marine West Coast Forest,0.01,1,0.01,0.01
26582904,74344,100,0,,,,,,3,,2,Marine West Coast Forest,0.01,1,0.01,0.01
26582923,74354,100,0,,,,,,7,,2,Marine West Coast Forest,0.01,1,0.01,0.01
26582947,74366,100,0,,,,,,9,,2,Marine West Coast Forest,0.01,1,0.01,0.01
26582952,74370,100,0,,,,,,9,,2,Marine West Coast Forest,0.01,1,0.01,0.01
26582962,74377,100,0,,,,,,9,,2,Marine West Coast Forest,0.01,1,0.01,0.01
26582965,74379,100,0,,,,,,3,,2,Marine West Coast Forest,0.01,1,0.01,0.01
26582966,74380,100,0,,,,,,3,,2,Marine West Coast Forest,0.01,1,0.01,0.01
26582967,74381,100,0,,,,,,3,,2,Marine West Coast Forest,0.01,1,0.01,0.01
26582968,74382,100,0,,,,,,9,,2,Marine West Coast Forest,0.01,1,0.01,0.01
26506801,71955,100,1,Lithic bedrock,Indurated,89,,,28,89,1,Cascades,0.1008,0,0.032760000000000004,0.0065520000000000005
26506873,72025,100,1,Cemented horizon,Weakly coherent,89,,,9,,1,Cascades,0.0324,0,0.02106,0.015795
26506874,72026,100,1,Cemented horizon,Weakly coherent,89,,5,9,,1,Cascades,0.0324,0,0.02106,0.015795
26506878,72030,100,1,Lithic bedrock,Indurated,122,,,9,122,1,Cascades,0.0324,0,0.01377,0.002754
26506879,72031,100,1,Lithic bedrock,Indurated,122,,,9,122,1,Cascades,0.0324,0,0.01377,0.002754
26506882,72034,100,1,Strongly contrasting textural stratification,noncoherent,132,,,9,,1,Cascades,0.0324,0,0.02754,0.020654999999999996
26506883,72035,100,1,Strongly contrasting textural stratification,noncoherent,132,,,9,,1,Cascades,0.0324,0,0.02754,0.020654999999999996
26506896,72048,100,1,Lithic bedrock,Indurated,76,,,3,76,1,Cascades,0.0108,0,0.00351,0.000702
26506897,72049,100,1,Lithic bedrock,Indurated,76,,,3,76,1,Cascades,0.0108,0,0.00351,0.000702
26506898,72050,100,1,Lithic bedrock,Indurated,76,,,3,76,1,Cascades,0.0108,0,0.00351,0.000702
26506899,72051,100,1,Lithic bedrock,Indurated,76,,,3,76,1,Cascades,0.0108,0,0.00351,0.000702
26506904,72056,100,1,Strongly contrasting textural stratification,noncoherent,46,,,28,,1,Cascades,0.1008,0,0.03528,0.026459999999999997
26506907,72059,100,1,Lithic bedrock,Indurated,0,,,,0,1,Cascades,0.01,1,0.01,0.01
26577174,73898,100,1,Ortstein,Moderately coherent,81,,,0.1,,1,Cascades,0.00036,0,0.0005,0.0005
26577176,73899,100,1,Ortstein,Moderately coherent,81,,,0.1,,1,Cascades,0.00036,0,0.0005,0.0005
26577178,73900,100,1,Ortstein,Moderately coherent,81,,,0.1,,1,Cascades,0.00036,0,0.0005,0.0005
26577179,74173,100,1,Paralithic bedrock,Moderately coherent,152,,,9,152,1,Cascades,0.0324,0,0.0324,0.00648
26577181,74174,100,1,Paralithic bedrock,Moderately coherent,152,,,9,152,1,Cascades,0.0324,0,0.0324,0.00648
26577188,73904,100,1,Lithic bedrock,Indurated,96,,,28,96,1,Cascades,0.1008,0,0.032760000000000004,0.0065520000000000005
26577236,73914,100,1,Densic material,noncoherent,132,,,2.3,,1,Cascades,0.00828,0,0.007037999999999999,0.0014076
26577249,73917,100,1,Lithic bedrock,Indurated,76,,,9,76,1,Cascades,0.0324,0,0.01053,0.002106
26577254,73918,100,1,Lithic bedrock,Indurated,76,,,9,76,1,Cascades,0.0324,0,0.01053,0.002106
26577259,73919,100,1,Lithic bedrock,Indurated,76,,,9,76,1,Cascades,0.0324,0,0.01053,0.002106
26577265,73920,100,1,Lithic bedrock,Indurated,68,,,9,68,1,Cascades,0.0324,0,0.01053,0.002106
26577271,73921,100,1,Lithic bedrock,Indurated,68,,,9,68,1,Cascades,0.0324,0,0.01053,0.002106
26577277,73922,100,1,Lithic bedrock,Indurated,76,,,9,76,1,Cascades,0.0324,0,0.01053,0.002106
26577297,73925,100,1,Paralithic bedrock,Moderately coherent,89,,,28,89,1,Cascades,0.1008,0,0.05,0.013104000000000001
26577338,73932,100,1,Lithic bedrock,Indurated,94,,,9,94,1,Cascades,0.0324,0,0.01053,0.002106
26577344,73933,100,1,Lithic bedrock,Indurated,94,,,9,94,1,Cascades,0.0324,0,0.01053,0.002106
26577355,73935,100,1,Lithic bedrock,Indurated,79,,,9,79,1,Cascades,0.0324,0,0.01053,0.002106
26577367,73937,100,1,Abrupt textural change,noncoherent,66,,,0.91,,1,Cascades,0.0032760000000000003,0,0.0021294,0.0015970500000000002
26577380,73940,100,1,Lithic bedrock,Indurated,96,,,9,96,1,Cascades,0.0324,0,0.01053,0.002106
26577386,73941,100,1,Lithic bedrock,Indurated,96,,,9,96,1,Cascades,0.0324,0,0.01053,0.002106
26577392,73942,100,1,Paralithic bedrock,Moderately coherent,86,,,9,86,1,Cascades,0.0324,0,0.02106,0.004212
26577398,73943,100,1,Paralithic bedrock,Moderately coherent,86,,,9,86,1,Cascades,0.0324,0,0.02106,0.004212
26577412,73945,100,1,Strongly contrasting textural stratification,noncoherent,61,,,9,,1,Cascades,0.0324,0,0.02106,0.015795
26577419,73946,100,1,Strongly contrasting textural stratification,noncoherent,61,,,9,,1,Cascades,0.0324,0,0.02106,0.015795
26577503,73961,100,1,Densic material,noncoherent,112,,,2.3,,1,Cascades,0.00828,0,0.007037999999999999,0.0014076
26577504,73962,100,1,Densic material,noncoherent,112,,,2.3,,1,Cascades,0.00828,0,0.007037999999999999,0.0014076
26577505,73963,100,1,Lithic bedrock,Indurated,94,,,9,94,1,Cascades,0.0324,0,0.01053,0.002106
26577506,73964,100,1,Lithic bedrock,Indurated,94,,,9,94,1,Cascades,0.0324,0,0.01053,0.002106
26577523,73974,100,1,Lithic bedrock,Indurated,61,,,9,61,1,Cascades,0.0324,0,0.01053,0.002106
26577524,73975,100,1,Lithic bedrock,Indurated,61,,,9,61,1,Cascades,0.0324,0,0.01053,0.002106
26577528,73979,100,1,Lithic bedrock,Indurated,86,,,9,86,1,Cascades,0.0324,0,0.01053,0.002106
26577529,73980,100,1,Lithic bedrock,Indurated,86,,,9,86,1,Cascades,0.0324,0,0.01053,0.002106
26577530,73981,100,1,Paralithic bedrock,Moderately coherent,86,,,9,86,1,Cascades,0.0324,0,0.02106,0.004212
26577531,73982,100,1,Lithic bedrock,Indurated,91,,,9,91,1,Cascades,0.0324,0,0.01053,0.002106
26577532,73983,100,1,Paralithic bedrock,Moderately coherent,86,,,9,86,1,Cascades,0.0324,0,0.02106,0.004212
26577537,73986,100,1,Ortstein,Moderately coherent,71,,,0.1,,1,Cascades,0.00036,0,0.0005,0.0005
26577553,73993,100,1,Lithic bedrock,Indurated,91,,,9,91,1,Cascades,0.0324,0,0.01053,0.002106
26577588,74016,100,1,Lithic bedrock,Indurated,132,,,9,132,1,Cascades,0.0324,0,0.01377,0.002754
26577591,74018,100,1,Lithic bedrock,Indurated,119,,,9,119,1,Cascades,0.0324,0,0.01377,0.002754
26577592,74019,100,1,Lithic bedrock,Indurated,119,,,9,119,1,Cascades,0.0324,0,0.01377,0.002754
26577598,74025,100,1,Lithic bedrock,Indurated,0,,,,0,1,Cascades,0.01,1,0.01,0.01
26577601,74027,100,1,Lithic bedrock,Indurated,132,,,9,132,1,Cascades,0.0324,0,0.01377,0.002754
26577626,74042,100,1,Paralithic bedrock,Moderately coherent,76,,,28,76,1,Cascades,0.1008,0,0.05,0.013104000000000001
26577644,74054,100,1,Lithic bedrock,Indurated,74,,,9,74,1,Cascades,0.0324,0,0.01053,0.002106
26577645,74055,100,1,Lithic bedrock,Indurated,89,,,9,89,1,Cascades,0.0324,0,0.01053,0.002106
26577646,74056,100,1,Lithic bedrock,Indurated,89,,,9,89,1,Cascades,0.0324,0,0.01053,0.002106
26577667,74074,100,1,Paralithic bedrock,Moderately coherent,109,,,9,109,1,Cascades,0.0324,0,0.02754,0.005508
26577668,74075,100,1,Paralithic bedrock,Moderately coherent,109,,,9,109,1,Cascades,0.0324,0,0.02754,0.005508
26577669,74076,100,1,Densic material,noncoherent,114,,,0.1,,1,Cascades,0.00036,0,0.0005,0.0005
26577673,74080,100,1,Paralithic bedrock,Moderately coherent,109,,,9,109,1,Cascades,0.0324,0,0.02754,0.005508
26577674,74081,100,1,Paralithic bedrock,Moderately coherent,109,,,9,109,1,Cascades,0.0324,0,0.02754,0.005508
26577682,74086,100,1,Paralithic bedrock,Moderately coherent,135,,,9,135,1,Cascades,0.0324,0,0.02754,0.005508
26577683,74087,100,1,Paralithic bedrock,Moderately coherent,135,,,9,135,1,Cascades,0.0324,0,0.02754,0.005508
26577702,74098,100,1,Densic material,noncoherent,104,,,3,,1,Cascades,0.0108,0,0.00918,0.0018360000000000002
26577704,74100,100,1,Densic material,noncoherent,94,,,2.3,,1,Cascades,0.00828,0,0.005382,0.0010764
26577712,74106,100,1,Cemented horizon,Moderately coherent,81,,,0.25,,1,Cascades,0.0009,0,0.000585,0.0005
26577713,74107,100,1,Cemented horizon,Moderately coherent,81,,,0.25,,1,Cascades,0.0009,0,0.000585,0.0005
26577716,74109,100,1,Cemented horizon,Moderately coherent,81,,,0.25,,1,Cascades,0.0009,0,0.000585,0.0005
26577718,74111,100,1,Paralithic bedrock,Moderately coherent,127,,,28,127,1,Cascades,0.1008,0,0.05,0.017136000000000002
26577731,74122,100,1,Paralithic bedrock,Moderately coherent,127,,,28,127,1,Cascades,0.1008,0,0.05,0.017136000000000002
26577732,74123,100,1,Lithic bedrock,Indurated,124,,,23,124,1,Cascades,0.0828,0,0.03519,0.007038
26577734,74125,100,1,Densic material,noncoherent,89,,,2.3,,1,Cascades,0.00828,0,0.005382,0.0010764
26577737,74127,100,1,Ortstein,Weakly coherent,89,,,0.1,,1,Cascades,0.00036,0,0.0005,0.0005
26577738,74128,100,1,Ortstein,Weakly coherent,89,,,0.1,,1,Cascades,0.00036,0,0.0005,0.0005
26577743,74133,100,1,Paralithic bedrock,Moderately coherent,127,,,28,127,1,Cascades,0.1008,0,0.05,0.017136000000000002
26577756,74147,100,1,Lithic bedrock,Indurated,91,,,9,91,1,Cascades,0.0324,0,0.01053,0.002106
26577757,74148,100,1,Lithic bedrock,Indurated,91,,,9,91,1,Cascades,0.0324,0,0.01053,0.002106
26577758,74149,100,1,Lithic bedrock,Indurated,76,,,9,76,1,Cascades,0.0324,0,0.01053,0.002106
26577759,74150,100,1,Lithic bedrock,Indurated,76,,,9,76,1,Cascades,0.0324,0,0.01053,0.002106
26577761,74152,100,1,Lithic bedrock,Indurated,96,,,9,96,1,Cascades,0.0324,0,0.01053,0.002106
26577764,74155,100,1,Lithic bedrock,Indurated,112,,,28,112,1,Cascades,0.1008,0,0.042839999999999996,0.008568000000000001
26577766,74157,100,1,Paralithic bedrock,Moderately coherent,145,,,92,145,1,Cascades,0.3312,0,0.05,0.05
26577770,74160,100,1,Paralithic bedrock,Moderately coherent,137,,,9,137,1,Cascades,0.0324,0,0.02754,0.005508
26577771,74161,100,1,Paralithic bedrock,Moderately coherent,137,,,9,137,1,Cascades,0.0324,0,0.02754,0.005508
26579157,76688,100,1,Lithic bedrock,Indurated,0,,,,0,1,Cascades,0.01,1,0.01,0.01
26582574,74244,100,1,Lithic bedrock,Indurated,127,,,9,127,1,Cascades,0.0324,0,0.01377,0.002754
26582578,74245,100,1,Lithic bedrock,Indurated,127,,,9,127,1,Cascades,0.0324,0,0.01377,0.002754
26582579,1155397,100,1,Ortstein,Moderately coherent,76,,5,0.1,,1,Cascades,0.00036,0,0.0005,0.0005
26582608,74254,100,1,Lithic bedrock,Indurated,127,,,9,127,1,Cascades,0.0324,0,0.01377,0.002754
26582692,74265,100,1,Lithic bedrock,Indurated,127,,,9,127,1,Cascades,0.0324,0,0.01377,0.002754
26582748,74276,100,1,Lithic bedrock,Indurated,127,,,9,127,1,Cascades,0.0324,0,0.01377,0.002754
26582801,74289,100,1,Lithic bedrock,Indurated,104,,,9,104,1,Cascades,0.0324,0,0.01377,0.002754
26582802,74290,100,1,Lithic bedrock,Indurated,104,,,9,104,1,Cascades,0.0324,0,0.01377,0.002754
26582803,74291,100,1,Lithic bedrock,Indurated,104,,,9,104,1,Cascades,0.0324,0,0.01377,0.002754
26582823,74300,100,1,Densic material,noncoherent,76,,,0.1,,1,Cascades,0.00036,0,0.0005,0.0005
26582824,74301,100,1,Densic material,noncoherent,76,,,0.1,,1,Cascades,0.00036,0,0.0005,0.0005
26582839,74309,100,1,Lithic bedrock,Indurated,74,,,9,74,1,Cascades,0.0324,0,0.01053,0.002106
26582841,74311,100,1,Lithic bedrock,Indurated,74,,,9,74,1,Cascades,0.0324,0,0.01053,0.002106
26582842,74312,100,1,Lithic bedrock,Indurated,74,,,9,74,1,Cascades,0.0324,0,0.01053,0.002106
26582874,74326,100,1,Lithic bedrock,Indurated,127,,,9,127,1,Cascades,0.0324,0,0.01377,0.002754
26582875,74327,100,1,Lithic bedrock,Indurated,127,,,9,127,1,Cascades,0.0324,0,0.01377,0.002754
26582876,74328,100,1,Lithic bedrock,Indurated,127,,,9,127,1,Cascades,0.0324,0,0.01377,0.002754
26582879,74330,100,1,Paralithic bedrock,Moderately coherent,56,,,9,56,1,Cascades,0.0324,0,0.02106,0.004212
26582880,74331,100,1,Paralithic bedrock,Moderately coherent,56,,,9,56,1,Cascades,0.0324,0,0.02106,0.004212
26582883,74334,100,1,Lithic bedrock,Indurated,0,,,,0,1,Cascades,0.01,1,0.01,0.01
26582903,74343,100,1,Lithic bedrock,Indurated,124,,,9,124,1,Cascades,0.0324,0,0.01377,0.002754
26582918,74350,100,1,Lithic bedrock,Indurated,114,,,9,114,1,Cascades,0.0324,0,0.01377,0.002754
26582919,74351,100,1,Lithic bedrock,Indurated,114,,,9,114,1,Cascades,0.0324,0,0.01377,0.002754
26582920,74352,100,1,Lithic bedrock,Indurated,114,,,9,114,1,Cascades,0.0324,0,0.01377,0.002754
26582924,74355,100,1,Lithic bedrock,Indurated,124,,,9,124,1,Cascades,0.0324,0,0.01377,0.002754
26582953,74371,100,1,Lithic bedrock,Indurated,64,,,9,64,1,Cascades,0.0324,0,0.01053,0.002106
26582954,74372,100,1,Lithic bedrock,Indurated,64,,,9,64,1,Cascades,0.0324,0,0.01053,0.002106
26582955,74373,100,1,Lithic bedrock,Indurated,64,,,9,64,1,Cascades,0.0324,0,0.01053,0.002106
26582975,74389,100,1,Paralithic bedrock,Moderately coherent,114,,,9,114,1,Cascades,0.0324,0,0.02754,0.005508
26582976,74390,100,1,Paralithic bedrock,Moderately coherent,114,,,9,114,1,Cascades,0.0324,0,0.02754,0.005508
26582977,74391,100,1,Paralithic bedrock,Moderately coherent,114,,,9,114,1,Cascades,0.0324,0,0.02754,0.005508
26582980,74393,100,1,Paralithic bedrock,Moderately coherent,109,,,9,109,1,Cascades,0.0324,0,0.02754,0.005508
26582996,74405,100,1,Strongly contrasting textural stratification,noncoherent,89,,,9,,1,Cascades,0.0324,0,0.02106,0.015795
26583002,74408,100,1,Strongly contrasting textural stratification,noncoherent,89,,,23,,1,Cascades,0.0828,0,0.05,0.040365000000000005
26583015,74421,100,1,Lithic bedrock,Indurated,114,,,9,114,1,Cascades,0.0324,0,0.01377,0.002754
26583017,74423,100,1,Lithic bedrock,Indurated,142,,,9,142,1,Cascades,0.0324,0,0.01377,0.002754
26583018,74424,100,1,Lithic bedrock,Indurated,142,,,9,142,1,Cascades,0.0324,0,0.01377,0.002754
26583019,74425,100,1,Lithic bedrock,Indurated,142,,,9,142,1,Cascades,0.0324,0,0.01377,0.002754
26583020,74426,100,1,Lithic bedrock,Indurated,142,,,9,142,1,Cascades,0.0324,0,0.01377,0.002754
26583021,74427,100,1,Lithic bedrock,Indurated,142,,,9,142,1,Cascades,0.0324,0,0.01377,0.002754
26583026,74430,100,1,Densic material,noncoherent,132,,,0.1,,1,Cascades,0.00036,0,0.0005,0.0005
26583070,74454,100,1,Lithic bedrock,Indurated,117,,,9,117,1,Cascades,0.0324,0,0.01377,0.002754
26583078,74459,100,1,Lithic bedrock,Indurated,127,,,28,127,1,Cascades,0.1008,0,0.042839999999999996,0.008568000000000001
26583079,74460,100,1,Lithic bedrock,Indurated,127,,,28,127,1,Cascades,0.1008,0,0.042839999999999996,0.008568000000000001
26583080,74461,100,1,Lithic bedrock,Indurated,127,,,28,127,1,Cascades,0.1008,0,0.042839999999999996,0.008568000000000001
26583081,74462,100,1,Lithic bedrock,Indurated,127,,,28,127,1,Cascades,0.1008,0,0.042839999999999996,0.008568000000000001
26583084,74465,100,1,Lithic bedrock,Indurated,117,,,9,117,1,Cascades,0.0324,0,0.01377,0.002754
26583088,74469,100,1,Paralithic bedrock,Moderately coherent,152,,,9,152,1,Cascades,0.0324,0,0.0324,0.00648
26583089,74470,100,1,Paralithic bedrock,Moderately coherent,152,,,9,152,1,Cascades,0.0324,0,0.0324,0.00648
26583091,74472,100,1,Densic material,noncoherent,103,,,23,,1,Cascades,0.0828,0,0.05,0.014076
26583093,74474,100,1,Densic material,noncoherent,81,,,0.1,,1,Cascades,0.00036,0,0.0005,0.0005
26583094,74475,100,1,Densic material,noncoherent,81,,,0.1,,1,Cascades,0.00036,0,0.0005,0.0005
26583096,74477,100,1,Lithic bedrock,Indurated,117,,,9,117,1,Cascades,0.0324,0,0.01377,0.002754
26583120,74492,100,1,Lithic bedrock,Indurated,79,,,9,79,1,Cascades,0.0324,0,0.01053,0.002106
26583121,74493,100,1,Lithic bedrock,Indurated,79,,,9,79,1,Cascades,0.0324,0,0.01053,0.002106
26583122,74494,100,1,Lithic bedrock,Indurated,79,,,9,79,1,Cascades,0.0324,0,0.01053,0.002106
26583129,74498,100,1,Lithic bedrock,Indurated,127,,,9,127,1,Cascades,0.0324,0,0.01377,0.002754
26587291,74669,100,1,Densic material,noncoherent,64,,5,0.2,,1,Cascades,0.00072,0,0.0005,0.0005
26587317,74686,100,1,Strongly contrasting textural stratification,noncoherent,81,,,9,,1,Cascades,0.0324,0,0.02106,0.015795
26587323,74689,100,1,Strongly contrasting textural stratification,noncoherent,66,,,28,,1,Cascades,0.1008,0,0.05,0.04914
26587329,74693,100,1,Lithic bedrock,Indurated,0,,,,0,1,Cascades,0.01,1,0.01,0.01
26587344,74705,100,1,Strongly contrasting textural stratification,noncoherent,74,,,9,,1,Cascades,0.0324,0,0.02106,0.015795
26506798,71952,100,0,,,,,,9,,2,Cascades,0.01,1,0.01,0.01
26506799,71953,100,0,,,,,,9,,2,Cascades,0.01,1,0.01,0.01
26506800,71954,100,0,,,,,,28,,2,Cascades,0.01,1,0.01,0.01
26506802,71956,100,0,,,,,,9,,2,Cascades,0.01,1,0.01,0.01
26506803,71957,100,0,,,,,,9,,2,Cascades,0.01,1,0.01,0.01
26506804,71958,100,0,,,,,,9,,2,Cascades,0.01,1,0.01,0.01
26506805,71959,100,0,,,,,,9,,2,Cascades,0.01,1,0.01,0.01
26506806,71960,100,0,,,,,,9,,2,Cascades,0.01,1,0.01,0.01
