components_total,components_with_corestrictions,components_without_corestrictions,components_with_reskind,components_with_resdept_r,components_with_resdepb_r,components_with_resthk_r,components_with_reshard,components_with_ksat_r_nonnull,components_with_ksat_r_positive,mapunits_total,mapunits_with_brockdepmin,scope
1288808,366652,922156,365278,365391,200255,158631,315923,1025605,1024472,339191,339191,national
