"2"|"2970273"|"551649"
"2"|"2970334"|"551650"
"2"|"2970339"|"551651"
"2"|"2976538"|"551673"
"3"|"2976575"|"551676"
"1"|"2976575"|"551677"
"2"|"2976601"|"551683"
"2"|"2976608"|"551684"
"2"|"2976682"|"551688"
"4"|"2976682"|"551689"
"2"|"2976686"|"551690"
"1"|"2976687"|"551691"
"2"|"2976732"|"551693"
"2"|"2976733"|"551694"
"2"|"2976749"|"551695"
"2"|"2976751"|"551696"
"4"|"2976767"|"551697"
"4"|"2983044"|"551720"
"2"|"2983044"|"551721"
"3"|"2983044"|"551722"
"2"|"2983051"|"551723"
"2"|"2983068"|"551724"
"3"|"2983068"|"551725"
"2"|"2983153"|"551731"
"2"|"2983214"|"551732"
"2"|"2989486"|"551764"
"2"|"2989563"|"551773"
"4"|"2989598"|"551775"
"2"|"2989636"|"551776"
"2"|"2989639"|"551777"
"2"|"2989690"|"551779"
"2"|"2989711"|"551780"
"2"|"2989712"|"551781"
"2"|"2996030"|"551811"
"4"|"2996073"|"551812"
"2"|"2996073"|"551813"
"2"|"2996075"|"551814"
"4"|"2996075"|"551815"
"2"|"2996168"|"551816"
"2"|"2996275"|"551828"
"4"|"2996275"|"551829"
"2"|"3002481"|"551842"
"2"|"3002483"|"551843"
"2"|"3002506"|"551846"
"2"|"3002517"|"551847"
"2"|"3002656"|"551849"
"2"|"3002658"|"551850"
"2"|"3008956"|"551887"
"4"|"3009027"|"551897"
"2"|"3009119"|"551898"
"2"|"3009134"|"551899"
"2"|"3015368"|"551923"
"2"|"3015434"|"551930"
"2"|"3015461"|"551931"
"4"|"3015505"|"551935"
"2"|"3015598"|"551936"
"2"|"3015627"|"551937"
"3"|"3015627"|"551938"
"4"|"3021937"|"551978"
"2"|"3021937"|"551979"
"2"|"3021938"|"551980"
"4"|"3021938"|"551981"
"2"|"3022074"|"551985"
"2"|"3022088"|"551986"
"4"|"3028458"|"552029"
"2"|"3028458"|"552030"
"2"|"3028572"|"552031"
"2"|"3028580"|"552032"
"3"|"3028580"|"552033"
"2"|"3028584"|"552034"
"2"|"3034867"|"552072"
"2"|"3034900"|"552078"
"1"|"3034976"|"552084"
"2"|"3034977"|"552085"
"4"|"3035017"|"552086"
"2"|"3035023"|"552087"
"2"|"3035028"|"552088"
"4"|"3035028"|"552089"
"2"|"3035077"|"552090"
"2"|"3041305"|"552109"
"2"|"3041334"|"552110"
"3"|"3041334"|"552111"
"2"|"3041373"|"552117"
"2"|"3041451"|"552121"
"2"|"3041460"|"552122"
"4"|"3041460"|"552123"
"2"|"3041502"|"552124"
"4"|"3047818"|"552149"
"2"|"3047818"|"552150"
"2"|"3047849"|"552155"
"3"|"3047849"|"552156"
"4"|"3047887"|"552158"
"2"|"3047977"|"552160"
"2"|"3047979"|"552161"
"2"|"3047992"|"552162"
"3"|"3048009"|"552163"
"2"|"3048009"|"552164"
"2"|"3048052"|"552165"
"2"|"3054296"|"552203"
"2"|"3054395"|"552212"
"2"|"3054404"|"552213"
"4"|"3054405"|"552214"
"2"|"3054405"|"552215"
"2"|"3054428"|"552216"
"2"|"3054450"|"552217"
"2"|"3054456"|"552218"
"2"|"3054472"|"552219"
"4"|"3054472"|"552220"
"2"|"3054478"|"552221"
"4"|"3054478"|"552222"
"2"|"3054507"|"552223"
"2"|"3054535"|"552225"
"2"|"3060704"|"552240"
"2"|"3060876"|"552252"
"2"|"3060880"|"552253"
"2"|"3060934"|"552254"
"3"|"3060963"|"552255"
"2"|"3060963"|"552256"
"2"|"3060984"|"552257"
"1"|"3067197"|"552289"
"2"|"3067272"|"552300"
"2"|"3067276"|"552301"
"2"|"3067279"|"552302"
"2"|"3067307"|"552304"
"2"|"3067344"|"552305"
