"ARARN"|"Artemisia arbuscula var. nova"|"black sagebrush"|||"2965035"|"14209949"
"GEVI2"|"Geranium viscosissimum"|"sticky geranium"|||"2965044"|"13754627"
"AGTR"|"Agropyron trachycaulum"|"slender wheatgrass"|||"2965044"|"14058213"
"AGSM"|"Agropyron smithii"|"western wheatgrass"||5|"2965046"|"13906442"
"POSE"|"Poa secunda"|"Sandberg bluegrass"||5|"2965046"|"13906441"
"PONE3"|"Poa nevadensis"|"Nevada bluegrass"||5|"2965046"|"13754647"
"AGSP"|"Agropyron spicatum"|"bluebunch wheatgrass"||30|"2965046"|"14058236"
"BASA3"|"Balsamorhiza sagittata"|"arrowleaf balsamroot"||5|"2965046"|"13906440"
"LUPIN"|"Lupinus"|"lupine"||5|"2965046"|"14210028"
"UNKNOWN"|"unknown scientific name"|"other shrubs"||5|"2965046"|"13754648"
"UNKNOWN"|"unknown scientific name"|"other perennial grasses"||10|"2965046"|"14210029"
"UNKNOWN"|"unknown scientific name"|"other perennial forbs"||10|"2965046"|"14058235"
"UNKNOWN"|"unknown scientific name"|"Wyoming big sagebrush"||15|"2965046"|"13754646"
"UNKNOWN"|"unknown scientific name"|"prairie junegrass"||5|"2965046"|"14058234"
"UNKNOWN"|"unknown scientific name"|"bluegrass"|||"2965051"|"14058241"
"UNKNOWN"|"unknown scientific name"|"other perennial forbs"|||"2965051"|"14210035"
"UNKNOWN"|"unknown scientific name"|"other perennial grasses"|||"2965051"|"13754654"
"UNKNOWN"|"unknown scientific name"|"mountain juniper"|||"2965051"|"13754653"
"UNKNOWN"|"unknown scientific name"|"other trees"|||"2965051"|"14058242"
"CARU"|"Calamagrostis rubescens"|"pine reedgrass"|||"2965051"|"14058240"
"ARCO9"|"Arnica cordifolia"|"heartleaf arnica"|||"2965051"|"14210033"
"PICO"|"Pinus contorta"|"lodgepole pine"|||"2965051"|"13906447"
"CAREX"|"Carex"|"sedge"|||"2965051"|"13906446"
"CEPR"|"Ceanothus prostratus"|"squawcarpet ceanothus"|||"2965051"|"14210034"
"BERE"|"Berberis repens"|"low Oregongrape"|||"2965051"|"13754652"
"VASC"|"Vaccinium scoparium"|"grouse blueberry"|||"2965051"|"14210036"
"PSMEG"|"Pseudotsuga menziesii var. glauca"|"Rocky Mountain Douglas-fir"|||"2965051"|"13906448"
"ELCI2"|"Elymus cinereus"|"basin wildrye"||5|"2965053"|"13754658"
"POSE"|"Poa secunda"|"Sandberg bluegrass"||10|"2965053"|"14058246"
"BASA3"|"Balsamorhiza sagittata"|"arrowleaf balsamroot"||5|"2965053"|"14058245"
"AGSP"|"Agropyron spicatum"|"bluebunch wheatgrass"||20|"2965053"|"13754657"
"PUTR2"|"Purshia tridentata"|"antelope bitterbrush"||5|"2965053"|"14210040"
"ARVA2"|"Artemisia vaseyana"|"mountain big sagebrush"||15|"2965053"|"13906451"
"CRAC2"|"Crepis acuminata"|"tapertip hawksbeard"||5|"2965053"|"14210039"
"FEID"|"Festuca idahoensis"|"Idaho fescue"||35|"2965053"|"13906452"
"SMST"|"Smilacina stellata"|"starry false Solomons seal"|||"2965055"|"13754663"
"UNKNOWN"|"unknown scientific name"|"other trees"|||"2965055"|"14210045"
"UNKNOWN"|"unknown scientific name"|"other shrubs"|||"2965055"|"14058251"
"UNKNOWN"|"unknown scientific name"|"other perennial forbs"|||"2965055"|"14210044"
"ASCA2"|"Asarum caudatum"|"wild ginger"|||"2965055"|"14058249"
"ADBI"|"Adenocaulon bicolor"|"American trailplant"|||"2965055"|"13906455"
"LIBOL"|"Linnaea borealis var. longiflora"|"longtube twinflower"|||"2965055"|"14058250"
"COOC"|"Coptis occidentalis"|"goldthread"|||"2965055"|"13906456"
"VACCI"|"Vaccinium"|"blueberry"|||"2965055"|"13754664"
"XEROP"|"Xerophyllum"|"beargrass"|||"2965055"|"13906458"
"COCA13"|"Cornus canadensis"|"bunchberry dogwood"|||"2965055"|"13754662"
"CLUN2"|"Clintonia uniflora"|"queencup beadlily"|||"2965055"|"14210043"
"SPBEL"|"Spiraea betulifolia var. lucida"|"shinyleaf spirea"|||"2965055"|"13906457"
"CLUN2"|"Clintonia uniflora"|"queencup beadlily"|||"2965056"|"13754669"
"ANPI"|"Anemone piperi"|"piper anemone"|||"2965056"|"14058256"
"COOC"|"Coptis occidentalis"|"goldthread"|||"2965056"|"13906463"
"ACGL"|"Acer glabrum"|"Rocky Mountain maple"|||"2965056"|"14210049"
"LIBOL"|"Linnaea borealis var. longiflora"|"longtube twinflower"|||"2965056"|"14058257"
"SPBE2"|"Spiraea betulifolia"|"white spirea"|||"2965056"|"14210052"
"ADBI"|"Adenocaulon bicolor"|"American trailplant"|||"2965056"|"13754668"
"ROGY"|"Rosa gymnocarpa"|"baldhip rose"|||"2965056"|"13906464"
"AMAL2"|"Amelanchier alnifolia"|"Saskatoon serviceberry"|||"2965056"|"13906462"
"UNKNOWN"|"unknown scientific name"|"other perennial forbs"|||"2965056"|"13754670"
"UNKNOWN"|"unknown scientific name"|"other shrubs"|||"2965056"|"13754671"
"SMST"|"Smilacina stellata"|"starry false Solomons seal"|||"2965056"|"14058258"
"SYAL"|"Symphoricarpos albus"|"common snowberry"|||"2965056"|"13906465"
"PAMY"|"Paxistima myrsinites"|"myrtle pachystima"|||"2965056"|"14210051"
"BRVU"|"Bromus vulgaris"|"Columbia brome"|||"2965056"|"14210050"
"PAMY"|"Paxistima myrsinites"|"myrtle pachystima"|||"2965057"|"14210058"
"SYAL"|"Symphoricarpos albus"|"common snowberry"|||"2965057"|"13754678"
"SMST"|"Smilacina stellata"|"starry false Solomons seal"|||"2965057"|"13906471"
"CHUM"|"Chimaphila umbellata"|"common princes pine"|||"2965057"|"13906469"
"UNKNOWN"|"unknown scientific name"|"other shrubs"|||"2965057"|"14210059"
"UNKNOWN"|"unknown scientific name"|"other perennial forbs"|||"2965057"|"13754677"
"TITRU"|"Tiarella trifoliata var. unifoliata"|"oneleaf foamflower"|||"2965057"|"13906472"
"GOOB2"|"Goodyera oblongifolia"|"western rattlesnake plantain"|||"2965057"|"13906470"
"LIBOL"|"Linnaea borealis var. longiflora"|"longtube twinflower"|||"2965057"|"14058264"
"COOC"|"Coptis occidentalis"|"goldthread"|||"2965057"|"13754676"
"VIOR"|"Viola orbiculata"|"darkwoods violet"|||"2965057"|"14210060"
"VAME"|"Vaccinium membranaceum"|"big blueberry"|||"2965057"|"14058266"
"CLUN2"|"Clintonia uniflora"|"queencup beadlily"|||"2965057"|"14058263"
"COCA13"|"Cornus canadensis"|"bunchberry dogwood"|||"2965057"|"14210057"
"SPBEL"|"Spiraea betulifolia var. lucida"|"shinyleaf spirea"|||"2965057"|"14058265"
"CAGE2"|"Carex geyeri"|"elk sedge"|||"2965058"|"14058270"
"SPBE2"|"Spiraea betulifolia"|"white spirea"|||"2965058"|"14058272"
"ADBI"|"Adenocaulon bicolor"|"American trailplant"|||"2965058"|"13906476"
"UNKNOWN"|"unknown scientific name"|"other perennial forbs"|||"2965058"|"14210065"
"UNKNOWN"|"unknown scientific name"|"other perennial grasses"|||"2965058"|"13754684"
"UNKNOWN"|"unknown scientific name"|"other shrubs"|||"2965058"|"14210066"
"UNKNOWN"|"unknown scientific name"|"rose"|||"2965058"|"13906478"
"SYAL"|"Symphoricarpos albus"|"common snowberry"|||"2965058"|"13754685"
"PHMA5"|"Physocarpus malvaceus"|"mallow ninebark"|||"2965058"|"14058271"
"CARU"|"Calamagrostis rubescens"|"pine reedgrass"|||"2965058"|"14210064"
"HODI"|"Holodiscus discolor"|"creambush oceanspray"|||"2965058"|"13906477"
"GABO2"|"Galium boreale"|"northern bedstraw"|||"2965058"|"13754683"
"HODI"|"Holodiscus discolor"|"creambush oceanspray"|||"2965059"|"14058280"
"PHMA5"|"Physocarpus malvaceus"|"mallow ninebark"|||"2965059"|"13754693"
"SYAL"|"Symphoricarpos albus"|"common snowberry"|||"2965059"|"13906488"
"UNKNOWN"|"unknown scientific name"|"rose"|||"2965059"|"14210075"
"UNKNOWN"|"unknown scientific name"|"other shrubs"|||"2965059"|"13754694"
"UNKNOWN"|"unknown scientific name"|"other perennial grasses"|||"2965059"|"14058281"
"UNKNOWN"|"unknown scientific name"|"other perennial forbs"|||"2965059"|"13906487"
"FEID"|"Festuca idahoensis"|"Idaho fescue"|||"2965059"|"13754692"
"AGSP"|"Agropyron spicatum"|"bluebunch wheatgrass"|||"2965059"|"14210073"
"LUPIN"|"Lupinus"|"lupine"|||"2965059"|"14210074"
"GEVI2"|"Geranium viscosissimum"|"sticky geranium"|||"2965059"|"13906486"
"SPBEL"|"Spiraea betulifolia var. lucida"|"shinyleaf spirea"|||"2965060"|"13754706"
"COCA13"|"Cornus canadensis"|"bunchberry dogwood"|||"2965060"|"13906498"
"CLUN2"|"Clintonia uniflora"|"queencup beadlily"|||"2965060"|"13754704"
"VAME"|"Vaccinium membranaceum"|"big blueberry"|||"2965060"|"13754707"
"VIOR"|"Viola orbiculata"|"darkwoods violet"|||"2965060"|"13906501"
"COOC"|"Coptis occidentalis"|"goldthread"|||"2965060"|"14058292"
"LIBOL"|"Linnaea borealis var. longiflora"|"longtube twinflower"|||"2965060"|"13754705"
"UNKNOWN"|"unknown scientific name"|"other perennial forbs"|||"2965060"|"14058293"
"UNKNOWN"|"unknown scientific name"|"other shrubs"|||"2965060"|"13906500"
"SYAL"|"Symphoricarpos albus"|"common snowberry"|||"2965060"|"14058294"
"PAMY"|"Paxistima myrsinites"|"myrtle pachystima"|||"2965060"|"13906499"
"CHUM"|"Chimaphila umbellata"|"common princes pine"|||"2965060"|"14210085"
"SMST"|"Smilacina stellata"|"starry false Solomons seal"|||"2965060"|"14210087"
"TITRU"|"Tiarella trifoliata var. unifoliata"|"oneleaf foamflower"|||"2965060"|"14210088"
"GOOB2"|"Goodyera oblongifolia"|"western rattlesnake plantain"|||"2965060"|"14210086"
"ROGY"|"Rosa gymnocarpa"|"baldhip rose"|||"2965061"|"13754714"
"ARCO9"|"Arnica cordifolia"|"heartleaf arnica"|||"2965061"|"13906505"
"PHMA5"|"Physocarpus malvaceus"|"mallow ninebark"|||"2965061"|"13906507"
"SYAL"|"Symphoricarpos albus"|"common snowberry"|||"2965061"|"14210096"
"HODI"|"Holodiscus discolor"|"creambush oceanspray"|||"2965061"|"13754713"
"CARU"|"Calamagrostis rubescens"|"pine reedgrass"|||"2965061"|"14058300"
"UNKNOWN"|"unknown scientific name"|"other shrubs"|||"2965061"|"14058302"
"UNKNOWN"|"unknown scientific name"|"other perennial forbs"|||"2965061"|"14058301"
"UNKNOWN"|"unknown scientific name"|"other perennial grasses"|||"2965061"|"14210095"
"BRVU"|"Bromus vulgaris"|"Columbia brome"|||"2965061"|"13754712"
"ASCO3"|"Aster conspicuus"|"conspicous aster"|||"2965061"|"14058299"
"SPBE2"|"Spiraea betulifolia"|"white spirea"|||"2965061"|"13906508"
"FRAGA"|"Fragaria"|"strawberry"|||"2965061"|"14210094"
"CAGE2"|"Carex geyeri"|"elk sedge"|||"2965061"|"13906506"
"BERE"|"Berberis repens"|"low Oregongrape"|||"2965061"|"14210093"
"COOC"|"Coptis occidentalis"|"goldthread"|||"2965062"|"14210101"
"MEFE"|"Menziesia ferruginea"|"rustyleaf menziesia"|||"2965062"|"13906514"
"CLUN2"|"Clintonia uniflora"|"queencup beadlily"|||"2965062"|"13906513"
"COCA13"|"Cornus canadensis"|"bunchberry dogwood"|||"2965062"|"14058307"
"UNKNOWN"|"unknown scientific name"|"other perennial forbs"|||"2965062"|"14210102"
"UNKNOWN"|"unknown scientific name"|"other shrubs"|||"2965062"|"13906515"
"PAMY"|"Paxistima myrsinites"|"myrtle pachystima"|||"2965062"|"14058308"
"CHUM"|"Chimaphila umbellata"|"common princes pine"|||"2965062"|"13754719"
"BRVU"|"Bromus vulgaris"|"Columbia brome"|||"2965062"|"14210100"
"LIBO3"|"Linnaea borealis"|"northern twinflower"|||"2965062"|"13754720"
"ROGY"|"Rosa gymnocarpa"|"baldhip rose"|||"2965062"|"13754721"
"SYAL"|"Symphoricarpos albus"|"common snowberry"|||"2965063"|"13754731"
"CARU"|"Calamagrostis rubescens"|"pine reedgrass"|||"2965063"|"14210113"
"FEOC"|"Festuca occidentalis"|"western fescue"|||"2965063"|"13754732"
"UNKNOWN"|"unknown scientific name"|"other shrubs"|||"2965063"|"14210112"
"UNKNOWN"|"unknown scientific name"|"rose"|||"2965063"|"13754733"
"UNKNOWN"|"unknown scientific name"|"other perennial forbs"|||"2965063"|"14058320"
"UNKNOWN"|"unknown scientific name"|"other perennial grasses"|||"2965063"|"14210114"
"FRAGA"|"Fragaria"|"strawberry"|||"2965063"|"13906526"
"CAGE2"|"Carex geyeri"|"elk sedge"|||"2965063"|"14058319"
"AGSP"|"Agropyron spicatum"|"bluebunch wheatgrass"|||"2965063"|"13906525"
"CAGE2"|"Carex geyeri"|"elk sedge"|||"2965064"|"13754742"
"GEVI2"|"Geranium viscosissimum"|"sticky geranium"|||"2965064"|"14058330"
"UNKNOWN"|"unknown scientific name"|"other perennial grasses"|||"2965064"|"14210125"
"UNKNOWN"|"unknown scientific name"|"other perennial forbs"|||"2965064"|"14058331"
"UNKNOWN"|"unknown scientific name"|"other shrubs"|||"2965064"|"13754744"
"HODI"|"Holodiscus discolor"|"creambush oceanspray"|||"2965064"|"14210124"
"CARU"|"Calamagrostis rubescens"|"pine reedgrass"|||"2965064"|"13906536"
"SYAL"|"Symphoricarpos albus"|"common snowberry"|||"2965064"|"13906538"
"PHMA5"|"Physocarpus malvaceus"|"mallow ninebark"|||"2965064"|"13754743"
"POGL9"|"Potentilla glandulosa"|"gland cinquefoil"|||"2965064"|"13906537"
"ARCO9"|"Arnica cordifolia"|"heartleaf arnica"|||"2965064"|"14210123"
"ROGY"|"Rosa gymnocarpa"|"baldhip rose"|||"2965065"|"14210135"
"UNKNOWN"|"unknown scientific name"|"other shrubs"|||"2965065"|"13754754"
"UNKNOWN"|"unknown scientific name"|"other perennial forbs"|||"2965065"|"13754753"
"UNKNOWN"|"unknown scientific name"|"bluegrass"|||"2965065"|"14210134"
"UNKNOWN"|"unknown scientific name"|"other perennial grasses"|||"2965065"|"13906547"
"UNKNOWN"|"unknown scientific name"|"western yarrow"|||"2965065"|"14210133"
"BRVU"|"Bromus vulgaris"|"Columbia brome"|||"2965065"|"13906546"
"FEID"|"Festuca idahoensis"|"Idaho fescue"|||"2965065"|"14058340"
"PTAQ"|"Pteridium aquilinum"|"brackenfern"|||"2965065"|"14058341"
"BASA3"|"Balsamorhiza sagittata"|"arrowleaf balsamroot"|||"2965065"|"13754752"
"LIBOL"|"Linnaea borealis var. longiflora"|"longtube twinflower"|||"2965066"|"14210145"
"CAREX"|"Carex"|"sedge"|||"2965066"|"13754763"
"PTAQ"|"Pteridium aquilinum"|"brackenfern"|||"2965066"|"14058352"
"UNKNOWN"|"unknown scientific name"|"other perennial forbs"|||"2965066"|"13906558"
"UNKNOWN"|"unknown scientific name"|"other trees"|||"2965066"|"14058353"
"PAMY"|"Paxistima myrsinites"|"myrtle pachystima"|||"2965066"|"13754764"
"SYAL"|"Symphoricarpos albus"|"common snowberry"|||"2965066"|"13906559"
"CHUM"|"Chimaphila umbellata"|"common princes pine"|||"2965066"|"14058351"
"SMST"|"Smilacina stellata"|"starry false Solomons seal"|||"2965066"|"13754765"
"CARU"|"Calamagrostis rubescens"|"pine reedgrass"|||"2965066"|"13906557"
"ROGY"|"Rosa gymnocarpa"|"baldhip rose"|||"2965066"|"14210146"
"VIOLA"|"Viola"|"violet"|||"2965071"|"13754776"
"ARVA2"|"Artemisia vaseyana"|"mountain big sagebrush"|||"2965071"|"13754773"
"RIBES"|"Ribes"|"currant"|||"2965071"|"13754775"
"UNKNOWN"|"unknown scientific name"|"other shrubs"|||"2965071"|"13906569"
"UNKNOWN"|"unknown scientific name"|"other perennial forbs"|||"2965071"|"14058362"
"UNKNOWN"|"unknown scientific name"|"bluegrass"|||"2965071"|"13906568"
"UNKNOWN"|"unknown scientific name"|"other perennial grasses"|||"2965071"|"14210156"
"BRCA5"|"Bromus carinatus"|"California brome"|||"2965071"|"14058361"
"SYOR2"|"Symphoricarpos oreophilus"|"mountain snowberry"|||"2965071"|"14058363"
"FEOV"|"Festuca ovina"|"sheep fescue"|||"2965071"|"13754774"
"AGTR"|"Agropyron trachycaulum"|"slender wheatgrass"|||"2965071"|"14210154"
"CAREX"|"Carex"|"sedge"|||"2965071"|"14210155"
"BERE"|"Berberis repens"|"low Oregongrape"|||"2965071"|"13906567"
"THFE"|"Thalictrum fendleri"|"Fendler meadowrue"|||"2965071"|"14210157"
"COOC"|"Coptis occidentalis"|"goldthread"|||"2965075"|"13754789"
"ACGL"|"Acer glabrum"|"Rocky Mountain maple"|||"2965075"|"14058375"
"LIBOL"|"Linnaea borealis var. longiflora"|"longtube twinflower"|||"2965075"|"13906583"
"SPBE2"|"Spiraea betulifolia"|"white spirea"|||"2965075"|"14058378"
"ANPI"|"Anemone piperi"|"piper anemone"|||"2965075"|"13906582"
"CLUN2"|"Clintonia uniflora"|"queencup beadlily"|||"2965075"|"14210170"
"UNKNOWN"|"unknown scientific name"|"other perennial forbs"|||"2965075"|"14210171"
"UNKNOWN"|"unknown scientific name"|"other shrubs"|||"2965075"|"14210172"
"SYAL"|"Symphoricarpos albus"|"common snowberry"|||"2965075"|"13754791"
"PAMY"|"Paxistima myrsinites"|"myrtle pachystima"|||"2965075"|"14058377"
"SMST"|"Smilacina stellata"|"starry false Solomons seal"|||"2965075"|"13906584"
"BRVU"|"Bromus vulgaris"|"Columbia brome"|||"2965075"|"14058376"
"ADBI"|"Adenocaulon bicolor"|"American trailplant"|||"2965075"|"14210169"
"ROGY"|"Rosa gymnocarpa"|"baldhip rose"|||"2965075"|"13754790"
"AMAL2"|"Amelanchier alnifolia"|"Saskatoon serviceberry"|||"2965075"|"13754788"
"ADBI"|"Adenocaulon bicolor"|"American trailplant"|||"2965077"|"13906600"
"PAMY"|"Paxistima myrsinites"|"myrtle pachystima"|||"2965077"|"13754807"
"UNKNOWN"|"unknown scientific name"|"other shrubs"|||"2965077"|"14210189"
"UNKNOWN"|"unknown scientific name"|"other trees"|||"2965077"|"13754808"
"UNKNOWN"|"unknown scientific name"|"other perennial forbs"|||"2965077"|"13906601"
"UNKNOWN"|"unknown scientific name"|"other perennial grasses"|||"2965077"|"14058395"
"GATR3"|"Galium triflorum"|"sweetscented bedstraw"|||"2965077"|"14210188"
"COOC"|"Coptis occidentalis"|"goldthread"|||"2965077"|"14058394"
"BASA3"|"Balsamorhiza sagittata"|"arrowleaf balsamroot"|||"2965078"|"13906610"
"AGSP"|"Agropyron spicatum"|"bluebunch wheatgrass"|||"2965078"|"13754816"
"FEID"|"Festuca idahoensis"|"Idaho fescue"|||"2965078"|"14058404"
"SMST"|"Smilacina stellata"|"starry false Solomons seal"|||"2965079"|"13906618"
"VAGL"|"Vaccinium globulare"|"dampwoods blueberry"|||"2965079"|"14058412"
"GOOB2"|"Goodyera oblongifolia"|"western rattlesnake plantain"|||"2965079"|"14210205"
"XETE"|"Xerophyllum tenax"|"common beargrass"|||"2965079"|"13754825"
"LIBOL"|"Linnaea borealis var. longiflora"|"longtube twinflower"|||"2965079"|"13754824"
"COOC"|"Coptis occidentalis"|"goldthread"|||"2965079"|"14058411"
"ACGL"|"Acer glabrum"|"Rocky Mountain maple"|||"2965079"|"13754823"
"CLUN2"|"Clintonia uniflora"|"queencup beadlily"|||"2965079"|"13906617"
"VIOR"|"Viola orbiculata"|"darkwoods violet"|||"2965079"|"14210206"
"DIHO3"|"Disporum hookeri"|"Hooker fairybells"|||"2965081"|"14210221"
"TITR"|"Tiarella trifoliata"|"threeleaf foamflower"|||"2965081"|"14058428"
"CLUN2"|"Clintonia uniflora"|"queencup beadlily"|||"2965081"|"13906633"
"CIAL"|"Circaea alpina"|"alpine circaea"|||"2965081"|"13754839"
"ACGL"|"Acer glabrum"|"Rocky Mountain maple"|||"2965081"|"13906632"
"COSTO2"|"Cornus stolonifera var. occidentalis"|"western dogwood"|||"2965081"|"14058427"
"VAGL"|"Vaccinium globulare"|"dampwoods blueberry"|||"2965081"|"14210222"
"GYDR"|"Gymnocarpium dryopteris"|"oakfern"|||"2965081"|"13754840"
"SMST"|"Smilacina stellata"|"starry false Solomons seal"|||"2965081"|"13906634"
"ATFI"|"Athyrium filix-femina"|"common ladyfern"|||"2965081"|"14210220"
"ASCA2"|"Asarum caudatum"|"wild ginger"|||"2965081"|"14058426"
"VAGL"|"Vaccinium globulare"|"dampwoods blueberry"|||"2965082"|"13906645"
"XETE"|"Xerophyllum tenax"|"common beargrass"|||"2965082"|"14210233"
"GATR3"|"Galium triflorum"|"sweetscented bedstraw"|||"2965082"|"13754851"
"COOC"|"Coptis occidentalis"|"goldthread"|||"2965082"|"14210232"
"VASC"|"Vaccinium scoparium"|"grouse blueberry"|||"2965082"|"14058439"
"UNKNOWN"|"unknown scientific name"|"Columbia needlegrass"|||"2965599"|"13757924"
"UNKNOWN"|"unknown scientific name"|"dwarf huckleberry"|||"2965599"|"13909718"
"UNKNOWN"|"unknown scientific name"|"rose"|||"2965599"|"14061511"
"UNKNOWN"|"unknown scientific name"|"false Solomons seal"|||"2965599"|"14213305"
"EQAR"|"Equisetum arvense"|"field horsetail"|||"2965599"|"13909717"
"CAREX"|"Carex"|"sedge"|||"2965599"|"13757923"
"VASC"|"Vaccinium scoparium"|"grouse whortleberry"|||"2965599"|"14061512"
"VASC"|"Vaccinium scoparium"|"grouse whortleberry"|||"2965602"|"13909739"
"CAGE2"|"Carex geyeri"|"elk sedge"|||"2965602"|"14213325"
"SPBE2"|"Spiraea betulifolia"|"white spirea"|||"2965602"|"14061532"
"ARUV"|"Arctostaphylos uva-ursi"|"kinnikinnick"|||"2965602"|"14061531"
"XETE"|"Xerophyllum tenax"|"common beargrass"|||"2965602"|"14061533"
"VAGL"|"Vaccinium globulare"|"blue huckleberry"|||"2965602"|"13757945"
"ARNIC"|"Arnica"|"arnica"|||"2965602"|"13909737"
"UNKNOWN"|"unknown scientific name"|"dwarf huckleberry"|||"2965602"|"14213326"
"CARU"|"Calamagrostis rubescens"|"pinegrass"|||"2965602"|"13757944"
"LIBO3"|"Linnaea borealis"|"twinflower"|||"2965602"|"13909738"
"SYAL"|"Symphoricarpos albus"|"common snowberry"|||"2965635"|"13758189"
"CARU"|"Calamagrostis rubescens"|"pinegrass"|||"2965635"|"13758188"
"LIBO3"|"Linnaea borealis"|"twinflower"|||"2965635"|"14061776"
"XETE"|"Xerophyllum tenax"|"common beargrass"|||"2965635"|"13758190"
"THOC"|"Thalictrum occidentale"|"western meadowrue"|||"2965635"|"13909983"
"AMAL2"|"Amelanchier alnifolia"|"Saskatoon serviceberry"|||"2965635"|"13758187"
"ARCO9"|"Arnica cordifolia"|"heartleaf arnica"|||"2965635"|"13909981"
"VAGL"|"Vaccinium globulare"|"blue huckleberry"|||"2965635"|"14061777"
"ARUV"|"Arctostaphylos uva-ursi"|"kinnikinnick"|||"2965635"|"14061775"
"SPBE2"|"Spiraea betulifolia"|"white spirea"|||"2965635"|"14213570"
"CAGE2"|"Carex geyeri"|"elk sedge"|||"2965635"|"14213569"
"VASC"|"Vaccinium scoparium"|"grouse whortleberry"|||"2965635"|"14213571"
"CLUN2"|"Clintonia uniflora"|"queencup beadlily"|||"2965635"|"13909982"
"FESC"|"Festuca scabrella"|"rough fescue"||20|"2965665"|"13758419"
"UNKNOWN"|"unknown scientific name"|"other perennial grasses"||5|"2965665"|"13910213"
"FEID"|"Festuca idahoensis"|"Idaho fescue"||10|"2965665"|"14213800"
"CAREX"|"Carex"|"sedge"||5|"2965665"|"14062006"
"AGSP"|"Agropyron spicatum"|"bluebunch wheatgrass"||40|"2965665"|"13910212"
"STCO4"|"Stipa comata"|"needleandthread"||5|"2965665"|"14062007"
"AGSM"|"Agropyron smithii"|"western wheatgrass"||15|"2965665"|"13758418"
"AGSP"|"Agropyron spicatum"|"bluebunch wheatgrass"||25|"2965729"|"13910679"
"UNKNOWN"|"unknown scientific name"|"Columbia needlegrass"||5|"2965729"|"13758886"
"FESC"|"Festuca scabrella"|"rough fescue"||35|"2965729"|"14214267"
