ProjectName,Scenario,Watershed,Total contributing area to outlet (ha),Precipitation (m^3/yr),Precipitation per area (mm/yr),Water discharge (m^3/yr),Water discharge per area (mm/yr),Total hillslope soil loss (tonne/yr),Total hillslope soil loss per area (kg/ha/yr),Total channel soil loss (tonne/yr),Total channel soil loss per area (kg/ha/yr),Sediment discharge (tonne/yr),Sediment discharge per area (kg/ha/yr),Sediment delivery ratio for watershed,Phosphorus discharge (kg/yr),Phosphorus discharge per area (kg/ha/yr),Particle Fraction Under 0.016 mm,Sediment Yield of Particles Under 0.016 mm (tonne/yr),Sediment Yield of Particles Under 0.016 mm per area (kg/ha/yr)
lt_Watershed_2_SimFire.2020.ki5krcs.chn_cs25_fccsFuels_obs_cli,SimFire.2020.ki5krcs.fccsFuelsobscli,lt_Watershed_2,110.68,1032881.0,933.2137694253704,532118.0,480.7715937838815,40.0,361.4022406938923,4.7,42.46476328153234,43.4,392.12143115287313,0.973,37.5,0.338814600650524,0.1172,5.08648,45.95663173111673
lt_Watershed_6_SimFire.2020.ki5krcs.chn_cs25_fccsFuels_obs_cli,SimFire.2020.ki5krcs.fccsFuelsobscli,lt_Watershed_6,122.51,1216669.0,993.1181128071178,749348.0,611.662721410497,145.1,1184.393110766468,7.2,58.77071259489021,153.8,1255.407721818627,1.01,127.0,1.0366500693820913,0.09750000000000002,14.995500000000003,122.40225287731616
lt_Watershed_1_SimFire.2020.ki5krcs.chn_cs25_fccsFuels_obs_cli,SimFire.2020.ki5krcs.fccsFuelsobscli,lt_Watershed_1,262.83,2411256.0,917.4203858007077,1296040.0,493.1096145797664,165.4,629.3041129247042,21.3,81.04097705741354,156.9,596.9638169158773,0.84,132.9,0.5056500399497775,0.1306,20.49114,77.96347448921358
lt_Watershed_3_SimFire.2020.ki5krcs.chn_cs25_fccsFuels_obs_cli,SimFire.2020.ki5krcs.fccsFuelsobscli,lt_Watershed_3,188.22,1790657.0,951.3638295611519,949857.0,504.6525342684093,33.5,177.98321113590478,20.4,108.38380618425248,54.0,286.89831048772714,1.001,48.1,0.2555520136011051,0.1629,8.7966,46.73573477845075
lt_Watershed_4_SimFire.2020.ki5krcs.chn_cs25_fccsFuels_obs_cli,SimFire.2020.ki5krcs.fccsFuelsobscli,lt_Watershed_4,1345.08,13708196.0,1019.1361108632943,7592469.0,564.4622624676599,935.9,695.7950456478426,183.4,136.34876735956226,895.9,666.0570374996283,0.8,758.0,0.5635352544086597,0.1494,133.84746,99.50892140244449
lt_Watershed_5_SimFire.2020.ki5krcs.chn_cs25_fccsFuels_obs_cli,SimFire.2020.ki5krcs.fccsFuelsobscli,lt_Watershed_5,268.63,2753813.0,1025.132338160295,1632843.0,607.8408964002531,292.4,1088.486021665488,31.1,115.77262405539217,309.2,1151.0255742098798,0.956,255.8,0.9522391393366341,0.1027,31.754839999999998,118.21032647135463
lt_Watershed_7_Ward_SimFire.2020.ki5krcs.chn_cs75_fccsFuels_obs_cli,SimFire.2020.ki5krcs.fccsFuelsobscli,lt_Watershed_7_Ward,2314.23,30688326.0,1326.070701702078,19732354.0,852.653107080973,11624.5,5023.053024116012,52197.0,22554.802245239236,3395.3,1467.1402583148606,0.053,2835.1,1.225072702367526,0.31479999999999997,1068.84044,461.8557533175181
lt_Watershed_8_SimFire.2020.ki5krcs.chn_cs25_fccsFuels_obs_cli,SimFire.2020.ki5krcs.fccsFuelsobscli,lt_Watershed_8,160.26,1925540.0,1201.5100461749657,1190248.0,742.6981155622115,127.3,794.3342069137652,29.6,184.699862723075,158.1,986.5219019093972,1.007,137.7,0.8592287532759266,0.1135,17.94435,111.97023586671658
lt_Watershed_9_Blackwood_SimFire.2020.ki5krcs.chn_cs10_fccsFuels_obs_cli,SimFire.2020.ki5krcs.fccsFuelsobscli,lt_Watershed_9_Blackwood,2671.07,37575441.0,1406.7561314379632,25467777.0,953.4672247451396,21169.4,7925.438120303847,2223.1,832.2881841359455,4664.9,1746.4536683800873,0.199,3876.8,1.451403370184982,0.2906,1355.61994,507.51943603125335
lt_Watershed_12_Meeks_SimFire.2020.ki5krcs.chn_cs25_fccsFuels_obs_cli,SimFire.2020.ki5krcs.fccsFuelsobscli,lt_Watershed_12_Meeks,1981.45,23568024.0,1189.4331928638119,14459046.0,729.7204572409095,3449.7,1740.997754169926,316.3,159.63057356986045,293.0,147.87150823891594,0.078,320.4,0.1616997653233743,0.35750000000000004,104.74750000000002,52.86406419541245
