ProjectName,Scenario,Watershed,Channel Class 1,Channel Class 2,Channel Class 3,Channel Class 4,Channel Class 5,Channel Clay,Channel Silt,Channel Sand,Channel Organic Matter,Hillslopes Class 1,Hillslopes Class 2,Hillslopes Class 3,Hillslopes Class 4,Hillslopes Class 5,Hillslopes Clay,Hillslopes Silt,Hillslopes Sand,Hillslopes Organic Matter,Average Annual Sediment Discharge from Outlet (tonnes/yr),Average Annual Sediment Delivery from Hillslopes (tonnes/yr),Index of specific surface (m**2/g of total sediment),Enrichment ratio of specific surface
lt_Watershed_8_SimFire.202007.kikrcs.chn_cs30_fccsFuels_obs_cli,SimFire.202007.kikrcs.fccsFuelsobscli,lt_Watershed_8,0.015,0.169,0.106,0.217,0.492,0.059,0.276,0.665,0.025,0.013684047583250257,0.18796695241632427,0.09467699189442333,0.19621888032819554,0.5074531277778067,0.05308656202546494,0.2830738625751566,0.6638395753993785,0.022632578657496672,55.9,35.38802754114508,27.28,0.85
lt_Watershed_1_SimFire.202007.kikrcs.chn_cs30_fccsFuels_obs_cli,SimFire.202007.kikrcs.fccsFuelsobscli,lt_Watershed_1,0.022,0.156,0.153,0.275,0.394,0.081,0.306,0.613,0.035,0.022843636379787476,0.159712124201898,0.15770137043342747,0.27888306773845334,0.38085980124643387,0.08372804924734756,0.31314234451867146,0.6031296062339812,0.03570613219095234,66.1,56.160833528333406,37.15,1.16
lt_Watershed_2_SimFire.202007.kikrcs.chn_cs30_fccsFuels_obs_cli,SimFire.202007.kikrcs.fccsFuelsobscli,lt_Watershed_2,0.03,0.092,0.166,0.358,0.354,0.1,0.26,0.64,0.043,0.0319554258158524,0.0826714911667581,0.17418454900200617,0.38048870095407655,0.3306998330613066,0.1063767470497293,0.2596739252285649,0.6339493277217056,0.04536601252525245,12.7,10.527818852226103,44.93,1.4
lt_Watershed_3_SimFire.202007.kikrcs.chn_cs30_fccsFuels_obs_cli,SimFire.202007.kikrcs.fccsFuelsobscli,lt_Watershed_3,0.02,0.148,0.141,0.265,0.425,0.076,0.287,0.636,0.033,0.023502221173250622,0.16475683210613704,0.16109956818905902,0.2787915078852138,0.37184987064633934,0.08509458934177824,0.32085870822736684,0.5940467024308548,0.03629065735151881,20.1,8.571977596289452,34.89,1.09
lt_Watershed_4_SimFire.202007.kikrcs.chn_cs30_fccsFuels_obs_cli,SimFire.202007.kikrcs.fccsFuelsobscli,lt_Watershed_4,0.022,0.144,0.151,0.272,0.411,0.081,0.291,0.628,0.035,0.02066892713891395,0.1367788114408126,0.14255373641536592,0.27476601726464284,0.4252325077402643,0.0779496012317558,0.2778293752680592,0.6442210235001846,0.033236978745092016,423.2,355.65867545928495,36.84,1.15
lt_Watershed_5_SimFire.202007.kikrcs.chn_cs30_fccsFuels_obs_cli,SimFire.202007.kikrcs.fccsFuelsobscli,lt_Watershed_5,0.022,0.098,0.148,0.296,0.437,0.082,0.245,0.673,0.035,0.02234871267069573,0.08875217202204722,0.1529865169784353,0.305520679708683,0.4303919186201388,0.08487541504430521,0.2412326846077357,0.6738919003479592,0.03618825281155233,113.7,92.8899765557368,37.15,1.16
lt_Watershed_6_SimFire.202007.kikrcs.chn_cs30_fccsFuels_obs_cli,SimFire.202007.kikrcs.fccsFuelsobscli,lt_Watershed_6,0.022,0.089,0.153,0.304,0.432,0.084,0.241,0.674,0.036,0.022419022765998567,0.08568465401579604,0.1547908738184751,0.3079328569140349,0.4291725924856954,0.08556524997618627,0.23983967057763253,0.6745950794461812,0.03648211940066561,48.9,43.03323773063521,38.17,1.19
lt_Watershed_7_Ward_10336676_SimFire.202007.kikrcs.chn_cs70_fccsFuels_obs_cli,10336676SimFire.202007.kikrcs.chncs70fccsFuelsobscli,lt_Watershed_7_Ward,0.025,0.205,0.155,0.241,0.373,0.082,0.353,0.566,0.035,0.018300995648639632,0.16688508340631036,0.11962420316477776,0.24350571525360282,0.4516840025266697,0.06764876832651442,0.2865931740896947,0.6457580575837911,0.02884454545874772,2035.3,3052.385247052293,37.52,1.17
lt_Watershed_9_Blackwood_10336660_SimFire.202007.kikrcs.chn_cs10_fccsFuels_obs_cli,10336660SimFire.202007.kikrcs.fccsFuelsobscli,lt_Watershed_9_Blackwood,0.06,0.193,0.199,0.27,0.278,0.129,0.378,0.493,0.055,0.021004896969390893,0.1529834046180462,0.13049831380414947,0.26105921132997095,0.43445417327844277,0.07438490310373357,0.2830967321878371,0.6425183647084296,0.03172043591810092,3537.2,6921.766878577184,57.81,1.81
lt_Watershed_10_SimFire.202007.kikrcs.chn_cs30_fccsFuels_obs_cli,SimFire.202007.kikrcs.fccsFuelsobscli,lt_Watershed_10,0.019,0.124,0.123,0.224,0.51,0.067,0.245,0.688,0.029,0.014310356569884703,0.09274314062119927,0.0937235690623005,0.21234431231067175,0.5868786214359436,0.05510811656078662,0.18877484509166423,0.756117038347549,0.023492725301135796,639.3,640.9983850492885,30.53,0.95
