ProjectName,Scenario,Watershed,Total contributing area to outlet (ha),Precipitation (m^3/yr),Precipitation per area (mm/yr),Stream discharge (m^3/yr),Stream discharge per area (mm/yr),Total hillslope soil loss (tonne/yr),Total hillslope soil loss per area (kg/ha/yr),Total channel soil loss (tonne/yr),Total channel soil loss per area (kg/ha/yr),Sediment discharge (tonne/yr),Sediment discharge per area (kg/ha/yr),Sediment delivery ratio for watershed,Phosphorus discharge (kg/yr),Phosphorus discharge per area (kg/ha/yr),Particle Fraction Under 0.016 mm,Sediment Yield of Particles Under 0.016 mm (tonne/yr),Sediment Yield of Particles Under 0.016 mm per area (kg/ha/yr)
lt_202012_39_Burke_Creek_SimFire.fccsFuels_obs_cli,SimFire.fccsFuels_obs_cli,39_Burke_Creek,1110.73,6698155.0,603.0407929919962,1651891.0,148.72120137207062,0.0,0.0,2.2,1.9806793730249475,2.2,1.9806793730249475,1.0,27.3,0.024578430401627757,0.19180000000000003,0.4219600000000001,0.379894303746185
lt_202012_49_Eagle_Creek_SimFire.fccsFuels_obs_cli,SimFire.fccsFuels_obs_cli,49_Eagle_Creek,1646.08,21301653.0,1294.083701885692,16031611.0,973.9266013802488,526.1,319.60779548989115,941.3,571.8434097978227,721.1,438.0710536547434,0.491,1023.9,0.6220232309486781,0.25680000000000003,185.17848000000004,112.49664657853813
lt_202012_0_Near_Burton_Creek_SimFire.fccsFuels_obs_cli,SimFire.fccsFuels_obs_cli,0_Near_Burton_Creek,122.27,1276853.0,1044.2896867588124,877376.0,717.5725852621248,6.4,52.343174940705,4.9,40.07524331397727,11.6,94.8720045800278,1.024,16.5,0.13494724789400508,0.1699,1.97084,16.118753578146723
lt_202012_40_Edgewood_Creek_SimFire.fccsFuels_obs_cli,SimFire.fccsFuels_obs_cli,40_Edgewood_Creek,1412.68,9211692.0,652.0720899283631,4114573.0,291.26008721012545,26.1,18.475521703428942,51.4,36.384743891043975,61.9,43.81742503610159,0.799,226.4,0.16026276297533765,0.18020000000000003,11.154380000000002,7.895899991505508
lt_202012_1_Unnamed_Creek_at_Tahoe_City_State_Park_SimFire.fccsFuels_obs_cli,SimFire.fccsFuels_obs_cli,1_Unnamed_Creek_at_Tahoe_City_State_Park,268.53,2886166.0,1074.8020705321567,1936957.0,721.31866085726,11.5,42.825755036681194,32.5,121.0293077123599,44.1,164.22746061892528,1.0,54.5,0.20295683908688045,0.1822,8.035020000000001,29.92224332476819
lt_202012_2_Burton_Creek_SimFire.fccsFuels_obs_cli,SimFire.fccsFuels_obs_cli,2_Burton_Creek,1344.11,14350557.0,1067.6623937028965,10016630.0,745.2239772042468,61.3,45.606386382066944,247.6,184.2111136737321,307.1,228.4783239467008,0.994,364.0,0.2708111687287499,0.18760000000000002,57.61196000000001,42.862533572401084
lt_202012_42_Bijou_Creek_SimFire.fccsFuels_obs_cli,SimFire.fccsFuels_obs_cli,42_Bijou_Creek,471.6,3255168.0,690.2391857506361,1165179.0,247.06933842239187,1.4,2.968617472434266,3.3,6.997455470737913,3.7,7.845631891433418,0.792,20.9,0.04431721798134011,0.1836,0.67932,1.4404580152671755
lt_202012_5_Dollar_Creek_SimFire.fccsFuels_obs_cli,SimFire.fccsFuels_obs_cli,5_Dollar_Creek,262.68,2538125.0,966.2421958276229,1726212.0,657.1539515760621,5.4,20.55733211512106,20.0,76.13826709304097,24.7,94.03075985990559,0.976,34.5,0.13133851073549566,0.19290000000000002,4.76463,18.13853357697579
lt_202012_43_Trout_Creek_SimFire.fccsFuels_obs_cli,SimFire.fccsFuels_obs_cli,43_Trout_Creek,9869.88,89359592.0,905.3766813780919,34883864.0,353.43756965636874,415.9,42.13830360652815,1267.2,128.39061873092683,647.3,65.58337082112448,0.385,1508.4,0.15282860581891575,0.3155,204.22314999999998,20.69155349406477
lt_202012_41_Intervening_Area_Bijou_Park_1_SimFire.fccsFuels_obs_cli,SimFire.fccsFuels_obs_cli,41_Intervening_Area_Bijou_Park_1,446.14,3002463.0,672.9867306226745,1053010.0,236.0268077285157,5.0,11.207244362756086,1.6,3.5863181960819475,1.1,2.465593759806339,0.167,15.2,0.0340700228627785,0.3398,0.37378,0.8378087595821939
lt_202012_7_Watson_Creek_SimFire.fccsFuels_obs_cli,SimFire.fccsFuels_obs_cli,7_Watson_Creek,578.81,6513405.0,1125.3096871166706,4154745.0,717.8080890102107,18.7,32.30766572795909,207.1,357.80307873049884,223.2,385.6187695444101,0.989,245.9,0.4248371659093658,0.189,42.184799999999996,72.88194744389351
lt_202012_8_Carnelian_Bay_Creek_SimFire.fccsFuels_obs_cli,SimFire.fccsFuels_obs_cli,8_Carnelian_Bay_Creek,198.2,1864298.0,940.614530776993,1201858.0,606.3864783047427,8.7,43.89505549949546,24.3,122.60343087790112,33.0,166.49848637739657,1.002,39.6,0.1997981836528759,0.18460000000000001,6.0918,30.73562058526741
lt_202012_9_Carnelian_Creek_SimFire.fccsFuels_obs_cli,SimFire.fccsFuels_obs_cli,9_Carnelian_Creek,704.05,6793403.0,964.9034869682552,4262063.0,605.3636815567077,24.8,35.224770967971025,85.5,121.44023861941625,109.9,156.09686812016193,0.996,133.6,0.18975925005326327,0.1836,20.177640000000004,28.659384986861735
lt_202012_10_Snow_Creek_SimFire.fccsFuels_obs_cli,SimFire.fccsFuels_obs_cli,10_Snow_Creek,1123.26,9624345.0,856.8225522140912,6518830.0,580.3491622598508,10.5,9.34779125046739,152.4,135.67651300678384,159.9,142.35350675711769,0.982,196.8,0.1752043160087602,0.19240000000000002,30.764760000000003,27.388814700069442
lt_202012_11_Griff_Creek_SimFire.fccsFuels_obs_cli,SimFire.fccsFuels_obs_cli,11_Griff_Creek,1012.88,10026502.0,989.90028433773,4187824.0,413.4570729010347,279.8,276.2420030013427,222.0,219.17700023694812,505.9,499.4668667561804,1.008,541.9,0.5350090830108206,0.1736,87.82424,86.70744806887292
