ProjectName,Scenario,Watershed,Total contributing area to outlet (ha),Precipitation (m^3/yr),Precipitation per area (mm/yr),Stream discharge (m^3/yr),Stream discharge per area (mm/yr),Total hillslope soil loss (tonne/yr),Total hillslope soil loss per area (kg/ha/yr),Total channel soil loss (tonne/yr),Total channel soil loss per area (kg/ha/yr),Sediment discharge (tonne/yr),Sediment discharge per area (kg/ha/yr),Sediment delivery ratio for watershed,Phosphorus discharge (kg/yr),Phosphorus discharge per area (kg/ha/yr),Particle Fraction Under 0.016 mm,Sediment Yield of Particles Under 0.016 mm (tonne/yr),Sediment Yield of Particles Under 0.016 mm per area (kg/ha/yr)
lt_202012_12_Baldy_Creek_SimFire.fccsFuels_obs_cli,SimFire.fccsFuels_obs_cli,12_Baldy_Creek,143.35,1214943.0,847.5361004534357,445406.0,310.7122427624695,0.4,2.790373212417161,1.5,10.463899546564354,1.7,11.859086152772933,0.928,6.0,0.04185559818625741,0.2313,0.39321,2.7430066271363795
lt_202012_13_East_Stateline_Point_SimFire.fccsFuels_obs_cli,SimFire.fccsFuels_obs_cli,13_East_Stateline_Point,341.89,2473815.0,723.5704466348826,864750.0,252.93222966451196,2.0,5.849834742168534,6.2,18.134487700722456,3.2,9.359735587469654,0.382,11.6,0.0339290415045775,0.4394,1.4060800000000002,4.112667817134167
lt_202012_41_Intervening_Area_Bijou_Park_2_SimFire.fccsFuels_obs_cli,SimFire.fccsFuels_obs_cli,41_Intervening_Area_Bijou_Park_2,285.95,2037934.0,712.6889316314041,747829.0,261.52439237628954,1.4,4.8959608323133414,2.0,6.994229760447631,2.9,10.141633152649066,0.85,14.8,0.051757300227312474,0.1502,0.43557999999999997,1.5232732995278895
lt_202012_14_First_Creek_SimFire.fccsFuels_obs_cli,SimFire.fccsFuels_obs_cli,14_First_Creek,416.14,3634561.0,873.3986158504349,1533189.0,368.4310568558658,41.2,99.00514250012016,106.6,256.16379103186426,49.3,118.46974575863892,0.334,64.0,0.1537943961166915,0.4271,21.056029999999996,50.598428413514675
lt_202012_15_Second_Creek_SimFire.fccsFuels_obs_cli,SimFire.fccsFuels_obs_cli,15_Second_Creek,373.48,3488235.0,933.981739316697,1413517.0,378.47193959515903,53.3,142.7117917960801,118.6,317.55381814287244,174.9,468.2981685766306,1.017,188.6,0.5049801863553603,0.18580000000000002,32.49642000000001,87.00979972153799
lt_202012_17_Wood_Creek_SimFire.fccsFuels_obs_cli,SimFire.fccsFuels_obs_cli,17_Wood_Creek,459.02,4503289.0,981.065966624548,1967540.0,428.6392749771252,80.0,174.2843449087186,160.0,348.5686898174372,241.9,526.9922879177378,1.008,260.8,0.5681669644024226,0.16590000000000002,40.13121,87.42802056555271
lt_202012_18_Third_Creek_SimFire.fccsFuels_obs_cli,SimFire.fccsFuels_obs_cli,18_Third_Creek,1466.07,15852745.0,1081.3088733825807,6496416.0,443.11772289181283,217.2,148.15117968446256,670.6,457.4133567974244,873.3,595.6741492561747,0.984,673.8,0.45959606294378846,0.1688,147.41304,100.5497963944423
lt_202012_19_Incline_Creek_SimFire.fccsFuels_obs_cli,SimFire.fccsFuels_obs_cli,19_Incline_Creek,1575.21,14614838.0,927.8025152201928,7111953.0,451.49237244557867,42.7,27.10749677820735,274.8,174.4529300855124,317.9,201.81436125976853,1.001,567.5,0.3602694243942077,0.1779,56.55441,35.90277486811282
lt_202012_20_Mill_Creek_SimFire.fccsFuels_obs_cli,SimFire.fccsFuels_obs_cli,20_Mill_Creek,462.03,4322567.0,935.5598121334112,1737205.0,375.9939830746921,0.9,1.9479254593857542,29.0,62.76648702465208,30.0,64.9308486461918,1.007,67.6,0.14631084561608554,0.1895,5.6850000000000005,12.304395818453349
lt_202012_3_Unnamed_Creek_near_Lake_Forest_SimFire.fccsFuels_obs_cli,SimFire.fccsFuels_obs_cli,3_Unnamed_Creek_near_Lake_Forest,187.97,1880410.0,1000.3777198489121,1233826.0,656.3951694419322,0.2,1.0639995744001702,21.0,111.71995531201787,21.2,112.78395488641804,1.002,27.9,0.14842794062882375,0.19180000000000003,4.06616,21.63196254721498
lt_202012_4_Unnamed_Creek_at_Lake_Forest_SimFire.fccsFuels_obs_cli,SimFire.fccsFuels_obs_cli,4_Unnamed_Creek_at_Lake_Forest,110.57,1085173.0,981.4352898616261,674370.0,609.9032287238854,1.2,10.852853396038709,3.5,31.654155738446235,4.8,43.411413584154836,1.002,8.4,0.07596997377227097,0.18359999999999999,0.88128,7.970335534050828
lt_202012_21_Tunnel_Creek_SimFire.fccsFuels_obs_cli,SimFire.fccsFuels_obs_cli,21_Tunnel_Creek,289.26,2635853.0,911.2400608449146,1126109.0,389.30685196708845,3.7,12.7912604577197,41.8,144.50667219802256,45.6,157.64364239784277,1.002,83.0,0.2869390859434419,0.18030000000000002,8.221680000000001,28.423148724331053
lt_202012_24_Marlette_Creek_SimFire.fccsFuels_obs_cli,SimFire.fccsFuels_obs_cli,24_Marlette_Creek,1201.45,9322694.0,775.9535561196888,4177446.0,347.7003620625078,8.2,6.8250863539889295,235.4,195.92991801573098,236.5,196.84547838029047,0.971,649.1,0.540263847850514,0.19210000000000002,45.431650000000005,37.8140163968538
lt_202012_6_Unnamed_Creek_at_Cedar_Flat_SimFire.fccsFuels_obs_cli,SimFire.fccsFuels_obs_cli,6_Unnamed_Creek_at_Cedar_Flat,139.98,1379219.0,985.2971853121875,924622.0,660.5386483783398,1.2,8.572653236176597,16.6,118.5883697671096,17.8,127.16102300328619,1.001,23.0,0.16430918702671812,0.19380000000000003,3.4496400000000005,24.643806258036868
lt_202012_25_Secret_Harbor_Creek_SimFire.fccsFuels_obs_cli,SimFire.fccsFuels_obs_cli,25_Secret_Harbor_Creek,473.41,3414840.0,721.3282355674785,1358252.0,286.9081768445956,0.1,0.2112333917745717,38.4,81.11362244143554,38.6,81.53608922498468,1.002,116.8,0.24672060159269976,0.19180000000000003,7.403480000000001,15.638621913352065
lt_202012_6_Intervening_Area_Cedar_Flat_SimFire.fccsFuels_obs_cli,SimFire.fccsFuels_obs_cli,6_Intervening_Area_Cedar_Flat,173.67,1693885.0,975.3469223239479,1048951.0,603.9909022859447,0.7,4.030632809351069,20.6,118.61576553233144,20.8,119.76737490643174,0.977,26.3,0.15143663269419014,0.19010000000000002,3.9540800000000007,22.76777796971268
lt_202012_9_Intervening_Area_Carnelian_Bay_1_SimFire.fccsFuels_obs_cli,SimFire.fccsFuels_obs_cli,9_Intervening_Area_Carnelian_Bay_1,29.69,268554.0,904.5267766924891,172800.0,582.014146177164,0.0,0.0,0.9,30.313236780060624,0.9,30.313236780060624,1.0,1.8,0.060626473560121255,0.19180000000000003,0.17262000000000002,5.8140788144156295
lt_202012_9_Intervening_Area_Carnelian_Bay_2_SimFire.fccsFuels_obs_cli,SimFire.fccsFuels_obs_cli,9_Intervening_Area_Carnelian_Bay_2,40.25,364325.0,905.1552795031056,231892.0,576.1291925465838,0.6,14.906832298136646,2.0,49.68944099378882,2.6,64.59627329192547,1.002,3.8,0.09440993788819875,0.1829,0.47554,11.814658385093168
lt_202012_44_Upper_Truckee_River_Big_Meadow_Creek_SimFire.fccsFuels_obs_cli,SimFire.fccsFuels_obs_cli,44_Upper_Truckee_River_Big_Meadow_Creek,13324.43,136593668.0,1025.1370452619738,98857614.0,741.9275271062252,8121.2,609.4969916161517,7158.6,537.2537511923587,4336.5,325.45482245769614,0.284,5750.4,0.43156817965196254,0.28990000000000005,1257.15135,94.34935303048611
lt_202012_10_Intervening_Area_Agate_Bay_SimFire.fccsFuels_obs_cli,SimFire.fccsFuels_obs_cli,10_Intervening_Area_Agate_Bay,65.73,547076.0,832.3079263654344,343660.0,522.8358436026168,4.4,66.94051422485927,3.4,51.72676099193671,7.9,120.18865054008823,1.014,9.8,0.14909478168264112,0.17370000000000002,1.3722300000000003,20.876768598813328
lt_202012_26_Bliss_Creek_SimFire.fccsFuels_obs_cli,SimFire.fccsFuels_obs_cli,26_Bliss_Creek,132.4,915760.0,691.6616314199396,329217.0,248.65332326283988,0.0,0.0,2.0,15.105740181268882,2.0,15.105740181268882,1.001,10.8,0.08157099697885196,0.19180000000000003,0.38360000000000005,2.8972809667673722
lt_202012_28_Slaughterhouse_Creek_SimFire.fccsFuels_obs_cli,SimFire.fccsFuels_obs_cli,28_Slaughterhouse_Creek,1529.97,10227933.0,668.50546089139,3903743.0,255.1516042798225,20.3,13.268234017660477,82.4,53.85726517513415,51.6,33.72615149316653,0.503,213.0,0.13921841604737348,0.2964,15.29424,9.99643130257456
lt_202012_46_Taylor_Creek_SimFire.fccsFuels_obs_cli,SimFire.fccsFuels_obs_cli,46_Taylor_Creek,2564.08,32401753.0,1263.679487379489,25302747.0,986.8158169791894,2452.9,956.6394184268822,1151.5,449.0889519827775,772.6,301.31665158653396,0.214,1140.8,0.4449159152600543,0.3803,293.81978000000004,114.59072259835888
lt_202012_29_Glenbrook_Creek_SimFire.fccsFuels_obs_cli,SimFire.fccsFuels_obs_cli,29_Glenbrook_Creek,985.93,6077404.0,616.4133356323471,1961541.0,198.95337397178298,2.4,2.4342498960372443,25.6,25.965332224397272,27.6,27.993873804428308,0.988,129.4,0.13124664022800808,0.19340000000000002,5.337840000000001,5.414015193776436
lt_202012_31_Logan_House_Creek_SimFire.fccsFuels_obs_cli,SimFire.fccsFuels_obs_cli,31_Logan_House_Creek,500.18,3285735.0,656.9105122156024,584677.0,116.89331840537406,0.7,1.399496181374705,7.0,13.99496181374705,7.7,15.394457995121757,1.002,19.9,0.039785677156223755,0.19190000000000002,1.4776300000000002,2.954196489263865
lt_202012_62_Blackwood_Creek_SimFire.fccsFuels_obs_cli,SimFire.fccsFuels_obs_cli,62_Blackwood_Creek,2666.22,39372017.0,1476.6979844123894,30373442.0,1139.1948901440992,4633.5,1737.8535904764049,1993.4,747.6502314137618,3240.6,1215.4285842878683,0.489,3703.9,1.3891951901943578,0.2741,888.24846,333.14897495330473
lt_202012_12_Intervening_Area_Griff_to_Baldy_SimFire.fccsFuels_obs_cli,SimFire.fccsFuels_obs_cli,12_Intervening_Area_Griff_to_Baldy,66.99,531471.0,793.3587102552619,224398.0,334.97238393790116,0.2,2.9855202268995376,0.2,2.9855202268995376,0.5,7.463800567248843,1.003,2.5,0.03731900283624422,0.1856,0.0928,1.3852813852813854
lt_202012_16_Intervening_Area_Second_to_Wood_SimFire.fccsFuels_obs_cli,SimFire.fccsFuels_obs_cli,16_Intervening_Area_Second_to_Wood,84.52,654755.0,774.6746332229059,255700.0,302.5319451017511,13.3,157.35920492191198,2.2,26.029342167534313,15.6,184.5716990061524,1.002,18.0,0.21296734500709893,0.16920000000000002,2.63952,31.229531471840986
lt_202012_22_Unnamed_creek_at_Sand_Harbor_SimFire.fccsFuels_obs_cli,SimFire.fccsFuels_obs_cli,22_Unnamed_creek_at_Sand_Harbor,217.06,1978867.0,911.6682023403667,864218.0,398.147056113517,5.1,23.495807610798856,25.7,118.40044227402561,30.8,141.89624988482447,1.001,72.8,0.3353911360914033,0.1652,5.08816,23.441260480973003
lt_202012_23_Intervening_Area_Sand_Harbor_1_SimFire.fccsFuels_obs_cli,SimFire.fccsFuels_obs_cli,23_Intervening_Area_Sand_Harbor_1,48.32,455987.0,943.6817052980133,202110.0,418.27400662251654,0.0,0.0,3.4,70.36423841059603,3.4,70.36423841059603,1.001,9.5,0.19660596026490065,0.19180000000000003,0.65212,13.495860927152318
lt_202012_23_Intervening_Area_Sand_Harbor_2_SimFire.fccsFuels_obs_cli,SimFire.fccsFuels_obs_cli,23_Intervening_Area_Sand_Harbor_2,23.18,207634.0,895.7463330457291,94628.0,408.23123382226055,0.4,17.25625539257981,0.4,17.25625539257981,0.8,34.51251078515962,1.001,2.8,0.12079378774805867,0.17450000000000002,0.13960000000000003,6.022433132010355
lt_202012_23_Intervening_Area_Sand_Harbor_3_SimFire.fccsFuels_obs_cli,SimFire.fccsFuels_obs_cli,23_Intervening_Area_Sand_Harbor_3,29.43,269191.0,914.6822969758749,120038.0,407.8763166836561,1.7,57.76418620455318,4.4,149.50730547060823,6.1,207.2714916751614,1.001,13.8,0.4689092762487258,0.19010000000000002,1.15961,39.40231056744819
lt_202012_23_Intervening_Area_Sand_Harbor_4_SimFire.fccsFuels_obs_cli,SimFire.fccsFuels_obs_cli,23_Intervening_Area_Sand_Harbor_4,130.52,1159999.0,888.751915415262,545564.0,417.9926448053938,1.2,9.193993257738278,32.0,245.17315353968738,33.2,254.36714679742568,1.002,90.0,0.6895494943303707,0.1882,6.248240000000001,47.871897027275516
lt_202012_29_Intervening_Area_Glenbrook_Bay_1_SimFire.fccsFuels_obs_cli,SimFire.fccsFuels_obs_cli,29_Intervening_Area_Glenbrook_Bay_1,81.95,522201.0,637.2190359975594,142358.0,173.7132397803539,0.0,0.0,0.1,1.2202562538133008,0.1,1.2202562538133008,1.006,2.8,0.03416717510677242,0.18710000000000002,0.01871,0.22830994508846858
lt_202012_29_Intervening_Area_Glenbrook_Bay_2_SimFire.fccsFuels_obs_cli,SimFire.fccsFuels_obs_cli,29_Intervening_Area_Glenbrook_Bay_2,90.82,574460.0,632.5258753578507,151901.0,167.25500990971153,0.1,1.101079057476327,0.2,2.202158114952654,0.2,2.202158114952654,0.695,3.2,0.03523452983924246,0.2615,0.052300000000000006,0.575864347060119
lt_202012_30_North_Logan_House_Creek_SimFire.fccsFuels_obs_cli,SimFire.fccsFuels_obs_cli,30_North_Logan_House_Creek,266.97,1656924.0,620.6405214068996,484727.0,181.56609356856572,0.0,0.0,8.1,30.340487695246654,8.1,30.340487695246654,1.0,21.7,0.08128254110948795,0.19180000000000003,1.5535800000000002,5.819305539948309
lt_202012_32_Cave_Rock_Unnamed_Creek_at_Lincoln_Park_SimFire.fccsFuels_obs_cli,SimFire.fccsFuels_obs_cli,32_Cave_Rock_Unnamed_Creek_at_Lincoln_Park,136.52,894370.0,655.1201289188398,229512.0,168.1160269557574,0.0,0.0,0.9,6.592440668033987,0.9,6.592440668033987,1.001,5.6,0.041019630823322585,0.19180000000000003,0.17262000000000002,1.264430120128919
lt_202012_33_Lincoln_Creek_SimFire.fccsFuels_obs_cli,SimFire.fccsFuels_obs_cli,33_Lincoln_Creek,658.72,4326892.0,656.8636142822444,1134799.0,172.27334831187758,0.0,0.0,24.2,36.737915958222004,23.7,35.978868107845514,0.982,78.7,0.11947413164925917,0.19180000000000003,4.545660000000001,6.900746903084771
lt_202012_35_North_Zephyr_Creek_SimFire.fccsFuels_obs_cli,SimFire.fccsFuels_obs_cli,35_North_Zephyr_Creek,631.05,4003729.0,634.4551144917201,1073724.0,170.14879961968148,0.0,0.0,6.3,9.983361064891847,6.3,9.983361064891847,1.003,31.9,0.05055066951905554,0.19180000000000003,1.2083400000000002,1.9148086522462566
lt_202012_37_Zephyr_Creek_SimFire.fccsFuels_obs_cli,SimFire.fccsFuels_obs_cli,37_Zephyr_Creek,399.89,2526104.0,631.6997174222911,685683.0,171.46790367351022,0.0,0.0,3.6,9.002475680812223,3.6,9.002475680812223,1.001,19.2,0.04801320363099852,0.19180000000000003,0.6904800000000001,1.7266748355797847
lt_202012_47_Tallac_Creek_SimFire.fccsFuels_obs_cli,SimFire.fccsFuels_obs_cli,47_Tallac_Creek,876.86,9181227.0,1047.057340966631,6409281.0,730.9354971147047,389.8,444.5407476678147,136.9,156.1252651506512,180.3,205.62005337226012,0.342,271.2,0.30928540473963917,0.24930000000000002,44.94879000000001,51.261079305704456
lt_202012_38_McFaul_Creek_SimFire.fccsFuels_obs_cli,SimFire.fccsFuels_obs_cli,38_McFaul_Creek,876.49,5568373.0,635.3036543485949,1472360.0,167.9836621068124,0.0,0.0,13.7,15.630526303779849,7.9,9.013223197070133,0.574,40.3,0.0459788474483451,0.3363,2.65677,3.0311469611746853
lt_202012_48_Cascade_Creek_SimFire.fccsFuels_obs_cli,SimFire.fccsFuels_obs_cli,48_Cascade_Creek,845.0,10808368.0,1279.0968047337278,8231094.0,974.0939644970414,417.3,493.84615384615387,383.9,454.3195266272189,364.5,431.3609467455621,0.455,518.8,0.6139644970414201,0.23770000000000002,86.64165000000001,102.53449704142012
lt_202012_51_Rubicon_Creek_1_SimFire.fccsFuels_obs_cli,SimFire.fccsFuels_obs_cli,51_Rubicon_Creek_1,386.88,3923020.0,1014.0146815550041,2718369.0,702.6388027295285,135.4,349.9793217535153,62.9,162.5827129859388,173.4,448.20099255583125,0.874,238.6,0.6167287014061208,0.10240000000000002,17.756160000000005,45.89578163771713
lt_202012_51_Rubicon_Creek_2_SimFire.fccsFuels_obs_cli,SimFire.fccsFuels_obs_cli,51_Rubicon_Creek_2,294.69,3089038.0,1048.2330584682209,2189085.0,742.8433268858801,48.7,165.25840713970612,62.5,212.08727815670704,111.5,378.36370423156535,1.002,155.5,0.5276731480538871,0.12810000000000002,14.283150000000003,48.468390512063536
lt_202012_52_Paradise_Flat_SimFire.fccsFuels_obs_cli,SimFire.fccsFuels_obs_cli,52_Paradise_Flat,149.31,1560472.0,1045.1222289196974,1064963.0,713.2563123702364,59.4,397.8300180831826,16.3,109.16884334605854,38.0,254.5040519724064,0.503,54.6,0.3656821378340366,0.15189999999999998,5.772199999999999,38.65916549460852
lt_202012_53_Lonely_Gulch_SimFire.fccsFuels_obs_cli,SimFire.fccsFuels_obs_cli,53_Lonely_Gulch,246.11,2811728.0,1142.4680021128763,2001261.0,813.1571248628662,29.8,121.08406809963024,64.6,262.48425500792325,94.5,383.97464548372676,1.001,132.6,0.5387834708057372,0.1448,13.683600000000002,55.599528666043646
lt_202012_54_Sierra_Creek_SimFire.fccsFuels_obs_cli,SimFire.fccsFuels_obs_cli,54_Sierra_Creek,211.19,2273183.0,1076.3686727591269,1619696.0,766.9378284956674,56.3,266.58459207348835,14.5,68.6585539088025,62.0,293.57450636867276,0.875,88.6,0.4195274397462001,0.1317,8.1654,38.6637624887542
lt_202012_55_Meeks_Creek_SimFire.fccsFuels_obs_cli,SimFire.fccsFuels_obs_cli,55_Meeks_Creek,1979.89,24565697.0,1240.7606988267025,17632287.0,890.5690215112961,316.1,159.65533438726393,568.8,287.28868775538035,358.3,180.96964982903089,0.405,529.1,0.26723706872604036,0.28700000000000003,102.83210000000001,51.93828950093187
lt_202012_56_General_Creek_SimFire.fccsFuels_obs_cli,SimFire.fccsFuels_obs_cli,56_General_Creek,1820.3,23139016.0,1271.1649728066802,16596963.0,911.7707520738339,556.0,305.4441575564467,242.6,133.27473493380214,217.6,119.54073504367412,0.273,342.7,0.18826567049387463,0.2692,58.57792,32.180365873757076
lt_202012_57_McKinney_Creek_SimFire.fccsFuels_obs_cli,SimFire.fccsFuels_obs_cli,57_McKinney_Creek,1308.39,16193268.0,1237.6484075848941,11899867.0,909.5045819671503,240.0,183.43154564006144,170.3,130.15996759376026,270.4,206.66620808780254,0.659,396.1,0.3027384801167847,0.19940000000000002,53.91776,41.20924189270783
lt_202012_63_Intervening_Area_Ward_Creek_SimFire.fccsFuels_obs_cli,SimFire.fccsFuels_obs_cli,63_Intervening_Area_Ward_Creek,158.97,2004541.0,1260.955526199912,1431896.0,900.7334717242247,0.4,2.5161980247845506,51.3,322.7023966786186,51.8,325.8476442095993,1.001,73.0,0.45920613952318046,0.19180000000000003,9.93524,62.497578159401144
lt_202012_63_Ward_Creek_SimFire.fccsFuels_obs_cli,SimFire.fccsFuels_obs_cli,63_Ward_Creek,2308.46,32464789.0,1406.3396809994542,24069080.0,1042.6466128934442,1130.1,489.54714398343486,669.2,289.8902298502032,1605.8,695.6152586572866,0.892,2225.4,0.964019302911898,0.19680000000000003,316.02144000000004,136.89708290375404
lt_202012_25_Intervening_Area_Marlette_to_Secret_Harbor_SimFire.fccsFuels_obs_cli,SimFire.fccsFuels_obs_cli,25_Intervening_Area_Marlette_to_Secret_Harbor,48.55,351052.0,723.0731204943357,136810.0,281.79196704428426,0.0,0.0,1.2,24.7167868177137,1.2,24.7167868177137,1.0,5.0,0.10298661174047374,0.19180000000000003,0.23016000000000003,4.740679711637488
lt_202012_27_Intervening_Area_Deadman_Point_SimFire.fccsFuels_obs_cli,SimFire.fccsFuels_obs_cli,27_Intervening_Area_Deadman_Point,36.73,242578.0,660.435611216989,89893.0,244.73999455485983,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.4,0.03811598148652328,0.19180000000000003,0.0,0.0
lt_202012_32_Intervening_Area_Logan_Shoals_1_SimFire.fccsFuels_obs_cli,SimFire.fccsFuels_obs_cli,32_Intervening_Area_Logan_Shoals_1,28.52,184031.0,645.2699859747546,49426.0,173.30294530154276,0.0,0.0,0.1,3.506311360448808,0.1,3.506311360448808,1.0,0.9,0.03155680224403927,0.19180000000000003,0.019180000000000003,0.6725105189340814
lt_202012_32_Intervening_Area_Logan_Shoals_2_SimFire.fccsFuels_obs_cli,SimFire.fccsFuels_obs_cli,32_Intervening_Area_Logan_Shoals_2,32.86,212996.0,648.1923311016434,58581.0,178.27449786975046,0.0,0.0,0.1,3.0432136335970785,0.1,3.0432136335970785,1.0,1.1,0.033475349969567865,0.19180000000000003,0.019180000000000003,0.5836883749239198
lt_202012_49_Eagle_Creek_SimFire.landisFuels_obs_cli,SimFire.landisFuels_obs_cli,49_Eagle_Creek,1646.08,21301653.0,1294.083701885692,16031611.0,973.9266013802488,526.1,319.60779548989115,941.3,571.8434097978227,721.1,438.0710536547434,0.491,1023.9,0.6220232309486781,0.25680000000000003,185.17848000000004,112.49664657853813
lt_202012_31_Logan_House_Creek_SimFire.landisFuels_obs_cli,SimFire.landisFuels_obs_cli,31_Logan_House_Creek,500.18,3285735.0,656.9105122156024,576337.0,115.22591866927905,0.7,1.399496181374705,6.8,13.595105761925707,7.5,14.994601943300411,1.002,19.5,0.03898596505258107,0.19190000000000002,1.4392500000000001,2.8774641129193497
